"time","TAmb","TDif","heatCapacitor_T","TRes"
0.83,293.15,2,299.029,299.029
0.84,293.15,2,299.029,299.029
0.84,293.15,2,299.023,299.023
0.85,293.15,2,299.023,299.023
0.85,293.15,2,299.017,299.017
0.86,293.15,2,299.017,299.017
0.86,293.15,2,299.011,299.011
0.87,293.15,2,299.011,299.011
0.87,293.15,2,299.006,299.006
0.88,293.15,2,299.006,299.006
0.88,293.15,2,299,299
0.89,293.15,2,299,299
0.89,293.15,2,298.994,298.994
0.9,293.15,2,298.994,298.994
0.9,293.15,2,298.988,298.988
0.91,293.15,2,298.988,298.988
0.91,293.15,2,298.982,298.982
0.92,293.15,2,298.982,298.982
0.92,293.15,2,298.976,298.976
0.93,293.15,2,298.976,298.976
0.93,293.15,2,298.971,298.971
0.94,293.15,2,298.971,298.971
0.94,293.15,2,298.965,298.965
0.95,293.15,2,298.965,298.965
0.95,293.15,2,298.959,298.959
0.96,293.15,2,298.959,298.959
0.96,293.15,2,298.953,298.953
0.97,293.15,2,298.953,298.953
0.97,293.15,2,298.947,298.947
0.98,293.15,2,298.947,298.947
0.98,293.15,2,298.942,298.942
0.99,293.15,2,298.942,298.942
0.99,293.15,2,298.936,298.936
1,293.15,2,298.936,298.936
1,293.15,2,298.93,298.93
1.01,293.15,2,298.93,298.93
1.01,293.15,2,298.924,298.924
1.02,293.15,2,298.924,298.924
1.02,293.15,2,298.918,298.918
1.03,293.15,2,298.918,298.918
1.03,293.15,2,298.913,298.913
1.04,293.15,2,298.913,298.913
1.04,293.15,2,298.907,298.907
1.05,293.15,2,298.907,298.907
1.05,293.15,2,298.901,298.901
1.06,293.15,2,298.901,298.901
1.06,293.15,2,298.895,298.895
1.07,293.15,2,298.895,298.895
1.07,293.15,2,298.89,298.89
1.08,293.15,2,298.89,298.89
1.08,293.15,2,298.884,298.884
1.09,293.15,2,298.884,298.884
1.09,293.15,2,298.878,298.878
1.1,293.15,2,298.878,298.878
1.1,293.15,2,298.872,298.872
1.11,293.15,2,298.872,298.872
1.11,293.15,2,298.867,298.867
1.12,293.15,2,298.867,298.867
1.12,293.15,2,298.861,298.861
1.13,293.15,2,298.861,298.861
1.13,293.15,2,298.855,298.855
1.14,293.15,2,298.855,298.855
1.14,293.15,2,298.85,298.85
1.15,293.15,2,298.85,298.85
1.15,293.15,2,298.844,298.844
1.16,293.15,2,298.844,298.844
1.16,293.15,2,298.838,298.838
1.17,293.15,2,298.838,298.838
1.17,293.15,2,298.833,298.833
1.18,293.15,2,298.833,298.833
1.18,293.15,2,298.827,298.827
1.19,293.15,2,298.827,298.827
1.19,293.15,2,298.821,298.821
1.2,293.15,2,298.821,298.821
1.2,293.15,2,298.816,298.816
1.21,293.15,2,298.816,298.816
1.21,293.15,2,298.81,298.81
1.22,293.15,2,298.81,298.81
1.22,293.15,2,298.804,298.804
1.23,293.15,2,298.804,298.804
1.23,293.15,2,298.799,298.799
1.24,293.15,2,298.799,298.799
1.24,293.15,2,298.793,298.793
1.25,293.15,2,298.793,298.793
1.25,293.15,2,298.787,298.787
1.26,293.15,2,298.787,298.787
1.26,293.15,2,298.782,298.782
1.27,293.15,2,298.782,298.782
1.27,293.15,2,298.776,298.776
1.28,293.15,2,298.776,298.776
1.28,293.15,2,298.77,298.77
1.29,293.15,2,298.77,298.77
1.29,293.15,2,298.765,298.765
1.3,293.15,2,298.765,298.765
1.3,293.15,2,298.759,298.759
1.31,293.15,2,298.759,298.759
1.31,293.15,2,298.754,298.754
1.32,293.15,2,298.754,298.754
1.32,293.15,2,298.748,298.748
1.33,293.15,2,298.748,298.748
1.33,293.15,2,298.742,298.742
1.34,293.15,2,298.742,298.742
1.34,293.15,2,298.737,298.737
1.35,293.15,2,298.737,298.737
1.35,293.15,2,298.731,298.731
1.36,293.15,2,298.731,298.731
1.36,293.15,2,298.726,298.726
1.37,293.15,2,298.726,298.726
1.37,293.15,2,298.72,298.72
1.38,293.15,2,298.72,298.72
1.38,293.15,2,298.714,298.714
1.39,293.15,2,298.714,298.714
1.39,293.15,2,298.709,298.709
1.4,293.15,2,298.709,298.709
1.4,293.15,2,298.703,298.703
1.41,293.15,2,298.703,298.703
1.41,293.15,2,298.698,298.698
1.42,293.15,2,298.698,298.698
1.42,293.15,2,298.692,298.692
1.43,293.15,2,298.692,298.692
1.43,293.15,2,298.687,298.687
1.44,293.15,2,298.687,298.687
1.44,293.15,2,298.681,298.681
1.45,293.15,2,298.681,298.681
1.45,293.15,2,298.676,298.676
1.46,293.15,2,298.676,298.676
1.46,293.15,2,298.67,298.67
1.47,293.15,2,298.67,298.67
1.47,293.15,2,298.665,298.665
1.48,293.15,2,298.665,298.665
1.48,293.15,2,298.659,298.659
1.49,293.15,2,298.659,298.659
1.49,293.15,2,298.654,298.654
1.5,293.15,2,298.654,298.654
1.5,293.15,2,298.648,298.648
1.51,293.15,2,298.648,298.648
1.51,293.15,2,298.643,298.643
1.52,293.15,2,298.643,298.643
1.52,293.15,2,298.637,298.637
1.53,293.15,2,298.637,298.637
1.53,293.15,2,298.632,298.632
1.54,293.15,2,298.632,298.632
1.54,293.15,2,298.626,298.626
1.55,293.15,2,298.626,298.626
1.55,293.15,2,298.621,298.621
1.56,293.15,2,298.621,298.621
1.56,293.15,2,298.615,298.615
1.57,293.15,2,298.615,298.615
1.57,293.15,2,298.61,298.61
1.58,293.15,2,298.61,298.61
1.58,293.15,2,298.604,298.604
1.59,293.15,2,298.604,298.604
1.59,293.15,2,298.599,298.599
1.6,293.15,2,298.599,298.599
1.6,293.15,2,298.593,298.593
1.61,293.15,2,298.593,298.593
1.61,293.15,2,298.588,298.588
1.62,293.15,2,298.588,298.588
1.62,293.15,2,298.583,298.583
1.63,293.15,2,298.583,298.583
1.63,293.15,2,298.577,298.577
1.64,293.15,2,298.577,298.577
1.64,293.15,2,298.572,298.572
1.65,293.15,2,298.572,298.572
1.65,293.15,2,298.566,298.566
1.66,293.15,2,298.566,298.566
1.66,293.15,2,298.561,298.561
1.67,293.15,2,298.561,298.561
1.67,293.15,2,298.555,298.555
1.68,293.15,2,298.555,298.555
1.68,293.15,2,298.55,298.55
1.69,293.15,2,298.55,298.55
1.69,293.15,2,298.545,298.545
1.7,293.15,2,298.545,298.545
1.7,293.15,2,298.539,298.539
1.71,293.15,2,298.539,298.539
1.71,293.15,2,298.534,298.534
1.72,293.15,2,298.534,298.534
1.72,293.15,2,298.528,298.528
1.73,293.15,2,298.528,298.528
1.73,293.15,2,298.523,298.523
1.74,293.15,2,298.523,298.523
1.74,293.15,2,298.518,298.518
1.75,293.15,2,298.518,298.518
1.75,293.15,2,298.512,298.512
1.76,293.15,2,298.512,298.512
1.76,293.15,2,298.507,298.507
1.77,293.15,2,298.507,298.507
1.77,293.15,2,298.502,298.502
1.78,293.15,2,298.502,298.502
1.78,293.15,2,298.496,298.496
1.79,293.15,2,298.496,298.496
1.79,293.15,2,298.491,298.491
1.8,293.15,2,298.491,298.491
1.8,293.15,2,298.486,298.486
1.81,293.15,2,298.486,298.486
1.81,293.15,2,298.48,298.48
1.82,293.15,2,298.48,298.48
1.82,293.15,2,298.475,298.475
1.83,293.15,2,298.475,298.475
1.83,293.15,2,298.47,298.47
1.84,293.15,2,298.47,298.47
1.84,293.15,2,298.464,298.464
1.85,293.15,2,298.464,298.464
1.85,293.15,2,298.459,298.459
1.86,293.15,2,298.459,298.459
1.86,293.15,2,298.454,298.454
1.87,293.15,2,298.454,298.454
1.87,293.15,2,298.448,298.448
1.88,293.15,2,298.448,298.448
1.88,293.15,2,298.443,298.443
1.89,293.15,2,298.443,298.443
1.89,293.15,2,298.438,298.438
1.9,293.15,2,298.438,298.438
1.9,293.15,2,298.433,298.433
1.91,293.15,2,298.433,298.433
1.91,293.15,2,298.427,298.427
1.92,293.15,2,298.427,298.427
1.92,293.15,2,298.422,298.422
1.93,293.15,2,298.422,298.422
1.93,293.15,2,298.417,298.417
1.94,293.15,2,298.417,298.417
1.94,293.15,2,298.411,298.411
1.95,293.15,2,298.411,298.411
1.95,293.15,2,298.406,298.406
1.96,293.15,2,298.406,298.406
1.96,293.15,2,298.401,298.401
1.97,293.15,2,298.401,298.401
1.97,293.15,2,298.396,298.396
1.98,293.15,2,298.396,298.396
1.98,293.15,2,298.39,298.39
1.99,293.15,2,298.39,298.39
1.99,293.15,2,298.385,298.385
2,293.15,2,298.385,298.385
2,293.15,2,298.38,298.38
2.01,293.15,2,298.38,298.38
2.02,293.15,2,298.38,298.38
2.03,293.15,2,298.38,298.38
2.04,293.15,2,298.38,298.38
2.05,293.15,2,298.38,298.38
2.06,293.15,2,298.38,298.38
2.07,293.15,2,298.38,298.38
2.08,293.15,2,298.38,298.38
2.09,293.15,2,298.38,298.38
2.1,293.15,2,298.38,298.38
2.11,293.15,2,298.38,298.38
2.12,293.15,2,298.38,298.38
2.13,293.15,2,298.38,298.38
2.14,293.15,2,298.38,298.38
2.15,293.15,2,298.38,298.38
2.16,293.15,2,298.38,298.38
2.17,293.15,2,298.38,298.38
2.18,293.15,2,298.38,298.38
2.19,293.15,2,298.38,298.38
2.2,293.15,2,298.38,298.38
2.21,293.15,2,298.38,298.38
2.22,293.15,2,298.38,298.38
2.23,293.15,2,298.38,298.38
2.24,293.15,2,298.38,298.38
2.25,293.15,2,298.38,298.38
2.26,293.15,2,298.38,298.38
2.27,293.15,2,298.38,298.38
2.28,293.15,2,298.38,298.38
2.29,293.15,2,298.38,298.38
2.3,293.15,2,298.38,298.38
2.31,293.15,2,298.38,298.38
2.32,293.15,2,298.38,298.38
2.33,293.15,2,298.38,298.38
2.34,293.15,2,298.38,298.38
2.35,293.15,2,298.38,298.38
2.36,293.15,2,298.38,298.38
2.37,293.15,2,298.38,298.38
2.38,293.15,2,298.38,298.38
2.39,293.15,2,298.38,298.38
2.4,293.15,2,298.38,298.38
2.41,293.15,2,298.38,298.38
2.42,293.15,2,298.38,298.38
2.43,293.15,2,298.38,298.38
2.44,293.15,2,298.38,298.38
2.45,293.15,2,298.38,298.38
2.46,293.15,2,298.38,298.38
2.47,293.15,2,298.38,298.38
2.48,293.15,2,298.38,298.38
2.49,293.15,2,298.38,298.38
2.5,293.15,2,298.38,298.38
2.51,293.15,2,298.38,298.38
2.52,293.15,2,298.38,298.38
2.53,293.15,2,298.38,298.38
2.54,293.15,2,298.38,298.38
2.55,293.15,2,298.38,298.38
2.56,293.15,2,298.38,298.38
2.57,293.15,2,298.38,298.38
2.58,293.15,2,298.38,298.38
2.59,293.15,2,298.38,298.38
2.6,293.15,2,298.38,298.38
2.61,293.15,2,298.38,298.38
2.62,293.15,2,298.38,298.38
2.63,293.15,2,298.38,298.38
2.64,293.15,2,298.38,298.38
2.65,293.15,2,298.38,298.38
2.66,293.15,2,298.38,298.38
2.67,293.15,2,298.38,298.38
2.68,293.15,2,298.38,298.38
2.69,293.15,2,298.38,298.38
2.7,293.15,2,298.38,298.38
2.71,293.15,2,298.38,298.38
2.72,293.15,2,298.38,298.38
2.73,293.15,2,298.38,298.38
2.74,293.15,2,298.38,298.38
2.75,293.15,2,298.38,298.38
2.76,293.15,2,298.38,298.38
2.77,293.15,2,298.38,298.38
2.78,293.15,2,298.38,298.38
2.79,293.15,2,298.38,298.38
2.8,293.15,2,298.38,298.38
2.81,293.15,2,298.38,298.38
2.82,293.15,2,298.38,298.38
2.83,293.15,2,298.38,298.38
2.84,293.15,2,298.38,298.38
2.85,293.15,2,298.38,298.38
2.86,293.15,2,298.38,298.38
2.87,293.15,2,298.38,298.38
2.88,293.15,2,298.38,298.38
2.89,293.15,2,298.38,298.38
2.9,293.15,2,298.38,298.38
2.91,293.15,2,298.38,298.38
2.92,293.15,2,298.38,298.38
2.93,293.15,2,298.38,298.38
2.94,293.15,2,298.38,298.38
2.95,293.15,2,298.38,298.38
2.96,293.15,2,298.38,298.38
2.97,293.15,2,298.38,298.38
2.98,293.15,2,298.38,298.38
2.99,293.15,2,298.38,298.38
3,293.15,2,298.38,298.38
3.01,293.15,2,298.38,298.38
3.02,293.15,2,298.38,298.38
3.03,293.15,2,298.38,298.38
3.04,293.15,2,298.38,298.38
3.05,293.15,2,298.38,298.38
3.06,293.15,2,298.38,298.38
3.07,293.15,2,298.38,298.38
3.08,293.15,2,298.38,298.38
3.09,293.15,2,298.38,298.38
3.1,293.15,2,298.38,298.38
3.11,293.15,2,298.38,298.38
3.12,293.15,2,298.38,298.38
3.13,293.15,2,298.38,298.38
3.14,293.15,2,298.38,298.38
3.15,293.15,2,298.38,298.38
3.16,293.15,2,298.38,298.38
3.17,293.15,2,298.38,298.38
3.18,293.15,2,298.38,298.38
3.19,293.15,2,298.38,298.38
3.2,293.15,2,298.38,298.38
3.21,293.15,2,298.38,298.38
3.22,293.15,2,298.38,298.38
3.23,293.15,2,298.38,298.38
3.24,293.15,2,298.38,298.38
3.25,293.15,2,298.38,298.38
3.26,293.15,2,298.38,298.38
3.27,293.15,2,298.38,298.38
3.28,293.15,2,298.38,298.38
3.29,293.15,2,298.38,298.38
3.3,293.15,2,298.38,298.38
3.31,293.15,2,298.38,298.38
3.32,293.15,2,298.38,298.38
3.33,293.15,2,298.38,298.38
3.34,293.15,2,298.38,298.38
3.35,293.15,2,298.38,298.38
3.36,293.15,2,298.38,298.38
3.37,293.15,2,298.38,298.38
3.38,293.15,2,298.38,298.38
3.39,293.15,2,298.38,298.38
3.4,293.15,2,298.38,298.38
3.41,293.15,2,298.38,298.38
3.42,293.15,2,298.38,298.38
3.43,293.15,2,298.38,298.38
3.44,293.15,2,298.38,298.38
3.45,293.15,2,298.38,298.38
3.46,293.15,2,298.38,298.38
3.47,293.15,2,298.38,298.38
3.48,293.15,2,298.38,298.38
3.49,293.15,2,298.38,298.38
3.5,293.15,2,298.38,298.38
3.51,293.15,2,298.38,298.38
3.52,293.15,2,298.38,298.38
3.53,293.15,2,298.38,298.38
3.54,293.15,2,298.38,298.38
3.55,293.15,2,298.38,298.38
3.56,293.15,2,298.38,298.38
3.57,293.15,2,298.38,298.38
3.58,293.15,2,298.38,298.38
3.59,293.15,2,298.38,298.38
3.6,293.15,2,298.38,298.38
3.61,293.15,2,298.38,298.38
3.62,293.15,2,298.38,298.38
3.63,293.15,2,298.38,298.38
3.64,293.15,2,298.38,298.38
3.65,293.15,2,298.38,298.38
3.66,293.15,2,298.38,298.38
3.67,293.15,2,298.38,298.38
3.68,293.15,2,298.38,298.38
3.69,293.15,2,298.38,298.38
3.7,293.15,2,298.38,298.38
3.71,293.15,2,298.38,298.38
3.72,293.15,2,298.38,298.38
3.73,293.15,2,298.38,298.38
3.74,293.15,2,298.38,298.38
3.75,293.15,2,298.38,298.38
3.76,293.15,2,298.38,298.38
3.77,293.15,2,298.38,298.38
3.78,293.15,2,298.38,298.38
3.79,293.15,2,298.38,298.38
3.8,293.15,2,298.38,298.38
3.81,293.15,2,298.38,298.38
3.82,293.15,2,298.38,298.38
3.83,293.15,2,298.38,298.38
3.84,293.15,2,298.38,298.38
3.85,293.15,2,298.38,298.38
3.86,293.15,2,298.38,298.38
3.87,293.15,2,298.38,298.38
3.88,293.15,2,298.38,298.38
3.89,293.15,2,298.38,298.38
3.9,293.15,2,298.38,298.38
3.91,293.15,2,298.38,298.38
3.92,293.15,2,298.38,298.38
3.93,293.15,2,298.38,298.38
3.94,293.15,2,298.38,298.38
3.95,293.15,2,298.38,298.38
3.96,293.15,2,298.38,298.38
3.97,293.15,2,298.38,298.38
3.98,293.15,2,298.38,298.38
3.99,293.15,2,298.38,298.38
4,293.15,2,298.38,298.38
4.01,293.15,2,298.38,298.38
4.02,293.15,2,298.38,298.38
4.03,293.15,2,298.38,298.38
4.04,293.15,2,298.38,298.38
4.05,293.15,2,298.38,298.38
4.06,293.15,2,298.38,298.38
4.07,293.15,2,298.38,298.38
4.08,293.15,2,298.38,298.38
4.09,293.15,2,298.38,298.38
4.1,293.15,2,298.38,298.38
4.11,293.15,2,298.38,298.38
4.12,293.15,2,298.38,298.38
4.13,293.15,2,298.38,298.38
4.14,293.15,2,298.38,298.38
4.15,293.15,2,298.38,298.38
4.16,293.15,2,298.38,298.38
4.17,293.15,2,298.38,298.38
4.18,293.15,2,298.38,298.38
4.19,293.15,2,298.38,298.38
4.2,293.15,2,298.38,298.38
4.21,293.15,2,298.38,298.38
4.22,293.15,2,298.38,298.38
4.23,293.15,2,298.38,298.38
4.24,293.15,2,298.38,298.38
4.25,293.15,2,298.38,298.38
4.26,293.15,2,298.38,298.38
4.27,293.15,2,298.38,298.38
4.28,293.15,2,298.38,298.38
4.29,293.15,2,298.38,298.38
4.3,293.15,2,298.38,298.38
4.31,293.15,2,298.38,298.38
4.32,293.15,2,298.38,298.38
4.33,293.15,2,298.38,298.38
4.34,293.15,2,298.38,298.38
4.35,293.15,2,298.38,298.38
4.36,293.15,2,298.38,298.38
4.37,293.15,2,298.38,298.38
4.38,293.15,2,298.38,298.38
4.39,293.15,2,298.38,298.38
4.4,293.15,2,298.38,298.38
4.41,293.15,2,298.38,298.38
4.42,293.15,2,298.38,298.38
4.43,293.15,2,298.38,298.38
4.44,293.15,2,298.38,298.38
4.45,293.15,2,298.38,298.38
4.46,293.15,2,298.38,298.38
4.47,293.15,2,298.38,298.38
4.48,293.15,2,298.38,298.38
4.49,293.15,2,298.38,298.38
4.5,293.15,2,298.38,298.38
4.51,293.15,2,298.38,298.38
4.52,293.15,2,298.38,298.38
4.53,293.15,2,298.38,298.38
4.54,293.15,2,298.38,298.38
4.55,293.15,2,298.38,298.38
4.56,293.15,2,298.38,298.38
4.57,293.15,2,298.38,298.38
4.58,293.15,2,298.38,298.38
4.59,293.15,2,298.38,298.38
4.6,293.15,2,298.38,298.38
4.61,293.15,2,298.38,298.38
4.62,293.15,2,298.38,298.38
4.63,293.15,2,298.38,298.38
4.64,293.15,2,298.38,298.38
4.65,293.15,2,298.38,298.38
4.66,293.15,2,298.38,298.38
4.67,293.15,2,298.38,298.38
4.68,293.15,2,298.38,298.38
4.69,293.15,2,298.38,298.38
4.7,293.15,2,298.38,298.38
4.71,293.15,2,298.38,298.38
4.72,293.15,2,298.38,298.38
4.73,293.15,2,298.38,298.38
4.74,293.15,2,298.38,298.38
4.75,293.15,2,298.38,298.38
4.76,293.15,2,298.38,298.38
4.77,293.15,2,298.38,298.38
4.78,293.15,2,298.38,298.38
4.79,293.15,2,298.38,298.38
4.8,293.15,2,298.38,298.38
4.81,293.15,2,298.38,298.38
4.82,293.15,2,298.38,298.38
4.83,293.15,2,298.38,298.38
4.84,293.15,2,298.38,298.38
4.85,293.15,2,298.38,298.38
4.86,293.15,2,298.38,298.38
4.87,293.15,2,298.38,298.38
4.88,293.15,2,298.38,298.38
4.89,293.15,2,298.38,298.38
4.9,293.15,2,298.38,298.38
4.91,293.15,2,298.38,298.38
4.92,293.15,2,298.38,298.38
4.93,293.15,2,298.38,298.38
4.94,293.15,2,298.38,298.38
4.95,293.15,2,298.38,298.38
4.96,293.15,2,298.38,298.38
4.97,293.15,2,298.38,298.38
4.98,293.15,2,298.38,298.38
4.99,293.15,2,298.38,298.38
5,293.15,2,298.38,298.38
5.01,293.15,2,298.38,298.38
5.02,293.15,2,298.38,298.38
5.03,293.15,2,298.38,298.38
5.04,293.15,2,298.38,298.38
5.05,293.15,2,298.38,298.38
5.06,293.15,2,298.38,298.38
5.07,293.15,2,298.38,298.38
5.08,293.15,2,298.38,298.38
5.09,293.15,2,298.38,298.38
5.1,293.15,2,298.38,298.38
5.11,293.15,2,298.38,298.38
5.12,293.15,2,298.38,298.38
5.13,293.15,2,298.38,298.38
5.14,293.15,2,298.38,298.38
5.15,293.15,2,298.38,298.38
5.16,293.15,2,298.38,298.38
5.17,293.15,2,298.38,298.38
5.18,293.15,2,298.38,298.38
5.19,293.15,2,298.38,298.38
5.2,293.15,2,298.38,298.38
5.21,293.15,2,298.38,298.38
5.22,293.15,2,298.38,298.38
5.23,293.15,2,298.38,298.38
5.24,293.15,2,298.38,298.38
5.25,293.15,2,298.38,298.38
5.26,293.15,2,298.38,298.38
5.27,293.15,2,298.38,298.38
5.28,293.15,2,298.38,298.38
5.29,293.15,2,298.38,298.38
5.3,293.15,2,298.38,298.38
5.31,293.15,2,298.38,298.38
5.32,293.15,2,298.38,298.38
5.33,293.15,2,298.38,298.38
5.34,293.15,2,298.38,298.38
5.35,293.15,2,298.38,298.38
5.36,293.15,2,298.38,298.38
5.37,293.15,2,298.38,298.38
5.38,293.15,2,298.38,298.38
5.39,293.15,2,298.38,298.38
5.4,293.15,2,298.38,298.38
5.41,293.15,2,298.38,298.38
5.42,293.15,2,298.38,298.38
5.43,293.15,2,298.38,298.38
5.44,293.15,2,298.38,298.38
5.45,293.15,2,298.38,298.38
5.46,293.15,2,298.38,298.38
5.47,293.15,2,298.38,298.38
5.48,293.15,2,298.38,298.38
5.49,293.15,2,298.38,298.38
5.5,293.15,2,298.38,298.38
5.51,293.15,2,298.38,298.38
5.52,293.15,2,298.38,298.38
5.53,293.15,2,298.38,298.38
5.54,293.15,2,298.38,298.38
5.55,293.15,2,298.38,298.38
5.56,293.15,2,298.38,298.38
5.57,293.15,2,298.38,298.38
5.58,293.15,2,298.38,298.38
5.59,293.15,2,298.38,298.38
5.6,293.15,2,298.38,298.38
5.61,293.15,2,298.38,298.38
5.62,293.15,2,298.38,298.38
5.63,293.15,2,298.38,298.38
5.64,293.15,2,298.38,298.38
5.65,293.15,2,298.38,298.38
5.66,293.15,2,298.38,298.38
5.67,293.15,2,298.38,298.38
5.68,293.15,2,298.38,298.38
5.69,293.15,2,298.38,298.38
5.7,293.15,2,298.38,298.38
5.71,293.15,2,298.38,298.38
5.72,293.15,2,298.38,298.38
5.73,293.15,2,298.38,298.38
5.74,293.15,2,298.38,298.38
5.75,293.15,2,298.38,298.38
