Time,_dummy,_derdummy,booleanPulse1_width,booleanPulse1_period,booleanPulse1_startTime,booleanPulse2_width,booleanPulse2_period,booleanPulse2_startTime,onDelay_delayTime,rising_pre_0u_0start,set1_use_0pre_0as_0default,set1_y_0default,falling_pre_0u_0start,booleanTable_startValue,booleanTable_table_1_,booleanTable_table_2_,booleanTable_table_3_,booleanTable_table_4_,booleanTable_table_5_,booleanTable_table_6_,booleanTable_table_7_,changing_pre_0u_0start,triggeredAdd_y_0start,integerConstant_k,rSFlipFlop_Qini,sampleTriggerSet_period,sampleTriggerSet_startTime,sampleTriggerReset_period,sampleTriggerReset_startTime,_step_start,step,y,y2,y3,y1,y4,y5,y6,Q,QI,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_StartTime,fmi_StopTime,fmi_NumberOfSteps,fmi_CommunicationStepSize,fmi_forceShutDownAtStopTime
1.32,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.32,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,0,1,0,1,0,10,500,0.02,0
1.34,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,0,1,0,1,0,10,500,0.02,0
1.36,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,0,1,0,1,0,10,500,0.02,0
1.38,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,0,1,0,1,0,10,500,0.02,0
1.4,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,0,1,0,1,0,10,500,0.02,0
1.42,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,0,1,0,1,0,10,500,0.02,0
1.44,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,0,1,0,1,0,10,500,0.02,0
1.46,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,0,1,0,1,0,10,500,0.02,0
1.48,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,0,1,0,1,0,10,500,0.02,0
1.5,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,0,1,0,1,0,10,500,0.02,0
1.52,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,0,1,0,1,0,10,500,0.02,0
1.52,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.54,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.56,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.58,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.6,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.62,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.64,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.66,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.68,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.7,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.72,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.74,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.76,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.78,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.8,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.82,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,4,1,0,0,1,0,0,1,0,10,500,0.02,0
1.82,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,6,1,1,0,0,1,0,1,0,10,500,0.02,0
1.84,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,6,1,1,0,0,1,0,1,0,10,500,0.02,0
1.86,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,6,1,1,0,0,1,0,1,0,10,500,0.02,0
1.88,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,6,1,1,0,0,1,0,1,0,10,500,0.02,0
1.9,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,6,1,1,0,0,1,0,1,0,10,500,0.02,0
1.92,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,6,1,1,0,0,1,0,1,0,10,500,0.02,0
1.94,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,6,1,1,0,0,1,0,1,0,10,500,0.02,0
1.96,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,6,1,1,0,0,1,0,1,0,10,500,0.02,0
1.98,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,6,1,1,0,0,1,0,1,0,10,500,0.02,0
2,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,6,1,1,0,0,1,0,1,0,10,500,0.02,0
2.02,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,0,0,6,1,1,0,0,1,0,1,0,10,500,0.02,0
2.02,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.04,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.06,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.08,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.1,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.12,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.14,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.16,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.18,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.2,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.22,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
2.24,1,0,20,1,0,80,1,0,1,0,1,0,0,0,2,4,6,6.5,7,9,11,0,0,2,0,0.5,0,0.5,0.3,0,0,0,1,0,8,1,0,0,1,0,0,1,0,10,500,0.02,0
