"time","percentOpening","percentOpening2","outputFlow","percentOpening3","outputFlow2","outputValue","value","outputFlow3","tankLevel","percentOpening4","outputFlow42","outputFlow4","outputFlow22","percentOpening22","outputFlow32","percentOpening32","percentOpening42","tankLevel2","value2","flow","outputValue2","speedVal","speedPercent","outputFlow5","percentOpening5","outputFlow23","percentOpening23","flow2","outputFlow33","tankLevel3","value3","outputValue3","FloMGT1_flourWeight","SyrMGT1_syrup1Weight","SyrMGT1_syrup2Weight","SyrMGT1_syrup3Weight","FloMGT1_weighedWeight","SyrMGT1_weighingWeight","KNEAD1_mixtureLevel","WKM1_live","MGT1_cycleEnd","FloMGT1_weighingRequest","SyrMGT1_weighingRequest","KNEAD1_kneadingRequest","generalFaultGenFLT1","KNEAD1_kneadingOK","FloMGT1_weighingOk","SyrMGT1_weighingOk","WKM1_endCycleRequest","KNEAD1_cycleInProgress","WKM1_autoMode","WKM1_manualMode","F3MiXExV1_acknowledgePB","WKM1_endCyclePB","WKM1_startCyclePB","WKM1_autoSwitch","WKM1_manualSwitch","WKM1_emergencyStop","F1ExtV1_generalFault","F1ExtV1_openedSensorFB","F1ExtV1_closedSensorFB","F1AExt1_generalFault","F1AExt1_openedSensorFB","F1AExt1_closedSensorFB","F1AArr1_generalFault","F1AArr1_openedSensorFB","F1AArr1_closedSensorFB","F2ArVSir1_openedSensorFB","F2ArVSir1_closedSensorFB","F2ArVSir1_generalFault","F2ArVSir1_autoOpenCmd","F2ArVSir1_autoCloseCmd","F2ArVSir2_autoOpenCmd","F2ArVSir2_autoCloseCmd","F2ArVSir3_autoOpenCmd","F2ArVSir3_autoCloseCmd","F2SirExV1_autoOpenCmd","F2SirExV1_autoCloseCmd","F2ArVSir2_openedSensorFB","F2ArVSir2_closedSensorFB","F2ArVSir2_generalFault","F2ArVSir3_openedSensorFB","F2ArVSir3_closedSensorFB","F2ArVSir3_generalFault","F2SirExV1_openedSensorFB","F2SirExV1_closedSensorFB","F2SirExV1_generalFault","F3CleanV1_openedSensorFB","F3CleanV1_closedSensorFB","F3CleanV1_generalFault","F3MiXExV1_openedSensorFB","F3MiXExV1_closedSensorFB","F3MiXExV1_generalFault"
23,0,0,0,100,0.1388888955116272,60.347377777099609,60.347377777099609,0.27777779102325439,60.347377777099609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,60,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
24,0,0,0,100,0.1388888955116272,63.125164031982422,63.125164031982422,0.27777779102325439,63.125164031982422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,63,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
25,0,0,0,100,0.1388888955116272,65.902900695800781,65.902900695800781,0.27777779102325439,65.902900695800781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,65,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
26,0,0,0,100,0.1388888955116272,68.680610656738281,68.680610656738281,0.27777779102325439,68.680610656738281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,68,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
27,0,0,0,100,0.1388888955116272,71.458320617675781,71.458320617675781,0.27777779102325439,71.458320617675781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,71,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
28,0,0,0,100,0.1388888955116272,74.236030578613281,74.236030578613281,0.27777779102325439,74.236030578613281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,74,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
29,0,0,0,100,0.1388888955116272,77.013740539550781,77.013740539550781,0.27777779102325439,77.013740539550781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,77,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
30,0,0,0,100,0.1388888955116272,79.791450500488281,79.791450500488281,0.27777779102325439,79.791450500488281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,79,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
31,0,0,0,100,0.1388888955116272,82.569160461425781,82.569160461425781,0.27777779102325439,82.569160461425781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,82,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
32,0,0,0,100,0.1388888955116272,85.346870422363281,85.346870422363281,0.27777779102325439,85.346870422363281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,85,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
33,0,0,0,100,0.1388888955116272,88.124580383300781,88.124580383300781,0.27777779102325439,88.124580383300781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,88,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
34,0,0,0,100,0.1388888955116272,90.902290344238281,90.902290344238281,0.27777779102325439,90.902290344238281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,90,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
35,0,0,0,100,0.1388888955116272,93.680000305175781,93.680000305175781,0.27777779102325439,93.680000305175781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,93,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
36,0,0,0,100,0.1388888955116272,96.457710266113281,96.457710266113281,0.27777779102325439,96.457710266113281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,96,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
37,0,0,0,100,0.1388888955116272,99.235420227050781,99.235420227050781,0.27777779102325439,99.235420227050781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,150,100,50,99,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
38,70.000007629394531,70.000007629394531,0,0,0,99.541664123535156,99.541664123535156,0.27777779102325439,99.541664123535156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097222231328487396,0.43055558204650879,0.52777779102325439,0.52777779102325439,0.52777779102325439,200,150,100,50,99,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
39,100,100,0,0,0,96.805610656738281,96.805610656738281,0.27777779102325439,96.805610656738281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,3.2638881206512451,3.2638881206512451,3.2638881206512451,200,150,100,50,96,0,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
40,100,100,0,0,0,94.027900695800781,94.027900695800781,0.27777779102325439,94.027900695800781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,6.0416650772094727,6.0416650772094727,6.0416650772094727,200,150,100,50,94,0,6,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
41,100,100,0,0,0,91.250190734863281,91.250190734863281,0.27777779102325439,91.250190734863281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,8.8194446563720703,8.8194446563720703,8.8194446563720703,200,150,100,50,91,0,8,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
42,100,100,0,0,0,88.472480773925781,88.472480773925781,0.27777779102325439,88.472480773925781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,11.597230911254883,11.597230911254883,11.597230911254883,200,150,100,50,88,0,11,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
43,100,100,0,0,0,85.694770812988281,85.694770812988281,0.27777779102325439,85.694770812988281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,14.375017166137695,14.375017166137695,14.375017166137695,200,150,100,50,85,0,14,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
44,100,100,0,0,0,82.917060852050781,82.917060852050781,0.27777779102325439,82.917060852050781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,17.152803421020508,17.152803421020508,17.152803421020508,200,150,100,50,82,0,17,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
45,100,100,0,0,0,80.139350891113281,80.139350891113281,0.27777779102325439,80.139350891113281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,19.93058967590332,19.93058967590332,19.93058967590332,200,150,100,50,80,0,19,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
46,100,100,0,0,0,77.361640930175781,77.361640930175781,0.27777779102325439,77.361640930175781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,22.708375930786133,22.708375930786133,22.708375930786133,200,150,100,50,77,0,22,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
47,100,100,0,0,0,74.583930969238281,74.583930969238281,0.27777779102325439,74.583930969238281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,25.486162185668945,25.486162185668945,25.486162185668945,200,150,100,50,74,0,25,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
48,100,100,0,0,0,71.806221008300781,71.806221008300781,0.27777779102325439,71.806221008300781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,28.263948440551758,28.263948440551758,28.263948440551758,200,150,100,50,71,0,28,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
49,100,100,0,0,0,69.028511047363281,69.028511047363281,0.27777779102325439,69.028511047363281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,31.04173469543457,31.04173469543457,31.04173469543457,200,150,100,50,69,0,31,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
50,100,100,0,0,0,66.250801086425781,66.250801086425781,0.27777779102325439,66.250801086425781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,33.81951904296875,33.81951904296875,33.81951904296875,200,150,100,50,66,0,33,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
51,100,100,0,0,0,63.473075866699219,63.473075866699219,0.27777779102325439,63.473075866699219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888955116272,0.55555558204650879,36.597305297851562,36.597305297851562,36.597305297851562,200,150,100,50,63,0,36,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
