"Time","dFFREG.dataOut[1]","dFFREG.dataOut[2]"
0.006,1,1
0.016,1,1
0.026,1,1
0.036,1,1
0.046,1,1
0.056,1,1
0.066,1,1
0.076,1,1
0.086,1,1
0.096,1,1
0.106,1,1
0.116,1,1
0.126,1,1
0.136,1,1
0.146,1,1
0.156,1,1
0.166,1,1
0.176,1,1
0.186,1,1
0.196,1,1
0.206,1,1
0.216,1,1
0.226,1,1
0.236,1,1
0.246,1,1
0.256,1,1
0.266,1,1
0.276,1,1
0.286,1,1
0.296,1,1
0.306,1,1
0.316,1,1
0.326,1,1
0.336,1,1
0.346,1,1
0.356,1,1
0.366,1,1
0.376,1,1
0.386,1,1
0.396,1,1
0.406,1,1
0.416,1,1
0.426,1,1
0.436,1,1
0.446,1,1
0.456,1,1
0.466,1,1
0.476,1,1
0.486,1,1
0.496,1,1
0.506,1,1
0.516,1,1
0.526,1,1
0.536,1,1
0.546,1,1
0.556,1,1
0.566,1,1
0.576,1,1
0.586,1,1
0.596,1,1
0.606,1,1
0.616,1,1
0.626,1,1
0.636,1,1
0.646,1,1
0.656,1,1
0.666,1,1
0.676,1,1
0.686,1,1
0.696,1,1
0.706,1,1
0.716,1,1
0.726,1,1
0.736,1,1
0.746,1,1
0.756,1,1
0.766,1,1
0.776,1,1
0.786,1,1
0.796,1,1
0.806,1,1
0.816,1,1
0.826,1,1
0.836,1,1
0.846,1,1
0.856,1,1
0.866,1,1
0.876,1,1
0.886,1,1
0.896,1,1
0.906,1,1
0.916,1,1
0.926,1,1
0.936,1,1
0.946,1,1
0.956,1,1
0.966,1,1
0.976,1,1
0.986,1,1
0.996,1,1
1.006,1,1
1.016,1,1
1.026,1,1
1.036,1,1
1.046,1,1
1.056,1,1
1.066,1,1
1.076,1,1
1.086,1,1
1.096,1,1
1.106,1,1
1.116,1,1
1.126,1,1
1.136,1,1
1.146,1,1
1.156,1,1
1.166,1,1
1.176,1,1
1.186,1,1
1.196,1,1
1.206,1,1
1.216,1,1
1.226,1,1
1.236,1,1
1.246,1,1
1.256,1,1
1.266,1,1
1.276,1,1
1.286,1,1
1.296,1,1
1.306,1,1
1.316,1,1
1.326,1,1
1.336,1,1
1.346,1,1
1.356,1,1
1.366,1,1
1.376,1,1
1.386,1,1
1.396,1,1
1.406,1,1
1.416,1,1
1.426,1,1
1.436,1,1
1.446,1,1
1.456,1,1
1.466,1,1
1.476,1,1
1.486,1,1
1.496,1,1
1.506,1,1
1.516,1,1
1.526,1,1
1.536,1,1
1.546,1,1
1.556,1,1
1.566,1,1
1.576,1,1
1.586,1,1
1.596,1,1
1.606,1,1
1.616,1,1
1.626,1,1
1.636,1,1
1.646,1,1
1.656,1,1
1.666,1,1
1.676,1,1
1.686,1,1
1.696,1,1
1.706,1,1
1.716,1,1
1.726,1,1
1.736,1,1
1.746,1,1
1.756,1,1
1.766,1,1
1.776,1,1
1.786,1,1
1.796,1,1
1.806,1,1
1.816,1,1
1.826,1,1
1.836,1,1
1.846,1,1
1.856,1,1
1.866,1,1
1.876,1,1
1.886,1,1
1.896,1,1
1.906,1,1
1.916,1,1
1.926,1,1
1.936,1,1
1.946,1,1
1.956,1,1
1.966,1,1
1.976,1,1
1.986,1,1
1.996,1,1
2.006,1,1
2.016,1,1
2.026,1,1
2.036,1,1
2.046,1,1
2.056,1,1
2.066,1,1
2.076,1,1
2.086,1,1
2.096,1,1
2.106,1,1
2.116,1,1
2.126,1,1
2.136,1,1
2.146,1,1
2.156,1,1
2.166,1,1
2.176,1,1
2.186,1,1
2.196,1,1
2.206,1,1
2.216,1,1
2.226,1,1
2.236,1,1
2.246,1,1
2.256,1,1
2.266,1,1
2.276,1,1
2.286,1,1
2.296,1,1
2.306,1,1
2.316,1,1
2.326,1,1
2.336,1,1
2.346,1,1
2.356,1,1
2.366,1,1
2.376,1,1
2.386,1,1
2.396,1,1
2.406,1,1
2.416,1,1
2.426,1,1
2.436,1,1
2.446,1,1
2.456,1,1
2.466,1,1
2.476,1,1
2.486,1,1
2.496,1,1
2.506,1,1
2.516,1,1
2.526,1,1
2.536,1,1
2.546,1,1
2.556,1,1
2.566,1,1
2.576,1,1
2.586,1,1
2.596,1,1
2.606,1,1
2.616,1,1
2.626,1,1
2.636,1,1
2.646,1,1
2.656,1,1
2.666,1,1
2.676,1,1
2.686,1,1
2.696,1,1
2.706,1,1
2.716,1,1
2.726,1,1
2.736,1,1
2.746,1,1
2.756,1,1
2.766,1,1
2.776,1,1
2.786,1,1
2.796,1,1
2.806,1,1
2.816,1,1
2.826,1,1
2.836,1,1
2.846,1,1
2.856,1,1
2.866,1,1
2.876,1,1
2.886,1,1
2.896,1,1
2.906,1,1
2.916,1,1
2.926,1,1
2.936,1,1
2.946,1,1
2.956,1,1
2.966,1,1
2.976,1,1
2.986,1,1
2.996,1,1
3.006,1,1
3.016,1,1
3.026,1,1
3.036,1,1
3.046,1,1
3.056,1,1
3.066,1,1
3.076,1,1
3.086,1,1
3.096,1,1
3.106,1,1
3.116,1,1
3.126,1,1
3.136,1,1
3.146,1,1
3.156,1,1
3.166,1,1
3.176,1,1
3.186,1,1
3.196,1,1
3.206,1,1
3.216,1,1
3.226,1,1
3.236,1,1
3.246,1,1
3.256,1,1
3.266,1,1
3.276,1,1
3.286,1,1
3.296,1,1
3.306,1,1
3.316,1,1
3.326,1,1
3.336,1,1
3.346,1,1
3.356,1,1
3.366,1,1
3.376,1,1
3.386,1,1
3.396,1,1
3.406,1,1
3.416,1,1
3.426,1,1
3.436,1,1
3.446,1,1
3.456,1,1
3.466,1,1
3.476,1,1
3.486,1,1
3.496,1,1
3.506,1,1
3.516,1,1
3.526,1,1
3.536,1,1
3.546,1,1
3.556,1,1
3.566,1,1
3.576,1,1
3.586,1,1
3.596,1,1
3.606,1,1
3.616,1,1
3.626,1,1
3.636,1,1
3.646,1,1
3.656,1,1
3.666,1,1
3.676,1,1
3.686,1,1
3.696,1,1
3.706,1,1
3.716,1,1
3.726,1,1
3.736,1,1
3.746,1,1
3.756,1,1
3.766,1,1
3.776,1,1
3.786,1,1
3.796,1,1
3.806,1,1
3.816,1,1
3.826,1,1
3.836,1,1
3.846,1,1
3.856,1,1
3.866,1,1
3.876,1,1
3.886,1,1
3.896,1,1
3.906,1,1
3.916,1,1
3.926,1,1
3.936,1,1
3.946,1,1
3.956,1,1
3.966,1,1
3.976,1,1
3.986,1,1
3.996,1,1
4.006,1,1
4.016,1,1
4.026,1,1
4.036,1,1
4.046,1,1
4.056,1,1
4.066,1,1
4.076,1,1
4.086,1,1
4.096,1,1
4.106,1,1
4.116,1,1
4.126,1,1
4.136,1,1
4.146,1,1
4.156,1,1
4.166,1,1
4.176,1,1
4.186,1,1
4.196,1,1
4.206,1,1
4.216,1,1
4.226,1,1
4.236,1,1
4.246,1,1
4.256,1,1
4.266,1,1
4.276,1,1
4.286,1,1
4.296,1,1
4.306,1,1
4.316,1,1
4.326,1,1
4.336,1,1
4.346,1,1
4.356,1,1
4.366,1,1
4.376,1,1
4.386,1,1
4.396,1,1
4.406,1,1
4.416,1,1
4.426,1,1
4.436,1,1
4.446,1,1
4.456,1,1
4.466,1,1
4.476,1,1
4.486,1,1
4.496,1,1
4.506,1,1
4.516,1,1
4.526,1,1
4.536,1,1
4.546,1,1
4.556,1,1
4.566,1,1
4.576,1,1
4.586,1,1
4.596,1,1
4.606,1,1
4.616,1,1
4.626,1,1
4.636,1,1
4.646,1,1
4.656,1,1
4.666,1,1
4.676,1,1
4.686,1,1
4.696,1,1
4.706,1,1
4.716,1,1
4.726,1,1
4.736,1,1
4.746,1,1
4.756,1,1
4.766,1,1
4.776,1,1
4.786,1,1
4.796,1,1
4.806,1,1
4.816,1,1
4.826,1,1
4.836,1,1
4.846,1,1
4.856,1,1
4.866,1,1
4.876,1,1
4.886,1,1
4.896,1,1
4.906,1,1
4.916,1,1
4.926,1,1
4.936,1,1
4.946,1,1
4.956,1,1
4.966,1,1
4.976,1,1
4.986,1,1
4.996,1,1
5.006,1,1
5.016,1,1
5.026,1,1
5.036,1,1
5.046,1,1
5.056,1,1
5.066,1,1
5.076,1,1
5.086,1,1
5.096,1,1
5.106,1,1
5.116,1,1
5.126,1,1
5.136,1,1
5.146,1,1
5.156,1,1
5.166,1,1
5.176,1,1
5.186,1,1
5.196,1,1
5.206,1,1
5.216,1,1
5.226,1,1
5.236,1,1
5.246,1,1
5.256,1,1
5.266,1,1
5.276,1,1
5.286,1,1
5.296,1,1
5.306,1,1
5.316,1,1
5.326,1,1
5.336,1,1
5.346,1,1
5.356,1,1
5.366,1,1
5.376,1,1
5.386,1,1
5.396,1,1
5.406,1,1
5.416,1,1
5.426,1,1
5.436,1,1
5.446,1,1
5.456,1,1
5.466,1,1
5.476,1,1
5.486,1,1
5.496,1,1
5.506,1,1
5.516,1,1
5.526,1,1
5.536,1,1
5.546,1,1
5.556,1,1
5.566,1,1
5.576,1,1
5.586,1,1
5.596,1,1
5.606,1,1
5.616,1,1
5.626,1,1
5.636,1,1
5.646,1,1
5.656,1,1
5.666,1,1
5.676,1,1
5.686,1,1
5.696,1,1
5.706,1,1
5.716,1,1
5.726,1,1
5.736,1,1
5.746,1,1
5.756,1,1
5.766,1,1
5.776,1,1
5.786,1,1
5.796,1,1
5.806,1,1
5.816,1,1
5.826,1,1
5.836,1,1
5.846,1,1
5.856,1,1
5.866,1,1
5.876,1,1
5.886,1,1
5.896,1,1
5.906,1,1
5.916,1,1
5.926,1,1
5.936,1,1
5.946,1,1
5.956,1,1
5.966,1,1
5.976,1,1
5.986,1,1
5.996,1,1
6.006,1,1
6.006,3,3
6.016,3,3
6.026,3,3
6.036,3,3
6.046,3,3
6.056,3,3
6.066,3,3
6.076,3,3
6.086,3,3
6.096,3,3
6.106,3,3
6.116,3,3
6.126,3,3
6.136,3,3
6.146,3,3
6.156,3,3
6.166,3,3
6.176,3,3
6.186,3,3
6.196,3,3
6.206,3,3
6.216,3,3
6.226,3,3
6.236,3,3
6.246,3,3
6.256,3,3
6.266,3,3
6.276,3,3
6.286,3,3
6.296,3,3
6.306,3,3
6.316,3,3
6.326,3,3
6.336,3,3
6.346,3,3
6.356,3,3
6.366,3,3
6.376,3,3
6.386,3,3
6.396,3,3
6.406,3,3
6.416,3,3
6.426,3,3
6.436,3,3
6.446,3,3
6.456,3,3
6.466,3,3
6.476,3,3
6.486,3,3
6.496,3,3
6.506,3,3
6.516,3,3
6.526,3,3
6.536,3,3
6.546,3,3
6.556,3,3
6.566,3,3
6.576,3,3
6.586,3,3
6.596,3,3
6.606,3,3
6.616,3,3
6.626,3,3
6.636,3,3
6.646,3,3
6.656,3,3
6.666,3,3
6.676,3,3
6.686,3,3
6.696,3,3
6.706,3,3
6.716,3,3
6.726,3,3
6.736,3,3
6.746,3,3
6.756,3,3
6.766,3,3
6.776,3,3
6.786,3,3
6.796,3,3
6.806,3,3
6.816,3,3
6.826,3,3
6.836,3,3
6.846,3,3
6.856,3,3
6.866,3,3
6.876,3,3
6.886,3,3
6.896,3,3
6.906,3,3
6.916,3,3
6.926,3,3
6.936,3,3
6.946,3,3
6.956,3,3
6.966,3,3
6.976,3,3
6.986,3,3
6.996,3,3
7.006,3,3
7.016,3,3
7.026,3,3
7.036,3,3
7.046,3,3
7.056,3,3
7.066,3,3
7.076,3,3
7.086,3,3
7.096,3,3
7.106,3,3
