time,dataOut1,dataOut2
0.00000,1.00000,1.00000
0.05000,1.00000,1.00000
0.10000,1.00000,1.00000
0.15000,1.00000,1.00000
0.20000,1.00000,1.00000
0.25000,1.00000,1.00000
0.30000,1.00000,1.00000
0.35000,1.00000,1.00000
0.40000,1.00000,1.00000
0.45000,1.00000,1.00000
0.50000,1.00000,1.00000
0.55000,1.00000,1.00000
0.60000,1.00000,1.00000
0.65000,1.00000,1.00000
0.70000,1.00000,1.00000
0.75000,1.00000,1.00000
0.80000,1.00000,1.00000
0.85000,1.00000,1.00000
0.90000,1.00000,1.00000
0.95000,1.00000,1.00000
1.00000,1.00000,1.00000
1.05000,1.00000,1.00000
1.10000,1.00000,1.00000
1.15000,1.00000,1.00000
1.20000,1.00000,1.00000
1.25000,1.00000,1.00000
1.30000,1.00000,1.00000
1.35000,1.00000,1.00000
1.40000,1.00000,1.00000
1.45000,1.00000,1.00000
1.50000,1.00000,1.00000
1.55000,1.00000,1.00000
1.60000,1.00000,1.00000
1.65000,1.00000,1.00000
1.70000,1.00000,1.00000
1.75000,1.00000,1.00000
1.80000,1.00000,1.00000
1.85000,1.00000,1.00000
1.90000,1.00000,1.00000
1.95000,1.00000,1.00000
2.00000,1.00000,1.00000
2.05000,1.00000,1.00000
2.10000,1.00000,1.00000
2.15000,1.00000,1.00000
2.20000,1.00000,1.00000
2.25000,1.00000,1.00000
2.30000,1.00000,1.00000
2.35000,1.00000,1.00000
2.40000,1.00000,1.00000
2.45000,1.00000,1.00000
2.50000,1.00000,1.00000
2.55000,1.00000,1.00000
2.60000,1.00000,1.00000
2.65000,1.00000,1.00000
2.70000,1.00000,1.00000
2.75000,1.00000,1.00000
2.80000,1.00000,1.00000
2.85000,1.00000,1.00000
2.90000,1.00000,1.00000
2.95000,1.00000,1.00000
3.00000,1.00000,1.00000
3.05000,1.00000,1.00000
3.10000,1.00000,1.00000
3.15000,1.00000,1.00000
3.20000,1.00000,1.00000
3.25000,1.00000,1.00000
3.30000,1.00000,1.00000
3.35000,1.00000,1.00000
3.40000,1.00000,1.00000
3.45000,1.00000,1.00000
3.50000,1.00000,1.00000
3.55000,1.00000,1.00000
3.60000,1.00000,1.00000
3.65000,1.00000,1.00000
3.70000,1.00000,1.00000
3.75000,1.00000,1.00000
3.80000,1.00000,1.00000
3.85000,1.00000,1.00000
3.90000,1.00000,1.00000
3.95000,1.00000,1.00000
4.00000,1.00000,1.00000
4.05000,1.00000,1.00000
4.10000,1.00000,1.00000
4.15000,1.00000,1.00000
4.20000,1.00000,1.00000
4.25000,1.00000,1.00000
4.30000,1.00000,1.00000
4.35000,1.00000,1.00000
4.40000,1.00000,1.00000
4.45000,1.00000,1.00000
4.50000,1.00000,1.00000
4.55000,1.00000,1.00000
4.60000,1.00000,1.00000
4.65000,1.00000,1.00000
4.70000,1.00000,1.00000
4.75000,1.00000,1.00000
4.80000,1.00000,1.00000
4.85000,1.00000,1.00000
4.90000,1.00000,1.00000
4.95000,1.00000,1.00000
5.00000,1.00000,1.00000
5.05000,1.00000,1.00000
5.10000,1.00000,1.00000
5.15000,1.00000,1.00000
5.20000,1.00000,1.00000
5.25000,1.00000,1.00000
5.30000,1.00000,1.00000
5.35000,1.00000,1.00000
5.40000,1.00000,1.00000
5.45000,1.00000,1.00000
5.50000,1.00000,1.00000
5.55000,1.00000,1.00000
5.60000,1.00000,1.00000
5.65000,1.00000,1.00000
5.70000,1.00000,1.00000
5.75000,1.00000,1.00000
5.80000,1.00000,1.00000
5.85000,1.00000,1.00000
5.90000,1.00000,1.00000
5.95000,1.00000,1.00000
6.00000,3.00000,3.00000
6.05000,3.00000,3.00000
6.10000,3.00000,3.00000
6.15000,3.00000,3.00000
6.20000,3.00000,3.00000
6.25000,3.00000,3.00000
6.30000,3.00000,3.00000
6.35000,3.00000,3.00000
6.40000,3.00000,3.00000
6.45000,3.00000,3.00000
6.50000,3.00000,3.00000
6.55000,3.00000,3.00000
6.60000,3.00000,3.00000
6.65000,3.00000,3.00000
6.70000,3.00000,3.00000
6.75000,3.00000,3.00000
6.80000,3.00000,3.00000
6.85000,3.00000,3.00000
6.90000,3.00000,3.00000
6.95000,3.00000,3.00000
7.00000,3.00000,3.00000
7.05000,3.00000,3.00000
7.10000,3.00000,3.00000
7.15000,3.00000,3.00000
7.20000,3.00000,3.00000
7.25000,3.00000,3.00000
7.30000,3.00000,3.00000
7.35000,3.00000,3.00000
7.40000,3.00000,3.00000
7.45000,3.00000,3.00000
7.50000,3.00000,3.00000
7.55000,3.00000,3.00000
7.60000,3.00000,3.00000
7.65000,3.00000,3.00000
7.70000,3.00000,3.00000
7.75000,3.00000,3.00000
7.80000,3.00000,3.00000
7.85000,3.00000,3.00000
7.90000,3.00000,3.00000
7.95000,3.00000,3.00000
8.00000,3.00000,3.00000
8.05000,3.00000,3.00000
8.10000,3.00000,3.00000
8.15000,3.00000,3.00000
8.20000,3.00000,3.00000
8.25000,3.00000,3.00000
8.30000,3.00000,3.00000
8.35000,3.00000,3.00000
8.40000,3.00000,3.00000
8.45000,3.00000,3.00000
8.50000,3.00000,3.00000
8.55000,3.00000,3.00000
8.60000,3.00000,3.00000
8.65000,3.00000,3.00000
8.70000,3.00000,3.00000
8.75000,3.00000,3.00000
8.80000,3.00000,3.00000
8.85000,3.00000,3.00000
8.90000,3.00000,3.00000
8.95000,3.00000,3.00000
9.00000,3.00000,3.00000
9.05000,3.00000,3.00000
9.10000,3.00000,3.00000
9.15000,3.00000,3.00000
9.20000,3.00000,3.00000
9.25000,3.00000,3.00000
9.30000,3.00000,3.00000
9.35000,3.00000,3.00000
9.40000,3.00000,3.00000
9.45000,3.00000,3.00000
9.50000,3.00000,3.00000
9.55000,3.00000,3.00000
9.60000,3.00000,3.00000
9.65000,3.00000,3.00000
9.70000,3.00000,3.00000
9.75000,3.00000,3.00000
9.80000,3.00000,3.00000
9.85000,3.00000,3.00000
9.90000,3.00000,3.00000
9.95000,3.00000,3.00000
10.00000,3.00000,3.00000
10.05000,3.00000,3.00000
10.10000,3.00000,3.00000
10.15000,3.00000,3.00000
10.20000,3.00000,3.00000
10.25000,3.00000,3.00000
10.30000,3.00000,3.00000
10.35000,3.00000,3.00000
10.40000,3.00000,3.00000
10.45000,3.00000,3.00000
10.50000,3.00000,3.00000
10.55000,3.00000,3.00000
10.60000,3.00000,3.00000
10.65000,3.00000,3.00000
10.70000,3.00000,3.00000
10.75000,3.00000,3.00000
10.80000,3.00000,3.00000
10.85000,3.00000,3.00000
10.90000,3.00000,3.00000
10.95000,3.00000,3.00000
11.00000,3.00000,3.00000
11.05000,3.00000,3.00000
11.10000,3.00000,3.00000
11.15000,3.00000,3.00000
11.20000,3.00000,3.00000
11.25000,3.00000,3.00000
11.30000,3.00000,3.00000
11.35000,3.00000,3.00000
11.40000,3.00000,3.00000
11.45000,3.00000,3.00000
11.50000,3.00000,3.00000
11.55000,3.00000,3.00000
11.60000,3.00000,3.00000
11.65000,3.00000,3.00000
11.70000,3.00000,3.00000
11.75000,3.00000,3.00000
11.80000,3.00000,3.00000
11.85000,3.00000,3.00000
11.90000,3.00000,3.00000
11.95000,3.00000,3.00000
12.00000,3.00000,3.00000
12.05000,3.00000,3.00000
12.10000,3.00000,3.00000
12.15000,3.00000,3.00000
12.20000,3.00000,3.00000
12.25000,3.00000,3.00000
12.30000,3.00000,3.00000
12.35000,3.00000,3.00000
12.40000,3.00000,3.00000
12.45000,3.00000,3.00000
12.50000,3.00000,3.00000
12.55000,3.00000,3.00000
12.60000,3.00000,3.00000
12.65000,3.00000,3.00000
12.70000,3.00000,3.00000
12.75000,3.00000,3.00000
12.80000,3.00000,3.00000
12.85000,3.00000,3.00000
12.90000,3.00000,3.00000
12.95000,3.00000,3.00000
13.00000,4.00000,3.00000
13.05000,4.00000,3.00000
13.10000,4.00000,3.00000
13.15000,4.00000,3.00000
13.20000,4.00000,3.00000
13.25000,4.00000,3.00000
13.30000,4.00000,3.00000
13.35000,4.00000,3.00000
13.40000,4.00000,3.00000
13.45000,4.00000,3.00000
13.50000,4.00000,3.00000
13.55000,4.00000,3.00000
13.60000,4.00000,3.00000
13.65000,4.00000,3.00000
13.70000,4.00000,3.00000
13.75000,4.00000,3.00000
13.80000,4.00000,3.00000
13.85000,4.00000,3.00000
13.90000,4.00000,3.00000
13.95000,4.00000,3.00000
14.00000,4.00000,3.00000
14.05000,4.00000,3.00000
14.10000,4.00000,3.00000
14.15000,4.00000,3.00000
14.20000,4.00000,3.00000
14.25000,4.00000,3.00000
14.30000,4.00000,3.00000
14.35000,4.00000,3.00000
14.40000,4.00000,3.00000
14.45000,4.00000,3.00000
14.50000,4.00000,3.00000
14.55000,4.00000,3.00000
14.60000,4.00000,3.00000
14.65000,4.00000,3.00000
14.70000,4.00000,3.00000
14.75000,4.00000,3.00000
14.80000,4.00000,3.00000
14.85000,4.00000,3.00000
14.90000,4.00000,3.00000
14.95000,4.00000,3.00000
15.00000,4.00000,3.00000
15.05000,4.00000,3.00000
15.10000,4.00000,3.00000
15.15000,4.00000,3.00000
15.20000,4.00000,3.00000
15.25000,4.00000,3.00000
15.30000,4.00000,3.00000
15.35000,4.00000,3.00000
15.40000,4.00000,3.00000
15.45000,4.00000,3.00000
15.50000,4.00000,3.00000
15.55000,4.00000,3.00000
15.60000,4.00000,3.00000
15.65000,4.00000,3.00000
15.70000,4.00000,3.00000
15.75000,4.00000,3.00000
15.80000,4.00000,3.00000
15.85000,4.00000,3.00000
15.90000,4.00000,3.00000
15.95000,4.00000,3.00000
16.00000,4.00000,2.00000
16.05000,4.00000,2.00000
16.10000,4.00000,2.00000
16.15000,4.00000,2.00000
16.20000,4.00000,2.00000
16.25000,4.00000,2.00000
16.30000,4.00000,2.00000
