"Time [s]","FMI_Link_MixtureGases1.der_p [Pa_per_s]","FMI_Link_MixtureGases1.der_T []"
0.0893906000000001,0,0
0.0903906000000001,0,0
0.0913906000000001,0,0
0.0923906000000001,0,0
0.0933906000000001,0,0
0.0943906000000001,0,0
0.0953906000000001,0,0
0.0963906000000001,0,0
0.0973906000000001,0,0
0.0983906000000001,0,0
0.0993906000000001,0,0
0.1003906,0,0
0.1013906,0,0
0.1023906,0,0
0.1033906,0,0
0.1043906,0,0
0.1053906,0,0
0.1063906,0,0
0.1073906,0,0
0.1083906,0,0
0.1093906,0,0
0.1103906,0,0
0.1113906,0,0
0.1123906,0,0
0.1133906,0,0
0.1143906,0,0
0.1153906,0,0
0.1163906,0,0
0.1173906,0,0
0.1183906,0,0
0.1193906,0,0
0.1203906,0,0
0.1213906,0,0
0.1223906,0,0
0.1233906,0,0
0.1243906,0,0
0.1253906,0,0
0.1263906,0,0
0.1273906,0,0
0.1283906,0,0
0.1293906,0,0
0.1303906,0,0
0.1313906,0,0
0.1323906,0,0
0.1333906,0,0
0.1343906,0,0
0.1353906,0,0
0.1363906,0,0
0.1373906,0,0
0.1383906,0,0
0.1393906,0,0
0.1403906,0,0
0.1413906,0,0
0.1423906,0,0
0.1433906,0,0
0.1443906,0,0
0.1453906,0,0
0.1463906,0,0
0.1473906,0,0
0.1483906,0,0
0.1493906,0,0
0.1503906,0,0
0.1513906,0,0
0.1523906,0,0
0.1533906,0,0
0.1543906,0,0
0.1553906,0,0
0.1563906,0,0
0.1573906,0,0
0.1583906,0,0
0.1593906,0,0
0.1603906,0,0
0.1613906,0,0
0.1623906,0,0
0.1633906,0,0
0.1643906,0,0
0.1653906,0,0
0.1663906,0,0
0.1673906,0,0
0.1683906,0,0
0.1693906,0,0
0.1703906,0,0
0.1713906,0,0
0.1723906,0,0
0.1733906,0,0
0.1743906,0,0
0.1753906,0,0
0.1763906,0,0
0.1773906,0,0
0.1783906,0,0
0.1793906,0,0
0.1803906,0,0
0.1813906,0,0
0.1823906,0,0
0.1833906,0,0
0.1843906,0,0
0.1853906,0,0
0.1863906,0,0
0.1873906,0,0
0.1883906,0,0
0.1893906,0,0
0.1903906,0,0
0.1913906,0,0
0.1923906,0,0
0.1933906,0,0
0.1943906,0,0
0.1953906,0,0
0.1963906,0,0
0.1973906,0,0
0.1983906,0,0
0.1993906,0,0
0.2003906,0,0
0.2013906,0,0
0.2023906,0,0
0.2033906,0,0
0.2043906,0,0
0.2053906,0,0
0.2063906,0,0
0.2073906,0,0
0.2083906,0,0
0.2093906,0,0
0.2103906,0,0
0.2113906,0,0
0.2123906,0,0
0.2133906,0,0
0.2143906,0,0
0.2153906,0,0
0.2163906,0,0
0.2173906,0,0
0.2183906,0,0
0.2193906,0,0
0.2203906,0,0
0.2213906,0,0
0.2223906,0,0
0.2233906,0,0
0.2243906,0,0
0.2253906,0,0
0.2263906,0,0
0.2273906,0,0
0.2283906,0,0
0.2293906,0,0
0.2303906,0,0
0.2313906,0,0
0.2323906,0,0
0.2333906,0,0
0.2343906,0,0
0.2353906,0,0
0.2363906,0,0
0.2373906,0,0
0.2383906,0,0
0.2393906,0,0
0.2403906,0,0
0.2413906,0,0
0.2423906,0,0
0.2433906,0,0
0.2443906,0,0
0.2453906,0,0
0.2463906,0,0
0.2473906,0,0
0.2483906,0,0
0.2493906,0,0
0.2503906,0,0
0.2513906,0,0
0.2523906,0,0
0.2533906,0,0
0.2543906,0,0
0.2553906,0,0
0.2563906,0,0
0.2573906,0,0
0.2583906,0,0
0.2593906,0,0
0.2603906,0,0
0.2613906,0,0
0.2623906,0,0
0.2633906,0,0
0.2643906,0,0
0.2653906,0,0
0.2663906,0,0
0.2673906,0,0
0.2683906,0,0
0.2693906,0,0
0.2703906,0,0
0.2713906,0,0
0.2723906,0,0
0.2733906,0,0
0.2743906,0,0
0.2753906,0,0
0.2763906,0,0
0.2773906,0,0
0.2783906,0,0
0.2793906,0,0
0.2803906,0,0
0.2813906,0,0
0.2823906,0,0
0.2833906,0,0
0.2843906,0,0
0.2853906,0,0
0.2863906,0,0
0.2873906,0,0
0.2883906,0,0
0.2893906,0,0
0.2903906,0,0
0.2913906,0,0
0.2923906,0,0
0.2933906,0,0
0.2943906,0,0
0.2953906,0,0
0.2963906,0,0
0.2973906,0,0
0.2983906,0,0
0.2993906,0,0
0.3003906,-1.80413017844376,-0.0223630376179635
0.3013906,-6.30920682899364,-0.079294770968612
0.3023906,-10.6513734713025,-0.135765331785817
0.3033906,-14.8315702244209,-0.191775900189408
0.3043906,-18.8507372042731,-0.247327656246939
0.3053906,-22.7098145236548,-0.302421779973686
0.3063906,-26.409742292233,-0.357059451332652
0.3073906,-29.9514606165482,-0.411241850234571
0.3083906,-33.3359096000163,-0.464970156537895
0.3093906,-36.5640293429195,-0.518245550048814
0.3103906,-39.6367599424138,-0.571069210521269
0.3113906,-42.5550414925318,-0.623442317656933
0.3123906,-45.3198140841876,-0.675366051105225
0.3133906,-47.9320178051568,-0.726841590463285
0.3143906,-50.3925927400882,-0.777870115276023
0.3153906,-52.7024789705189,-0.828452805036133
0.3163906,-54.8626165748464,-0.878590839184008
0.3173906,-56.8739456283402,-0.928285397107785
0.3183906,-58.7374062031631,-0.977537658143436
0.3193906,-60.4539383683448,-1.02634880157466
0.3203906,-62.0244821897695,-1.07472000663288
0.3213906,-63.4499777302153,-1.12265245249734
0.3223906,-64.7313650493481,-1.17014731829503
0.3233906,-65.8695842036872,-1.21720578310068
0.3243906,-66.8655752466271,-1.26382902593685
0.3253906,-67.7202782284487,-1.31001822577391
0.3263906,-68.4346331963109,-1.35577456152994
0.3273906,-69.0095801942481,-1.40109921207078
0.3283906,-69.4460592631581,-1.44599335621017
0.3293906,-69.7450104408139,-1.49045817270959
0.3303906,-69.9073737618949,-1.53449484027826
0.3313906,-69.9340892579431,-1.57810453757324
0.3323906,-69.8260969573631,-1.62128844319941
0.3333906,-69.5843368854353,-1.66404773570944
0.3343906,-69.209749064333,-1.7063835936038
0.3353906,-68.7032735131079,-1.74829719533077
0.3363906,-68.0658502476909,-1.78978971928647
0.3373906,-67.2984192808904,-1.83086234381472
0.3383906,-66.4019206223754,-1.87151624720724
0.3393906,-65.3772942787114,-1.9117526077036
0.3403906,-64.2254802533225,-1.95157260349106
0.3413906,-62.9474185465317,-1.99097741270482
0.3423906,-61.5440491555411,-2.0299682134279
0.3433906,-60.0163120744105,-2.06854618369113
0.3443906,-58.3651472941009,-2.10671250147321
0.3453906,-56.5914948024521,-2.14446834470065
0.3463906,-54.6962945841848,-2.18181489124779
0.3473906,-52.6804866208995,-2.21875331893686
0.3483906,-50.5450108910551,-2.25528480553779
0.3493906,-48.2908073699881,-2.29141052876847
0.3503906,-45.9188160299394,-2.32713166629464
0.3513906,-43.4299768400307,-2.3624493957299
0.3523906,-40.8252297662651,-2.39736489463569
0.3533906,-38.1055147715267,-2.43187934052123
0.3543906,-35.2717718155561,-2.46599391084367
0.3553906,-32.3249408549738,-2.49970978300804
0.3563906,-29.2659618433338,-2.53302813436725
0.3573906,-26.0957747310468,-2.56595014222206
0.3583906,-22.8153194653789,-2.59847698382111
0.3593906,-19.4255359904769,-2.63060983636081
0.3603906,-15.9273642473964,-2.66234987698556
0.3613906,-12.321744174077,-2.69369828278773
0.3623906,-8.6096157053114,-2.72465623080738
0.3633906,-4.79191877280368,-2.75522489803255
0.3643906,-0.869593305141734,-2.78540546139918
0.3653906,3.15642077220366,-2.81519909779098
0.3663906,7.28518353687764,-2.84460698403967
0.3673906,11.5157550696725,-2.87363029692486
0.3683906,15.8471954544657,-2.9022702131742
0.3693906,20.2785647782515,-2.93052790946299
0.3703906,24.8089231311709,-2.95840456241444
0.3713906,29.4373306064823,-2.98590134859991
0.3723906,34.162847300527,-3.01301944453855
0.3733906,38.9845333127299,-3.03976002669731
0.3743906,43.9014487456947,-3.06612427149116
0.3753906,48.9126537051415,-3.092113355283
0.3763906,54.0172082998722,-3.11772845438368
0.3773906,59.2141726418031,-3.14297074505193
0.3783906,64.5026068459645,-3.1678414034943
0.3793906,69.8815710305007,-3.19234160586542
0.3803906,75.3501253167051,-3.21647252826782
0.3813906,80.9073298289854,-3.24023534675198
0.3823906,86.5522446947934,-3.26363123731634
0.3833906,92.2839300447642,-3.28666137590725
0.3843906,98.1014460126466,-3.30932693841904
0.3853906,104.003852735232,-3.33162910069383
0.3863906,109.990210352459,-3.35356903852181
0.3873906,116.059579007416,-3.37514792764117
0.3883906,122.211018846305,-3.39636694373802
0.3893906,128.443590018404,-3.41722726244645
0.3903906,134.756352676103,-3.4377300593485
0.3913906,141.148366974902,-3.45787650997418
0.3923906,147.618693073416,-3.47766778980133
0.3933906,154.166391133407,-3.49710507425589
0.3943906,160.790521319751,-3.51618953871179
0.3953906,167.490143800397,-3.53492235849092
0.3963906,174.264318746405,-3.55330470886317
0.3973906,181.112106331945,-3.57133776504639
0.3983906,188.032566734297,-3.58902270220644
0.3993906,195.024760133894,-3.60636069545699
0.4003906,202.087746714238,-3.62335291985986
0.4013906,209.22058666194,-3.64000055042488
0.4023906,216.422340166764,-3.65630476210986
0.4033906,223.692067421544,-3.6722667298206
0.4043906,231.028828622221,-3.68788762841094
0.4053906,238.431683967888,-3.70316863268267
0.4063906,245.899693660707,-3.71811091738548
0.4073906,253.431917905949,-3.7327156572172
0.4083906,261.027416912034,-3.74698402682366
0.4093906,268.685250890453,-3.76091720079875
0.4103906,276.4044800558,-3.77451635368434
0.4113906,284.184164625782,-3.78778265997035
0.4123906,292.023364821212,-3.8007172940947
0.4133906,299.921140866053,-3.81332143044318
0.4143906,307.876552987383,-3.82559624334977
0.4153906,315.888661415336,-3.83754290709649
0.4163906,323.956526383159,-3.84916259591341
0.4173906,332.079208127203,-3.8604564839786
0.4183906,340.255766886929,-3.87142574541822
0.4193906,348.485262904947,-3.88207155430643
0.4203906,356.766756426931,-3.89239508466528
0.4213906,365.099307701662,-3.90239751046505
0.4223906,373.48197698107,-3.91208000562425
0.4233906,381.913824520196,-3.92144374400907
0.4243906,390.39391057714,-3.93048989943395
0.4253906,398.92129541306,-3.9392196456614
0.4263906,407.495039292313,-3.94763415640179
0.4273906,416.114202482315,-3.95573460531395
0.4283906,424.777845253588,-3.96352216600456
0.4293906,433.485027879806,-3.97099801202822
0.4303906,442.234810637702,-3.97816331688777
0.4313906,451.026253807159,-3.98501925403413
0.4323906,459.85841767112,-3.99156699686631
0.4333906,468.730362515632,-3.9978077187314
0.4343906,477.641148629892,-4.00374259292456
0.4353906,486.589836306157,-4.00937279268906
0.4363906,495.575485839784,-4.01469949121606
0.4373906,504.597157529237,-4.01972386164501
0.4383906,513.653911676081,-4.02444707706344
0.4393906,522.744808585034,-4.02887031050702
0.4403906,531.868908563869,-4.03299473495947
0.4413906,541.025271923462,-4.03682152335266
0.4423906,550.212958977842,-4.04035184856654
0.4433906,559.43103004414,-4.04358688342899
0.4443906,568.67854544254,-4.0465278007162
0.4453906,577.954565496279,-4.04917577315266
0.4463906,587.258150531793,-4.0515319734108
0.4473906,596.588360878628,-4.05359757411096
0.4483906,605.944256869323,-4.05537374782181
0.4493906,615.32489883957,-4.05686166706015
0.4503906,624.72934712827,-4.05806250429071
0.4513906,634.156662077319,-4.05897743192655
0.4523906,643.605904031662,-4.05960762232906
0.4533906,653.076133339449,-4.05995424780758
0.4543906,662.566410351934,-4.06001848061939
0.4553906,672.075795423415,-4.05980149297012
0.4563906,681.603348911292,-4.05930445701353
0.4573906,691.148131176067,-4.05852854485154
0.4583906,700.709202581341,-4.05747492853422
0.4593906,710.285623493865,-4.05614478005982
0.4603906,719.876454283493,-4.05453927137471
0.4613906,729.480755323124,-4.05265957437324
0.4623906,739.097586988707,-4.05050686089813
0.4633906,748.726009659388,-4.04808230274025
0.4643906,758.365083717422,-4.04538707163866
0.4653906,768.013869548049,-4.04242233928058
0.4663906,777.671427539717,-4.03918927730141
0.4673906,787.336818083973,-4.03568905728472
0.4683906,797.009101575354,-4.03192285076228
0.4693906,806.687338411549,-4.02789182921403
0.4703906,816.3705889934,-4.02359716406788
0.4713906,826.057913724842,-4.01904002670017
0.4723906,835.748373012861,-4.01422158843538
0.4733906,845.441027267535,-4.00914302054624
0.4743906,855.134936902094,-4.00380549425365
0.4753906,864.829162332812,-3.99821018072671
0.4763906,874.522763979061,-3.99235825108272
0.4773906,884.214802263306,-3.9862508763872
0.4783906,893.904337611113,-3.97988922765387
0.4793906,903.590430451196,-3.97327447584446
0.4803906,913.272141215308,-3.96640779186912
0.4813906,922.948530338304,-3.95929034658642
0.4823906,932.618658258185,-3.95192331080273
0.4833906,942.281585415993,-3.94430785527288
0.4843906,951.936372255869,-3.93644515069988
0.4853906,961.582079225097,-3.9283363677348
0.4863906,971.21776677401,-3.91998267697733
0.4873906,980.842495356029,-3.91138524897522
0.4883906,990.455325427729,-3.90254525422443
0.4893906,1000.05531744872,-3.89346386316915
0.4903906,1009.64153188171,-3.88414224620163
0.4913906,1019.2130291925,-3.87458157366256
0.4923906,1028.76886985005,-3.86478301584089
0.4933906,1038.30811432633,-3.8547477429738
0.4943906,1047.82982309643,-3.84447692524674
0.4953906,1057.33305663859,-3.8339717327934
0.4963906,1066.81687543406,-3.82323333569577
0.4973906,1076.28033996723,-3.81226290398406
0.4983906,1085.72251072552,-3.80106160763675
0.4993906,1095.14244819956,-3.78963061658039
0.5003906,1104.53921288298,-3.77797110069001
0.5013906,1113.91186527252,-3.76608422978891
0.5023906,1123.25946586804,-3.75397117364866
0.5033906,1132.58107517248,-3.74163310198912
0.5043906,1141.87575369183,-3.72907118447843
0.5053906,1151.1425619352,-3.716286590733
0.5063906,1160.38056041484,-3.70328049031754
0.5073906,1169.58880964607,-3.69005405274505
0.5083906,1178.76637014723,-3.67660844747683
0.5093906,1187.91230243977,-3.66294484392245
0.5103906,1197.0256670483,-3.64906441143959
0.5113906,1206.10552450048,-3.63496831933443
0.5123906,1215.15093532709,-3.62065773686147
0.5133906,1224.16096006195,-3.6061338332235
0.5143906,1233.13465924199,-3.59139777757183
0.5153906,1242.07109340727,-3.57645073900568
0.5163906,1250.96932310088,-3.56129388657256
0.5173906,1259.828408869,-3.54592838926874
0.5183906,1268.64741126091,-3.53035541603859
0.5193906,1277.42539082898,-3.5145761357748
0.5203906,1286.16140812871,-3.4985917173184
0.5213906,1294.85452371864,-3.48240332945852
0.5223906,1303.50379816041,-3.46601214093283
0.5233906,1312.10829201879,-3.44941932042758
0.5243906,1320.66706586157,-3.43262603657691
0.5253906,1329.17918025972,-3.4156334579635
0.5263906,1337.64369578721,-3.3984427531186
0.5273906,1346.05967302112,-3.38105509052139
0.5283906,1354.42617254159,-3.3634716385996
0.5293906,1362.74225493189,-3.34569356572931
0.5303906,1371.00698077838,-3.32772204023474
0.5313906,1379.2194106705,-3.30955823038869
0.5323906,1387.37860520074,-3.29120330441252
0.5333906,1395.48362496476,-3.27265843047575
0.5343906,1403.53353056123,-3.25392477669604
0.5353906,1411.52738259192,-3.23500351113966
0.5363906,1419.46424166173,-3.21589580182141
0.5373906,1427.3431683786,-3.19660281670409
0.5383906,1435.16322335355,-3.17712572369907
0.5393906,1442.92346720069,-3.15746569066609
0.5403906,1450.62296053721,-3.13762388541329
0.5413906,1458.26076398345,-3.11760147569718
0.5423906,1465.83593816283,-3.09739962922265
0.5433906,1473.34754370178,-3.07701951364302
0.5443906,1480.79464122985,-3.05646229655974
0.5453906,1488.17629137965,-3.03572914552312
0.5463906,1495.49155478688,-3.01482122803163
0.5473906,1502.73949209034,-2.99373971153194
0.5483906,1509.91916393193,-2.97248576341934
0.5493906,1517.02963095668,-2.95106055103754
0.5503906,1524.06995381256,-2.92946524167862
0.5513906,1531.03919315075,-2.90770100258331
0.5523906,1537.93640962549,-2.88576900094033
0.5533906,1544.76066389404,-2.86367040388703
0.5543906,1551.51101661675,-2.84140637850918
0.5553906,1558.18652845714,-2.81897809184097
0.5563906,1564.78626008178,-2.79638671086503
0.5573906,1571.3092721603,-2.7736334025122
0.5583906,1577.75462536534,-2.75071933366216
0.5593906,1584.12138037273,-2.72764567114282
0.5603906,1590.4085978614,-2.70441358173035
0.5613906,1596.61533851323,-2.68102423214952
0.5623906,1602.74066301331,-2.6574787890738
0.5633906,1608.78363204978,-2.63377841912483
0.5643906,1614.74330631379,-2.60992428887256
0.5653906,1620.61874649965,-2.58591756483558
0.5663906,1626.40901330477,-2.56175941348092
0.5673906,1632.11316742953,-2.53745100122409
0.5683906,1637.73026957744,-2.51299349442902
0.5693906,1643.25938045514,-2.48838805940813
0.5703906,1648.69956077234,-2.46363586242231
0.5713906,1654.04987124181,-2.43873806968091
0.5723906,1659.30937257932,-2.41369584734174
0.5733906,1664.47712550383,-2.3885103615111
0.5743906,1669.55219073739,-2.36318277824376
0.5753906,1674.533629005,-2.33771426354278
0.5763906,1679.42050103487,-2.31210598335989
0.5773906,1684.21186755827,-2.2863591035955
0.5783906,1688.90678930945,-2.26047479009831
0.5793906,1693.50432702585,-2.23445420866533
0.5803906,1698.00354144798,-2.20829852504225
0.5813906,1702.40349331933,-2.18200890492324
0.5823906,1706.70324338651,-2.15558651395101
0.5833906,1710.90185239928,-2.12903251771672
0.5843906,1714.99838111044,-2.10234808176007
0.5853906,1718.9918902758,-2.07553437156925
0.5863906,1722.88144065429,-2.04859255258097
0.5873906,1726.666093008,-2.02152379018044
0.5883906,1730.34490810202,-1.9943292497014
0.5893906,1733.91694670445,-1.9670100964261
0.5903906,1737.38126958658,-1.9395674955853
0.5913906,1740.73693752276,-1.9120026123583
0.5923906,1743.98301129034,-1.88431661187293
0.5933906,1747.11855166977,-1.85651065920553
0.5943906,1750.14261944463,-1.82858591938082
0.5953906,1753.05427540159,-1.80054355737221
0.5963906,1755.85258033034,-1.77238473810183
0.5973906,1758.53659502363,-1.74411062644002
0.5983906,1761.1053802773,-1.71572238720581
0.5993906,1763.55799689028,-1.68722118516693
0.6003906,1765.89350566459,-1.65860818503937
0.6013906,1768.11096740529,-1.62988455148782
0.6023906,1770.20944292052,-1.60105144912552
0.6033906,1772.18799302154,-1.57211004251425
0.6043906,1774.04567852263,-1.54306149616438
0.6053906,1775.78156024115,-1.51390697453482
0.6063906,1777.39469899757,-1.48464764203306
0.6073906,1778.8841556154,-1.45528466301514
0.6083906,1780.24899092122,-1.4258192017857
0.6093906,1781.48826574468,-1.39625242259793
0.6103906,1782.60104091851,-1.36658548965359
0.6113906,1783.58637727855,-1.33681956710304
0.6123906,1784.44333566366,-1.30695581904522
0.6133906,1785.17097691579,-1.27699540952748
0.6143906,1785.76836187999,-1.24693950254596
0.6153906,1786.23455140435,-1.21678926204548
0.6163906,1786.56860634004,-1.18654585191933
0.6173906,1786.76958754131,-1.15621043600926
0.6183906,1786.83655586546,-1.12578417810574
0.6193906,1786.76857217288,-1.09526824194802
0.6203906,1786.56469732705,-1.06466379122376
0.6213906,1786.22399219447,-1.03397198956913
0.6223906,1785.74551764473,-1.00319400056905
0.6233906,1785.1283345505,-0.972330987757143
0.6243906,1784.3715037875,-0.941384114615432
0.6253906,1783.47408623456,-0.910354544574665
0.6263906,1782.43514277355,-0.879243441014333
0.6273906,1781.2537342894,-0.848051967262305
0.6283906,1779.92892167017,-0.816781286595214
0.6293906,1778.45976580691,-0.785432562238308
0.6303906,1776.84532759379,-0.754006957365452
0.6313906,1775.08466792801,-0.722505635099183
0.6323906,1773.17684770989,-0.690929758510647
0.6333906,1771.12092784279,-0.659280490619644
0.6343906,1768.91596923312,-0.627558994394599
0.6353906,1766.56103279041,-0.595766432752611
0.6363906,1764.05517942721,-0.563903968559294
0.6373906,1761.39747005916,-0.531972764629137
0.6383906,1758.58696560494,-0.499973983725185
0.6393906,1755.62272698635,-0.467908788559015
0.6403906,1752.50381512822,-0.435778341791101
0.6413906,1749.22929095844,-0.40358380603045
0.6423906,1745.798215408,-0.371326343834734
0.6433906,1742.20964941094,-0.339007117710316
0.6443906,1738.46265390436,-0.306627290112106
0.6453906,1734.55628982842,-0.274188023443792
0.6463906,1730.48961812635,-0.241690480057845
0.6473906,1726.26169974447,-0.209135822255322
0.6483906,1721.87159563215,-0.176525212285841
0.6493906,1717.31836674183,-0.143859812347821
0.6503906,1712.60107402901,-0.111140784588462
0.6513906,1707.71877845227,-0.0783692911035438
0.6523906,1702.67054097322,-0.04554649393746
0.6533906,1697.45542255658,-0.012673555083408
0.6543906,1692.07248417012,0.0202483635166709
0.6553906,1686.52078678464,0.0532180999722746
0.6563906,1680.79939137404,0.0862344924441204
0.6573906,1674.9073589153,0.119296379144143
0.6583906,1668.84375038841,0.152402598335725
0.6593906,1662.60762677648,0.185551988333448
0.6603906,1656.19804906565,0.218743387503193
0.6613906,1649.61407824512,0.251975634262118
0.662390600000001,1642.85477530718,0.28524756707858
0.663390600000001,1635.91920124718,0.31855802447238
0.664390600000001,1628.8064170635,0.351905845014492
0.665390600000001,1621.5154837576,0.38528986732712
0.666390600000001,1614.04546233402,0.418708930083844
0.667390600000001,1606.39541380038,0.452161872009478
0.668390600000001,1598.56439916731,0.485647531880068
0.669390600000001,1590.55147944853,0.519164748522934
0.670390600000001,1582.35571566081,0.55271236081665
0.671390600000001,1573.97616882399,0.58628920769104
0.672390600000001,1565.41189996099,0.619894128127199
0.673390600000001,1556.66197009775,0.653525961157436
0.674390600000001,1547.72544026331,0.687183545865353
0.675390600000001,1538.60137148976,0.720865721385756
0.676390600000001,1529.28882481224,0.754571326904706
0.677390600000001,1519.78686126896,0.788299201659513
0.678390600000001,1510.09454190118,0.822048184938699
0.679390600000001,1500.21092775324,0.855817116082048
0.680390600000001,1490.13507987253,0.889604834480548
0.681390600000001,1479.8660593095,0.923410179576429
0.682390600000001,1469.40292711765,0.957231990863143
0.683390600000001,1458.74474435356,0.991069107885353
0.684390600000001,1447.89057207684,1.02492037023896
0.685390600000001,1436.83947135021,1.05878461757109
0.686390600000001,1425.5905032394,1.09266068958003
0.687390600000001,1414.14272881321,1.12654742601533
0.688390600000001,1402.49520914352,1.1604436666777
0.689390600000001,1390.64700530525,1.19434825141911
0.690390600000001,1378.59717837638,1.22826002014271
0.691390600000001,1366.34478943796,1.26217781280283
0.692390600000001,1353.88889957408,1.296100469405
0.693390600000001,1341.2285698719,1.33002683000597
0.694390600000001,1328.36286142164,1.36395573471365
0.695390600000001,1315.29083531657,1.39788602368718
0.696390600000001,1302.01155265302,1.43181653713685
0.697390600000001,1288.52407453039,1.46574611532414
0.698390600000001,1274.82746205111,1.49967359856171
0.699390600000001,1260.92077632069,1.53359782721343
0.700390600000001,1252.3419845238,1.55425844408957
0.701390600000001,1252.34034491914,1.55423100615044
0.702390600000001,1252.33870536206,1.55420356895028
0.703390600000001,1252.33706585255,1.55417613248905
0.704390600000001,1252.33542639061,1.55414869676672
0.705390600000001,1252.33378697624,1.55412126178327
0.706390600000001,1252.33214760943,1.55409382753867
0.707390600000001,1252.33050829018,1.55406639403289
0.708390600000001,1252.3288690185,1.55403896126592
0.709390600000001,1252.32722979438,1.55401152923772
0.710390600000001,1252.32559061782,1.55398409794826
0.711390600000001,1252.32395148881,1.55395666739751
0.712390600000001,1252.32231240736,1.55392923758547
0.713390600000001,1252.32067337346,1.55390180851208
0.714390600000001,1252.31903438712,1.55387438017733
0.715390600000001,1252.31739544832,1.5538469525812
0.716390600000001,1252.31575655708,1.55381952572365
0.717390600000001,1252.31411771338,1.55379209960466
0.718390600000001,1252.31247891722,1.5537646742242
0.719390600000001,1252.31084016861,1.55373724958224
0.720390600000001,1252.30920146754,1.55370982567876
0.721390600000001,1252.30756281401,1.55368240251374
0.722390600000001,1252.30592420801,1.55365498008714
0.723390600000001,1252.30428564956,1.55362755839894
0.724390600000001,1252.30264713863,1.55360013744911
0.725390600000001,1252.30100867524,1.55357271723763
0.726390600000001,1252.29937025938,1.55354529776447
0.727390600000001,1252.29773189105,1.5535178790296
0.728390600000001,1252.29609357025,1.55349046103299
0.729390600000001,1252.29445529697,1.55346304377462
0.730390600000001,1252.29281707122,1.55343562725447
0.731390600000001,1252.29117889299,1.55340821147249
0.732390600000001,1252.28954076228,1.55338079642869
0.733390600000001,1252.28790267909,1.55335338212301
0.734390600000001,1252.28626464341,1.55332596855544
0.735390600000001,1252.28462665525,1.55329855572594
0.736390600000001,1252.2829887146,1.55327114363451
0.737390600000001,1252.28135082147,1.5532437322811
0.738390600000001,1252.27971297585,1.55321632166568
0.739390600000001,1252.27807517773,1.55318891178823
0.740390600000001,1252.27643742712,1.55316150264874
0.741390600000001,1252.27479972401,1.55313409424717
0.742390600000001,1252.27316206841,1.55310668658349
0.743390600000001,1252.27152446031,1.55307927965767
0.744390600000001,1252.26988689971,1.5530518734697
0.745390600000001,1252.26824938661,1.55302446801954
0.746390600000001,1252.266611921,1.55299706330716
0.747390600000001,1252.26497450289,1.55296965933254
0.748390600000001,1252.26333713227,1.55294225609566
0.749390600000001,1252.26169980914,1.55291485359649
0.750390600000001,1252.2600625335,1.552887451835
0.751390600000001,1252.25842530534,1.55286005081116
0.752390600000001,1252.25678812468,1.55283265052495
0.753390600000001,1252.25515099149,1.55280525097634
0.754390600000001,1252.25351390579,1.5527778521653
0.755390600000001,1252.25187686757,1.55275045409181
0.756390600000001,1252.25023987683,1.55272305675584
0.757390600000001,1252.24860293356,1.55269566015736
0.758390600000001,1252.24696603777,1.55266826429636
0.759390600000001,1252.24532918945,1.55264086917279
0.760390600000001,1252.24369238861,1.55261347478664
0.761390600000001,1252.24205563524,1.55258608113788
0.762390600000001,1252.24041892933,1.55255868822648
0.763390600000001,1252.23878227089,1.55253129605241
