"time","headlight"
0.000000E+000,0.000000E+000
1.400000E-002,0.000000E+000
2.800000E-002,0.000000E+000
4.200000E-002,0.000000E+000
5.600000E-002,0.000000E+000
7.000000E-002,0.000000E+000
8.400000E-002,0.000000E+000
9.800000E-002,1.000000E+000
1.120000E-001,1.000000E+000
1.260000E-001,1.000000E+000
1.400000E-001,1.000000E+000
1.540000E-001,1.000000E+000
1.680000E-001,1.000000E+000
1.820000E-001,1.000000E+000
1.960000E-001,1.000000E+000
2.100000E-001,1.000000E+000
2.240000E-001,1.000000E+000
2.380000E-001,1.000000E+000
2.520000E-001,1.000000E+000
2.660000E-001,1.000000E+000
2.800000E-001,1.000000E+000
2.940000E-001,1.000000E+000
3.080000E-001,1.000000E+000
3.220000E-001,1.000000E+000
3.360000E-001,1.000000E+000
3.500000E-001,1.000000E+000
3.640000E-001,1.000000E+000
3.780000E-001,1.000000E+000
3.920000E-001,1.000000E+000
4.060000E-001,1.000000E+000
4.200000E-001,1.000000E+000
4.340000E-001,1.000000E+000
4.480000E-001,1.000000E+000
4.620000E-001,1.000000E+000
4.760000E-001,1.000000E+000
4.900000E-001,1.000000E+000
5.040000E-001,1.000000E+000
5.180000E-001,1.000000E+000
5.320000E-001,1.000000E+000
5.460000E-001,1.000000E+000
5.600000E-001,1.000000E+000
5.740000E-001,1.000000E+000
5.880000E-001,1.000000E+000
6.020000E-001,1.000000E+000
6.160000E-001,1.000000E+000
6.300000E-001,1.000000E+000
6.440000E-001,1.000000E+000
6.580000E-001,1.000000E+000
6.720000E-001,1.000000E+000
6.860000E-001,1.000000E+000
7.000000E-001,1.000000E+000
7.140000E-001,1.000000E+000
7.280000E-001,1.000000E+000
7.420000E-001,1.000000E+000
7.560000E-001,1.000000E+000
7.700000E-001,1.000000E+000
7.840000E-001,1.000000E+000
7.980000E-001,1.000000E+000
8.120000E-001,1.000000E+000
8.260000E-001,1.000000E+000
8.400000E-001,1.000000E+000
8.540000E-001,1.000000E+000
8.680000E-001,1.000000E+000
8.820000E-001,1.000000E+000
8.960000E-001,1.000000E+000
9.100000E-001,1.000000E+000
9.240000E-001,1.000000E+000
9.380000E-001,1.000000E+000
9.520000E-001,1.000000E+000
9.660000E-001,1.000000E+000
9.800000E-001,1.000000E+000
9.940000E-001,1.000000E+000
1.008000E+000,1.000000E+000
1.022000E+000,1.000000E+000
1.036000E+000,1.000000E+000
1.050000E+000,1.000000E+000
1.064000E+000,1.000000E+000
1.078000E+000,1.000000E+000
1.092000E+000,1.000000E+000
1.106000E+000,1.000000E+000
1.120000E+000,1.000000E+000
1.134000E+000,1.000000E+000
1.148000E+000,1.000000E+000
1.162000E+000,1.000000E+000
1.176000E+000,1.000000E+000
1.190000E+000,1.000000E+000
1.204000E+000,1.000000E+000
1.218000E+000,1.000000E+000
1.232000E+000,1.000000E+000
1.246000E+000,1.000000E+000
1.260000E+000,1.000000E+000
1.274000E+000,1.000000E+000
1.288000E+000,1.000000E+000
1.302000E+000,1.000000E+000
1.316000E+000,1.000000E+000
1.330000E+000,1.000000E+000
1.344000E+000,1.000000E+000
1.358000E+000,1.000000E+000
1.372000E+000,1.000000E+000
1.386000E+000,1.000000E+000
1.400000E+000,1.000000E+000
1.414000E+000,1.000000E+000
1.428000E+000,1.000000E+000
1.442000E+000,1.000000E+000
1.456000E+000,1.000000E+000
1.470000E+000,1.000000E+000
1.484000E+000,1.000000E+000
1.498000E+000,1.000000E+000
1.512000E+000,1.000000E+000
1.526000E+000,1.000000E+000
1.540000E+000,1.000000E+000
1.554000E+000,1.000000E+000
1.568000E+000,1.000000E+000
1.582000E+000,1.000000E+000
1.596000E+000,1.000000E+000
1.610000E+000,1.000000E+000
1.624000E+000,1.000000E+000
1.638000E+000,1.000000E+000
1.652000E+000,1.000000E+000
1.666000E+000,1.000000E+000
1.680000E+000,1.000000E+000
1.694000E+000,1.000000E+000
1.708000E+000,1.000000E+000
1.722000E+000,1.000000E+000
