"Time","axlePosition","RUN1_cycleEnd","RUN1_rotation","speedVal2"
0,0,0,0,0
1.00E-05,0,1,0,0
0.00101,0,1,0,0
0.00201,0,1,0,0
0.00301,0,1,0,0
0.00401,0,1,0,0
0.00501,0,1,0,0
0.00601,0,1,0,0
0.00701,0,1,0,0
0.00801,0,1,0,0
0.00901,0,1,0,0
0.01001,0,1,0,0
0.01101,0,1,0,0
0.01201,0,1,0,0
0.01301,0,1,0,0
0.01401,0,1,0,0
0.01501,0,1,0,0
0.01601,0,1,0,0
0.01701,0,1,0,0
0.01801,0,1,0,0
0.01901,0,1,0,0
0.02001,0,1,0,0
0.02101,0,1,0,0
0.02201,0,1,0,0
0.02301,0,1,0,0
0.02401,0,1,0,0
0.02501,0,1,0,0
0.02601,0,1,0,0
0.02701,0,1,0,0
0.02801,0,1,0,0
0.02901,0,1,0,0
0.03001,0,1,0,0
0.03101,0,1,0,0
0.03201,0,1,0,0
0.03301,0,1,0,0
0.03401,0,1,0,0
0.03501,0,1,0,0
0.03601,0,1,0,0
0.03701,0,1,0,0
0.03801,0,1,0,0
0.03901,0,1,0,0
0.04001,0,1,0,0
0.04101,0,1,0,0
0.04201,0,1,0,0
0.04301,0,1,0,0
0.04401,0,1,0,0
0.04501,0,1,0,0
0.04601,0,1,0,0
0.04701,0,1,0,0
0.04801,0,1,0,0
0.04901,0,1,0,0
0.04999,0,1,0,0
0.05,0,1,0,0
0.051,0,1,0,0
0.052,0,1,0,0
0.053,0,1,0,0
0.054,0,1,0,0
0.055,0,1,0,0
0.056,0,1,0,0
0.057,0,1,0,0
0.058,0,1,0,0
0.059,0,1,0,0
0.06,0,1,0,0
0.061,0,1,0,0
0.062,0,1,0,0
0.063,0,1,0,0
0.064,0,1,0,0
0.065,0,1,0,0
0.066,0,1,0,0
0.067,0,1,0,0
0.068,0,1,0,0
0.069,0,1,0,0
0.07,0,1,0,0
0.071,0,1,0,0
0.072,0,1,0,0
0.073,0,1,0,0
0.074,0,1,0,0
0.075,0,1,0,0
0.076,0,1,0,0
0.077,0,1,0,0
0.078,0,1,0,0
0.079,0,1,0,0
0.08,0,1,0,0
0.081,0,1,0,0
0.082,0,1,0,0
0.083,0,1,0,0
0.084,0,1,0,0
0.085,0,1,0,0
0.086,0,1,0,0
0.087,0,1,0,0
0.088,0,1,0,0
0.089,0,1,0,0
0.09,0,1,0,0
0.091,0,1,0,0
0.092,0,1,0,0
0.093,0,1,0,0
0.094,0,1,0,0
0.095,0,1,0,0
0.096,0,1,0,0
0.097,0,1,0,0
0.098,0,1,0,0
0.099,0,1,0,0
0.09999,0,1,0,0
0.1,0,1,0,0
0.101,0,1,0,0
0.102,0,1,0,0
0.103,0,1,0,0
0.104,0,1,0,0
0.105,0,1,0,0
0.106,0,1,0,0
0.107,0,1,0,0
0.108,0,1,0,0
0.109,0,1,0,0
0.11,0,1,0,0
0.111,0,1,0,0
0.112,0,1,0,0
0.113,0,1,0,0
0.114,0,1,0,0
0.115,0,1,0,0
0.116,0,1,0,0
0.117,0,1,0,0
0.118,0,1,0,0
0.119,0,1,0,0
0.12,0,1,0,0
0.121,0,1,0,0
0.122,0,1,0,0
0.123,0,1,0,0
0.124,0,1,0,0
0.125,0,1,0,0
0.126,0,1,0,0
0.127,0,1,0,0
0.128,0,1,0,0
0.129,0,1,0,0
0.13,0,1,0,0
0.131,0,1,0,0
0.132,0,1,0,0
0.133,0,1,0,0
0.134,0,1,0,0
0.135,0,1,0,0
0.136,0,1,0,0
0.137,0,1,0,0
0.138,0,1,0,0
0.139,0,1,0,0
0.14,0,1,0,0
0.141,0,1,0,0
0.142,0,1,0,0
0.143,0,1,0,0
0.144,0,1,0,0
0.145,0,1,0,0
0.146,0,1,0,0
0.147,0,1,0,0
0.148,0,1,0,0
0.149,0,1,0,0
0.14999,0,1,0,0
0.15,0,1,0,0
0.151,0,1,0,0
0.152,0,1,0,0
0.153,0,1,0,0
0.154,0,1,0,0
0.155,0,1,0,0
0.156,0,1,0,0
0.157,0,1,0,0
0.158,0,1,0,0
0.159,0,1,0,0
0.16,0,1,0,0
0.161,0,1,0,0
0.162,0,1,0,0
0.163,0,1,0,0
0.164,0,1,0,0
0.165,0,1,0,0
0.166,0,1,0,0
0.167,0,1,0,0
0.168,0,1,0,0
0.169,0,1,0,0
0.17,0,1,0,0
0.171,0,1,0,0
0.172,0,1,0,0
0.173,0,1,0,0
0.174,0,1,0,0
0.175,0,1,0,0
0.176,0,1,0,0
0.177,0,1,0,0
0.178,0,1,0,0
0.179,0,1,0,0
0.18,0,1,0,0
0.181,0,1,0,0
0.182,0,1,0,0
0.183,0,1,0,0
0.184,0,1,0,0
0.185,0,1,0,0
0.186,0,1,0,0
0.187,0,1,0,0
0.188,0,1,0,0
0.189,0,1,0,0
0.19,0,1,0,0
0.191,0,1,0,0
0.192,0,1,0,0
0.193,0,1,0,0
0.194,0,1,0,0
0.195,0,1,0,0
0.196,0,1,0,0
0.197,0,1,0,0
0.198,0,1,0,0
0.199,0,1,0,0
0.19999,0,1,0,0
0.2,0,1,0,0
0.201,0,1,0,0
0.202,0,1,0,0
0.203,0,1,0,0
0.204,0,1,0,0
0.205,0,1,0,0
0.206,0,1,0,0
0.207,0,1,0,0
0.208,0,1,0,0
0.209,0,1,0,0
0.21,0,1,0,0
0.211,0,1,0,0
0.212,0,1,0,0
0.213,0,1,0,0
0.214,0,1,0,0
0.215,0,1,0,0
0.216,0,1,0,0
0.217,0,1,0,0
0.218,0,1,0,0
0.219,0,1,0,0
0.22,0,1,0,0
0.221,0,1,0,0
0.222,0,1,0,0
0.223,0,1,0,0
0.224,0,1,0,0
0.225,0,1,0,0
0.226,0,1,0,0
0.227,0,1,0,0
0.228,0,1,0,0
0.229,0,1,0,0
0.23,0,1,0,0
0.231,0,1,0,0
0.232,0,1,0,0
0.233,0,1,0,0
0.234,0,1,0,0
0.235,0,1,0,0
0.236,0,1,0,0
0.237,0,1,0,0
0.238,0,1,0,0
0.239,0,1,0,0
0.24,0,1,0,0
0.241,0,1,0,0
0.242,0,1,0,0
0.243,0,1,0,0
0.244,0,1,0,0
0.245,0,1,0,0
0.246,0,1,0,0
0.247,0,1,0,0
0.248,0,1,0,0
0.249,0,1,0,0
0.24999,0,1,0,0
0.25,0,1,0,0
0.251,0,1,0,0
0.252,0,1,0,0
0.253,0,1,0,0
0.254,0,1,0,0
0.255,0,1,0,0
0.256,0,1,0,0
0.257,0,1,0,0
0.258,0,1,0,0
0.259,0,1,0,0
0.26,0,1,0,0
0.261,0,1,0,0
0.262,0,1,0,0
0.263,0,1,0,0
0.264,0,1,0,0
0.265,0,1,0,0
0.266,0,1,0,0
0.267,0,1,0,0
0.268,0,1,0,0
0.269,0,1,0,0
0.27,0,1,0,0
0.271,0,1,0,0
0.272,0,1,0,0
0.273,0,1,0,0
0.274,0,1,0,0
0.275,0,1,0,0
0.276,0,1,0,0
0.277,0,1,0,0
0.278,0,1,0,0
0.279,0,1,0,0
0.28,0,1,0,0
0.281,0,1,0,0
0.282,0,1,0,0
0.283,0,1,0,0
0.284,0,1,0,0
0.285,0,1,0,0
0.286,0,1,0,0
0.287,0,1,0,0
0.288,0,1,0,0
0.289,0,1,0,0
0.29,0,1,0,0
0.291,0,1,0,0
0.292,0,1,0,0
0.293,0,1,0,0
0.294,0,1,0,0
0.295,0,1,0,0
0.296,0,1,0,0
0.297,0,1,0,0
0.298,0,1,0,0
0.299,0,1,0,0
0.29999,0,1,0,0
0.3,0,1,0,0
0.301,0,1,0,0
0.302,0,1,0,0
0.303,0,1,0,0
0.304,0,1,0,0
0.305,0,1,0,0
0.306,0,1,0,0
0.307,0,1,0,0
0.308,0,1,0,0
0.309,0,1,0,0
0.31,0,1,0,0
0.311,0,1,0,0
0.312,0,1,0,0
0.313,0,1,0,0
0.314,0,1,0,0
0.315,0,1,0,0
0.316,0,1,0,0
0.317,0,1,0,0
0.318,0,1,0,0
0.319,0,1,0,0
0.32,0,1,0,0
0.321,0,1,0,0
0.322,0,1,0,0
0.323,0,1,0,0
0.324,0,1,0,0
0.325,0,1,0,0
0.326,0,1,0,0
0.327,0,1,0,0
0.328,0,1,0,0
0.329,0,1,0,0
0.33,0,1,0,0
0.331,0,1,0,0
0.332,0,1,0,0
0.333,0,1,0,0
0.334,0,1,0,0
0.335,0,1,0,0
0.336,0,1,0,0
0.337,0,1,0,0
0.338,0,1,0,0
0.339,0,1,0,0
0.34,0,1,0,0
0.341,0,1,0,0
0.342,0,1,0,0
0.343,0,1,0,0
0.344,0,1,0,0
0.345,0,1,0,0
0.346,0,1,0,0
0.347,0,1,0,0
0.348,0,1,0,0
0.349,0,1,0,0
0.34999,0,1,0,0
0.35,0,1,0,0
0.351,0,1,0,0
0.352,0,1,0,0
0.353,0,1,0,0
0.354,0,1,0,0
0.355,0,1,0,0
0.356,0,1,0,0
0.357,0,1,0,0
0.358,0,1,0,0
0.359,0,1,0,0
0.36,0,1,0,0
0.361,0,1,0,0
0.362,0,1,0,0
0.363,0,1,0,0
0.364,0,1,0,0
0.365,0,1,0,0
0.366,0,1,0,0
0.367,0,1,0,0
0.368,0,1,0,0
0.369,0,1,0,0
0.37,0,1,0,0
0.371,0,1,0,0
0.372,0,1,0,0
0.373,0,1,0,0
0.374,0,1,0,0
0.375,0,1,0,0
0.376,0,1,0,0
0.377,0,1,0,0
0.378,0,1,0,0
0.379,0,1,0,0
0.38,0,1,0,0
0.381,0,1,0,0
0.382,0,1,0,0
0.383,0,1,0,0
0.384,0,1,0,0
0.385,0,1,0,0
0.386,0,1,0,0
0.387,0,1,0,0
0.388,0,1,0,0
0.389,0,1,0,0
0.39,0,1,0,0
0.391,0,1,0,0
0.392,0,1,0,0
0.393,0,1,0,0
0.394,0,1,0,0
0.395,0,1,0,0
0.396,0,1,0,0
0.397,0,1,0,0
0.398,0,1,0,0
0.399,0,1,0,0
0.39999,0,1,0,0
0.4,0,1,0,0
0.401,0,1,0,0
0.402,0,1,0,0
0.403,0,1,0,0
0.404,0,1,0,0
0.405,0,1,0,0
0.406,0,1,0,0
0.407,0,1,0,0
0.408,0,1,0,0
0.409,0,1,0,0
0.41,0,1,0,0
0.411,0,1,0,0
0.412,0,1,0,0
0.413,0,1,0,0
0.414,0,1,0,0
0.415,0,1,0,0
0.416,0,1,0,0
0.417,0,1,0,0
0.418,0,1,0,0
0.419,0,1,0,0
0.42,0,1,0,0
0.421,0,1,0,0
0.422,0,1,0,0
0.423,0,1,0,0
0.424,0,1,0,0
0.425,0,1,0,0
0.426,0,1,0,0
0.427,0,1,0,0
0.428,0,1,0,0
0.429,0,1,0,0
0.43,0,1,0,0
0.431,0,1,0,0
0.432,0,1,0,0
0.433,0,1,0,0
0.434,0,1,0,0
0.435,0,1,0,0
0.436,0,1,0,0
0.437,0,1,0,0
0.438,0,1,0,0
0.439,0,1,0,0
0.44,0,1,0,0
0.441,0,1,0,0
0.442,0,1,0,0
0.443,0,1,0,0
0.444,0,1,0,0
0.445,0,1,0,0
0.446,0,1,0,0
0.447,0,1,0,0
0.448,0,1,0,0
0.449,0,1,0,0
0.44999,0,1,0,0
0.45,0,1,0,0
0.451,0,1,0,0
0.452,0,1,0,0
0.453,0,1,0,0
0.454,0,1,0,0
0.455,0,1,0,0
0.456,0,1,0,0
0.457,0,1,0,0
0.458,0,1,0,0
