"time","C1.v","C3.v","C5.v","L1.i","L2.i"
0,0,0,0,0,0
0.06,0,0,0,0,0
0.12,0,0,0,0,0
0.18,0,0,0,0,0
0.24,0,0,0,0,0
0.3,0,0,0,0,0
0.36,0,0,0,0,0
0.42,0,0,0,0,0
0.48,0,0,0,0,0
0.54,0,0,0,0,0
0.6,0,0,0,0,0
0.66,0,0,0,0,0
0.72,0,0,0,0,0
0.78,0,0,0,0,0
0.84,0,0,0,0,0
0.9,0,0,0,0,0
0.96,0,0,0,0,0
1.02,0,0,0,0,0
1.08,0,0,0,0,0
1.14,0,0,0,0,0
1.2,0,0,0,0,0
1.26,0,0,0,0,0
1.32,0,0,0,0,0
1.38,0,0,0,0,0
1.44,0,0,0,0,0
1.5,0,0,0,0,0
1.56,0,0,0,0,0
1.62,0,0,0,0,0
1.68,0,0,0,0,0
1.74,0,0,0,0,0
1.8,0,0,0,0,0
1.86,0,0,0,0,0
1.92,0,0,0,0,0
1.98,0,0,0,0,0
2.04,0,0,0,0,0
2.1,0,0,0,0,0
2.16,0,0,0,0,0
2.22,0,0,0,0,0
2.28,0,0,0,0,0
2.34,0,0,0,0,0
2.4,0,0,0,0,0
2.46,0,0,0,0,0
2.52,0,0,0,0,0
2.58,0,0,0,0,0
2.64,0,0,0,0,0
2.7,0,0,0,0,0
2.76,0,0,0,0,0
2.82,0,0,0,0,0
2.88,0,0,0,0,0
2.94,0,0,0,0,0
3,0,0,0,0,0
3.06,0,0,0,0,0
3.12,0,0,0,0,0
3.18,0,0,0,0,0
3.24,0,0,0,0,0
3.3,0,0,0,0,0
3.36,0,0,0,0,0
3.42,0,0,0,0,0
3.48,0,0,0,0,0
3.54,0,0,0,0,0
3.6,0,0,0,0,0
3.66,0,0,0,0,0
3.72,0,0,0,0,0
3.78,0,0,0,0,0
3.84,0,0,0,0,0
3.9,0,0,0,0,0
3.96,0,0,0,0,0
4.02,0,0,0,0,0
4.08,0,0,0,0,0
4.14,0,0,0,0,0
4.2,0,0,0,0,0
4.26,0,0,0,0,0
4.32,0,0,0,0,0
4.38,0,0,0,0,0
4.44,0,0,0,0,0
4.5,0,0,0,0,0
4.56,0,0,0,0,0
4.62,0,0,0,0,0
4.68,0,0,0,0,0
4.74,0,0,0,0,0
4.8,0,0,0,0,0
4.86,0,0,0,0,0
4.92,0,0,0,0,0
4.98,0,0,0,0,0
5.04,0,0,0,0,0
5.1,0,0,0,0,0
5.16,0,0,0,0,0
5.22,0,0,0,0,0
5.28,0,0,0,0,0
5.34,0,0,0,0,0
5.4,0,0,0,0,0
5.46,0,0,0,0,0
5.52,0,0,0,0,0
5.58,0,0,0,0,0
5.64,0,0,0,0,0
5.7,0,0,0,0,0
5.76,0,0,0,0,0
5.82,0,0,0,0,0
5.88,0,0,0,0,0
5.94,0,0,0,0,0
6,0,0,0,0,0
6.06,0,0,0,0,0
6.12,0,0,0,0,0
6.18,0,0,0,0,0
6.24,0,0,0,0,0
6.3,0,0,0,0,0
6.36,0,0,0,0,0
6.42,0,0,0,0,0
6.48,0,0,0,0,0
6.54,0,0,0,0,0
6.6,0,0,0,0,0
6.66,0,0,0,0,0
6.72,0,0,0,0,0
6.78,0,0,0,0,0
6.84,0,0,0,0,0
6.9,0,0,0,0,0
6.96,0,0,0,0,0
7.02,0,0,0,0,0
7.08,0,0,0,0,0
7.14,0,0,0,0,0
7.2,0,0,0,0,0
7.26,0,0,0,0,0
7.32,0,0,0,0,0
7.38,0,0,0,0,0
7.44,0,0,0,0,0
7.5,0,0,0,0,0
7.56,0,0,0,0,0
7.62,0,0,0,0,0
7.68,0,0,0,0,0
7.74,0,0,0,0,0
7.8,0,0,0,0,0
7.86,0,0,0,0,0
7.92,0,0,0,0,0
7.98,0,0,0,0,0
8.04,0,0,0,0,0
8.1,0,0,0,0,0
8.16,0,0,0,0,0
8.22,0,0,0,0,0
8.28,0,0,0,0,0
8.34,0,0,0,0,0
8.4,0,0,0,0,0
8.46,0,0,0,0,0
8.52,0,0,0,0,0
8.58,0,0,0,0,0
8.64,0,0,0,0,0
8.7,0,0,0,0,0
8.76,0,0,0,0,0
8.82,0,0,0,0,0
8.88,0,0,0,0,0
8.94,0,0,0,0,0
9,0,0,0,0,0
9.06,0,0,0,0,0
9.12,0,0,0,0,0
9.18,0,0,0,0,0
9.24,0,0,0,0,0
9.3,0,0,0,0,0
9.36,0,0,0,0,0
9.42,0,0,0,0,0
9.48,0,0,0,0,0
9.54,0,0,0,0,0
9.6,0,0,0,0,0
9.66,0,0,0,0,0
9.72,0,0,0,0,0
9.78,0,0,0,0,0
9.84,0,0,0,0,0
9.9,0,0,0,0,0
9.96,0,0,0,0,0
10.02,0,0,0,0,0
10.08,0,0,0,0,0
10.14,0,0,0,0,0
10.2,0,0,0,0,0
10.26,0,0,0,0,0
10.32,0,0,0,0,0
10.38,0,0,0,0,0
10.44,0,0,0,0,0
10.5,0,0,0,0,0
10.56,0,0,0,0,0
10.62,0,0,0,0,0
10.68,0,0,0,0,0
10.74,0,0,0,0,0
10.8,0,0,0,0,0
10.86,0,0,0,0,0
10.92,0,0,0,0,0
10.98,0,0,0,0,0
11.04,0,0,0,0,0
11.1,0,0,0,0,0
11.16,0,0,0,0,0
11.22,0,0,0,0,0
11.28,0,0,0,0,0
11.34,0,0,0,0,0
11.4,0,0,0,0,0
11.46,0,0,0,0,0
11.52,0,0,0,0,0
11.58,0,0,0,0,0
11.64,0,0,0,0,0
11.7,0,0,0,0,0
11.76,0,0,0,0,0
11.82,0,0,0,0,0
11.88,0,0,0,0,0
11.94,0,0,0,0,0
12,0,0,0,0,0
12.06,0,0,0,0,0
12.12,0,0,0,0,0
12.18,0,0,0,0,0
12.24,0,0,0,0,0
12.3,0,0,0,0,0
12.36,0,0,0,0,0
12.42,0,0,0,0,0
12.48,0,0,0,0,0
12.54,0,0,0,0,0
12.6,0,0,0,0,0
12.66,0,0,0,0,0
12.72,0,0,0,0,0
12.78,0,0,0,0,0
12.84,0,0,0,0,0
12.9,0,0,0,0,0
12.96,0,0,0,0,0
13.02,0,0,0,0,0
13.08,0,0,0,0,0
13.14,0,0,0,0,0
13.2,0,0,0,0,0
13.26,0,0,0,0,0
13.32,0,0,0,0,0
13.38,0,0,0,0,0
13.44,0,0,0,0,0
13.5,0,0,0,0,0
13.56,0,0,0,0,0
13.62,0,0,0,0,0
13.68,0,0,0,0,0
13.74,0,0,0,0,0
13.8,0,0,0,0,0
13.86,0,0,0,0,0
13.92,0,0,0,0,0
13.98,0,0,0,0,0
14.04,0,0,0,0,0
14.1,0,0,0,0,0
14.16,0,0,0,0,0
14.22,0,0,0,0,0
14.28,0,0,0,0,0
14.34,0,0,0,0,0
14.4,0,0,0,0,0
14.46,0,0,0,0,0
14.52,0,0,0,0,0
14.58,0,0,0,0,0
14.64,0,0,0,0,0
14.7,0,0,0,0,0
14.76,0,0,0,0,0
14.82,0,0,0,0,0
14.88,0,0,0,0,0
14.94,0,0,0,0,0
15,0,0,0,0,0
15.06,0,0,0,0,0
15.12,0,0,0,0,0
15.18,0,0,0,0,0
15.24,0,0,0,0,0
15.3,0,0,0,0,0
15.36,0,0,0,0,0
15.42,0,0,0,0,0
15.48,0,0,0,0,0
15.54,0,0,0,0,0
15.6,0,0,0,0,0
15.66,0,0,0,0,0
15.72,0,0,0,0,0
15.78,0,0,0,0,0
15.84,0,0,0,0,0
15.9,0,0,0,0,0
15.96,0,0,0,0,0
16.02,0,0,0,0,0
16.08,0,0,0,0,0
16.14,0,0,0,0,0
16.2,0,0,0,0,0
16.26,0,0,0,0,0
16.32,0,0,0,0,0
16.38,0,0,0,0,0
16.44,0,0,0,0,0
16.5,0,0,0,0,0
16.56,0,0,0,0,0
16.62,0,0,0,0,0
16.68,0,0,0,0,0
16.74,0,0,0,0,0
16.8,0,0,0,0,0
16.86,0,0,0,0,0
16.92,0,0,0,0,0
16.98,0,0,0,0,0
17.04,0,0,0,0,0
17.1,0,0,0,0,0
17.16,0,0,0,0,0
17.22,0,0,0,0,0
17.28,0,0,0,0,0
17.34,0,0,0,0,0
17.4,0,0,0,0,0
17.46,0,0,0,0,0
17.52,0,0,0,0,0
17.58,0,0,0,0,0
17.64,0,0,0,0,0
17.7,0,0,0,0,0
17.76,0,0,0,0,0
17.82,0,0,0,0,0
17.88,0,0,0,0,0
17.94,0,0,0,0,0
18,0,0,0,0,0
18.06,0,0,0,0,0
18.12,0,0,0,0,0
18.18,0,0,0,0,0
18.24,0,0,0,0,0
18.3,0,0,0,0,0
18.36,0,0,0,0,0
18.42,0,0,0,0,0
18.48,0,0,0,0,0
18.54,0,0,0,0,0
18.6,0,0,0,0,0
18.66,0,0,0,0,0
18.72,0,0,0,0,0
18.78,0,0,0,0,0
18.84,0,0,0,0,0
18.9,0,0,0,0,0
18.96,0,0,0,0,0
19.02,0,0,0,0,0
19.08,0,0,0,0,0
19.14,0,0,0,0,0
19.2,0,0,0,0,0
19.26,0,0,0,0,0
19.32,0,0,0,0,0
19.38,0,0,0,0,0
19.44,0,0,0,0,0
19.5,0,0,0,0,0
19.56,0,0,0,0,0
19.62,0,0,0,0,0
19.68,0,0,0,0,0
19.74,0,0,0,0,0
19.8,0,0,0,0,0
19.86,0,0,0,0,0
19.92,0,0,0,0,0
19.98,0,0,0,0,0
20.04,0,0,0,0,0
20.1,0,0,0,0,0
20.16,0,0,0,0,0
20.22,0,0,0,0,0
20.28,0,0,0,0,0
20.34,0,0,0,0,0
20.4,0,0,0,0,0
20.46,0,0,0,0,0
20.52,0,0,0,0,0
20.58,0,0,0,0,0
20.64,0,0,0,0,0
