"time","Piston_r2"
0.11,0.124036
0.1105,0.127334
0.111,0.130812
0.1115,0.134459
0.112,0.138261
0.1125,0.142203
0.113,0.14627
0.1135,0.150446
0.114,0.154714
0.1145,0.159058
0.115,0.163462
0.1155,0.167909
0.116,0.172384
0.1165,0.176873
0.117,0.181361
0.1175,0.185836
0.118,0.190285
0.1185,0.194697
0.119,0.199061
0.1195,0.203368
0.12,0.20761
0.1205,0.211778
0.121,0.215865
0.1215,0.219865
0.122,0.223773
0.1225,0.227583
0.123,0.231292
0.1235,0.234895
0.124,0.238389
0.1245,0.241772
0.125,0.245041
0.1255,0.248195
0.126,0.251233
0.1265,0.254153
0.127,0.256956
0.1275,0.259641
0.128,0.262208
0.1285,0.264659
0.129,0.266995
0.1295,0.269216
0.13,0.271325
0.1305,0.273323
0.131,0.275213
0.1315,0.276998
0.132,0.27868
0.1325,0.280262
0.133,0.281748
0.1335,0.28314
0.134,0.284444
0.1345,0.285661
0.135,0.286797
0.1355,0.287854
0.136,0.288837
0.1365,0.289749
0.137,0.290594
0.1375,0.291377
0.138,0.2921
0.1385,0.292768
0.139,0.293384
0.1395,0.293951
0.14,0.294472
0.1405,0.294952
0.141,0.295392
0.1415,0.295796
0.142,0.296165
0.1425,0.296504
0.143,0.296814
0.1435,0.297098
0.144,0.297357
0.1445,0.297594
0.145,0.29781
0.1455,0.298007
0.146,0.298187
0.1465,0.298351
0.147,0.2985
0.1475,0.298637
0.148,0.298761
0.1485,0.298873
0.149,0.298976
0.1495,0.299069
0.15,0.299155
0.1505,0.299232
0.151,0.299302
0.1515,0.299366
0.152,0.299424
0.1525,0.299477
0.153,0.299525
0.1535,0.299569
0.154,0.299608
0.1545,0.299644
0.155,0.299677
0.1555,0.299707
0.156,0.299734
0.1565,0.299758
0.157,0.29978
0.1575,0.299801
0.158,0.299819
0.1585,0.299836
0.159,0.299851
0.1595,0.299865
0.16,0.299877
0.1605,0.299888
0.161,0.299899
0.1615,0.299908
0.162,0.299916
0.1625,0.299924
0.163,0.299931
0.1635,0.299937
0.164,0.299943
0.1645,0.299948
0.165,0.299953
0.1655,0.299957
0.166,0.299961
0.1665,0.299965
0.167,0.299968
0.1675,0.299971
0.168,0.299974
0.1685,0.299976
0.169,0.299978
0.1695,0.29998
0.17,0.299982
0.1705,0.299984
0.171,0.299985
0.1715,0.299986
0.172,0.299988
0.1725,0.299989
0.173,0.29999
0.1735,0.299991
0.174,0.299992
0.1745,0.299992
0.175,0.299993
0.1755,0.299994
0.176,0.299994
0.1765,0.299995
0.177,0.299995
0.1775,0.299996
0.178,0.299996
0.1785,0.299996
0.179,0.299997
0.1795,0.299997
0.18,0.299997
0.1805,0.299997
0.181,0.299998
0.1815,0.299998
0.182,0.299998
0.1825,0.299998
0.183,0.299998
0.1835,0.299998
0.184,0.299998
0.1845,0.299999
0.185,0.299999
0.1855,0.299999
0.186,0.299999
0.1865,0.299999
0.187,0.299999
0.1875,0.299999
0.188,0.299999
0.1885,0.299999
0.189,0.299999
0.1895,0.299999
0.19,0.299999
0.1905,0.299999
0.191,0.299999
0.1915,0.299999
0.192,0.299999
0.1925,0.299999
0.193,0.299999
0.1935,0.299999
0.194,0.299999
0.1945,0.299999
0.195,0.299999
0.1955,0.299999
0.196,0.299999
0.1965,0.299999
0.197,0.299999
0.1975,0.299999
0.198,0.299999
0.1985,0.299999
0.199,0.299999
0.1995,0.299999
0.2,0.299999
0.2005,0.299999
0.201,0.299999
0.2015,0.299999
0.202,0.299999
0.2025,0.299999
0.203,0.299998
0.2035,0.299998
0.204,0.299998
0.2045,0.299998
0.205,0.299998
0.2055,0.299998
0.206,0.299998
0.2065,0.299997
0.207,0.299997
0.2075,0.299997
0.208,0.299997
0.2085,0.299996
0.209,0.299996
0.2095,0.299996
0.21,0.299995
0.2105,0.299995
0.211,0.299994
0.2115,0.299994
0.212,0.299993
0.2125,0.299993
0.213,0.299992
0.2135,0.299991
0.214,0.29999
0.2145,0.299989
0.215,0.299988
0.2155,0.299987
0.216,0.299986
0.2165,0.299984
0.217,0.299983
0.2175,0.299981
0.218,0.299979
0.2185,0.299977
0.219,0.299975
0.2195,0.299972
0.22,0.29997
0.2205,0.299967
0.221,0.299963
0.2215,0.29996
0.222,0.299956
0.2225,0.299951
0.223,0.299946
0.2235,0.299941
0.224,0.299935
0.2245,0.299928
0.225,0.299921
0.2255,0.299913
0.226,0.299904
0.2265,0.299894
0.227,0.299883
0.2275,0.299872
0.228,0.299859
0.2285,0.299844
0.229,0.299828
0.2295,0.299811
0.23,0.299792
0.2305,0.299771
0.231,0.299747
0.2315,0.299722
0.232,0.299694
0.2325,0.299663
0.233,0.299629
0.2335,0.299591
0.234,0.29955
0.2345,0.299504
0.235,0.299454
0.2355,0.299399
0.236,0.299338
0.2365,0.299272
0.237,0.299198
0.2375,0.299118
0.238,0.299029
0.2385,0.298931
0.239,0.298824
0.2395,0.298707
0.24,0.298577
0.2405,0.298435
0.241,0.29828
0.2415,0.298109
0.242,0.297921
0.2425,0.297716
0.243,0.297491
0.2435,0.297244
0.244,0.296974
0.2445,0.296679
0.245,0.296357
0.2455,0.296004
0.246,0.295619
0.2465,0.2952
0.247,0.294742
0.2475,0.294244
0.248,0.293703
0.2485,0.293115
0.249,0.292476
0.2495,0.291784
0.25,0.291034
0.2505,0.290224
0.251,0.289349
0.2515,0.288406
0.252,0.28739
0.2525,0.286299
0.253,0.285127
0.2535,0.283872
0.254,0.282529
0.2545,0.281095
0.255,0.279566
0.2555,0.27794
0.256,0.276213
0.2565,0.274381
0.257,0.272443
0.2575,0.270395
0.258,0.268237
0.2585,0.265965
0.259,0.263578
0.2595,0.261075
0.26,0.258455
0.2605,0.255717
0.261,0.252862
0.2615,0.249889
0.262,0.246799
0.2625,0.243593
0.263,0.240273
0.2635,0.23684
0.264,0.233297
0.2645,0.229646
0.265,0.225892
0.2655,0.222037
0.266,0.218087
0.2665,0.214047
0.267,0.209923
0.2675,0.205722
0.268,0.20145
0.2685,0.197116
0.269,0.192729
0.2695,0.188299
0.27,0.183838
0.2705,0.179355
0.271,0.174865
0.2715,0.17038
0.272,0.165916
0.2725,0.161486
0.273,0.157107
0.2735,0.152795
0.274,0.148566
0.2745,0.144437
0.275,0.140424
0.2755,0.136542
0.276,0.132808
0.2765,0.129235
0.277,0.125836
0.2775,0.122623
0.278,0.119605
0.2785,0.116791
0.279,0.114187
0.2795,0.111797
0.28,0.109627
0.2805,0.107677
0.281,0.105948
0.2815,0.104441
0.282,0.103156
0.2825,0.102091
0.283,0.101245
0.2835,0.100618
0.284,0.100209
0.2845,0.100016
0.285,0.100005
0.2855,0.100163
0.286,0.100593
0.2865,0.101156
0.287,0.102041
0.2875,0.103094
0.288,0.104368
0.2885,0.105863
0.289,0.10758
0.2895,0.109518
0.29,0.111677
0.2905,0.114055
0.291,0.116648
0.2915,0.119451
0.292,0.122459
0.2925,0.125662
0.293,0.129051
0.2935,0.132615
0.294,0.136341
0.2945,0.140215
0.295,0.144222
0.2955,0.148345
0.296,0.152569
0.2965,0.156878
0.297,0.161253
0.2975,0.165681
0.298,0.170144
0.2985,0.174628
0.299,0.179118
0.2995,0.183601
0.3,0.188064
0.3005,0.192496
0.301,0.196885
0.3015,0.201222
0.302,0.205497
0.3025,0.209703
0.303,0.213831
0.3035,0.217876
0.304,0.221831
0.3045,0.22569
0.305,0.22945
0.3055,0.233106
0.306,0.236655
0.3065,0.240094
0.307,0.24342
0.3075,0.246632
0.308,0.249728
0.3085,0.252707
0.309,0.255569
0.3095,0.258313
0.31,0.260939
0.3105,0.263448
0.311,0.265841
0.3115,0.268119
0.312,0.270284
0.3125,0.272337
0.313,0.274281
0.3135,0.276118
0.314,0.277851
0.3145,0.279483
0.315,0.281016
0.3155,0.282455
0.316,0.283803
0.3165,0.285063
0.317,0.286238
0.3175,0.287334
0.318,0.288354
0.3185,0.289301
0.319,0.290179
0.3195,0.290993
0.32,0.291745
0.3205,0.29244
0.321,0.293082
0.3215,0.293673
0.322,0.294217
0.3225,0.294717
0.323,0.295176
0.3235,0.295598
0.324,0.295984
0.3245,0.296338
0.325,0.296662
0.3255,0.296959
0.326,0.29723
0.3265,0.297478
0.327,0.297704
0.3275,0.297911
0.328,0.298099
0.3285,0.298271
0.329,0.298427
0.3295,0.29857
0.33,0.2987
0.3305,0.298818
0.331,0.298926
0.3315,0.299024
0.332,0.299113
0.3325,0.299194
0.333,0.299268
0.3335,0.299335
0.334,0.299396
0.3345,0.299451
0.335,0.299501
0.3355,0.299547
0.336,0.299589
0.3365,0.299626
0.337,0.299661
0.3375,0.299692
0.338,0.29972
0.3385,0.299746
0.339,0.299769
0.3395,0.29979
0.34,0.29981
0.3405,0.299827
0.341,0.299843
0.3415,0.299857
0.342,0.299871
0.3425,0.299882
0.343,0.299893
0.3435,0.299903
0.344,0.299912
0.3445,0.29992
0.345,0.299927
0.3455,0.299934
0.346,0.29994
0.3465,0.299945
0.347,0.29995
0.3475,0.299955
0.348,0.299959
0.3485,0.299963
0.349,0.299966
0.3495,0.299969
0.35,0.299972
0.3505,0.299975
0.351,0.299977
0.3515,0.299979
0.352,0.299981
0.3525,0.299982
0.353,0.299984
0.3535,0.299985
0.354,0.299987
0.3545,0.299988
0.355,0.299989
0.3555,0.29999
0.356,0.299991
0.3565,0.299992
0.357,0.299992
0.3575,0.299993
0.358,0.299994
0.3585,0.299994
0.359,0.299995
0.3595,0.299995
0.36,0.299995
0.3605,0.299996
0.361,0.299996
0.3615,0.299996
0.362,0.299997
0.3625,0.299997
0.363,0.299997
0.3635,0.299997
0.364,0.299997
0.3645,0.299998
0.365,0.299998
0.3655,0.299998
0.366,0.299998
0.3665,0.299998
0.367,0.299998
0.3675,0.299998
0.368,0.299998
0.3685,0.299998
0.369,0.299998
0.3695,0.299999
0.37,0.299999
0.3705,0.299999
0.371,0.299999
0.3715,0.299999
0.372,0.299999
0.3725,0.299999
0.373,0.299999
0.3735,0.299999
0.374,0.299999
0.3745,0.299999
0.375,0.299999
0.3755,0.299999
0.376,0.299998
0.3765,0.299998
0.377,0.299998
0.3775,0.299998
0.378,0.299998
0.3785,0.299998
0.379,0.299998
0.3795,0.299998
0.38,0.299998
0.3805,0.299998
0.381,0.299998
0.3815,0.299997
0.382,0.299997
0.3825,0.299997
0.383,0.299997
0.3835,0.299996
0.384,0.299996
0.3845,0.299996
0.385,0.299996
0.3855,0.299995
0.386,0.299995
0.3865,0.299994
0.387,0.299994
0.3875,0.299993
0.388,0.299993
0.3885,0.299992
0.389,0.299991
0.3895,0.29999
0.39,0.299989
0.3905,0.299988
0.391,0.299987
0.3915,0.299986
0.392,0.299985
0.3925,0.299983
0.393,0.299982
0.3935,0.29998
0.394,0.299978
0.3945,0.299976
0.395,0.299973
0.3955,0.299971
0.396,0.299968
0.3965,0.299965
0.397,0.299961
0.3975,0.299957
0.398,0.299953
0.3985,0.299948
0.399,0.299943
0.3995,0.299937
0.4,0.299931
0.4005,0.299924
0.401,0.299916
0.4015,0.299908
0.402,0.299899
0.4025,0.299889
0.403,0.299877
0.4035,0.299865
0.404,0.299851
0.4045,0.299836
0.405,0.29982
0.4055,0.299801
0.406,0.299781
0.4065,0.299759
0.407,0.299735
0.4075,0.299708
0.408,0.299678
0.4085,0.299646
0.409,0.29961
0.4095,0.29957
0.41,0.299527
0.4105,0.299479
0.411,0.299427
0.4115,0.299369
0.412,0.299305
0.4125,0.299235
0.413,0.299158
0.4135,0.299074
0.414,0.298981
0.4145,0.298879
0.415,0.298766
0.4155,0.298643
0.416,0.298507
0.4165,0.298359
0.417,0.298196
0.4175,0.298017
0.418,0.29782
0.4185,0.297605
0.419,0.29737
0.4195,0.297112
0.42,0.296829
0.4205,0.296521
0.421,0.296183
0.4215,0.295815
0.422,0.295413
0.4225,0.294975
0.423,0.294498
0.4235,0.293978
0.424,0.293414
0.4245,0.292801
0.425,0.292136
0.4255,0.291415
0.426,0.290636
0.4265,0.289794
0.427,0.288885
0.4275,0.287906
0.428,0.286853
0.4285,0.285722
0.429,0.284509
0.4295,0.28321
0.43,0.281822
0.4305,0.280341
0.431,0.278764
0.4315,0.277087
0.432,0.275308
0.4325,0.273423
0.433,0.271431
0.4335,0.269328
0.434,0.267112
0.4345,0.264783
0.435,0.262338
0.4355,0.259777
0.436,0.257098
0.4365,0.254301
0.437,0.251387
0.4375,0.248355
0.438,0.245207
0.4385,0.241944
0.439,0.238567
0.4395,0.235078
0.44,0.231481
0.4405,0.227778
0.441,0.223973
0.4415,0.22007
0.442,0.216074
0.4425,0.211991
0.443,0.207828
0.4435,0.20359
0.444,0.199286
0.4445,0.194924
0.445,0.190515
0.4455,0.186067
0.446,0.181594
0.4465,0.177106
0.447,0.172617
0.4475,0.168141
0.448,0.163692
0.4485,0.159285
0.449,0.154938
0.4495,0.150665
0.45,0.146484
0.4505,0.142411
0.451,0.138462
0.4515,0.134653
0.452,0.130997
0.4525,0.12751
0.453,0.124203
0.4535,0.121086
0.454,0.118169
0.4545,0.11546
0.455,0.112963
0.4555,0.110683
0.456,0.108622
0.4565,0.106783
0.457,0.105166
0.4575,0.10377
0.458,0.102595
0.4585,0.10164
0.459,0.100904
0.4595,0.100386
0.46,0.100085
0.4605,0.100001
0.461,0.100163
0.4615,0.100436
0.462,0.100955
0.4625,0.101796
0.463,0.103094
0.4635,0.104368
0.464,0.105863
0.4645,0.10758
0.465,0.109518
0.4655,0.111677
0.466,0.114055
0.4665,0.116648
0.467,0.119451
0.4675,0.122458
0.468,0.125662
0.4685,0.129051
0.469,0.132615
0.4695,0.136341
0.47,0.140215
0.4705,0.144222
0.471,0.148345
0.4715,0.152569
0.472,0.156877
0.4725,0.161253
0.473,0.16568
0.4735,0.170144
0.474,0.174627
0.4745,0.179118
0.475,0.183601
0.4755,0.188064
0.476,0.192495
0.4765,0.196885
0.477,0.201222
0.4775,0.205497
0.478,0.209703
0.4785,0.213831
0.479,0.217875
0.4795,0.22183
0.48,0.22569
0.4805,0.22945
0.481,0.233106
0.4815,0.236655
0.482,0.240093
0.4825,0.24342
0.483,0.246632
0.4835,0.249728
0.484,0.252707
0.4845,0.255568
0.485,0.258312
0.4855,0.260938
0.486,0.263447
0.4865,0.26584
0.487,0.268119
0.4875,0.270283
0.488,0.272337
0.4885,0.27428
0.489,0.276118
0.4895,0.27785
0.49,0.279482
0.4905,0.281016
0.491,0.282455
0.4915,0.283802
0.492,0.285062
0.4925,0.286238
0.493,0.287334
0.4935,0.288353
0.494,0.2893
0.4945,0.290179
0.495,0.290992
0.4955,0.291745
0.496,0.29244
0.4965,0.293081
0.497,0.293672
0.4975,0.294216
0.498,0.294716
0.4985,0.295176
0.499,0.295597
0.4995,0.295984
0.5,0.296186
