    "time","Piston.frame_a.r_0[1]","Piston.frame_a.r_0[2]","Piston.frame_a.r_0[3]","Piston.frame_a.R.w[1]","Piston.frame_a.R.w[2]","Piston.frame_a.R.w[3]","Piston.frame_a.f[1]","Piston.frame_a.f[2]","Piston.frame_a.f[3]","Piston.frame_a.t[1]","Piston.frame_a.t[2]","Piston.frame_a.t[3]","Piston.frame_b.r_0[1]","Piston.frame_b.r_0[2]","Piston.frame_b.r_0[3]","Piston.frame_b.R.w[1]","Piston.frame_b.R.w[2]","Piston.frame_b.R.w[3]","Piston.frame_b.f[1]","Piston.frame_b.f[2]","Piston.frame_b.f[3]","Piston.frame_b.t[1]","Piston.frame_b.t[2]","Piston.frame_b.t[3]","Piston.animation","Piston.r[1]","Piston.r[2]","Piston.r[3]"
     0.044,      0.15,         0,         0,         0,         0,         0,         0, 37.669817,         0,        -0,         0,         0,      0.15, 0.2999044,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.045,      0.15,         0,         0,         0,         0,         0,         0, 33.062993,         0,        -0,         0,         0,      0.15,0.29988397,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.046,      0.15,         0,         0,         0,         0,         0,         0, 27.483541,         0,        -0,         0,         0,      0.15, 0.2998592,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.047,      0.15,         0,         0,         0,         0,         0,         0, 20.729553,         0,        -0,         0,         0,      0.15,0.29982914,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.048,      0.15,         0,         0,         0,         0,         0,         0, 12.558824,         0,        -0,         0,         0,      0.15,0.29979267,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.049,      0.15,         0,         0,         0,         0,         0,         0, 2.6815597,         0,        -0,         0,         0,      0.15,0.29974845,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.05,      0.15,         0,         0,         0,         0,         0,         0,-9.2478707,         0,         0,         0,        -0,      0.15,0.29969484,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.051,      0.15,         0,         0,         0,         0,         0,         0,-23.640085,         0,         0,         0,        -0,      0.15,0.29962985,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.052,      0.15,         0,         0,         0,         0,         0,         0,-40.980579,         0,         0,         0,        -0,      0.15,0.29955111,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.053,      0.15,         0,         0,         0,         0,         0,         0,-61.840005,         0,         0,         0,        -0,      0.15,0.29945573,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.054,      0.15,         0,         0,         0,         0,         0,         0,-86.884241,         0,         0,         0,        -0,      0.15,0.29934025,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.055,      0.15,         0,         0,         0,         0,         0,         0,-116.88328,         0,         0,         0,        -0,      0.15,0.29920053,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.056,      0.15,         0,         0,         0,         0,         0,         0, -152.7175,         0,         0,         0,        -0,      0.15, 0.2990316,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.057,      0.15,         0,         0,         0,         0,         0,         0,-195.37924,         0,         0,         0,        -0,      0.15, 0.2988275,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.058,      0.15,         0,         0,         0,         0,         0,         0,-245.96684,         0,         0,         0,        -0,      0.15,0.29858118,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.059,      0.15,         0,         0,         0,         0,         0,         0,-305.66755,         0,         0,         0,        -0,      0.15,0.29828426,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
      0.06,      0.15,         0,         0,         0,         0,         0,         0,-375.72487,         0,         0,         0,        -0,      0.15,0.29792684,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.061,      0.15,         0,         0,         0,         0,         0,         0,-457.38539,         0,         0,         0,        -0,      0.15,0.29749732,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.062,      0.15,         0,         0,         0,         0,         0,         0,-551.82054,         0,         0,         0,        -0,      0.15,0.29698218,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.063,      0.15,         0,         0,         0,         0,         0,         0,-660.01978,         0,         0,         0,        -0,      0.15, 0.2963658,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
     0.064,      0.15,         0,         0,         0,         0,         0,         0,-782.65499,         0,         0,         0,        -0,      0.15,0.29563027,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         1,         0,      -0.1,         0
