"time","dataOut1"
0,1
0.025,1
0.05,1
0.075,1
0.1,1
0.125,1
0.15,1
0.175,1
0.2,1
0.225,1
0.25,1
0.275,1
0.3,1
0.325,1
0.35,1
0.375,1
0.4,1
0.425,1
0.45,1
0.475,1
0.5,1
0.525,1
0.55,1
0.575,1
0.6,1
0.625,1
0.65,1
0.675,1
0.7,1
0.725,1
0.75,1
0.775,1
0.8,1
0.825,1
0.85,1
0.875,1
0.9,1
0.925,1
0.95,1
0.975,1
1,1
1.025,1
1.05,1
1.075,1
1.1,1
1.125,1
1.15,1
1.175,1
1.2,1
1.225,1
1.25,1
1.275,1
1.3,1
1.325,1
1.35,1
1.375,1
1.4,1
1.425,1
1.45,1
1.475,1
1.5,1
1.525,1
1.55,1
1.575,1
1.6,1
1.625,1
1.65,1
1.675,1
1.7,1
1.725,1
1.75,1
1.775,1
1.8,1
1.825,1
1.85,1
1.875,1
1.9,1
1.925,1
1.95,1
1.975,1
2,1
2.025,1
2.05,1
2.075,1
2.1,1
2.125,1
2.15,1
2.175,1
2.2,1
2.225,1
2.25,1
2.275,1
2.3,1
2.325,1
2.35,1
2.375,1
2.4,1
2.425,1
2.45,1
2.475,1
2.5,1
2.525,1
2.55,1
2.575,1
2.6,1
2.625,1
2.65,1
2.675,1
2.7,1
2.725,1
2.75,1
2.775,1
2.8,1
2.825,1
2.85,1
2.875,1
2.9,1
2.925,1
2.95,1
2.975,1
3,1
3.025,1
3.05,1
3.075,1
3.1,1
3.125,1
3.15,1
3.175,1
3.2,1
3.225,1
3.25,1
3.275,1
3.3,1
3.325,1
3.35,1
3.375,1
3.4,1
3.425,1
3.45,1
3.475,1
3.5,1
3.525,1
3.55,1
3.575,1
3.6,1
3.625,1
3.65,1
3.675,1
3.7,1
3.725,1
3.75,1
3.775,1
3.8,1
3.825,1
3.85,1
3.875,1
3.9,1
3.925,1
3.95,1
3.975,1
4,1
4.025,1
4.05,1
4.075,1
4.1,1
4.125,1
4.15,1
4.175,1
4.2,1
4.225,1
4.25,1
4.275,1
4.3,1
4.325,1
4.35,1
4.375,1
4.4,1
4.425,1
4.45,1
4.475,1
4.5,1
4.525,1
4.55,1
4.575,1
4.6,1
4.625,1
4.65,1
4.675,1
4.7,1
4.725,1
4.75,1
4.775,1
4.8,1
4.825,1
4.85,1
4.875,1
4.9,1
4.925,1
4.95,1
4.975,1
5,1
5.025,1
5.05,1
5.075,1
5.1,1
5.125,1
5.15,1
5.175,1
5.2,1
5.225,1
5.25,1
5.275,1
5.3,1
5.325,1
5.35,1
5.375,1
5.4,1
5.425,1
5.45,1
5.475,1
5.5,1
5.525,1
5.55,1
5.575,1
5.6,1
5.625,1
5.65,1
5.675,1
5.7,1
5.725,1
5.75,1
5.775,1
5.8,1
5.825,1
5.85,1
5.875,1
5.9,1
5.925,1
5.95,1
5.975,1
6,1
6.025,1
6.05,1
6.075,1
6.1,1
6.125,1
6.15,1
6.175,1
6.2,1
6.225,1
6.25,1
6.275,1
6.3,1
6.325,1
6.35,1
6.375,1
6.4,1
6.425,1
6.45,1
6.475,1
6.5,1
6.525,1
6.55,1
6.575,1
6.6,1
6.625,1
6.65,1
6.675,1
6.7,1
6.725,1
6.75,1
6.775,1
6.8,1
6.825,1
6.85,1
6.875,1
6.9,1
6.925,1
6.95,1
6.975,1
7,1
7.025,1
7.05,1
7.075,1
7.1,1
7.125,1
7.15,1
7.175,1
7.2,1
7.225,1
7.25,1
7.275,1
7.3,1
7.325,1
7.35,1
7.375,1
7.4,1
7.425,1
7.45,1
7.475,1
7.5,1
7.525,1
7.55,1
7.575,1
7.6,1
7.625,1
7.65,1
7.675,1
7.7,1
7.725,1
7.75,1
7.775,1
7.8,1
7.825,1
7.85,1
7.875,1
7.9,1
7.925,1
7.95,1
7.975,1
8,1
8.025,1
8.05,1
8.075,1
8.1,1
8.125,1
8.15,1
8.175,1
8.2,1
8.225,1
8.25,1
8.275,1
8.3,1
8.325,1
8.35,1
8.375,1
8.4,1
8.425,1
8.45,1
8.475,1
8.5,1
8.525,1
8.55,1
8.575,1
8.6,1
8.625,1
8.65,1
8.675,1
8.7,1
8.725,1
8.75,1
8.775,1
8.8,1
8.825,1
8.85,1
8.875,1
8.9,1
8.925,1
8.95,1
8.975,1
9,1
9.025,1
9.05,1
9.075,1
9.1,1
9.125,1
9.15,1
9.175,1
9.2,1
9.225,1
9.25,1
9.275,1
9.3,1
9.325,1
9.35,1
9.375,1
9.4,1
9.425,1
9.45,1
9.475,1
9.5,1
9.525,1
9.55,1
9.575,1
9.6,1
9.625,1
9.65,1
9.675,1
9.7,1
9.725,1
9.75,1
9.775,1
9.8,1
9.825,1
9.85,1
9.875,1
9.9,1
9.925,1
9.95,1
9.975,1
10,1
10.025,1
10.05,1
10.075,1
10.1,1
10.125,1
10.15,1
10.175,1
10.2,1
10.225,1
10.25,1
10.275,1
10.3,1
10.325,1
10.35,1
10.375,1
10.4,1
10.425,1
10.45,1
10.475,1
10.5,1
10.525,1
10.55,1
10.575,1
10.6,1
10.625,1
10.65,1
10.675,1
10.7,1
10.725,1
10.75,1
10.775,1
10.8,1
10.825,1
10.85,1
10.875,1
10.9,1
10.925,1
10.95,1
10.975,1
11,1
11.025,1
11.05,1
11.075,1
11.1,1
11.125,1
11.15,1
11.175,1
11.2,1
11.225,1
11.25,1
11.275,1
11.3,1
11.325,1
11.35,1
11.375,1
11.4,1
11.425,1
11.45,1
11.475,1
11.5,1
11.525,1
11.55,1
11.575,1
11.6,1
11.625,1
11.65,1
11.675,1
11.7,1
11.725,1
11.75,1
11.775,1
11.8,1
11.825,1
11.85,1
11.875,1
11.9,1
11.925,1
11.95,1
11.975,1
12,1
12.025,1
12.05,1
12.075,1
12.1,1
12.125,1
12.15,1
12.175,1
12.2,1
12.225,1
12.25,1
12.275,1
12.3,1
12.325,1
12.35,1
12.375,1
12.4,1
12.425,1
12.45,1
12.475,1
12.5,1
12.525,1
12.55,1
12.575,1
12.6,1
12.625,1
12.65,1
12.675,1
12.7,1
12.725,1
12.75,1
12.775,1
12.8,1
12.825,1
12.85,1
12.875,1
12.9,1
12.925,1
12.95,1
12.975,1
13,1
13.025,1
13.05,1
13.075,1
13.1,1
13.125,1
13.15,1
13.175,1
13.2,1
13.225,1
13.25,1
13.275,1
13.3,1
13.325,1
13.35,1
13.375,1
13.4,1
13.425,1
13.45,1
13.475,1
13.5,1
13.525,1
13.55,1
13.575,1
13.6,1
13.625,1
13.65,1
13.675,1
13.7,1
13.725,1
13.75,1
13.775,1
13.8,1
13.825,1
13.85,1
13.875,1
13.9,1
13.925,1
13.95,1
13.975,1
14,1
14.025,1
14.05,1
14.075,1
14.1,1
14.125,1
14.15,1
14.175,1
14.2,1
14.225,1
14.25,1
14.275,1
14.3,1
14.325,1
14.35,1
14.375,1
14.4,1
14.425,1
14.45,1
14.475,1
14.5,1
14.525,1
14.55,1
14.575,1
14.6,1
14.625,1
14.65,1
14.675,1
14.7,1
14.725,1
14.75,1
14.775,1
14.8,1
14.825,1
14.85,1
14.875,1
14.9,1
14.925,1
14.95,1
14.975,1
15,1
15.025,1
15.05,1
15.075,1
15.1,1
15.125,1
15.15,1
15.175,1
15.2,1
15.225,1
15.25,1
15.275,1
15.3,1
15.325,1
15.35,1
15.375,1
15.4,1
15.425,1
15.45,1
15.475,1
15.5,1
15.525,1
15.55,1
15.575,1
15.6,1
15.625,1
15.65,1
15.675,1
15.7,1
15.725,1
15.75,1
15.775,1
15.8,1
15.825,1
15.85,1
15.875,1
15.9,1
15.925,1
15.95,1
15.975,1
16,1
16.025,1
16.05,1
16.075,1
16.1,1
16.125,1
16.15,1
16.175,1
16.2,1
16.225,1
16.25,1
16.275,1
16.3,1
16.325,1
16.35,1
16.375,1
16.4,1
16.425,1
16.45,1
16.475,1
16.5,1
16.525,1
16.55,1
16.575,1
16.6,1
16.625,1
16.65,1
16.675,1
16.7,1
16.725,1
16.75,1
16.775,1
16.8,1
16.825,1
16.85,1
16.875,1
16.9,1
16.925,1
16.95,1
16.975,1
17,1
17.025,1
17.05,1
17.075,1
17.1,1
17.125,1
17.15,1
17.175,1
17.2,1
17.225,1
17.25,1
17.275,1
17.3,1
17.325,1
17.35,1
17.375,1
17.4,1
17.425,1
17.45,1
17.475,1
17.5,1
17.525,1
17.55,1
17.575,1
17.6,1
17.625,1
17.65,1
17.675,1
17.7,1
17.725,1
17.75,1
17.775,1
17.8,1
17.825,1
17.85,1
17.875,1
17.9,1
17.925,1
17.95,1
17.975,1
18,1
18.025,1
18.05,1
18.075,1
18.1,1
18.125,1
18.15,1
18.175,1
18.2,1
18.225,1
18.25,1
18.275,1
18.3,1
18.325,1
18.35,1
18.375,1
18.4,1
18.425,1
18.45,1
18.475,1
18.5,1
18.525,1
18.55,1
18.575,1
18.6,1
18.625,1
18.65,1
18.675,1
18.7,1
18.725,1
18.75,1
18.775,1
18.8,1
18.825,1
18.85,1
18.875,1
18.9,1
18.925,1
18.95,1
18.975,1
19,1
19.025,1
19.05,1
19.075,1
19.1,1
19.125,1
19.15,1
19.175,1
19.2,1
19.225,1
19.25,1
19.275,1
19.3,1
19.325,1
19.35,1
19.375,1
19.4,1
19.425,1
19.45,1
19.475,1
19.5,1
19.525,1
19.55,1
19.575,1
19.6,1
19.625,1
19.65,1
19.675,1
19.7,1
19.725,1
19.75,1
19.775,1
19.8,1
19.825,1
19.85,1
19.875,1
19.9,1
19.925,1
19.95,1
19.975,1
20,1
20.025,1
20.05,1
20.075,1
20.1,1
20.125,1
20.15,1
20.175,1
20.2,1
20.225,1
20.25,1
20.275,1
20.3,1
20.325,1
20.35,1
20.375,1
20.4,1
20.425,1
20.45,1
20.475,1
20.5,1
20.525,1
20.55,1
20.575,1
20.6,1
20.625,1
20.65,1
20.675,1
20.7,1
20.725,1
20.75,1
20.775,1
20.8,1
20.825,1
20.85,1
20.875,1
20.9,1
20.925,1
20.95,1
20.975,1
21,1
21.025,1
21.05,1
21.075,1
21.1,1
21.125,1
21.15,1
21.175,1
21.2,1
21.225,1
21.25,1
21.275,1
21.3,1
21.325,1
21.35,1
21.375,1
21.4,1
21.425,1
21.45,1
21.475,1
21.5,1
21.525,1
21.55,1
21.575,1
21.6,1
21.625,1
21.65,1
21.675,1
21.7,1
21.725,1
21.75,1
21.775,1
21.8,1
21.825,1
21.85,1
21.875,1
21.9,1
21.925,1
21.95,1
21.975,1
22,1
22.025,1
22.05,1
22.075,1
22.1,1
22.125,1
22.15,1
22.175,1
22.2,1
22.225,1
22.25,1
22.275,1
22.3,1
22.325,1
22.35,1
22.375,1
22.4,1
22.425,1
22.45,1
22.475,1
22.5,1
22.525,1
22.55,1
22.575,1
22.6,1
22.625,1
22.65,1
22.675,1
22.7,1
22.725,1
22.75,1
22.775,1
22.8,1
22.825,1
22.85,1
22.875,1
22.9,1
22.925,1
22.95,1
22.975,1
23,1
23.025,1
23.05,1
23.075,1
23.1,1
23.125,1
23.15,1
23.175,1
23.2,1
23.225,1
23.25,1
23.275,1
23.3,1
23.325,1
23.35,1
23.375,1
23.4,1
23.425,1
23.45,1
23.475,1
23.5,1
23.525,1
23.55,1
23.575,1
23.6,1
23.625,1
23.65,1
23.675,1
23.7,1
23.725,1
23.75,1
23.775,1
23.8,1
23.825,1
23.85,1
23.875,1
23.9,1
23.925,1
23.95,1
23.975,1
24,1
24.025,1
24.05,1
24.075,1
24.1,1
24.125,1
24.15,1
24.175,1
24.2,1
24.225,1
24.25,1
24.275,1
24.3,1
24.325,1
24.35,1
24.375,1
24.4,1
24.425,1
24.45,1
24.475,1
24.5,1
24.525,1
24.55,1
24.575,1
24.6,1
24.625,1
24.65,1
24.675,1
24.7,1
24.725,1
24.75,1
24.775,1
24.8,1
24.825,1
24.85,1
24.875,1
24.9,1
24.925,1
24.95,1
24.975,1
25,1
