"time","Bearing.frame_b.f[3]","Bearing.frame_b.t[1]","Bearing.frame_b.t[2]","Bearing.frame_b.t[3]"
0.096,3595.824351,364.1294933,-538.2556925,1660.914133
0.097,3060.453875,309.8539081,-458.0764939,1733.200718
0.098,2485.654318,251.5949686,-372.0013221,1774.606047
0.099,1909.497603,193.2231891,-285.7390132,1792.149415
0.1,1355.663689,137.1436937,-202.8388773,1794.745618
0.101,831.9213074,84.14185529,-124.4629463,1790.799899
0.102,333.0435263,33.6801774,-49.82346984,1786.655975
0.102704,-10.35550341,-1.047208026,1.549169974,1785.655316
0.103,-154.3660669,-15.61042761,23.09299323,1785.20951
0.104,-642.0253453,-64.92846801,96.0482323,1778.268733
0.105,-1132.796288,-114.5713003,169.4755643,1761.437463
0.106,-1624.499212,-164.3229298,243.0517947,1731.675551
0.107,-2107.432887,-213.2015526,315.325137,1684.804166
0.108,-2562.575669,-259.2762553,383.445201,1616.464234
0.109,-2962.307577,-299.7402654,443.2711636,1523.522278
0.11,-3274.980367,-331.375818,490.0572139,1405.734933
0.111,-3472.504272,-351.3260504,519.5905678,1266.729187
0.112,-3538.649999,-357.9397506,529.4368233,1113.878767
0.113,-3473.561985,-351.2307452,519.6170805,956.7298907
0.114,-3292.580787,-332.7583333,492.4314594,804.7947405
0.115,-3020.333468,-305.0262912,451.5728284,665.6848841
0.116,-2683.496296,-270.7467642,401.0413572,544.2734949
0.117,-2305.046635,-232.2556127,344.2824123,442.8332996
0.118,-1901.522718,-191.233729,283.7755953,361.8279399
0.119,-1482.567078,-148.6606487,220.9663,300.8071436
0.12,-1052.117427,-104.9357396,156.4443608,259.2238565
0.121,-610.133128,-60.05386644,90.20303054,237.0291619
0.122,-154.537036,-13.80295402,21.93025387,235.1080001
0.123,316.6695707,34.0208491,-48.67410144,255.5998481
0.124,802.7021487,83.33800583,-121.4925388,302.1356028
0.125,1296.424209,133.4225248,-195.4546427,379.9901183
0.126,1778.551489,182.3123488,-267.6677487,495.8705818
0.127,2208.789354,225.907729,-332.0876008,656.7371616
0.128,2515.324377,256.9022653,-377.9422099,866.601942
0.129,2588.929634,264.1834471,-388.847831,1119.662486
0.13,2301.047995,234.6728514,-345.5216966,1390.201653
0.131,1569.03367,159.9643607,-235.5685189,1625.489984
0.132,457.9876784,46.68534162,-68.75596509,1756.779088
0.13239,-13.13665626,-1.341847154,1.973948581,1028.382051
0.133,-370.272391,-37.82458001,55.6400657,1011.4775
0.134,-849.7687192,-86.84805133,127.7198789,923.713624
0.135,-1101.13866,-112.6553208,165.576712,787.9620413
0.136,-1100.106956,-112.7736116,165.5673461,639.3389084
0.137,-888.1874846,-91.424453,133.9174467,504.0221996
0.138,-524.9931179,-54.67144749,79.56794986,395.4650444
0.139,-59.24143564,-7.470133542,9.825786729,318.0885743
0.14,478.1966797,47.03953762,-70.67900475,272.2479824
0.141,1071.407128,107.239356,-159.5599098,257.4576299
0.142,1714.059761,172.4863635,-255.8681119,274.071037
0.143,2404.328533,242.5961484,-359.3305987,324.0236722
0.144,3140.019861,317.3473136,-469.6194936,411.0685983
0.145,3912.743329,395.8885081,-585.477736,540.5944617
0.146,4700.301582,475.9642615,-703.577632,718.7338302
0.147,5457.485261,552.9785117,-817.1401397,950.2414097
0.148,6108.026442,619.1759239,-914.7278792,1234.520192
0.149,6546.216721,663.8063478,-980.4877355,1560.277597
0.15,6659.23861,675.396436,-997.5002923,1901.48029
0.151,6372.441818,646.3554089,-954.5707982,2219.586528
0.152,5696.237345,577.7451804,-853.2626473,2475.521446
0.153,4734.494516,480.1337211,-709.1563046,2646.280791
0.154,3638.440463,368.9040763,-544.9338215,2734.311274
0.155,2538.481865,257.3176953,-380.152044,2762.361619
0.156,1502.459619,152.267633,-224.9811081,2759.972902
0.157,534.3560898,54.14775024,-80.01100158,2751.644257
0.157583,-12.84602139,-1.301695456,1.923462217,2749.929671
0.158,-403.35095,-40.8721243,60.39480618,2748.934413
0.159,-1350.510669,-136.859433,202.2222278,2738.004156
0.16,-2323.155002,-235.4579436,347.8842896,2706.809234
0.161,-3306.870436,-335.2124653,495.2263027,2639.003834
0.162,-4239.995182,-429.8588486,635.0051474,2514.800342
0.163,-5014.030142,-508.3649327,750.9503547,2319.603826
0.164,-5505.384267,-558.1599737,824.5256456,2054.875245
0.165,-5626.988018,-570.3860175,842.6710263,1741.985266
0.166,-5367.780645,-543.9159732,803.7262456,1415.789241
0.167,-4788.533065,-484.9295083,716.8048022,1111.186076
0.168,-3983.102298,-402.9719172,595.9827073,852.7731462
0.169,-3037.63698,-306.8043271,454.1797792,652.7220747
0.17,-2008.751583,-202.1835442,299.8860651,514.7327948
0.171,-920.7580363,-91.58060787,136.7467236,439.7510999
0.172,226.2612373,24.99777158,-35.22697296,431.0431956
0.173,1443.348339,148.67589,-217.6918938,498.2555642
0.174,2733.584938,279.7673644,-411.1103427,661.0012701
0.175,4058.03635,414.3103438,-609.6417525,951.6448005
0.176,5268.6942,537.2452473,-791.0842686,1413.314578
0.177,5994.681396,610.8377255,-899.8059449,2078.578518
0.178,5563.418905,566.6594205,-834.9206763,2900.681529
0.179,3305.348723,336.5932975,-495.9980894,3641.686731
0.179895,-26.59638818,-2.70891404,3.991376299,3167.725057
0.18,-349.8030785,-35.62843403,52.49571796,3164.03263
0.181,-3060.871407,-311.7958178,459.3760637,2848.020016
0.182,-4411.49894,-449.5344759,662.1806442,2218.568641
0.183,-4352.679807,-443.8494484,653.5527136,1576.359491
0.184,-3437.609289,-351.0194033,516.4686308,1077.894664
0.185,-2142.546487,-219.4982992,322.3662346,747.2928337
0.186,-712.4407957,-74.207321,107.9876433,560.7704489
0.187,762.4290189,75.66884095,-113.1256201,492.2954569
0.188,2261.986701,228.0886625,-337.9628163,526.8534745
0.189,3782.797993,382.7048128,-566.0101595,661.2676333
0.19,5300.887218,537.0813123,-793.6734814,900.8365532
0.191,6738.096501,683.2710297,-1009.232229,1252.542656
0.192,7933.486424,804.9059381,-1188.549571,1712.542293
0.193,8648.812167,877.7538812,-1295.893561,2249.127687
0.194,8649.865819,877.9934413,-1296.137804,2792.165456
0.195,7856.056345,797.43066,-1177.197245,3249.433455
0.196,6436.168162,653.2394404,-964.3904894,3552.761355
0.197,4721.996922,479.1729654,-707.4840468,3696.902852
0.198,3006.562445,305.033106,-450.4240266,3731.696904
0.199,1417.809692,143.8214567,-212.391899,3721.893021
0.199956,-6.241526012,-0.6330982642,0.9349741192,3713.979075
0.2,-70.98767705,-7.200511378,10.63388076,3713.933361
0.201,-1556.097903,-157.8484259,233.1072947,3707.620494
0.202,-3100.7965,-314.5810431,464.5333334,3675.340762
0.203,-4688.998362,-475.7805977,702.511451,3578.601817
0.204,-6172.1357,-626.3467314,924.7663905,3368.145516
0.205,-7276.870524,-738.4794381,1090.303924,3013.673014
0.206,-7726.590343,-784.039613,1157.634779,2535.051023
0.207,-7406.504139,-751.3469088,1109.539465,2002.702497
0.208,-6416.503102,-650.5596126,960.9985113,1501.510156
0.209,-4968.89858,-503.2724522,743.8545518,1092.6303
0.21,-3255.602322,-329.0049579,486.8904765,804.1101511
0.211,-1382.946515,-138.5708952,206.053066,644.4839066
0.212,626.4404857,65.7305035,-95.26539372,621.806348
0.213,2797.714154,286.4598781,-420.8390524,760.3089509
0.214,5137.246334,524.2651902,-771.6234769,1115.135526
0.215,7493.740099,763.7515684,-1124.92307,1783.749662
0.216,9241.753418,941.2833464,-1386.920244,2884.902674
0.217,8829.731312,899.0026305,-1324.881983,4396.819291
0.218,4360.199115,443.8646036,-654.1922794,5758.264851
0.218598,10.00273577,1.018245006,-1.50076662,6044.481407
0.219,-2550.666087,-259.6769384,382.7087772,5192.391756
0.22,-7049.194478,-717.7717013,1057.752212,4152.697776
0.221,-7863.452447,-800.9888285,1180.133763,2798.569363
0.222,-6339.572088,-646.2759149,951.7663898,1751.599687
0.223,-3977.737105,-406.2621049,597.6760301,1107.927323
0.224,-1452.995568,-149.6285144,219.1201557,782.2438368
0.225,1049.524278,104.7893481,-156.1318678,694.4659612
0.226,3513.222943,355.3039085,-525.5909572,804.4944988
0.227,5922.932961,600.3754334,-886.9842292,1104.3379
0.228,8161.363651,828.0764941,-1222.72196,1598.958742
0.229,9937.475331,1008.804629,-1489.153723,2275.053196
0.23,10808.89123,1097.561773,-1619.929655,3059.734318
0.231,10409.32745,1057.091205,-1560.113501,3804.802261
0.232,8786.844579,892.2881886,-1316.917922,4348.3064
0.233,6455.83931,655.4858307,-967.5007156,4625.060981
0.234,4010.551971,407.1307243,-600.9897356,4698.955268
0.235,1751.238841,177.749929,-262.4093562,4687.633355
0.235819,25.15545433,2.553149755,-3.769270523,4677.788575
0.236,-351.7613016,-35.70202369,52.70763009,4677.601456
0.237,-2471.391618,-250.8512599,370.322592,4669.551405
0.238,-4711.0861,-478.251103,705.9699994,4611.890662
0.239,-6970.197302,-707.6872197,1044.569495,4419.286401
0.24,-8847.84641,-898.3921178,1326.001437,4005.246133
0.241,-9785.299837,-993.5284923,1466.461872,3361.469987
0.242,-9453.800982,-959.6481345,1416.637399,2596.643046
0.243,-7975.944761,-809.2177823,1194.913144,1870.495128
0.244,-5740.722389,-581.8052958,859.632015,1301.028604
0.245,-3089.657591,-312.1497043,462.0171889,938.3278736
0.246,-177.4217842,-15.98165877,25.26552168,799.4746085
0.247,3002.058093,307.3197341,-451.5359049,914.6581471
0.248,6494.555538,662.4116557,-975.2531778,1368.759169
0.249,10111.72311,1030.12891,-1517.632645,2338.284513
0.25,12718.65643,1295.000814,-1908.436511,4065.027284
0.251,11107.21226,1130.62533,-1666.443773,6463.720488
0.252,2118.723016,215.6488123,-317.8643132,8135.55717
0.252161,201.3935595,20.49828634,-30.2143158,8182.30232
0.253,-7774.86674,-791.4228048,1166.485692,6618.786843
0.254,-11374.63198,-1158.115514,1706.74062,4459.45725
0.255,-9688.368873,-986.9414749,1454.054916,2622.039192
0.256,-6157.269636,-628.0086987,924.6037486,1528.612647
0.257,-2378.113231,-243.7777707,357.9047183,1009.93345
0.258,1277.083601,127.9004507,-190.2389172,891.8725238
0.259,4796.299978,485.8043439,-718.0249416,1092.890076
0.26,8128.975336,824.7947808,-1217.872528,1595.790493
0.261,10974.63179,1114.309557,-1644.715858,2393.63561
0.262,12706.47392,1290.589719,-1904.543721,3410.839724
0.263,12644.29013,1284.442459,-1895.333007,4439.344771
0.264,10698.33356,1086.745426,-1603.627334,5207.342288
0.265,7633.366693,775.3047439,-1144.139571,5584.781965
0.266,4409.66871,447.8042854,-660.9006446,5669.393538
0.267,1467.125249,148.9689549,-219.8739146,5649.326208
0.2675,78.40717627,7.961155364,-11.7505629,5643.19146
0.268,-1306.017488,-132.6095431,195.7285944,5642.980112
0.269,-4184.820809,-424.9576462,627.1928833,5623.244909
0.27,-7236.861531,-734.9889681,1084.680362,5482.988364
0.271,-10049.09639,-1020.710027,1506.254303,5064.346888
0.272,-11742.2973,-1192.684143,1760.042029,4286.850003
0.273,-11597.74637,-1177.79119,1738.238225,3275.023721
0.274,-9672.448047,-981.8237835,1449.388918,2287.96151
0.275,-6577.957482,-666.9910583,985.2197683,1530.874847
0.276,-2866.91869,-289.5092613,428.6203219,1089.167554
0.277,1247.223721,128.9125399,-188.3974227,995.7095148
0.278,5812.717931,593.1859566,-873.0724814,1325.334258
0.279,10824.07126,1102.750595,-1624.579938,2282.827591
0.28,15331.02837,1560.921046,-2300.378516,4254.408738
0.281,15287.3999,1556.027611,-2293.538209,7445.776943
0.282,4301.103078,437.7416004,-645.2559428,10169.42351
0.282223,589.2187753,59.96705,-88.395044,10321.30738
0.283,-10156.51177,-1033.739572,1523.734748,8502.366761
0.284,-14809.91518,-1507.679473,2222.066645,5390.628601
0.285,-11774.74037,-1199.29621,1767.064828,2943.563914
0.286,-6673.743003,-680.654944,1002.139376,1638.883474
0.287,-1560.427381,-160.6860073,235.3177426,1125.831073
0.288,3267.542288,330.3244063,-488.7496231,1150.957486
0.289,7821.346168,793.517122,-1171.741917,1623.813623
0.29,11835.61165,1201.901571,-1773.859083,2526.160412
0.291,14513.27811,1474.397576,-2175.551362,3779.165981
0.292,14803.60579,1504.117543,-2219.218683,5107.7213
0.293,12440.93956,1264.045005,-1865.020467,6103.152111
0.294,8531.708466,866.7474762,-1278.919282,6560.564808
0.295,4484.290081,455.4933471,-672.1569773,6637.55718
0.296,830.4189477,84.34220399,-124.4676032,6609.80387
0.296193,154.1306348,15.65434868,-23.10187936,6608.037363
0.297,-2698.52609,-274.0862792,404.4747593,6608.335125
0.298,-6467.153825,-656.9402624,969.3953878,6551.849111
0.299,-10330.55885,-1049.522359,1548.588149,6235.125159
0.3,-13263.82501,-1347.587178,1988.336192,5443.711728
0.301,-13926.96403,-1414.81403,2087.649312,4222.333887
0.302,-11957.25349,-1214.293825,1792.115892,2920.13757
0.303,-8132.897518,-825.1885879,1218.457441,1890.468179
0.304,-3348.662302,-338.5193382,500.8796088,1295.833465
0.305,2028.306797,208.3692887,-305.5519558,1194.5601
0.306,8069.271404,822.7307469,-1211.528553,1712.201001
0.307,14666.78432,1493.630312,-2200.931255,3205.807919
0.308,19580.87012,1993.16217,-2937.759631,6307.456272
0.309,14505.21107,1476.226292,-2176.066686,10753.53206
0.309698,1183.924358,120.4860122,-177.6089893,12454.43553
0.31,-5101.331493,-519.1665429,765.2955025,11529.63601
0.311,-17643.87158,-1795.834547,2647.044705,8037.687004
0.312,-16098.82139,-1639.125883,2415.604822,4276.765118
0.313,-9699.34749,-988.4256906,1455.940855,2201.403978
0.314,-3026.340003,-309.80586,455.1883743,1371.04399
0.315,3184.726153,321.9020136,-476.3294712,1330.686369
0.316,8955.601878,908.9139812,-1341.877317,1910.283078
0.317,13904.73909,1412.421297,-2084.229921,3067.882065
0.318,16841.54114,1711.308131,-2524.809382,4658.74701
0.319,16387.18248,1665.309946,-2456.804813,6235.59269
0.32,12691.07108,1289.638409,-1902.634317,7250.022955
0.321,7679.105738,780.2268388,-1151.175289,7588.448109
0.322,2939.524232,298.62821,-440.6390075,7588.251121
0.322617,253.3256112,25.7347138,-37.97335925,7571.50499
0.323,-1393.450984,-141.5580698,208.8780495,7572.235335
0.324,-5887.263191,-598.1293833,882.5344369,7555.247908
0.325,-10696.74352,-1086.898887,1603.594114,7305.097062
0.326,-14745.32448,-1498.379724,2210.601413,6484.301738
0.327,-16082.23594,-1634.117734,2410.954501,5042.982037
0.328,-13880.39667,-1409.960973,2080.589187,3424.43118
0.329,-9125.155185,-926.144168,1367.296964,2147.432138
0.33,-3085.506558,-311.7599341,461.4157402,1454.274468
0.331,3761.471974,384.6639634,-565.5000663,1436.689666
0.332,11545.29504,1176.307121,-1732.879294,2320.638976
0.333,19716.61348,2007.272534,-2958.316219,4736.435618
0.335,6540.903409,665.633783,-981.2328341,14344.71736
0.33517,1827.317662,185.9560189,-274.1244388,14578.43036
0.336,-17056.313,-1735.823471,2558.760022,11623.04554
0.338,-13840.93092,-1409.701997,2077.11552,3069.029668
0.339,-5419.766591,-553.2657185,814.1684636,1699.556702
0.34,2365.794775,238.6040489,-353.5039083,1485.232715
0.341,9511.662532,965.4929064,-1425.289166,2106.42238
0.342,15584.98505,1583.373311,-2336.267138,3481.95111
0.343,19002.0097,1931.132025,-2848.888515,5405.714489
0.344,17988.40112,1828.267904,-2697.018109,7247.869656
0.345,13108.33562,1332.191226,-1965.288798,8308.669851
0.346,7089.942358,720.4475072,-1062.90713,8572.212295
0.347,1616.198136,164.214328,-242.2859065,8540.166726
0.347246,347.4125188,35.29872417,-52.08081052,8535.136566
0.348,-3569.566767,-362.6948694,535.122528,8539.728327
0.349,-9174.944857,-932.3492277,1375.507385,8451.256459
0.35,-14765.24115,-1500.588125,2213.707462,7856.939099
0.351,-18048.6489,-1834.279305,2705.97822,6418.789255
0.352,-16916.01825,-1718.841884,2535.952495,4469.851322
0.353,-11908.30205,-1209.29792,1784.763089,2760.296654
0.354,-4853.982009,-491.6590001,726.6681118,1748.875727
0.355,3306.707768,338.4289342,-497.3072985,1586.721968
0.356,12661.03895,1289.8497,-1900.256904,2537.636305
0.357,22633.77479,2304.07195,-3395.891526,5414.488604
0.359,3270.024259,332.7629561,-490.5454974,16683.218
0.359025,2405.679757,244.8057976,-360.882716,16708.07214
0.36,-22594.23258,-2299.383853,3389.527139,12169.70645
0.361,-22638.27379,-2304.439288,3396.507507,6028.928048
0.362,-12887.3511,-1312.812031,1934.162628,2802.908397
0.363,-2922.713334,-299.3222104,439.6831414,1703.798956
0.364,6109.786742,619.444421,-915.0501435,1873.538462
0.365,14168.69764,1439.276969,-2123.823711,3045.946233
0.366,19965.87757,2029.136454,-2993.428725,5079.419408
0.367,20975.1138,2132.028388,-3144.951085,7398.748715
0.368,16474.02307,1674.475941,-2470.046235,9002.90338
0.369,9480.341064,963.4986866,-1421.367513,9522.29642
0.37,2880.071238,292.6726581,-431.7818249,9512.707151
0.370403,425.7959573,43.2686872,-63.83512122,9498.79699
0.371,-3201.513441,-325.3381101,479.9729481,9503.980923
0.372,-9732.546469,-989.1247108,1459.176282,9433.374887
0.373,-16360.13564,-1662.863097,2452.946376,8779.219348
0.374,-20175.48335,-2050.656047,3024.995857,7079.544922
0.375,-18461.65988,-1876.087244,2767.791413,4776.850643
0.376,-12108.64597,-1229.685927,1814.817688,2846.759397
0.377,-3449.981126,-348.8459835,516.0893299,1831.141796
0.378,6573.037068,670.6788485,-987.2092641,1926.466064
0.379,18152.25471,1848.409464,-2723.856374,3625.973806
0.38,28897.15716,2941.120696,-4335.268603,8305.628816
0.381,21807.50955,2219.170752,-3271.407745,16346.88802
0.381532,3035.709916,308.9119152,-455.3908958,18833.53029
0.382,-14722.45961,-1498.176173,2208.554063,17038.08548
0.384,-19094.54339,-1944.1924,2865.142784,4154.484951
0.385,-6975.732382,-711.5934838,1047.576849,2115.096174
0.386,3982.844162,403.0895908,-596.037721,1917.878701
0.387,13763.51914,1398.062315,-2063.052798,3011.161982
0.388,21203.42333,2155.030593,-3179.050044,5217.15442
0.389,23221.26123,2360.527848,-3481.854977,7920.008721
0.39,18420.40078,1872.482888,-2761.988997,9863.6974
0.391,10368.64025,1053.880756,-1554.615497,10487.60762
0.392,2771.70856,281.6906145,-415.5554175,10473.63819
0.392323,502.4131696,51.06004223,-75.32520869,10462.19863
0.393,-4270.097839,-433.9781486,640.2086193,10471.05205
0.394,-11933.51242,-1212.954137,1789.255294,10346.39888
0.395,-19330.7401,-1965.000315,2898.473288,9388.559059
0.396,-22383.33534,-2275.216663,3356.127697,7166.892957
0.397,-18563.25911,-1886.396853,2783.013522,4516.763275
0.398,-9993.588547,-1014.520537,1497.575159,2602.101807
0.399,759.0546002,79.30549918,-115.2112856,1905.588705
0.4,13264.77408,1351.354763,-1990.869185,2744.052422
0.401,27235.05337,2772.268516,-4086.118129,6219.00546
0.402899,3669.764688,373.4264313,-550.5020686,20956.52128
0.403,-1208.423603,-122.9670737,181.2763612,20264.90783
0.404,-31316.81922,-3186.985916,4698.012166,13323.46811
0.405,-24949.03128,-2539.714864,3743.234819,5752.642455
0.406,-10758.14648,-1096.352301,1614.892461,2617.283801
0.407,2238.757106,225.6762132,-334.4464514,2040.818797
0.408,13757.20904,1397.427996,-2062.111286,3093.661785
0.409,22680.63398,2305.318868,-3400.627713,5516.88506
0.41,25327.52266,2574.818544,-3797.79128,8603.989043
0.411,19834.82103,2016.404933,-2974.162555,10812.57107
0.412,10620.29051,1079.537824,-1592.397991,11463.94535
0.413,2063.629759,209.7460613,-309.406617,11430.64868
0.41318,625.6209267,63.58744845,-93.80116739,11424.88179
0.414,-6018.678012,-611.7527655,902.4114054,11438.23542
0.415,-14923.84366,-1517.058825,2237.715455,11190.36344
0.416,-22677.37666,-2305.37823,3400.39359,9750.656949
0.418,-17333.6666,-1761.283726,2598.566848,4059.092212
0.419,-6314.308445,-640.2345848,945.7164978,2367.618006
0.421,22346.39209,2275.130519,-3352.977825,4431.345156
0.422,36223.16012,3686.424437,-5434.13117,11051.43679
0.423,19117.73364,1945.362631,-2867.846901,21707.83497
0.423279,4605.41658,468.6295105,-690.8550761,23064.95982
0.424,-28585.66205,-2908.863493,4288.176347,18486.66477
0.426,-16095.87429,-1639.321354,2415.485314,3436.376081
0.427,-745.4310941,-77.88806299,113.1473414,2198.373855
0.428,12746.07653,1294.569522,-1910.451914,3050.579176
0.429,23548.97422,2393.654999,-3530.871906,5581.804158
0.43,27524.65848,2798.334688,-4127.345528,9062.675694
0.431,21837.83594,2220.174419,-3274.601001,11661.20735
0.432,11475.08422,1166.508178,-1720.618329,12428.49378
0.433,1844.269527,187.464674,-276.5265162,12390.99036
0.433118,780.9899635,79.38517781,-117.1001273,12387.18868
0.434,-7322.977317,-744.3864375,1098.011825,12403.51285
0.435,-17454.31746,-1774.432259,2617.23317,12035.3151
0.436,-25495.61469,-2592.040698,3823.083323,10141.42345
0.437,-25076.55374,-2549.121706,3760.039944,6792.517999
0.438,-15996.66444,-1625.25951,2398.019783,3786.40121
0.439,-2686.326173,-271.172679,401.5557051,2341.840491
0.44,13105.22953,1335.190647,-1966.981954,2922.215631
0.441,31345.02234,3190.473518,-4702.645191,6883.468027
0.4428,5708.660021,580.8845304,-856.3473683,25167.04158
0.443,-6867.610581,-698.8169682,1030.202023,24372.54976
0.444,-38813.64085,-3949.853685,5822.61775,13943.08199
0.445,-25638.86895,-2610.042066,3846.80279,5424.826016
0.446,-7367.951265,-751.5567894,1106.447574,2598.69155
0.447,8644.285663,877.2954668,-1295.215967,2750.388372
0.448,22163.23338,2252.653652,-3323.002082,4993.974611
0.449,29478.22508,2997.021062,-4420.33277,8746.401378
0.45,25682.05397,2611.17134,-3851.154675,12098.74339
0.451,14531.81501,1477.363513,-2179.035182,13349.55132
0.452,3487.767627,354.547129,-522.9664014,13363.63065
0.45225,954.2186342,96.99981328,-143.0779228,13350.08827
0.453,-6709.686966,-682.0824711,1006.079094,13368.77716
