"time","'U@resistance'","'I@variable_0resistance'"
2.6e-006,1.22704,-1.39439e-006
2.7e-006,1.22704,-1.39439e-006
2.7e-006,1.31204,-1.44224e-006
2.8e-006,1.31204,-1.44224e-006
2.8e-006,1.39442,-1.48521e-006
2.9e-006,1.39442,-1.48521e-006
2.9e-006,1.47333,-1.52307e-006
3e-006,1.47333,-1.52307e-006
3e-006,1.5479,-1.55564e-006
3.1e-006,1.5479,-1.55564e-006
3.1e-006,1.61732,-1.58279e-006
3.2e-006,1.61732,-1.58279e-006
3.2e-006,1.68078,-1.60445e-006
3.3e-006,1.68078,-1.60445e-006
3.3e-006,1.73751,-1.6206e-006
3.4e-006,1.73751,-1.6206e-006
3.4e-006,1.78681,-1.63129e-006
3.5e-006,1.78681,-1.63129e-006
3.5e-006,1.82802,-1.6366e-006
3.6e-006,1.82802,-1.6366e-006
3.6e-006,1.86055,-1.63667e-006
3.7e-006,1.86055,-1.63667e-006
3.7e-006,1.88387,-1.6317e-006
3.8e-006,1.88387,-1.6317e-006
3.8e-006,1.89753,-1.62192e-006
3.9e-006,1.89753,-1.62192e-006
3.9e-006,1.90117,-1.60761e-006
4e-006,1.90117,-1.60761e-006
4e-006,1.8945,-1.58908e-006
4.1e-006,1.8945,-1.58908e-006
4.1e-006,1.87735,-1.5667e-006
4.2e-006,1.87735,-1.5667e-006
4.2e-006,1.84959,-1.54083e-006
4.3e-006,1.84959,-1.54083e-006
4.3e-006,1.81124,-1.51188e-006
4.4e-006,1.81124,-1.51188e-006
4.4e-006,1.76237,-1.48029e-006
4.5e-006,1.76237,-1.48029e-006
4.5e-006,1.70317,-1.4465e-006
4.6e-006,1.70317,-1.4465e-006
4.6e-006,1.6339,-1.41095e-006
4.7e-006,1.6339,-1.41095e-006
4.7e-006,1.55493,-1.37411e-006
4.8e-006,1.55493,-1.37411e-006
4.8e-006,1.4667,-1.33644e-006
4.9e-006,1.4667,-1.33644e-006
4.9e-006,1.36974,-1.2984e-006
5e-006,1.36974,-1.2984e-006
5e-006,1.26466,-1.26042e-006
5.1e-006,1.26466,-1.26042e-006
5.1e-006,1.01483,0.0229699
5.2e-006,1.01483,0.0229699
5.2e-006,0.764859,0.0119401
5.3e-006,0.764859,0.0119401
5.3e-006,0.517123,0.000953671
5.4e-006,0.517123,0.000953671
5.4e-006,0.272631,-0.00997038
5.5e-006,0.272631,-0.00997038
5.5e-006,0.0324114,-0.0208124
5.6e-006,0.0324114,-0.0208124
5.6e-006,-0.202576,-0.031554
5.7e-006,-0.202576,-0.031554
5.7e-006,-0.43141,-0.0421777
5.8e-006,-0.43141,-0.0421777
5.8e-006,-0.65322,-0.0526669
5.9e-006,-0.65322,-0.0526669
5.9e-006,-0.867183,-0.0630058
6e-006,-0.867183,-0.0630058
6e-006,-1.07253,-0.0731798
6.1e-006,-1.07253,-0.0731798
6.1e-006,-1.26855,-0.0831752
6.2e-006,-1.26855,-0.0831752
6.2e-006,-1.45459,-0.0929796
6.3e-006,-1.45459,-0.0929796
6.3e-006,-1.63004,-0.102582
6.4e-006,-1.63004,-0.102582
6.4e-006,-1.79439,-0.111971
6.5e-006,-1.79439,-0.111971
6.5e-006,-1.94713,-0.121138
6.6e-006,-1.94713,-0.121138
6.6e-006,-2.08787,-0.130076
6.7e-006,-2.08787,-0.130076
6.7e-006,-2.21624,-0.138778
6.8e-006,-2.21624,-0.138778
6.8e-006,-2.33197,-0.147237
6.9e-006,-2.33197,-0.147237
6.9e-006,-2.43482,-0.155451
7e-006,-2.43482,-0.155451
7e-006,-2.52462,-0.163414
7.1e-006,-2.52462,-0.163414
7.1e-006,-2.60127,-0.171127
7.2e-006,-2.60127,-0.171127
7.2e-006,-2.66474,-0.178587
7.3e-006,-2.66474,-0.178587
7.3e-006,-2.71502,-0.185796
7.4e-006,-2.71502,-0.185796
7.4e-006,-2.7522,-0.192753
7.5e-006,-2.7522,-0.192753
7.5e-006,-2.7764,-0.199463
7.6e-006,-2.7764,-0.199463
7.6e-006,-2.78781,-0.205928
7.7e-006,-2.78781,-0.205928
7.7e-006,-2.78666,-0.212153
7.8e-006,-2.78666,-0.212153
7.8e-006,-2.77324,-0.218143
7.9e-006,-2.77324,-0.218143
7.9e-006,-2.74789,-0.223905
8e-006,-2.74789,-0.223905
8e-006,-2.71097,-0.229446
8.1e-006,-2.71097,-0.229446
8.1e-006,-2.66292,-0.234775
8.2e-006,-2.66292,-0.234775
8.2e-006,-2.60419,-0.239898
8.3e-006,-2.60419,-0.239898
8.3e-006,-2.53528,-0.244828
8.4e-006,-2.53528,-0.244828
8.4e-006,-2.45672,-0.249572
8.5e-006,-2.45672,-0.249572
8.5e-006,-2.36908,-0.254143
8.6e-006,-2.36908,-0.254143
8.6e-006,-2.27294,-0.258552
8.7e-006,-2.27294,-0.258552
8.7e-006,-2.16892,-0.26281
8.8e-006,-2.16892,-0.26281
8.8e-006,-2.05765,-0.266929
8.9e-006,-2.05765,-0.266929
8.9e-006,-1.93978,-0.270921
9e-006,-1.93978,-0.270921
9e-006,-1.81599,-0.274801
9.1e-006,-1.81599,-0.274801
9.1e-006,-1.68696,-0.278579
9.2e-006,-1.68696,-0.278579
9.2e-006,-1.55336,-0.282271
9.3e-006,-1.55336,-0.282271
9.3e-006,-1.41589,-0.285888
9.4e-006,-1.41589,-0.285888
9.4e-006,-1.27524,-0.289444
9.5e-006,-1.27524,-0.289444
9.5e-006,-1.13211,-0.292953
9.6e-006,-1.13211,-0.292953
9.6e-006,-0.987178,-0.296426
9.7e-006,-0.987178,-0.296426
9.7e-006,-0.84112,-0.299878
9.8e-006,-0.84112,-0.299878
9.8e-006,-0.694633,-0.303322
9.9e-006,-0.694633,-0.303322
9.9e-006,-0.548331,-0.306768
1e-005,-0.548331,-0.306768
1e-005,-0.402879,-0.310231
1.01e-005,-0.402879,-0.310231
1.01e-005,-0.239407,-3.51167e-007
1.02e-005,-0.239407,-3.51167e-007
1.02e-005,-0.039611,-6.99892e-007
1.03e-005,-0.039611,-6.99892e-007
1.03e-005,0.194712,-1.04608e-006
1.04e-005,0.194712,-1.04608e-006
1.04e-005,0.461297,-1.38661e-006
1.05e-005,0.461297,-1.38661e-006
1.05e-005,0.757446,-1.71844e-006
1.06e-005,0.757446,-1.71844e-006
1.06e-005,1.08005,-2.03864e-006
1.07e-005,1.08005,-2.03864e-006
1.07e-005,1.42566,-2.34446e-006
1.08e-005,1.42566,-2.34446e-006
1.08e-005,1.79046,-2.63331e-006
1.09e-005,1.79046,-2.63331e-006
1.09e-005,2.1704,-2.9028e-006
1.1e-005,2.1704,-2.9028e-006
1.1e-005,2.56118,-3.15078e-006
1.11e-005,2.56118,-3.15078e-006
1.11e-005,2.95832,-3.37532e-006
1.12e-005,2.95832,-3.37532e-006
1.12e-005,3.35722,-3.57477e-006
1.13e-005,3.35722,-3.57477e-006
1.13e-005,3.75319,-3.74776e-006
1.14e-005,3.75319,-3.74776e-006
1.14e-005,4.14154,-3.89317e-006
1.15e-005,4.14154,-3.89317e-006
1.15e-005,4.5176,-4.01022e-006
1.16e-005,4.5176,-4.01022e-006
1.16e-005,4.87678,-4.09839e-006
1.17e-005,4.87678,-4.09839e-006
1.17e-005,5.21465,-4.15747e-006
1.18e-005,5.21465,-4.15747e-006
1.18e-005,5.52695,-4.18755e-006
1.19e-005,5.52695,-4.18755e-006
1.19e-005,5.80964,-4.18901e-006
1.2e-005,5.80964,-4.18901e-006
1.2e-005,6.05898,-4.16251e-006
1.21e-005,6.05898,-4.16251e-006
1.21e-005,6.27156,-4.10899e-006
1.22e-005,6.27156,-4.10899e-006
1.22e-005,6.44429,-4.02963e-006
1.23e-005,6.44429,-4.02963e-006
1.23e-005,6.5745,-3.92586e-006
1.24e-005,6.5745,-3.92586e-006
1.24e-005,6.65993,-3.79935e-006
1.25e-005,6.65993,-3.79935e-006
1.25e-005,6.69877,-3.65195e-006
1.26e-005,6.69877,-3.65195e-006
1.26e-005,6.68968,-3.4857e-006
1.27e-005,6.68968,-3.4857e-006
1.27e-005,6.63176,-3.3028e-006
1.28e-005,6.63176,-3.3028e-006
1.28e-005,6.52466,-3.10556e-006
1.29e-005,6.52466,-3.10556e-006
1.29e-005,6.36846,-2.89641e-006
1.3e-005,6.36846,-2.89641e-006
1.3e-005,6.16376,-2.67786e-006
1.31e-005,6.16376,-2.67786e-006
1.31e-005,5.91165,-2.45245e-006
1.32e-005,5.91165,-2.45245e-006
1.32e-005,5.61368,-2.22276e-006
1.33e-005,5.61368,-2.22276e-006
1.33e-005,5.27184,-1.99135e-006
1.34e-005,5.27184,-1.99135e-006
1.34e-005,4.88857,-1.76073e-006
1.35e-005,4.88857,-1.76073e-006
1.35e-005,4.46672,-1.53339e-006
1.36e-005,4.46672,-1.53339e-006
1.36e-005,4.00951,-1.3117e-006
1.37e-005,4.00951,-1.3117e-006
1.37e-005,3.5205,-1.09791e-006
1.38e-005,3.5205,-1.09791e-006
1.38e-005,3.00357,-8.94165e-007
1.39e-005,3.00357,-8.94165e-007
1.39e-005,2.46285,-7.02438e-007
1.4e-005,2.46285,-7.02438e-007
1.4e-005,1.9027,-5.24528e-007
1.41e-005,1.9027,-5.24528e-007
1.41e-005,1.32765,-3.62045e-007
1.42e-005,1.32765,-3.62045e-007
1.42e-005,0.742392,-2.16391e-007
1.43e-005,0.742392,-2.16391e-007
1.43e-005,0.151668,-8.87529e-008
1.44e-005,0.151668,-8.87529e-008
1.44e-005,-0.439725,1.99135e-008
1.45e-005,-0.439725,1.99135e-008
1.45e-005,-1.027,1.08885e-007
1.46e-005,-1.027,1.08885e-007
1.46e-005,-1.60544,1.77679e-007
1.47e-005,-1.60544,1.77679e-007
1.47e-005,-2.1704,2.26052e-007
1.48e-005,-2.1704,2.26052e-007
1.48e-005,-2.71743,2.54002e-007
1.49e-005,-2.71743,2.54002e-007
1.49e-005,-3.24226,2.6176e-007
1.5e-005,-3.24226,2.6176e-007
1.5e-005,-3.74081,2.4979e-007
1.51e-005,-3.74081,2.4979e-007
1.51e-005,-4.18324,-0.0339374
1.52e-005,-4.18324,-0.0339374
1.52e-005,-4.59706,-0.048095
1.53e-005,-4.59706,-0.048095
1.53e-005,-4.98136,-0.0616884
1.54e-005,-4.98136,-0.0616884
1.54e-005,-5.33508,-0.0746978
1.55e-005,-5.33508,-0.0746978
1.55e-005,-5.65737,-0.0871066
1.56e-005,-5.65737,-0.0871066
1.56e-005,-5.9475,-0.0989008
1.57e-005,-5.9475,-0.0989008
1.57e-005,-6.2049,-0.11007
1.58e-005,-6.2049,-0.11007
1.58e-005,-6.42918,-0.120606
1.59e-005,-6.42918,-0.120606
1.59e-005,-6.62008,-0.130505
1.6e-005,-6.62008,-0.130505
1.6e-005,-6.77751,-0.139765
1.61e-005,-6.77751,-0.139765
1.61e-005,-6.90152,-0.148386
1.62e-005,-6.90152,-0.148386
1.62e-005,-6.99232,-0.156373
1.63e-005,-6.99232,-0.156373
1.63e-005,-7.05024,-0.163731
1.64e-005,-7.05024,-0.163731
1.64e-005,-7.07576,-0.170471
1.65e-005,-7.07576,-0.170471
1.65e-005,-7.0695,-0.176604
1.66e-005,-7.0695,-0.176604
1.66e-005,-7.0322,-0.182144
1.67e-005,-7.0322,-0.182144
1.67e-005,-6.96471,-0.187107
1.68e-005,-6.96471,-0.187107
1.68e-005,-6.868,-0.191513
1.69e-005,-6.868,-0.191513
1.69e-005,-6.74316,-0.195381
1.7e-005,-6.74316,-0.195381
1.7e-005,-6.59136,-0.198734
1.71e-005,-6.59136,-0.198734
1.71e-005,-6.41388,-0.201596
1.72e-005,-6.41388,-0.201596
1.72e-005,-6.21207,-0.203994
1.73e-005,-6.21207,-0.203994
1.73e-005,-5.98737,-0.205955
1.74e-005,-5.98737,-0.205955
1.74e-005,-5.74127,-0.207507
1.75e-005,-5.74127,-0.207507
1.75e-005,-5.47535,-0.20868
1.76e-005,-5.47535,-0.20868
1.76e-005,-5.19122,-0.209505
1.77e-005,-5.19122,-0.209505
1.77e-005,-4.89054,-0.210014
1.78e-005,-4.89054,-0.210014
1.78e-005,-4.57501,-0.21024
1.79e-005,-4.57501,-0.21024
1.79e-005,-4.24636,-0.210215
1.8e-005,-4.24636,-0.210215
1.8e-005,-3.90632,-0.209972
1.81e-005,-3.90632,-0.209972
1.81e-005,-3.55665,-0.209545
1.82e-005,-3.55665,-0.209545
1.82e-005,-3.1991,-0.208967
1.83e-005,-3.1991,-0.208967
1.83e-005,-2.83543,-0.208273
1.84e-005,-2.83543,-0.208273
1.84e-005,-2.4674,-0.207495
1.85e-005,-2.4674,-0.207495
1.85e-005,-2.0967,-0.206666
1.86e-005,-2.0967,-0.206666
1.86e-005,-1.72505,-0.205818
1.87e-005,-1.72505,-0.205818
1.87e-005,-1.35406,-0.204983
1.88e-005,-1.35406,-0.204983
1.88e-005,-0.985391,-0.204191
1.89e-005,-0.985391,-0.204191
1.89e-005,-0.620613,-0.203474
1.9e-005,-0.620613,-0.203474
1.9e-005,-0.261236,-0.20286
1.91e-005,-0.261236,-0.20286
1.91e-005,0.0912644,-0.202377
1.92e-005,0.0912644,-0.202377
1.92e-005,0.435504,-0.202051
1.93e-005,0.435504,-0.202051
1.93e-005,0.770131,-0.201908
1.94e-005,0.770131,-0.201908
1.94e-005,1.09389,-0.201973
1.95e-005,1.09389,-0.201973
1.95e-005,1.40559,-0.202268
1.96e-005,1.40559,-0.202268
1.96e-005,1.70414,-0.202813
1.97e-005,1.70414,-0.202813
1.97e-005,1.9885,-0.203629
1.98e-005,1.9885,-0.203629
1.98e-005,2.25775,-0.204733
1.99e-005,2.25775,-0.204733
1.99e-005,2.51103,-0.206141
2e-005,2.51103,-0.206141
2e-005,2.74758,-0.207869
2.01e-005,2.74758,-0.207869
2.01e-005,2.97978,-2.3511e-007
2.02e-005,2.97978,-2.3511e-007
2.02e-005,3.21969,-4.68454e-007
2.03e-005,3.21969,-4.68454e-007
2.03e-005,3.46603,-7.00328e-007
2.04e-005,3.46603,-7.00328e-007
2.04e-005,3.7173,-9.28991e-007
2.05e-005,3.7173,-9.28991e-007
2.05e-005,3.97182,-1.15276e-006
2.06e-005,3.97182,-1.15276e-006
2.06e-005,4.22778,-1.37001e-006
2.07e-005,4.22778,-1.37001e-006
2.07e-005,4.48318,-1.57923e-006
2.08e-005,4.48318,-1.57923e-006
2.08e-005,4.73595,-1.77898e-006
2.09e-005,4.73595,-1.77898e-006
2.09e-005,4.98388,-1.96795e-006
2.1e-005,4.98388,-1.96795e-006
2.1e-005,5.22474,-2.14495e-006
2.11e-005,5.22474,-2.14495e-006
2.11e-005,5.4562,-2.3089e-006
2.12e-005,5.4562,-2.3089e-006
2.12e-005,5.67596,-2.4589e-006
2.13e-005,5.67596,-2.4589e-006
2.13e-005,5.8817,-2.59416e-006
2.14e-005,5.8817,-2.59416e-006
2.14e-005,6.07115,-2.71407e-006
2.15e-005,6.07115,-2.71407e-006
2.15e-005,6.2421,-2.81816e-006
2.16e-005,6.2421,-2.81816e-006
2.16e-005,6.39241,-2.90611e-006
2.17e-005,6.39241,-2.90611e-006
2.17e-005,6.52008,-2.97778e-006
2.18e-005,6.52008,-2.97778e-006
2.18e-005,6.62323,-3.03317e-006
2.19e-005,6.62323,-3.03317e-006
2.19e-005,6.70014,-3.07242e-006
2.2e-005,6.70014,-3.07242e-006
2.2e-005,6.74928,-3.09585e-006
2.21e-005,6.74928,-3.09585e-006
2.21e-005,6.7693,-3.1039e-006
2.22e-005,6.7693,-3.1039e-006
2.22e-005,6.75908,-3.09714e-006
2.23e-005,6.75908,-3.09714e-006
2.23e-005,6.71772,-3.07627e-006
2.24e-005,6.71772,-3.07627e-006
2.24e-005,6.64458,-3.04211e-006
2.25e-005,6.64458,-3.04211e-006
2.25e-005,6.53925,-2.99558e-006
2.26e-005,6.53925,-2.99558e-006
2.26e-005,6.4016,-2.9377e-006
2.27e-005,6.4016,-2.9377e-006
2.27e-005,6.23174,-2.86955e-006
2.28e-005,6.23174,-2.86955e-006
2.28e-005,6.03006,-2.7923e-006
2.29e-005,6.03006,-2.7923e-006
2.29e-005,5.79721,-2.70715e-006
2.3e-005,5.79721,-2.70715e-006
2.3e-005,5.5341,-2.61537e-006
2.31e-005,5.5341,-2.61537e-006
2.31e-005,5.24191,-2.51821e-006
2.32e-005,5.24191,-2.51821e-006
2.32e-005,4.92204,-2.41697e-006
2.33e-005,4.92204,-2.41697e-006
2.33e-005,4.57613,-2.31292e-006
2.34e-005,4.57613,-2.31292e-006
2.34e-005,4.20605,-2.20734e-006
2.35e-005,4.20605,-2.20734e-006
2.35e-005,3.81388,-2.10144e-006
2.36e-005,3.81388,-2.10144e-006
2.36e-005,3.40186,-1.99642e-006
2.37e-005,3.40186,-1.99642e-006
2.37e-005,2.97241,-1.8934e-006
2.38e-005,2.97241,-1.8934e-006
2.38e-005,2.52811,-1.79346e-006
2.39e-005,2.52811,-1.79346e-006
2.39e-005,2.07165,-1.69758e-006
2.4e-005,2.07165,-1.69758e-006
2.4e-005,1.60581,-1.60665e-006
2.41e-005,1.60581,-1.60665e-006
2.41e-005,1.13346,-1.52149e-006
2.42e-005,1.13346,-1.52149e-006
2.42e-005,0.657506,-1.44279e-006
2.43e-005,0.657506,-1.44279e-006
2.43e-005,0.18089,-1.37115e-006
2.44e-005,0.18089,-1.37115e-006
2.44e-005,-0.293457,-1.30706e-006
2.45e-005,-0.293457,-1.30706e-006
2.45e-005,-0.76263,-1.25088e-006
2.46e-005,-0.76263,-1.25088e-006
2.46e-005,-1.22378,-1.20287e-006
2.47e-005,-1.22378,-1.20287e-006
2.47e-005,-1.67412,-1.16315e-006
2.48e-005,-1.67412,-1.16315e-006
2.48e-005,-2.111,-1.13175e-006
2.49e-005,-2.111,-1.13175e-006
2.49e-005,-2.53184,-1.10858e-006
2.5e-005,-2.53184,-1.10858e-006
2.5e-005,-2.93426,-1.09342e-006
2.51e-005,-2.93426,-1.09342e-006
2.51e-005,-3.43645,-0.00557909
2.52e-005,-3.43645,-0.00557909
2.52e-005,-3.91332,-0.0209414
2.53e-005,-3.91332,-0.0209414
2.53e-005,-4.36228,-0.0357701
2.54e-005,-4.36228,-0.0357701
2.54e-005,-4.78195,-0.0500394
2.55e-005,-4.78195,-0.0500394
2.55e-005,-5.17114,-0.0637263
2.56e-005,-5.17114,-0.0637263
2.56e-005,-5.52882,-0.0768111
2.57e-005,-5.52882,-0.0768111
2.57e-005,-5.85411,-0.0892772
2.58e-005,-5.85411,-0.0892772
2.58e-005,-6.14631,-0.101111
2.59e-005,-6.14631,-0.101111
2.59e-005,-6.40486,-0.112302
2.6e-005,-6.40486,-0.112302
2.6e-005,-6.62938,-0.122843
2.61e-005,-6.62938,-0.122843
2.61e-005,-6.81964,-0.13273
2.62e-005,-6.81964,-0.13273
2.62e-005,-6.97556,-0.14196
2.63e-005,-6.97556,-0.14196
2.63e-005,-7.09722,-0.150537
2.64e-005,-7.09722,-0.150537
2.64e-005,-7.18486,-0.158463
2.65e-005,-7.18486,-0.158463
2.65e-005,-7.23884,-0.165747
2.66e-005,-7.23884,-0.165747
2.66e-005,-7.25968,-0.172397
2.67e-005,-7.25968,-0.172397
2.67e-005,-7.24803,-0.178427
2.68e-005,-7.24803,-0.178427
2.68e-005,-7.20467,-0.183851
2.69e-005,-7.20467,-0.183851
2.69e-005,-7.1305,-0.188687
2.7e-005,-7.1305,-0.188687
2.7e-005,-7.02653,-0.192954
2.71e-005,-7.02653,-0.192954
2.71e-005,-6.89389,-0.196673
2.72e-005,-6.89389,-0.196673
2.72e-005,-6.7338,-0.199868
2.73e-005,-6.7338,-0.199868
2.73e-005,-6.54758,-0.202564
2.74e-005,-6.54758,-0.202564
2.74e-005,-6.33665,-0.204788
2.75e-005,-6.33665,-0.204788
2.75e-005,-6.10247,-0.206568
2.76e-005,-6.10247,-0.206568
2.76e-005,-5.84661,-0.207933
2.77e-005,-5.84661,-0.207933
2.77e-005,-5.57067,-0.208915
2.78e-005,-5.57067,-0.208915
2.78e-005,-5.27633,-0.209546
2.79e-005,-5.27633,-0.209546
2.79e-005,-4.9653,-0.209857
2.8e-005,-4.9653,-0.209857
2.8e-005,-4.63932,-0.209883
2.81e-005,-4.63932,-0.209883
2.81e-005,-4.30016,-0.209658
2.82e-005,-4.30016,-0.209658
2.82e-005,-3.9496,-0.209214
2.83e-005,-3.9496,-0.209214
2.83e-005,-3.58946,-0.208588
2.84e-005,-3.58946,-0.208588
2.84e-005,-3.22153,-0.207812
2.85e-005,-3.22153,-0.207812
2.85e-005,-2.84761,-0.206922
2.86e-005,-2.84761,-0.206922
2.86e-005,-2.46948,-0.205951
2.87e-005,-2.46948,-0.205951
2.87e-005,-2.08891,-0.204934
2.88e-005,-2.08891,-0.204934
2.88e-005,-1.70762,-0.203902
2.89e-005,-1.70762,-0.203902
2.89e-005,-1.32732,-0.202889
2.9e-005,-1.32732,-0.202889
2.9e-005,-0.949668,-0.201927
2.91e-005,-0.949668,-0.201927
2.91e-005,-0.57625,-0.201045
2.92e-005,-0.57625,-0.201045
2.92e-005,-0.208649,-0.200273
2.93e-005,-0.208649,-0.200273
2.93e-005,0.151681,-0.199641
2.94e-005,0.151681,-0.199641
2.94e-005,0.503282,-0.199175
2.95e-005,0.503282,-0.199175
2.95e-005,0.844817,-0.1989
2.96e-005,0.844817,-0.1989
2.96e-005,1.175,-0.198843
2.97e-005,1.175,-0.198843
2.97e-005,1.49263,-0.199024
2.98e-005,1.49263,-0.199024
2.98e-005,1.79659,-0.199466
2.99e-005,1.79659,-0.199466
2.99e-005,2.08583,-0.200189
3e-005,2.08583,-0.200189
3e-005,2.35942,-0.20121
3.01e-005,2.35942,-0.20121
3.01e-005,2.62911,-2.27206e-007
3.02e-005,2.62911,-2.27206e-007
3.02e-005,2.90631,-4.5197e-007
3.03e-005,2.90631,-4.5197e-007
3.03e-005,3.18949,-6.74589e-007
3.04e-005,3.18949,-6.74589e-007
3.04e-005,3.47692,-8.93399e-007
3.05e-005,3.47692,-8.93399e-007
3.05e-005,3.76674,-1.1068e-006
3.06e-005,3.76674,-1.1068e-006
3.06e-005,4.05691,-1.31327e-006
3.07e-005,4.05691,-1.31327e-006
3.07e-005,4.34531,-1.51138e-006
3.08e-005,4.34531,-1.51138e-006
3.08e-005,4.62968,-1.69981e-006
3.09e-005,4.62968,-1.69981e-006
3.09e-005,4.90772,-1.87736e-006
3.1e-005,4.90772,-1.87736e-006
3.1e-005,5.17706,-2.04293e-006
3.11e-005,5.17706,-2.04293e-006
3.11e-005,5.43533,-2.1956e-006
3.12e-005,5.43533,-2.1956e-006
3.12e-005,5.68012,-2.33454e-006
3.13e-005,5.68012,-2.33454e-006
3.13e-005,5.90911,-2.4591e-006
3.14e-005,5.90911,-2.4591e-006
3.14e-005,6.12,-2.56878e-006
3.15e-005,6.12,-2.56878e-006
3.15e-005,6.31058,-2.66322e-006
3.16e-005,6.31058,-2.66322e-006
3.16e-005,6.47875,-2.7422e-006
3.17e-005,6.47875,-2.7422e-006
3.17e-005,6.62253,-2.80568e-006
3.18e-005,6.62253,-2.80568e-006
3.18e-005,6.74012,-2.85376e-006
3.19e-005,6.74012,-2.85376e-006
3.19e-005,6.82987,-2.88667e-006
3.2e-005,6.82987,-2.88667e-006
3.2e-005,6.89033,-2.9048e-006
3.21e-005,6.89033,-2.9048e-006
3.21e-005,6.92027,-2.90864e-006
3.22e-005,6.92027,-2.90864e-006
3.22e-005,6.91869,-2.89885e-006
3.23e-005,6.91869,-2.89885e-006
3.23e-005,6.88479,-2.87617e-006
3.24e-005,6.88479,-2.87617e-006
3.24e-005,6.81808,-2.84144e-006
3.25e-005,6.81808,-2.84144e-006
3.25e-005,6.71828,-2.79563e-006
3.26e-005,6.71828,-2.79563e-006
3.26e-005,6.58539,-2.73974e-006
3.27e-005,6.58539,-2.73974e-006
3.27e-005,6.41967,-2.67488e-006
3.28e-005,6.41967,-2.67488e-006
3.28e-005,6.22165,-2.60219e-006
3.29e-005,6.22165,-2.60219e-006
3.29e-005,5.99212,-2.52287e-006
3.3e-005,5.99212,-2.52287e-006
3.3e-005,5.73211,-2.43812e-006
3.31e-005,5.73211,-2.43812e-006
3.31e-005,5.44293,-2.34917e-006
3.32e-005,5.44293,-2.34917e-006
3.32e-005,5.12609,-2.25726e-006
3.33e-005,5.12609,-2.25726e-006
3.33e-005,4.78335,-2.16359e-006
3.34e-005,4.78335,-2.16359e-006
3.34e-005,4.41667,-2.06936e-006
3.35e-005,4.41667,-2.06936e-006
3.35e-005,4.0282,-1.9757e-006
3.36e-005,4.0282,-1.9757e-006
3.36e-005,3.62027,-1.88372e-006
3.37e-005,3.62027,-1.88372e-006
3.37e-005,3.19536,-1.79444e-006
3.38e-005,3.19536,-1.79444e-006
3.38e-005,2.75608,-1.70882e-006
3.39e-005,2.75608,-1.70882e-006
3.39e-005,2.30514,-1.62774e-006
3.4e-005,2.30514,-1.62774e-006
3.4e-005,1.84534,-1.55198e-006
3.41e-005,1.84534,-1.55198e-006
3.41e-005,1.37955,-1.48223e-006
3.42e-005,1.37955,-1.48223e-006
3.42e-005,0.910662,-1.41907e-006
3.43e-005,0.910662,-1.41907e-006
3.43e-005,0.441568,-1.36299e-006
3.44e-005,0.441568,-1.36299e-006
3.44e-005,-0.0248447,-1.31434e-006
3.45e-005,-0.0248447,-1.31434e-006
3.45e-005,-0.485732,-1.27338e-006
3.46e-005,-0.485732,-1.27338e-006
3.46e-005,-0.938286,-1.24025e-006
3.47e-005,-0.938286,-1.24025e-006
3.47e-005,-1.37989,-1.21498e-006
3.48e-005,-1.37989,-1.21498e-006
