"Time","TRes","heatCapacitor_T","switch_Controll"
0.000000000000000E+00,2.931500000000000E+02,2.000000000000000E+01,0
1.000000000000000E-03,2.931599982565200E+02,2.000999825651800E+01,0
2.000000000000000E-03,2.931699950934500E+02,2.001999509345500E+01,0
3.000000000000000E-03,2.931799910026700E+02,2.002999100267200E+01,0
4.000000000000000E-03,2.931899847966500E+02,2.003998479664600E+01,0
5.000000000000000E-03,2.931999733728300E+02,2.004997337283100E+01,0
6.000000000000000E-03,2.932099607150400E+02,2.005996071504300E+01,0
7.000000000000000E-03,2.932199468232800E+02,2.006994682328100E+01,0
8.000000000000000E-03,2.932299316975400E+02,2.007993169754500E+01,0
8.999999999999999E-03,2.932399153378300E+02,2.008991533783500E+01,0
1.000000000000000E-02,2.932498977441500E+02,2.009989774415200E+01,0
1.100000000000000E-02,2.932598789164900E+02,2.010987891649400E+01,0
1.200000000000000E-02,2.932698588548600E+02,2.011985885486400E+01,0
1.300000000000000E-02,2.932798375592600E+02,2.012983755925900E+01,0
1.400000000000000E-02,2.932898150296800E+02,2.013981502968100E+01,0
1.500000000000000E-02,2.932997912661300E+02,2.014979126612800E+01,0
1.600000000000000E-02,2.933097662686000E+02,2.015976626860300E+01,0
1.700000000000000E-02,2.933197400371000E+02,2.016974003710300E+01,0
1.800000000000000E-02,2.933297125716300E+02,2.017971257163000E+01,0
1.900000000000000E-02,2.933396838721800E+02,2.018968387218300E+01,0
2.000000000000000E-02,2.933496539387600E+02,2.019965393876200E+01,0
2.100000000000000E-02,2.933596227713700E+02,2.020962277136800E+01,0
2.200000000000000E-02,2.933695903700000E+02,2.021959037000000E+01,0
2.300000000000000E-02,2.933795567346600E+02,2.022955673465800E+01,0
2.400000000000000E-02,2.933895218653400E+02,2.023952186534200E+01,0
2.500000000000000E-02,2.933994857620500E+02,2.024948576205300E+01,0
2.600000000000000E-02,2.934094484247900E+02,2.025944842479000E+01,0
2.700000000000000E-02,2.934194098535500E+02,2.026940985355300E+01,0
2.800000000000000E-02,2.934293700483400E+02,2.027937004834200E+01,0
2.900000000000000E-02,2.934393290091600E+02,2.028932900915800E+01,0
3.000000000000000E-02,2.934492867360000E+02,2.029928673600000E+01,0
3.100000000000000E-02,2.934592432288700E+02,2.030924322886800E+01,0
3.200000000000000E-02,2.934691984877600E+02,2.031919848776300E+01,0
3.300000000000000E-02,2.934791525126800E+02,2.032915251268400E+01,0
3.400000000000000E-02,2.934891053036300E+02,2.033910530363100E+01,0
3.500000000000000E-02,2.934990568606000E+02,2.034905686060400E+01,0
3.600000000000000E-02,2.935090071836000E+02,2.035900718360400E+01,0
3.700000000000000E-02,2.935189562726300E+02,2.036895627263000E+01,0
3.800000000000000E-02,2.935289041276800E+02,2.037890412768200E+01,0
3.900000000000000E-02,2.935388454123400E+02,2.038884541233600E+01,0
4.000000000000000E-02,2.935487847970000E+02,2.039878479700500E+01,0
4.100000000000000E-02,2.935587228577900E+02,2.040872285778800E+01,0
4.200000000000000E-02,2.935686595946900E+02,2.041865959468600E+01,0
4.300000000000000E-02,2.935785950077000E+02,2.042859500769900E+01,0
4.400000000000000E-02,2.935885290968300E+02,2.043852909682700E+01,0
4.500000000000000E-02,2.935984618620700E+02,2.044846186206900E+01,0
4.600000000000000E-02,2.936083933034300E+02,2.045839330342600E+01,0
4.700000000000000E-02,2.936183234209000E+02,2.046832342089800E+01,0
4.800000000000000E-02,2.936282522144800E+02,2.047825221448400E+01,0
4.900000000000000E-02,2.936381796841900E+02,2.048817968418600E+01,0
5.000000000000000E-02,2.936481058300000E+02,2.049810583000200E+01,0
5.100000000000000E-02,2.936580306519300E+02,2.050803065193200E+01,0
5.200000000000000E-02,2.936679541499800E+02,2.051795414997800E+01,0
5.300000000000000E-02,2.936778763241400E+02,2.052787632413800E+01,0
5.400000000000000E-02,2.936877971744100E+02,2.053779717441300E+01,0
5.500000000000000E-02,2.936977167008000E+02,2.054771670080200E+01,0
5.600000000000000E-02,2.937076349033100E+02,2.055763490330600E+01,0
5.700000000000000E-02,2.937175517819300E+02,2.056755178192500E+01,0
5.800000000000000E-02,2.937274673366600E+02,2.057746733665900E+01,0
5.900000000000000E-02,2.937373815675100E+02,2.058738156750800E+01,0
6.000000000000000E-02,2.937472944744700E+02,2.059729447447100E+01,0
6.100000000000000E-02,2.937572060575500E+02,2.060720605754900E+01,0
6.200000000000000E-02,2.937671163167400E+02,2.061711631674100E+01,0
6.300000000000000E-02,2.937770252520500E+02,2.062702525204900E+01,0
6.400000000000000E-02,2.937869328634700E+02,2.063693286347100E+01,0
6.500000000000000E-02,2.937968391510100E+02,2.064683915100700E+01,0
6.600000000000000E-02,2.938067441146600E+02,2.065674411465900E+01,0
6.700000000000000E-02,2.938166477544200E+02,2.066664775442500E+01,0
