"time","headlight","on_counter","off_counter","on_counter_byType","off_counter_byType","light_switch_old_byType"
2.47,0,0,0,0,0,2
2.48,0,0,0,0,0,2
2.49,0,0,0,0,0,2
2.5,0,0,0,0,0,2
2.51,0,0,0,0,0,2
2.52,0,0,0,0,0,2
2.53,0,0,0,0,0,2
2.54,0,0,0,0,0,2
2.55,0,0,0,0,0,2
2.56,0,0,0,0,0,2
2.57,0,0,0,0,0,2
2.58,0,0,0,0,0,2
2.59,0,0,0,0,0,2
2.6,0,0,0,0,0,2
2.61,0,0,0,0,0,2
2.62,0,0,0,0,0,2
2.63,0,0,0,0,0,2
2.64,0,0,0,0,0,2
2.65,0,0,0,0,0,2
2.66,0,0,0,0,0,2
2.67,0,0,0,0,0,2
2.68,0,0,0,0,0,2
2.69,0,0,0,0,0,2
2.7,0,0,0,0,0,2
2.71,0,0,0,0,0,2
2.72,0,0,0,0,0,2
2.73,0,0,0,0,0,2
2.74,0,0,0,0,0,2
2.75,0,0,0,0,0,2
2.76,0,0,0,0,0,2
2.77,0,0,0,0,0,2
2.78,0,0,0,0,0,2
2.79,0,0,0,0,0,2
2.8,0,0,0,0,0,2
2.81,0,0,0,0,0,2
2.82,0,0,0,0,0,2
2.83,0,0,0,0,0,2
2.84,0,0,0,0,0,2
2.85,0,0,0,0,0,2
2.86,0,0,0,0,0,2
2.87,0,0,0,0,0,2
2.88,0,0,0,0,0,2
2.89,0,0,0,0,0,2
2.9,0,0,0,0,0,2
2.91,0,0,0,0,0,2
2.92,0,0,0,0,0,2
2.93,0,0,0,0,0,2
2.94,0,0,0,0,0,2
2.95,0,0,0,0,0,2
2.96,0,0,0,0,0,2
2.97,0,0,0,0,0,2
2.98,0,0,0,0,0,2
2.99,0,0,0,0,0,2
3,0,0,0,0,0,2
3.01,0,0,0,0,0,2
3.02,0,0,0,0,0,2
3.03,0,0,0,0,0,2
3.04,0,0,0,0,0,2
3.05,0,0,0,0,0,2
3.06,0,0,0,0,0,2
3.07,0,0,0,0,0,2
3.08,0,0,0,0,0,2
3.09,0,0,0,0,0,2
3.1,0,0,0,0,0,2
3.11,0,0,0,0,0,2
3.12,0,0,0,0,0,2
3.13,0,0,0,0,0,2
3.14,0,0,0,0,0,2
3.15,0,0,0,0,0,2
3.16,0,0,0,0,0,2
3.17,0,0,0,0,0,2
3.18,0,0,0,0,0,2
3.19,0,0,0,0,0,2
3.2,0,0,0,0,0,2
3.21,0,0,0,0,0,2
3.22,0,0,0,0,0,2
3.23,0,0,0,0,0,2
3.24,0,0,0,0,0,2
3.25,0,0,0,0,0,2
3.26,0,0,0,0,0,2
3.27,0,0,0,0,0,2
3.28,0,0,0,0,0,2
3.29,0,0,0,0,0,2
3.3,0,0,0,0,0,2
3.31,0,0,0,0,0,2
3.32,0,0,0,0,0,2
3.33,0,0,0,0,0,2
3.34,0,0,0,0,0,2
3.35,0,0,0,0,0,2
3.36,0,0,0,0,0,2
3.37,0,0,0,0,0,2
3.38,0,0,0,0,0,2
3.39,0,0,0,0,0,2
3.4,0,0,0,0,0,2
3.41,0,0,0,0,0,2
3.42,0,0,0,0,0,2
3.43,0,0,0,0,0,2
3.44,0,0,0,0,0,2
3.45,0,0,0,0,0,2
3.46,0,0,0,0,0,2
3.47,0,0,0,0,0,2
3.48,0,0,0,0,0,2
3.49,0,0,0,0,0,2
3.5,0,0,0,0,0,2
3.51,0,0,0,0,0,2
3.52,0,0,0,0,0,2
3.53,0,0,0,0,0,2
3.54,0,0,0,0,0,2
3.55,0,0,0,0,0,2
3.56,0,0,0,0,0,2
3.57,0,0,0,0,0,2
3.58,0,0,0,0,0,2
3.59,0,0,0,0,0,2
3.6,0,0,0,0,0,2
3.61,0,0,0,0,0,2
3.62,0,0,0,0,0,2
3.63,0,0,0,0,0,2
3.64,0,0,0,0,0,2
3.65,0,0,0,0,0,2
3.66,0,0,0,0,0,2
3.67,0,0,0,0,0,2
3.68,0,1,0,1,0,2
3.69,0,2,0,2,0,2
3.7,0,3,0,3,0,2
3.71,0,4,0,4,0,2
3.72,0,5,0,5,0,2
3.73,0,6,0,6,0,2
3.74,0,7,0,7,0,2
3.75,0,8,0,8,0,2
3.76,0,9,0,9,0,2
3.77,0,10,0,10,0,2
3.78,0,11,0,11,0,2
3.79,0,12,0,12,0,2
3.8,0,13,0,13,0,2
3.81,0,14,0,14,0,2
3.82,0,15,0,15,0,2
3.83,0,16,0,16,0,2
3.84,0,17,0,17,0,2
3.85,0,18,0,18,0,2
3.86,0,19,0,19,0,2
3.87,0,20,0,20,0,2
3.88,0,21,0,21,0,2
3.89,0,22,0,22,0,2
3.9,0,23,0,23,0,2
3.91,0,24,0,24,0,2
3.92,0,25,0,25,0,2
3.93,0,26,0,26,0,2
3.94,0,27,0,27,0,2
3.95,0,28,0,28,0,2
3.96,0,29,0,29,0,2
3.97,0,30,0,30,0,2
3.98,0,31,0,31,0,2
3.99,0,32,0,32,0,2
4,0,33,0,33,0,2
4.01,0,34,0,34,0,2
4.02,0,35,0,35,0,2
4.03,0,36,0,36,0,2
4.04,0,37,0,37,0,2
4.05,0,38,0,38,0,2
4.06,0,39,0,39,0,2
4.07,0,40,0,40,0,2
4.08,0,41,0,41,0,2
4.09,0,42,0,42,0,2
4.1,0,43,0,43,0,2
4.11,0,44,0,44,0,2
4.12,0,45,0,45,0,2
4.13,0,46,0,46,0,2
4.14,0,47,0,47,0,2
4.15,0,48,0,48,0,2
4.16,0,49,0,49,0,2
4.17,0,50,0,50,0,2
4.18,0,51,0,51,0,2
4.19,0,52,0,52,0,2
4.2,0,53,0,53,0,2
4.21,0,54,0,54,0,2
4.22,0,55,0,55,0,2
4.23,0,56,0,56,0,2
4.24,0,57,0,57,0,2
4.25,0,58,0,58,0,2
4.26,0,59,0,59,0,2
4.27,0,60,0,60,0,2
4.28,0,61,0,61,0,2
4.29,0,62,0,62,0,2
4.3,0,63,0,63,0,2
4.31,0,64,0,64,0,2
4.32,0,65,0,65,0,2
4.33,0,66,0,66,0,2
4.34,0,67,0,67,0,2
4.35,0,68,0,68,0,2
4.36,0,69,0,69,0,2
4.37,0,70,0,70,0,2
4.38,1,0,0,0,0,2
4.39,1,0,0,0,0,2
4.4,1,0,0,0,0,2
4.41,1,0,0,0,0,2
4.42,1,0,0,0,0,2
4.43,1,0,0,0,0,2
4.44,1,0,0,0,0,2
4.45,1,0,0,0,0,2
4.46,1,0,0,0,0,2
4.47,1,0,0,0,0,2
4.48,1,0,0,0,0,2
4.49,1,0,0,0,0,2
4.5,1,0,0,0,0,2
4.51,1,0,0,0,0,2
4.52,1,0,0,0,0,2
4.53,1,0,0,0,0,2
4.54,1,0,0,0,0,2
4.55,1,0,0,0,0,2
4.56,1,0,0,0,0,2
4.57,1,0,0,0,0,2
4.58,1,0,0,0,0,2
4.59,1,0,0,0,0,2
4.6,1,0,0,0,0,2
4.61,1,0,0,0,0,2
4.62,1,0,0,0,0,2
4.63,1,0,0,0,0,2
4.64,1,0,0,0,0,2
4.65,1,0,0,0,0,2
4.66,1,0,0,0,0,2
4.67,1,0,0,0,0,2
4.68,1,0,0,0,0,2
4.69,1,0,0,0,0,2
4.7,1,0,0,0,0,2
4.71,1,0,0,0,0,2
4.72,1,0,0,0,0,2
4.73,1,0,0,0,0,2
4.74,1,0,0,0,0,2
4.75,1,0,0,0,0,2
4.76,1,0,0,0,0,2
4.77,1,0,0,0,0,2
4.78,1,0,0,0,0,2
4.79,1,0,0,0,0,2
4.8,1,0,0,0,0,2
4.81,1,0,0,0,0,2
4.82,1,0,0,0,0,2
4.83,1,0,0,0,0,2
4.84,1,0,0,0,0,2
4.85,1,0,0,0,0,2
4.86,1,0,0,0,0,2
4.87,1,0,0,0,0,2
4.88,1,0,0,0,0,2
4.89,1,0,0,0,0,2
4.9,1,0,0,0,0,2
4.91,1,0,0,0,0,2
4.92,1,0,0,0,0,2
4.93,1,0,0,0,0,2
4.94,1,0,0,0,0,2
4.95,1,0,0,0,0,2
4.96,1,0,0,0,0,2
4.97,1,0,0,0,0,2
4.98,1,0,0,0,0,2
4.99,1,0,0,0,0,2
5,1,0,0,0,0,2
5.01,1,0,0,0,0,2
5.02,1,0,0,0,0,2
5.03,1,0,0,0,0,2
5.04,1,0,0,0,0,2
5.05,1,0,0,0,0,2
5.06,1,0,0,0,0,2
5.07,1,0,0,0,0,2
5.08,1,0,0,0,0,2
5.09,1,0,0,0,0,2
5.1,1,0,0,0,0,2
5.11,1,0,0,0,0,2
5.12,1,0,0,0,0,2
5.13,1,0,0,0,0,2
5.14,1,0,0,0,0,2
5.15,1,0,0,0,0,2
5.16,1,0,0,0,0,2
5.17,1,0,0,0,0,2
5.18,1,0,0,0,0,2
5.19,1,0,0,0,0,2
5.2,1,0,0,0,0,2
5.21,1,0,0,0,0,2
5.22,1,0,0,0,0,2
5.23,1,0,0,0,0,2
5.24,1,0,0,0,0,2
5.25,1,0,0,0,0,2
5.26,1,0,0,0,0,2
5.27,1,0,0,0,0,2
5.28,1,0,0,0,0,2
5.29,1,0,0,0,0,2
5.3,1,0,0,0,0,2
5.31,1,0,0,0,0,2
5.32,1,0,0,0,0,2
5.33,1,0,0,0,0,2
5.34,1,0,0,0,0,2
5.35,1,0,0,0,0,2
5.36,1,0,0,0,0,2
5.37,1,0,0,0,0,2
5.38,1,0,0,0,0,2
5.39,1,0,0,0,0,2
5.4,1,0,0,0,0,2
5.41,1,0,0,0,0,2
5.42,1,0,0,0,0,2
5.43,1,0,0,0,0,2
5.44,1,0,0,0,0,2
5.45,1,0,0,0,0,2
5.46,1,0,0,0,0,2
5.47,1,0,0,0,0,2
5.48,1,0,0,0,0,2
5.49,1,0,0,0,0,2
5.5,1,0,0,0,0,2
5.51,1,0,0,0,0,2
5.52,1,0,0,0,0,2
5.53,1,0,0,0,0,2
5.54,1,0,0,0,0,2
5.55,1,0,0,0,0,2
5.56,1,0,0,0,0,2
5.57,1,0,0,0,0,2
5.58,1,0,0,0,0,2
5.59,1,0,0,0,0,2
5.6,1,0,0,0,0,2
5.61,1,0,0,0,0,2
5.62,1,0,0,0,0,2
5.63,1,0,0,0,0,2
5.64,1,0,0,0,0,2
5.65,1,0,0,0,0,2
5.66,1,0,0,0,0,2
5.67,1,0,0,0,0,2
5.68,1,0,0,0,0,2
5.69,1,0,0,0,0,2
5.7,1,0,0,0,0,2
5.71,1,0,0,0,0,2
5.72,1,0,0,0,0,2
5.73,1,0,0,0,0,2
5.74,1,0,0,0,0,2
5.75,1,0,0,0,0,2
5.76,1,0,0,0,0,2
5.77,1,0,0,0,0,2
5.78,1,0,0,0,0,2
5.79,1,0,0,0,0,2
5.8,1,0,0,0,0,2
5.81,1,0,0,0,0,2
5.82,1,0,0,0,0,2
5.83,1,0,0,0,0,2
5.84,1,0,0,0,0,2
5.85,1,0,0,0,0,2
5.86,1,0,0,0,0,2
5.87,1,0,0,0,0,2
5.88,1,0,0,0,0,2
5.89,1,0,0,0,0,2
5.9,1,0,0,0,0,2
5.91,1,0,0,0,0,2
5.92,1,0,0,0,0,2
5.93,1,0,0,0,0,2
5.94,1,0,0,0,0,2
5.95,1,0,0,0,0,2
5.96,1,0,0,0,0,2
5.97,1,0,0,0,0,2
5.98,1,0,0,0,0,2
5.99,1,0,0,0,0,2
6,1,0,0,0,0,2
6.01,1,0,0,0,0,2
6.02,1,0,0,0,0,2
6.03,1,0,0,0,0,2
6.04,1,0,0,0,0,2
6.05,1,0,0,0,0,2
6.06,1,0,0,0,0,2
6.07,1,0,0,0,0,2
6.08,1,0,0,0,0,2
6.09,1,0,0,0,0,2
6.1,1,0,0,0,0,2
6.11,1,0,0,0,0,2
6.12,1,0,0,0,0,2
6.13,1,0,0,0,0,2
6.14,1,0,0,0,0,2
6.15,1,0,0,0,0,2
6.16,1,0,0,0,0,2
6.17,1,0,0,0,0,2
6.18,1,0,0,0,0,2
6.19,1,0,0,0,0,2
6.2,1,0,0,0,0,2
6.21,1,0,0,0,0,2
6.22,1,0,0,0,0,2
6.23,1,0,0,0,0,2
6.24,1,0,0,0,0,2
6.25,1,0,0,0,0,2
6.26,1,0,0,0,0,2
6.27,1,0,0,0,0,2
6.28,1,0,0,0,0,2
6.29,1,0,0,0,0,2
6.3,1,0,0,0,0,2
6.31,1,0,0,0,0,2
6.32,1,0,0,0,0,2
6.33,1,0,0,0,0,2
6.34,1,0,0,0,0,2
6.35,1,0,0,0,0,2
6.36,1,0,0,0,0,2
6.37,1,0,0,0,0,2
6.38,1,0,0,0,0,2
6.39,1,0,0,0,0,2
6.4,1,0,0,0,0,2
6.41,1,0,0,0,0,2
6.42,1,0,0,0,0,2
6.43,1,0,0,0,0,2
6.44,1,0,0,0,0,2
6.45,1,0,0,0,0,2
6.46,1,0,0,0,0,2
6.47,1,0,0,0,0,2
6.48,1,0,0,0,0,2
6.49,1,0,0,0,0,2
6.5,1,0,0,0,0,2
6.51,1,0,0,0,0,2
6.52,1,0,0,0,0,2
6.53,1,0,1,0,1,2
6.54,1,0,2,0,2,2
6.55,1,0,3,0,3,2
6.56,1,0,4,0,4,2
6.57,1,0,5,0,5,2
6.58,1,0,6,0,6,2
6.59,1,0,7,0,7,2
6.6,1,0,8,0,8,2
6.61,1,0,9,0,9,2
6.62,1,0,10,0,10,2
6.63,1,0,11,0,11,2
6.64,1,0,12,0,12,2
6.65,1,0,13,0,13,2
6.66,1,0,14,0,14,2
6.67,1,0,15,0,15,2
6.68,1,0,16,0,16,2
6.69,1,0,17,0,17,2
6.7,1,0,18,0,18,2
6.71,1,0,19,0,19,2
6.72,1,0,20,0,20,2
6.73,1,0,21,0,21,2
6.74,1,0,22,0,22,2
6.75,1,0,23,0,23,2
6.76,1,0,24,0,24,2
6.77,1,0,25,0,25,2
6.78,1,0,26,0,26,2
6.79,1,0,27,0,27,2
6.8,1,0,28,0,28,2
6.81,1,0,29,0,29,2
6.82,1,0,30,0,30,2
6.83,1,0,31,0,31,2
6.84,1,0,32,0,32,2
6.85,1,0,33,0,33,2
6.86,1,0,34,0,34,2
6.87,1,0,35,0,35,2
6.88,1,0,36,0,36,2
6.89,1,0,37,0,37,2
6.9,1,0,38,0,38,2
6.91,1,0,39,0,39,2
6.92,1,0,40,0,40,2
6.93,1,0,41,0,41,2
6.94,1,0,42,0,42,2
6.95,1,0,43,0,43,2
6.96,1,0,44,0,44,2
6.97,1,0,45,0,45,2
6.98,1,0,46,0,46,2
6.99,1,0,47,0,47,2
7,1,0,48,0,48,2
