    "time", "counter"
         0,         1
      0.05,         1
       0.1,         1
      0.15,         1
       0.2,         1
      0.25,         1
       0.3,         1
      0.35,         1
       0.4,         1
      0.45,         1
       0.5,         1
      0.55,         1
       0.6,         1
      0.65,         1
       0.7,         1
      0.75,         1
       0.8,         1
      0.85,         1
       0.9,         1
      0.95,         1
         1,         2
      1.05,         2
       1.1,         2
      1.15,         2
       1.2,         2
      1.25,         2
       1.3,         2
      1.35,         2
       1.4,         2
      1.45,         2
       1.5,         2
      1.55,         2
       1.6,         2
      1.65,         2
       1.7,         2
      1.75,         2
       1.8,         2
      1.85,         2
       1.9,         2
      1.95,         2
         2,         3
      2.05,         3
       2.1,         3
      2.15,         3
       2.2,         3
      2.25,         3
       2.3,         3
      2.35,         3
       2.4,         3
      2.45,         3
       2.5,         3
      2.55,         3
       2.6,         3
      2.65,         3
       2.7,         3
      2.75,         3
       2.8,         3
      2.85,         3
       2.9,         3
      2.95,         3
         3,         4
      3.05,         4
       3.1,         4
      3.15,         4
       3.2,         4
      3.25,         4
       3.3,         4
      3.35,         4
       3.4,         4
      3.45,         4
       3.5,         4
      3.55,         4
       3.6,         4
      3.65,         4
       3.7,         4
      3.75,         4
       3.8,         4
      3.85,         4
       3.9,         4
      3.95,         4
         4,         5
      4.05,         5
       4.1,         5
      4.15,         5
       4.2,         5
      4.25,         5
       4.3,         5
      4.35,         5
       4.4,         5
      4.45,         5
       4.5,         5
      4.55,         5
       4.6,         5
      4.65,         5
       4.7,         5
      4.75,         5
       4.8,         5
      4.85,         5
       4.9,         5
      4.95,         5
         5,         6
      5.05,         6
       5.1,         6
      5.15,         6
       5.2,         6
      5.25,         6
       5.3,         6
      5.35,         6
       5.4,         6
      5.45,         6
       5.5,         6
      5.55,         6
       5.6,         6
      5.65,         6
       5.7,         6
      5.75,         6
       5.8,         6
      5.85,         6
       5.9,         6
      5.95,         6
         6,         7
      6.05,         7
       6.1,         7
      6.15,         7
       6.2,         7
      6.25,         7
       6.3,         7
      6.35,         7
       6.4,         7
      6.45,         7
       6.5,         7
      6.55,         7
       6.6,         7
      6.65,         7
       6.7,         7
      6.75,         7
       6.8,         7
      6.85,         7
       6.9,         7
      6.95,         7
         7,         8
      7.05,         8
       7.1,         8
      7.15,         8
       7.2,         8
      7.25,         8
       7.3,         8
      7.35,         8
       7.4,         8
      7.45,         8
       7.5,         8
      7.55,         8
       7.6,         8
      7.65,         8
       7.7,         8
      7.75,         8
       7.8,         8
      7.85,         8
       7.9,         8
      7.95,         8
         8,         9
      8.05,         9
       8.1,         9
      8.15,         9
       8.2,         9
      8.25,         9
       8.3,         9
      8.35,         9
       8.4,         9
      8.45,         9
       8.5,         9
      8.55,         9
       8.6,         9
      8.65,         9
       8.7,         9
      8.75,         9
       8.8,         9
      8.85,         9
       8.9,         9
      8.95,         9
         9,        10
      9.05,        10
       9.1,        10
      9.15,        10
       9.2,        10
      9.25,        10
       9.3,        10
      9.35,        10
       9.4,        10
      9.45,        10
       9.5,        10
      9.55,        10
       9.6,        10
      9.65,        10
       9.7,        10
      9.75,        10
       9.8,        10
      9.85,        10
       9.9,        10
      9.95,        10
        10,        11
     10.05,        11
      10.1,        11
     10.15,        11
      10.2,        11
     10.25,        11
      10.3,        11
     10.35,        11
      10.4,        11
     10.45,        11
      10.5,        11
     10.55,        11
      10.6,        11
     10.65,        11
      10.7,        11
     10.75,        11
      10.8,        11
     10.85,        11
      10.9,        11
     10.95,        11
        11,        12
     11.05,        12
      11.1,        12
     11.15,        12
      11.2,        12
     11.25,        12
      11.3,        12
     11.35,        12
      11.4,        12
     11.45,        12
      11.5,        12
     11.55,        12
      11.6,        12
     11.65,        12
      11.7,        12
     11.75,        12
      11.8,        12
     11.85,        12
      11.9,        12
     11.95,        12
        12,        12
