time,dFFREG.dataOut[1],dFFREG.dataOut[2]
0.0,1.0,1.0
3e-05,1.0,1.0
6e-05,1.0,1.0
9e-05,1.0,1.0
0.00012,1.0,1.0
0.00015,1.0,1.0
0.00018,1.0,1.0
0.00021,1.0,1.0
0.00024,1.0,1.0
0.00027,1.0,1.0
0.0003,1.0,1.0
0.00033,1.0,1.0
0.00036,1.0,1.0
0.00039,1.0,1.0
0.00042,1.0,1.0
0.00045,1.0,1.0
0.00048,1.0,1.0
0.00051,1.0,1.0
0.00054,1.0,1.0
0.00057,1.0,1.0
0.0006,1.0,1.0
0.00063,1.0,1.0
0.00066,1.0,1.0
0.00069,1.0,1.0
0.00072,1.0,1.0
0.00075,1.0,1.0
0.00078,1.0,1.0
0.00081,1.0,1.0
0.00084,1.0,1.0
0.00087,1.0,1.0
0.0009,1.0,1.0
0.00093,1.0,1.0
0.00096,1.0,1.0
0.00099,1.0,1.0
0.00102,1.0,1.0
0.00105,1.0,1.0
0.00108,1.0,1.0
0.00111,1.0,1.0
0.00114,1.0,1.0
0.00117,1.0,1.0
0.0012,1.0,1.0
0.00123,1.0,1.0
0.00126,1.0,1.0
0.00129,1.0,1.0
0.00132,1.0,1.0
0.00135,1.0,1.0
0.00138,1.0,1.0
0.00141,1.0,1.0
0.00144,1.0,1.0
0.00147,1.0,1.0
0.0015,1.0,1.0
0.00153,1.0,1.0
0.00156,1.0,1.0
0.00159,1.0,1.0
0.00162,1.0,1.0
0.00165,1.0,1.0
0.00168,1.0,1.0
0.00171,1.0,1.0
0.00174,1.0,1.0
0.00177,1.0,1.0
0.0018,1.0,1.0
0.00183,1.0,1.0
0.00186,1.0,1.0
0.00189,1.0,1.0
0.00192,1.0,1.0
0.00195,1.0,1.0
0.00198,1.0,1.0
0.00201,1.0,1.0
0.00204,1.0,1.0
0.00207,1.0,1.0
0.0021,1.0,1.0
0.00213,1.0,1.0
0.00216,1.0,1.0
0.00219,1.0,1.0
0.00222,1.0,1.0
0.00225,1.0,1.0
0.00228,1.0,1.0
0.00231,1.0,1.0
0.00234,1.0,1.0
0.00237,1.0,1.0
0.0024,1.0,1.0
0.00243,1.0,1.0
0.00246,1.0,1.0
0.00249,1.0,1.0
0.00252,1.0,1.0
0.00255,1.0,1.0
