"time","Capacitor1_i","IdealDiode3_v"
0.0098,-202.055,-505.667
0.0098,-154.946,-504.523
0.0099,-154.946,-504.523
0.0099,-106.127,-503.701
0.01,-106.127,-503.701
0.01,-56.3382,-503.209
0.0101,-56.3382,-503.209
0.0101,-6.32019,-503.05
0.0102,-6.32019,-503.05
0.0102,43.1842,-503.223
0.0103,43.1842,-503.223
0.0103,91.437,-503.721
0.0104,91.437,-503.721
0.0104,137.71,-504.532
0.0105,137.71,-504.532
0.0105,181.287,-505.641
0.0106,181.287,-505.641
0.0106,221.471,-507.026
0.0107,221.471,-507.026
0.0107,257.587,-508.661
0.0108,257.587,-508.661
0.0108,288.988,-510.517
0.0109,288.988,-510.517
0.0109,315.054,-512.56
0.011,315.054,-512.56
0.011,335.203,-514.751
0.0111,335.203,-514.751
0.0111,348.887,-517.049
0.0112,348.887,-517.049
0.0112,355.603,-519.408
0.0113,355.603,-519.408
0.0113,354.891,-521.779
0.0114,354.891,-521.779
0.0114,346.337,-524.113
0.0115,346.337,-524.113
0.0115,329.579,-526.354
0.0116,329.579,-526.354
0.0116,304.307,-528.446
0.0117,304.307,-528.446
0.0117,270.264,-530.332
0.0118,270.264,-530.332
0.0118,227.25,-531.953
0.0119,227.25,-531.953
0.0119,176.605,-533.246
0.012,176.605,-533.246
0.012,123.112,-534.178
0.0121,123.112,-534.178
0.0121,67.0151,-534.728
0.0122,67.0151,-534.728
0.0122,8.1992,-534.879
0.0123,8.1992,-534.879
0.0123,-53.4257,-534.613
0.0124,-53.4257,-534.613
0.0124,-117.927,-533.911
0.0125,-117.927,-533.911
0.0125,-185.345,-532.753
0.0126,-185.345,-532.753
0.0126,-184.113,-376.63
0.0127,-184.113,-376.63
0.0127,-168.146,-361.005
0.0128,-168.146,-361.005
0.0128,-148.348,-345.344
0.0129,-148.348,-345.344
0.0129,-125.295,-329.675
0.013,-125.295,-329.675
0.013,-99.5787,-314.021
0.0131,-99.5787,-314.021
0.0131,-71.8071,-298.406
0.0132,-71.8071,-298.406
0.0132,-42.6007,-282.85
0.0133,-42.6007,-282.85
0.0133,-12.5878,-267.374
0.0134,-12.5878,-267.374
0.0134,17.5993,-251.992
0.0135,17.5993,-251.992
0.0135,47.3281,-236.721
0.0136,47.3281,-236.721
0.0136,75.9703,-221.573
0.0137,75.9703,-221.573
0.0137,102.905,-206.557
0.0138,102.905,-206.557
0.0138,127.524,-191.684
0.0139,127.524,-191.684
0.0139,149.233,-176.958
0.014,149.233,-176.958
0.014,167.459,-162.385
0.0141,167.459,-162.385
0.0141,181.65,-147.966
0.0142,181.65,-147.966
0.0142,191.282,-133.702
0.0143,191.282,-133.702
0.0143,195.859,-119.593
0.0144,195.859,-119.593
0.0144,194.919,-105.634
0.0145,194.919,-105.634
0.0145,188.036,-91.8208
0.0146,188.036,-91.8208
0.0146,174.821,-78.1477
0.0147,174.821,-78.1477
0.0147,154.927,-64.6068
0.0148,154.927,-64.6068
0.0148,128.05,-51.1893
0.0149,128.05,-51.1893
0.0149,93.8967,-37.8845
0.015,93.8967,-37.8845
0.015,52.3279,-24.6826
0.0151,52.3279,-24.6826
0.0151,3.14415,-11.5711
0.0152,3.14415,-11.5711
0.0152,-53.7676,1.46235
0.0153,-53.7676,1.46235
0.0153,-115.148,2.00665
0.0154,-115.148,2.00665
0.0154,-177.186,2.02762
0.0155,-177.186,2.02762
0.0155,-239.949,2.06283
0.0156,-239.949,2.06283
0.0156,-303.502,2.11214
0.0157,-303.502,2.11214
0.0157,-346.503,2.15415
0.0158,-346.503,2.15415
0.0158,-340.732,2.15993
0.0159,-340.732,2.15993
0.0159,-329.104,2.17157
0.016,-329.104,2.17157
0.016,-312.141,2.18855
0.0161,-312.141,2.18855
0.0161,-290.4,2.2103
0.0162,-290.4,2.2103
0.0162,-264.466,2.23625
0.0163,-264.466,2.23625
0.0163,-234.948,2.26578
0.0164,-234.948,2.26578
0.0164,-202.476,2.29826
0.0165,-202.476,2.29826
0.0165,-167.698,2.33305
0.0166,-167.698,2.33305
0.0166,-131.273,2.36949
0.0167,-131.273,2.36949
0.0167,-93.8725,2.40691
0.0168,-93.8725,2.40691
0.0168,-56.1687,2.44462
0.0169,-56.1687,2.44462
0.0169,-18.8359,2.48197
0.017,-18.8359,2.48197
0.017,17.4553,2.51828
0.0171,17.4553,2.51828
0.0171,52.0427,2.55288
0.0172,52.0427,2.55288
0.0172,84.2761,2.58513
0.0173,84.2761,2.58513
0.0173,113.521,2.61439
0.0174,113.521,2.61439
0.0174,139.164,2.64005
0.0175,139.164,2.64005
0.0175,160.614,2.66152
0.0176,160.614,2.66152
0.0176,177.31,2.67823
0.0177,177.31,2.67823
0.0177,188.719,2.68966
0.0178,188.719,2.68966
0.0178,194.345,2.6953
0.0179,194.345,2.6953
0.0179,193.727,2.6947
0.018,193.727,2.6947
0.018,186.448,2.68743
0.0181,186.448,2.68743
0.0181,172.132,2.67313
0.0182,172.132,2.67313
0.0182,150.447,2.65146
0.0183,150.447,2.65146
0.0183,121.113,2.62215
0.0184,121.113,2.62215
0.0184,83.8961,2.58494
0.0185,83.8961,2.58494
0.0185,38.6211,2.53968
0.0186,38.6211,2.53968
0.0186,-11.023,2.49004
0.0187,-11.023,2.49004
0.0187,-61.9307,2.43913
0.0188,-61.9307,2.43913
0.0188,-114.257,2.3868
0.0189,-114.257,2.3868
0.0189,-168.144,2.33291
0.019,-168.144,2.33291
0.019,-223.721,2.27733
0.0191,-223.721,2.27733
0.0191,-263.919,2.237
0.0192,-263.919,2.237
0.0192,-248.862,2.25204
0.0193,-248.862,2.25204
0.0193,-228.772,2.27212
0.0194,-228.772,2.27212
0.0194,-204.22,2.29665
0.0195,-204.22,2.29665
0.0195,-175.806,2.32505
0.0196,-175.806,2.32505
0.0196,-144.15,2.35669
0.0197,-144.15,2.35669
0.0197,-109.895,2.39093
0.0198,-109.895,2.39093
0.0198,-73.6951,2.42711
0.0199,-73.6951,2.42711
0.0199,-36.219,2.46457
0.02,-36.219,2.46457
0.02,1.85935,2.50263
0.0201,1.85935,2.50263
0.0201,39.8633,2.54062
0.0202,39.8633,2.54062
0.0202,77.1176,2.57786
0.0203,77.1176,2.57786
0.0203,112.953,2.61368
0.0204,112.953,2.61368
0.0204,146.709,2.64742
0.0205,146.709,2.64742
0.0205,177.741,2.67844
0.0206,177.741,2.67844
0.0206,205.421,2.70611
0.0207,205.421,2.70611
0.0207,229.143,2.72982
0.0208,229.143,2.72982
0.0208,248.328,2.74899
0.0209,248.328,2.74899
0.0209,262.425,2.76308
0.021,262.425,2.76308
0.021,270.916,2.77155
0.0211,270.916,2.77155
0.0211,273.32,2.77395
0.0212,273.32,2.77395
0.0212,269.193,2.76981
0.0213,269.193,2.76981
0.0213,258.135,2.75874
0.0214,258.135,2.75874
0.0214,239.791,2.74038
0.0215,239.791,2.74038
0.0215,213.85,2.71443
0.0216,213.85,2.71443
0.0216,180.051,2.68062
0.0217,180.051,2.68062
0.0217,138.186,2.63874
0.0218,138.186,2.63874
0.0218,88.0968,2.58864
0.0219,88.0968,2.58864
0.0219,30.1029,2.52979
0.022,30.1029,2.52979
0.022,-30.7606,2.45705
0.0221,-30.7606,2.45705
0.0221,-93.0789,2.36893
0.0222,-93.0789,2.36893
0.0222,-156.921,2.26549
0.0223,-156.921,2.26549
0.0223,-222.342,2.14679
0.0224,-222.342,2.14679
0.0224,-289.384,2.01292
0.0225,-289.384,2.01292
0.0225,-290.114,-139.06
0.0226,-290.114,-139.06
0.0226,-278.958,-153.036
0.0227,-278.958,-153.036
0.0227,-262.896,-167.168
0.0228,-262.896,-167.168
0.0228,-242.48,-181.457
0.0229,-242.48,-181.457
0.0229,-218.286,-195.901
0.023,-218.286,-195.901
0.023,-190.915,-210.496
0.0231,-190.915,-210.496
0.0231,-160.985,-225.238
0.0232,-160.985,-225.238
0.0232,-129.128,-240.119
0.0233,-129.128,-240.119
0.0233,-95.9901,-255.128
0.0234,-95.9901,-255.128
0.0234,-62.2202,-270.254
0.0235,-62.2202,-270.254
0.0235,-28.4717,-285.482
0.0236,-28.4717,-285.482
0.0236,4.60402,-300.797
0.0237,4.60402,-300.797
0.0237,36.361,-316.18
0.0238,36.361,-316.18
0.0238,66.1629,-331.61
0.0239,66.1629,-331.61
0.0239,93.387,-347.064
0.024,93.387,-347.064
0.024,117.428,-362.519
0.0241,117.428,-362.519
0.0241,137.703,-377.947
0.0242,137.703,-377.947
0.0242,153.651,-393.32
0.0243,153.651,-393.32
0.0243,164.743,-408.609
0.0244,164.743,-408.609
0.0244,170.48,-423.781
0.0245,170.48,-423.781
0.0245,170.398,-438.804
0.0246,170.398,-438.804
0.0246,164.07,-453.643
0.0247,164.07,-453.643
0.0247,151.112,-468.262
0.0248,151.112,-468.262
0.0248,131.18,-482.626
0.0249,131.18,-482.626
0.0249,103.979,-496.696
0.025,103.979,-496.696
0.025,69.2573,-510.434
0.0251,69.2573,-510.434
0.0251,26.8155,-523.803
0.0252,26.8155,-523.803
0.0252,-23.2445,-533.36
0.0253,-23.2445,-533.36
0.0253,-76.0577,-533.04
0.0254,-76.0577,-533.04
0.0254,-129.826,-532.38
0.0255,-129.826,-532.38
0.0255,-184.684,-531.371
0.0256,-184.684,-531.371
0.0256,-240.754,-530.007
0.0257,-240.754,-530.007
0.0257,-298.149,-528.278
0.0258,-298.149,-528.278
0.0258,-290.772,-526.316
0.0259,-290.772,-526.316
0.0259,-274.469,-524.445
0.026,-274.469,-524.445
0.026,-253.143,-522.705
0.0261,-253.143,-522.705
0.0261,-227.373,-521.127
0.0262,-227.373,-521.127
0.0262,-197.766,-519.737
0.0263,-197.766,-519.737
0.0263,-164.952,-518.559
0.0264,-164.952,-518.559
0.0264,-129.577,-517.612
0.0265,-129.577,-517.612
0.0265,-92.306,-516.908
0.0266,-92.306,-516.908
0.0266,-53.8114,-516.459
0.0267,-53.8114,-516.459
0.0267,-14.7733,-516.27
0.0268,-14.7733,-516.27
0.0268,24.1262,-516.34
0.0269,24.1262,-516.34
0.0269,62.207,-516.667
0.027,62.207,-516.667
0.027,98.7955,-517.241
0.0271,98.7955,-517.241
0.0271,133.228,-518.05
0.0272,133.228,-518.05
0.0272,164.857,-519.077
0.0273,164.857,-519.077
0.0273,193.051,-520.3
0.0274,193.051,-520.3
0.0274,217.204,-521.695
0.0275,217.204,-521.695
0.0275,236.733,-523.23
0.0276,236.733,-523.23
0.0276,251.089,-524.873
0.0277,251.089,-524.873
0.0277,259.752,-526.588
0.0278,259.752,-526.588
0.0278,262.243,-528.334
0.0279,262.243,-528.334
0.0279,258.12,-530.068
0.028,258.12,-530.068
0.028,246.983,-531.745
0.0281,246.983,-531.745
0.0281,228.479,-533.316
0.0282,228.479,-533.316
0.0282,202.302,-534.73
0.0283,202.302,-534.73
0.0283,168.195,-535.935
0.0284,168.195,-535.935
0.0284,125.952,-536.878
0.0285,125.952,-536.878
0.0285,75.4202,-537.503
0.0286,75.4202,-537.503
0.0286,18.6903,-537.761
0.0287,18.6903,-537.761
0.0287,-39.6646,-537.634
0.0288,-39.6646,-537.634
0.0288,-99.5904,-537.111
0.0289,-99.5904,-537.111
0.0289,-161.173,-536.181
0.029,-161.173,-536.181
0.029,-224.483,-534.833
0.0291,-224.483,-534.833
0.0291,-279.279,-533.07
0.0292,-279.279,-533.07
0.0292,-269.912,-531.246
0.0293,-269.912,-531.246
0.0293,-255.385,-529.507
0.0294,-255.385,-529.507
0.0294,-236.239,-527.885
0.0295,-236.239,-527.885
0.0295,-213.044,-526.409
0.0296,-213.044,-526.409
0.0296,-186.392,-525.102
0.0297,-186.392,-525.102
0.0297,-156.898,-523.986
0.0298,-156.898,-523.986
0.0298,-125.191,-523.076
0.0299,-125.191,-523.076
0.0299,-91.9137,-522.385
0.03,-91.9137,-522.385
0.03,-57.7183,-521.92
0.0301,-57.7183,-521.92
0.0301,-23.2602,-521.685
0.0302,-23.2602,-521.685
0.0302,10.8043,-521.677
0.0303,10.8043,-521.677
0.0303,43.823,-521.893
0.0304,43.823,-521.893
0.0304,75.1511,-522.322
0.0305,75.1511,-522.322
0.0305,104.156,-522.951
0.0306,104.156,-522.951
0.0306,130.221,-523.76
0.0307,130.221,-523.76
0.0307,152.748,-524.727
0.0308,152.748,-524.727
0.0308,171.163,-525.828
0.0309,171.163,-525.828
0.0309,184.92,-527.031
0.031,184.92,-527.031
0.031,193.501,-528.304
0.0311,193.501,-528.304
0.0311,196.425,-529.61
0.0312,196.425,-529.61
0.0312,193.244,-530.91
0.0313,193.244,-530.91
0.0313,183.552,-532.16
0.0314,183.552,-532.16
0.0314,166.984,-533.315
0.0315,166.984,-533.315
0.0315,143.221,-534.33
0.0316,143.221,-534.33
0.0316,111.989,-535.153
0.0317,111.989,-535.153
0.0317,73.0633,-535.736
0.0318,73.0633,-535.736
0.0318,26.2694,-536.024
0.0319,26.2694,-536.024
0.0319,-27.5692,-535.967
0.032,-27.5692,-535.967
0.032,-83.2036,-535.528
0.0321,-83.2036,-535.528
0.0321,-139.914,-534.699
0.0322,-139.914,-534.699
0.0322,-197.81,-533.474
0.0323,-197.81,-533.474
0.0323,-256.994,-531.843
0.0324,-256.994,-531.843
0.0324,-302.15,-405.543
0.0325,-302.15,-405.543
0.0325,-291.504,-389.751
0.0326,-291.504,-389.751
0.0326,-275.43,-373.878
0.0327,-275.43,-373.878
0.0327,-254.478,-357.957
0.0328,-254.478,-357.957
0.0328,-229.226,-342.018
0.0329,-229.226,-342.018
0.0329,-200.279,-326.089
0.033,-200.279,-326.089
0.033,-168.262,-310.195
0.0331,-168.262,-310.195
0.0331,-133.82,-294.362
0.0332,-133.82,-294.362
0.0332,-97.6097,-278.612
0.0333,-97.6097,-278.612
0.0333,-60.2998,-262.964
0.0334,-60.2998,-262.964
0.0334,-22.5633,-247.436
0.0335,-22.5633,-247.436
0.0335,14.9252,-232.044
0.0336,14.9252,-232.044
0.0336,51.4938,-216.8
0.0337,51.4938,-216.8
0.0337,86.4775,-201.717
0.0338,86.4775,-201.717
0.0338,119.223,-186.802
0.0339,119.223,-186.802
0.0339,149.091,-172.062
0.034,149.091,-172.062
0.034,175.463,-157.502
0.0341,175.463,-157.502
0.0341,197.742,-143.123
0.0342,197.742,-143.123
0.0342,215.358,-128.927
0.0343,215.358,-128.927
0.0343,227.773,-114.911
0.0344,227.773,-114.911
0.0344,234.481,-101.071
0.0345,234.481,-101.071
0.0345,235.013,-87.4021
0.0346,235.013,-87.4021
0.0346,228.94,-73.8976
0.0347,228.94,-73.8976
0.0347,215.876,-60.5486
0.0348,215.876,-60.5486
0.0348,195.48,-47.3451
0.0349,195.48,-47.3451
0.0349,167.457,-34.276
0.035,167.457,-34.276
0.035,131.564,-21.3289
0.0351,131.564,-21.3289
0.0351,87.6072,-8.4904
0.0352,87.6072,-8.4904
0.0352,35.5579,2.00023
0.0353,35.5579,2.00023
0.0353,-20.1194,2.00979
0.0354,-20.1194,2.00979
0.0354,-77.161,2.03334
0.0355,-77.161,2.03334
0.0355,-135.676,2.07074
0.0356,-135.676,2.07074
0.0356,-195.76,2.12187
0.0357,-195.76,2.12187
0.0357,-257.493,2.18656
0.0358,-257.493,2.18656
0.0358,-278.408,2.22225
0.0359,-278.408,2.22225
0.0359,-265.582,2.23509
0.036,-265.582,2.23509
0.036,-247.776,2.25291
0.0361,-247.776,2.25291
0.0361,-225.55,2.27515
0.0362,-225.55,2.27515
0.0362,-199.491,2.30122
0.0363,-199.491,2.30122
0.0363,-170.209,2.33052
0.0364,-170.209,2.33052
0.0364,-138.333,2.36241
0.0365,-138.333,2.36241
0.0365,-104.504,2.39625
0.0366,-104.504,2.39625
0.0366,-69.3793,2.43139
0.0367,-69.3793,2.43139
0.0367,-33.6188,2.46716
0.0368,-33.6188,2.46716
0.0368,2.11325,2.50291
0.0369,2.11325,2.50291
0.0369,37.1541,2.53797
0.037,37.1541,2.53797
0.037,70.8466,2.57168
0.0371,70.8466,2.57168
0.0371,102.543,2.60339
0.0372,102.543,2.60339
0.0372,131.611,2.63247
0.0373,131.611,2.63247
0.0373,157.433,2.65831
0.0374,157.433,2.65831
0.0374,179.415,2.68031
0.0375,179.415,2.68031
0.0375,196.987,2.6979
0.0376,196.987,2.6979
0.0376,209.609,2.71054
0.0377,209.609,2.71054
0.0377,216.772,2.71772
0.0378,216.772,2.71772
0.0378,218.003,2.71897
0.0379,218.003,2.71897
0.0379,212.868,2.71385
0.038,212.868,2.71385
0.038,200.972,2.70197
0.0381,200.972,2.70197
0.0381,181.965,2.68298
0.0382,181.965,2.68298
0.0382,155.545,2.65657
0.0383,155.545,2.65657
0.0383,121.454,2.62249
0.0384,121.454,2.62249
0.0384,79.4863,2.58054
0.0385,79.4863,2.58054
0.0385,29.4871,2.53056
0.0386,29.4871,2.53056
0.0386,-26.2589,2.47481
0.0387,-26.2589,2.47481
0.0387,-83.2598,2.41781
0.0388,-83.2598,2.41781
0.0388,-141.511,2.35956
0.0389,-141.511,2.35956
0.0389,-201.112,2.29995
0.039,-201.112,2.29995
0.039,-262.149,2.23891
0.0391,-262.149,2.23891
0.0391,-294.282,2.20665
0.0392,-294.282,2.20665
0.0392,-282.918,2.21799
0.0393,-282.918,2.21799
0.0393,-266.326,2.23457
0.0394,-266.326,2.23457
0.0394,-245.058,2.25582
0.0395,-245.058,2.25582
0.0395,-219.695,2.28116
0.0396,-219.695,2.28116
0.0396,-190.842,2.31
0.0397,-190.842,2.31
0.0397,-159.126,2.3417
0.0398,-159.126,2.3417
0.0398,-125.188,2.37562
0.0399,-125.188,2.37562
0.0399,-89.6841,2.41111
0.04,-89.6841,2.41111
0.04,-53.2779,2.4475
0.0401,-53.2779,2.4475
0.0401,-16.6375,2.48412
0.0402,-16.6375,2.48412
0.0402,19.5691,2.52031
0.0403,19.5691,2.52031
0.0403,54.6775,2.55541
0.0404,54.6775,2.55541
0.0404,88.0317,2.58875
0.0405,88.0317,2.58875
0.0405,118.988,2.61969
0.0406,118.988,2.61969
0.0406,146.918,2.64761
0.0407,146.918,2.64761
0.0407,171.215,2.67189
0.0408,171.215,2.67189
0.0408,191.294,2.69196
0.0409,191.294,2.69196
0.0409,206.601,2.70725
0.041,206.601,2.70725
0.041,216.61,2.71724
0.0411,216.61,2.71724
0.0411,220.829,2.72145
0.0412,220.829,2.72145
0.0412,218.807,2.71942
0.0413,218.807,2.71942
0.0413,210.13,2.71073
0.0414,210.13,2.71073
0.0414,194.428,2.69501
0.0415,194.428,2.69501
0.0415,171.377,2.67195
0.0416,171.377,2.67195
0.0416,140.7,2.64126
0.0417,140.7,2.64126
0.0417,102.169,2.60272
0.0418,102.169,2.60272
0.0418,55.6071,2.55614
0.0419,55.6071,2.55614
0.0419,1.8511,2.50046
0.042,1.8511,2.50046
0.042,-53.8925,2.4303
0.0421,-53.8925,2.4303
0.0421,-110.928,2.34485
0.0422,-110.928,2.34485
0.0422,-169.365,2.24414
0.0423,-169.365,2.24414
0.0423,-229.298,2.12821
0.0424,-229.298,2.12821
0.0424,-289.373,-122.746
0.0425,-289.373,-122.746
0.0425,-279.527,-136.596
0.0426,-279.527,-136.596
0.0426,-264.32,-150.615
0.0427,-264.32,-150.615
0.0427,-244.295,-164.802
0.0428,-244.295,-164.802
0.0428,-220.025,-179.159
0.0429,-220.025,-179.159
0.0429,-192.109,-193.684
0.043,-192.109,-193.684
0.043,-161.167,-208.373
0.0431,-161.167,-208.373
0.0431,-127.836,-223.22
0.0432,-127.836,-223.22
0.0432,-92.7699,-238.216
0.0433,-92.7699,-238.216
0.0433,-56.6284,-253.352
0.0434,-56.6284,-253.352
0.0434,-20.0788,-268.613
0.0435,-20.0788,-268.613
0.0435,16.2111,-283.987
0.0436,16.2111,-283.987
0.0436,51.5758,-299.455
0.0437,51.5758,-299.455
0.0437,85.3574,-314.997
0.0438,85.3574,-314.997
0.0438,116.909,-330.593
0.0439,116.909,-330.593
0.0439,145.598,-346.22
0.044,145.598,-346.22
0.044,170.812,-361.85
0.0441,170.812,-361.85
0.0441,191.961,-377.458
0.0442,191.961,-377.458
0.0442,208.481,-393.013
0.0443,208.481,-393.013
0.0443,219.84,-408.485
0.0444,219.84,-408.485
0.0444,225.538,-423.841
0.0445,225.538,-423.841
0.0445,225.111,-439.046
0.0446,225.111,-439.046
0.0446,218.135,-454.067
0.0447,218.135,-454.067
0.0447,204.23,-468.865
0.0448,204.23,-468.865
0.0448,183.059,-483.404
0.0449,183.059,-483.404
0.0449,154.332,-497.644
0.045,154.332,-497.644
0.045,117.809,-511.548
0.0451,117.809,-511.548
0.0451,73.2982,-525.075
0.0452,73.2982,-525.075
0.0452,20.75,-536.205
0.0453,20.75,-536.205
0.0453,-35.4554,-536.166
0.0454,-35.4554,-536.166
0.0454,-92.9108,-535.763
0.0455,-92.9108,-535.763
0.0455,-151.722,-534.985
0.0456,-151.722,-534.985
0.0456,-211.983,-533.825
0.0457,-211.983,-533.825
0.0457,-273.774,-532.271
0.0458,-273.774,-532.271
0.0458,-286.941,-530.379
0.0459,-286.941,-530.379
0.0459,-274.032,-528.519
0.046,-274.032,-528.519
0.046,-256.096,-526.767
0.0461,-256.096,-526.767
0.0461,-233.695,-525.155
0.0462,-233.695,-525.155
0.0462,-207.417,-523.709
0.0463,-207.417,-523.709
0.0463,-177.871,-522.452
0.0464,-177.871,-522.452
0.0464,-145.688,-521.405
0.0465,-145.688,-521.405
0.0465,-111.514,-520.581
0.0466,-111.514,-520.581
0.0466,-76.0046,-519.99
0.0467,-76.0046,-519.99
0.0467,-39.8235,-519.64
0.0468,-39.8235,-519.64
0.0468,-3.63727,-519.532
0.0469,-3.63727,-519.532
0.0469,31.8889,-519.662
0.047,31.8889,-519.662
0.047,66.0953,-520.024
0.0471,66.0953,-520.024
0.0471,98.3314,-520.606
0.0472,98.3314,-520.606
0.0472,127.961,-521.391
0.0473,127.961,-521.391
0.0473,154.364,-522.361
0.0474,154.364,-522.361
0.0474,176.942,-523.49
