"time","q1@hydraulic","p2@presscontrol01"
0.117,0.0138935,0.00146589
0.118,0.0175958,0.00200998
0.119,0.0219318,0.00269963
0.12,0.0269491,0.00356016
0.121,0.0326914,0.00461899
0.122,0.0391978,0.00590555
0.123,0.0465026,0.00745128
0.124,0.0546341,0.00928949
0.125,0.0636144,0.0114553
0.126,0.0734589,0.0139857
0.127,0.0841754,0.0169191
0.128,0.0957644,0.0202957
0.129,0.108218,0.0241573
0.13,0.121521,0.0285469
0.131,0.135648,0.0335094
0.132,0.150567,0.0390906
0.133,0.166235,0.0453382
0.134,0.182603,0.0523009
0.135,0.19961,0.0600291
0.136,0.217188,0.0685741
0.137,0.23526,0.0779889
0.138,0.253742,0.0883276
0.139,0.272538,0.0996456
0.14,0.291548,0.111999
0.141,0.310661,0.125446
0.142,0.329762,0.140044
0.143,0.348728,0.155852
0.144,0.367431,0.17293
0.145,0.385738,0.191335
0.146,0.403514,0.211126
0.147,0.420621,0.23236
0.148,0.436922,0.255092
0.149,0.452283,0.279373
0.15,0.466574,0.305254
0.151,0.479673,0.332776
0.152,0.49147,0.36198
0.153,0.501872,0.392896
0.154,0.510803,0.425549
0.155,0.518213,0.459956
0.156,0.524083,0.496124
0.157,0.528425,0.534051
0.158,0.531295,0.573731
0.159,0.53279,0.615147
0.16,0.533059,0.658283
0.161,0.5323,0.703119
0.162,0.530763,0.749644
0.163,0.528752,0.797855
0.164,0.526614,0.847771
0.165,0.52474,0.899438
0.166,0.523542,0.952943
0.167,0.523447,1.00842
0.168,0.524868,1.06606
0.169,0.52818,1.12612
0.17,0.533688,1.18894
0.171,0.541593,1.25493
0.172,0.551951,1.32457
0.173,0.564637,1.3984
0.174,0.579307,1.47704
0.175,0.595367,1.5611
0.176,0.611951,1.60495
0.177,0.645726,1.61842
0.178,0.709455,1.62676
0.179,0.805984,1.63857
0.18,0.9346,1.65633
0.181,1.09336,1.68053
0.182,1.27982,1.71104
0.183,1.49123,1.74748
0.184,1.72464,1.78932
0.185,1.97689,1.83599
0.186,2.24468,1.88682
0.187,2.52455,1.94111
0.188,2.81293,1.9981
0.189,3.10618,2.05699
0.19,3.40065,2.11698
0.191,3.69272,2.17725
0.192,3.97881,2.23701
0.193,4.25549,2.29548
0.194,4.51953,2.35193
0.195,4.76788,2.40566
0.196,4.9978,2.45604
0.197,5.20687,2.50251
0.198,5.39299,2.5446
0.199,5.55446,2.58188
0.2,5.68999,2.61404
0.201,5.79867,2.64084
0.202,5.88,2.66213
0.203,5.93391,2.67786
0.204,5.96065,2.68802
0.205,5.96077,2.69271
0.206,5.93516,2.69207
0.207,5.88495,2.68631
0.208,5.8115,2.67567
0.209,5.71637,2.66045
0.21,5.60129,2.64099
0.211,5.4681,2.61762
0.212,5.31871,2.59075
0.213,5.15509,2.56074
0.214,4.97923,2.528
0.215,4.7931,2.49292
0.216,4.59864,2.45588
0.217,4.3977,2.41728
0.218,4.19209,2.37746
0.219,3.98352,2.33677
0.22,3.77357,2.29555
0.221,3.56375,2.2541
0.222,3.35544,2.21271
0.223,3.14991,2.17163
0.224,2.94831,2.1311
0.225,2.7517,2.09135
0.226,2.56102,2.05257
0.227,2.3771,2.01494
0.228,2.20068,1.97862
0.229,2.03241,1.94374
0.23,1.87287,1.91043
0.231,1.72252,1.87879
0.232,1.58179,1.84892
0.233,1.45101,1.8209
0.234,1.33047,1.79479
0.235,1.22038,1.77065
0.236,1.1209,1.74853
0.237,1.03216,1.72845
0.238,0.954216,1.71045
0.239,0.887092,1.69455
0.24,0.83077,1.68076
0.241,0.785192,1.66907
0.242,0.750262,1.6595
0.243,0.725846,1.65201
0.244,0.711777,1.64661
0.245,0.707851,1.64326
0.246,0.713829,1.64193
0.247,0.729438,1.64259
0.248,0.754372,1.64518
0.249,0.788289,1.64966
0.25,0.830815,1.65597
0.251,0.881538,1.66403
0.252,0.940015,1.67378
0.253,1.00577,1.68512
0.254,1.07829,1.69797
0.255,1.15704,1.71223
0.256,1.24143,1.72779
0.257,1.33088,1.74454
0.258,1.42475,1.76235
0.259,1.52238,1.7811
0.26,1.62311,1.80065
0.261,1.72624,1.82087
0.262,1.83107,1.8416
0.263,1.93688,1.86272
0.264,2.04296,1.88406
0.265,2.1486,1.90548
0.266,2.25308,1.92683
0.267,2.35571,1.94796
0.268,2.45582,1.96872
0.269,2.55275,1.98898
0.27,2.64589,2.00861
0.271,2.73466,2.02747
0.272,2.81851,2.04544
0.273,2.89695,2.06242
0.274,2.96953,2.0783
0.275,3.03588,2.09299
0.276,3.09565,2.10641
0.277,3.14858,2.1185
0.278,3.19446,2.12921
0.279,3.23314,2.13849
0.28,3.26454,2.14632
0.281,3.28863,2.15267
0.282,3.30546,2.15756
0.283,3.31512,2.16098
0.284,3.31776,2.16296
0.285,3.31359,2.16354
0.286,3.30284,2.16274
0.287,3.28581,2.16063
0.288,3.26284,2.15727
0.289,3.23429,2.15272
0.29,3.20055,2.14705
0.291,3.16204,2.14035
0.292,3.11919,2.13271
0.293,3.07247,2.12419
0.294,3.02232,2.11491
0.295,2.96921,2.10495
0.296,2.91362,2.09439
0.297,2.856,2.08335
0.298,2.79682,2.0719
0.299,2.73652,2.06013
0.3,2.67555,2.04814
0.301,2.61432,2.03601
0.302,2.55323,2.02383
0.303,2.49269,2.01167
0.304,2.43304,1.99962
0.305,2.37465,1.98773
0.306,2.31783,1.97609
0.307,2.26289,1.96475
0.308,2.21009,1.95378
0.309,2.1597,1.94322
0.31,2.11193,1.93314
0.311,2.067,1.92356
0.312,2.02509,1.91455
0.313,1.98634,1.90612
0.314,1.95089,1.89832
0.315,1.91885,1.89117
0.316,1.89031,1.88469
0.317,1.86532,1.8789
0.318,1.84393,1.87382
0.319,1.82616,1.86944
0.32,1.812,1.86579
0.321,1.80144,1.86285
0.322,1.79443,1.86063
0.323,1.79092,1.85912
0.324,1.79081,1.85831
0.325,1.79403,1.85818
0.326,1.80046,1.85872
0.327,1.80998,1.85991
0.328,1.82243,1.86171
0.329,1.83767,1.86411
0.33,1.85553,1.86708
0.331,1.87583,1.87057
0.332,1.89838,1.87456
0.333,1.92298,1.87901
0.334,1.94943,1.88388
0.335,1.97752,1.88912
0.336,2.00701,1.8947
0.337,2.0377,1.90058
0.338,2.06935,1.9067
0.339,2.10174,1.91302
0.34,2.13465,1.91949
0.341,2.16784,1.92608
0.342,2.20109,1.93273
0.343,2.23419,1.9394
0.344,2.26693,1.94604
0.345,2.2991,1.95261
0.346,2.3305,1.95908
0.347,2.36094,1.96539
0.348,2.39026,1.97152
0.349,2.41828,1.97742
0.35,2.44486,1.98307
0.351,2.46985,1.98843
0.352,2.49313,1.99347
0.353,2.51459,1.99817
0.354,2.53415,2.00251
0.355,2.55172,2.00646
0.356,2.56723,2.01002
0.357,2.58066,2.01316
0.358,2.59195,2.01589
0.359,2.60111,2.01819
0.36,2.60812,2.02006
0.361,2.61301,2.0215
0.362,2.61581,2.02252
0.363,2.61656,2.02311
0.364,2.61531,2.0233
0.365,2.61215,2.02308
0.366,2.60713,2.02248
0.367,2.60036,2.02151
0.368,2.59194,2.02019
0.369,2.58197,2.01853
0.37,2.57056,2.01656
0.371,2.55784,2.01431
0.372,2.54393,2.01179
0.373,2.52897,2.00903
0.374,2.51307,2.00606
0.375,2.49638,2.0029
0.376,2.47903,1.99958
0.377,2.46116,1.99613
0.378,2.44289,1.99257
0.379,2.42436,1.98893
0.38,2.40569,1.98524
0.381,2.38702,1.98151
0.382,2.36846,1.97778
0.383,2.35013,1.97408
0.384,2.33214,1.97041
0.385,2.31459,1.96681
0.386,2.29758,1.9633
0.387,2.28121,1.95989
0.388,2.26556,1.95661
0.389,2.2507,1.95347
0.39,2.23671,1.95048
0.391,2.22364,1.94767
0.392,2.21156,1.94504
0.393,2.20051,1.9426
0.394,2.19053,1.94037
0.395,2.18165,1.93835
0.396,2.17389,1.93655
0.397,2.16727,1.93497
0.398,2.16179,1.93362
0.399,2.15747,1.9325
0.4,2.15428,1.9316
0.401,2.15222,1.93094
0.402,2.15127,1.9305
0.403,2.1514,1.93028
0.404,2.15258,1.93028
0.405,2.15477,1.93049
0.406,2.15793,1.9309
0.407,2.16202,1.93151
0.408,2.16697,1.9323
0.409,2.17273,1.93327
0.41,2.17925,1.93441
0.411,2.18645,1.93569
0.412,2.19428,1.93712
0.413,2.20267,1.93867
0.414,2.21154,1.94033
0.415,2.22083,1.9421
0.416,2.23047,1.94395
0.417,2.24038,1.94587
0.418,2.25049,1.94784
0.419,2.26073,1.94986
0.42,2.27103,1.95191
0.421,2.28133,1.95397
0.422,2.29155,1.95603
0.423,2.30163,1.95808
0.424,2.31151,1.9601
0.425,2.32114,1.96208
0.426,2.33045,1.96401
0.427,2.3394,1.96589
0.428,2.34794,1.96768
0.429,2.35601,1.9694
0.43,2.36359,1.97103
0.431,2.37064,1.97256
0.432,2.37713,1.97398
0.433,2.38303,1.97529
0.434,2.38832,1.97648
0.435,2.39298,1.97755
0.436,2.397,1.9785
0.437,2.40038,1.97932
0.438,2.4031,1.98
0.439,2.40518,1.98056
0.44,2.40661,1.98099
0.441,2.40741,1.98129
0.442,2.40759,1.98146
0.443,2.40717,1.98151
0.444,2.40616,1.98144
0.445,2.4046,1.98125
0.446,2.4025,1.98095
0.447,2.3999,1.98054
0.448,2.39683,1.98003
0.449,2.39333,1.97943
0.45,2.38943,1.97874
0.451,2.38516,1.97796
0.452,2.38057,1.97712
0.453,2.37569,1.97621
0.454,2.37057,1.97524
0.455,2.36524,1.97422
0.456,2.35976,1.97316
0.457,2.35415,1.97207
0.458,2.34845,1.97095
0.459,2.34272,1.96981
0.46,2.33697,1.96867
0.461,2.33126,1.96752
0.462,2.32562,1.96638
0.463,2.32008,1.96525
0.464,2.31468,1.96414
0.465,2.30944,1.96305
0.466,2.3044,1.962
0.467,2.29958,1.96099
0.468,2.295,1.96002
0.469,2.29069,1.9591
0.47,2.28667,1.95824
0.471,2.28296,1.95743
0.472,2.27956,1.95668
0.473,2.2765,1.95599
0.474,2.27377,1.95537
0.475,2.2714,1.95482
0.476,2.26938,1.95433
0.477,2.26772,1.95392
0.478,2.26641,1.95358
0.479,2.26546,1.95331
0.48,2.26486,1.95312
0.481,2.26461,1.95299
0.482,2.26469,1.95293
0.483,2.26509,1.95294
0.484,2.26581,1.95301
0.485,2.26683,1.95315
0.486,2.26813,1.95334
0.487,2.2697,1.9536
0.488,2.27152,1.9539
0.489,2.27357,1.95426
0.49,2.27583,1.95467
0.491,2.27828,1.95511
0.492,2.2809,1.9556
0.493,2.28366,1.95612
0.494,2.28655,1.95667
0.495,2.28955,1.95725
0.496,2.29262,1.95784
0.497,2.29575,1.95846
0.498,2.29892,1.95908
0.499,2.30211,1.95971
0.5,2.30528,1.96035
0.501,2.30843,1.96099
0.502,2.31154,1.96162
0.503,2.31457,1.96224
0.504,2.31753,1.96285
0.505,2.32039,1.96344
0.506,2.32313,1.96401
0.507,2.32574,1.96457
0.508,2.32821,1.96509
0.509,2.33052,1.96559
0.51,2.33267,1.96605
0.511,2.33465,1.96649
0.512,2.33644,1.96689
0.513,2.33805,1.96725
0.514,2.33946,1.96757
0.515,2.34067,1.96786
0.516,2.34169,1.96811
0.517,2.34251,1.96832
0.518,2.34313,1.96848
0.519,2.34355,1.96861
0.52,2.34377,1.9687
0.521,2.34381,1.96875
0.522,2.34366,1.96876
0.523,2.34334,1.96874
0.524,2.34284,1.96867
0.525,2.34218,1.96858
0.526,2.34137,1.96845
0.527,2.34042,1.96829
0.528,2.33933,1.9681
0.529,2.33812,1.96789
0.53,2.33679,1.96765
0.531,2.33537,1.96739
0.532,2.33387,1.96711
0.533,2.33229,1.96681
0.534,2.33064,1.96649
0.535,2.32895,1.96616
0.536,2.32722,1.96583
0.537,2.32546,1.96548
0.538,2.3237,1.96513
0.539,2.32193,1.96478
0.54,2.32017,1.96442
0.541,2.31843,1.96407
0.542,2.31673,1.96372
0.543,2.31507,1.96338
0.544,2.31345,1.96305
0.545,2.3119,1.96273
0.546,2.31042,1.96242
0.547,2.30902,1.96212
0.548,2.3077,1.96183
0.549,2.30646,1.96157
0.55,2.30533,1.96132
0.551,2.30429,1.96109
0.552,2.30335,1.96088
0.553,2.30252,1.96069
0.554,2.3018,1.96052
0.555,2.30119,1.96038
0.556,2.30068,1.96025
0.557,2.30029,1.96015
0.558,2.30001,1.96007
0.559,2.29984,1.96001
0.56,2.29977,1.95997
0.561,2.2998,1.95996
0.562,2.29994,1.95996
0.563,2.30017,1.95999
0.564,2.3005,1.96003
0.565,2.30091,1.96009
0.566,2.3014,1.96017
0.567,2.30197,1.96027
0.568,2.30261,1.96038
0.569,2.30332,1.96051
0.57,2.30408,1.96065
0.571,2.30489,1.9608
0.572,2.30575,1.96096
0.573,2.30665,1.96113
0.574,2.30758,1.96131
0.575,2.30853,1.96149
0.576,2.3095,1.96168
0.577,2.31047,1.96188
0.578,2.31146,1.96207
0.579,2.31244,1.96227
0.58,2.31341,1.96247
0.581,2.31436,1.96266
0.582,2.3153,1.96285
0.583,2.3162,1.96304
0.584,2.31708,1.96322
0.585,2.31792,1.9634
0.586,2.31872,1.96357
0.587,2.31948,1.96373
0.588,2.32019,1.96388
0.589,2.32084,1.96402
0.59,2.32145,1.96415
0.591,2.32199,1.96428
0.592,2.32248,1.96439
0.593,2.32291,1.96449
0.594,2.32328,1.96457
0.595,2.32358,1.96465
0.596,2.32383,1.96471
0.597,2.32401,1.96476
0.598,2.32414,1.9648
0.599,2.3242,1.96482
0.6,2.32421,1.96484
0.601,2.32416,1.96484
0.602,2.32405,1.96483
0.603,2.32389,1.96481
0.604,2.32368,1.96478
0.605,2.32343,1.96474
0.606,2.32313,1.96469
0.607,2.32279,1.96463
0.608,2.32242,1.96457
0.609,2.322,1.96449
0.61,2.32156,1.96441
0.611,2.3211,1.96432
0.612,2.32061,1.96423
0.613,2.3201,1.96413
0.614,2.31958,1.96403
0.615,2.31904,1.96393
0.616,2.3185,1.96382
0.617,2.31796,1.96371
0.618,2.31741,1.9636
0.619,2.31687,1.96349
0.62,2.31633,1.96339
0.621,2.31581,1.96328
0.622,2.3153,1.96317
0.623,2.3148,1.96307
0.624,2.31433,1.96297
0.625,2.31387,1.96288
0.626,2.31344,1.96278
0.627,2.31304,1.9627
0.628,2.31266,1.96262
0.629,2.31231,1.96254
0.63,2.31199,1.96247
0.631,2.31171,1.96241
0.632,2.31146,1.96235
0.633,2.31124,1.9623
0.634,2.31105,1.96225
0.635,2.3109,1.96221
0.636,2.31078,1.96218
0.637,2.3107,1.96216
0.638,2.31065,1.96214
0.639,2.31063,1.96213
0.64,2.31065,1.96213
0.641,2.31069,1.96213
0.642,2.31077,1.96214
0.643,2.31087,1.96215
0.644,2.311,1.96217
0.645,2.31115,1.9622
0.646,2.31133,1.96223
0.647,2.31153,1.96226
0.648,2.31175,1.9623
0.649,2.31199,1.96235
0.65,2.31224,1.96239
0.651,2.31251,1.96244
0.652,2.31278,1.9625
0.653,2.31307,1.96255
0.654,2.31337,1.96261
0.655,2.31366,1.96267
0.656,2.31397,1.96273
0.657,2.31427,1.96279
0.658,2.31457,1.96285
0.659,2.31487,1.96291
0.66,2.31516,1.96297
0.661,2.31545,1.96303
0.662,2.31573,1.96308
0.663,2.316,1.96314
0.664,2.31626,1.96319
0.665,2.3165,1.96325
0.666,2.31673,1.9633
0.667,2.31695,1.96334
0.668,2.31715,1.96339
0.669,2.31734,1.96343
0.67,2.3175,1.96346
0.671,2.31765,1.9635
0.672,2.31778,1.96353
0.673,2.31789,1.96355
0.674,2.31799,1.96358
0.675,2.31806,1.9636
0.676,2.31811,1.96361
0.677,2.31815,1.96362
0.678,2.31817,1.96363
0.679,2.31817,1.96363
0.68,2.31815,1.96363
0.681,2.31812,1.96363
0.682,2.31807,1.96362
0.683,2.318,1.96361
0.684,2.31792,1.9636
0.685,2.31783,1.96359
0.686,2.31772,1.96357
0.687,2.3176,1.96355
0.688,2.31748,1.96352
0.689,2.31734,1.9635
0.69,2.3172,1.96347
0.691,2.31704,1.96344
0.692,2.31689,1.96341
0.693,2.31673,1.96338
0.694,2.31656,1.96335
0.695,2.31639,1.96332
0.696,2.31622,1.96328
0.697,2.31606,1.96325
0.698,2.31589,1.96322
0.699,2.31573,1.96318
0.7,2.31556,1.96315
