"time","FMU_Interface_OUT0_Primary Angle","FMU_Interface_OUT1_Secondary Angle","FMU_Interface_OUT2_Primary Speed","FMU_Interface_OUT3_Secondary Speed","FMU_Interface_OUT4_Primary Acceleration","FMU_Interface_OUT5_Secondary Acceleration","FMU_Interface_OUT6_Primary Torque","FMU_Interface_OUT7_Secondary Torque","FMU_Interface_OUT8_Torque Friction","FMU_Interface_OUT9_Spring Actual Angle"
3.9,44243.393578447802,44219.867995434397,2200,2200,-2.8421171735237924e-009,-2.8421171735237924e-009,-65.272525324675073,118.1563950727472,52.879222026265765,136.47441698659807
4,45562.468535021988,45539.867995315763,2200.0000000000005,2200.0000000000005,2.842151943988141e-009,2.842151943988141e-009,-65.272525324675073,100.49043491450071,34.9255786020465,137.39946029378197
4.1,46881.316355573828,46859.867995197143,2200,2200,0,0,-65.272525324675073,80.083556314458562,14.93826914061804,138.55163962331017
4.2,48199.948552298294,48179.867995078523,2200.0000000000005,2200.0000000000005,2.8421074898459728e-009,2.8421074898459728e-009,-65.272525324675073,63.8399307464625,-1.3201268664434742,139.91944278022149
4.3,49518.378791832394,49499.867994959888,2200,2200,-2.8421264891506682e-009,-2.8421264891506682e-009,-65.272525324675073,46.777986136193512,-18.443316594656999,141.48920312749649
4.4,50836.622758702637,50819.867994841261,2200,2200,-2.8421010345656306e-009,-2.8421010345656306e-009,-65.272525324675073,31.61090381552026,-33.508377705403099,143.24523613862348
4.5,52154.69799861042,52139.867994722648,2200.0000000000005,2200.0000000000005,2.8421465640829847e-009,2.8421465640829847e-009,-65.272525324675073,16.602914464768745,-48.620990068096404,145.16999611222855
4.6,53472.623743121119,53459.867994604014,2200,2200,-2.5454837472890433e-014,-2.5454837472890433e-014,-65.272525324675073,3.2081610141308063,-62.313908236040447,147.24425148289833
4.7,54790.420717508765,54779.867994485401,2200,2200,-2.8421444120704354e-009,-2.8421444120704354e-009,-65.272525324675073,-10,-75.18909504018103,149.27325719239215
4.8,56108.110933675853,56099.867994366767,2200,2200,2.8421709430404007e-009,2.8421709430404007e-009,-65.272525324675073,-10,-75.18909504018103,149.27325719239215
4.9,57425.717470217758,57419.867994248154,2200.0000000000005,2200.0000000000005,5.6842558371332563e-009,5.6842558371332563e-009,-65.272525324675073,-10,-75.18909504018103,149.27325719239215
5,58743.264241825585,58739.867994126122,2200,2200,0,0,-65.272525324675073,-10,-75.18909504018103,149.27325719239215
5.1,60060.775760286939,60059.867993942345,2200,2200,-3.083474262895657e-014,-3.083474262895657e-014,-65.272525324675073,-10,-75.18909504018103,149.27325719239215
5.2,61378.276889746703,61379.867993758591,2200,2200,-2.842107121290158e-009,-2.842107121290158e-009,10,-86.047223687751043,-77.006996328038298,149.30470213647433
5.3,62695.792598091415,62699.86799357483,2200,2200,2.8421709430404007e-009,2.8421709430404007e-009,10,-88.07107357597873,-77.50994782673115,149.08183502841339
5.4,64013.347707540292,64019.867993391075,2200.0000000000005,2200.0000000000005,2.8421028172650589e-009,2.8421028172650589e-009,10,-86.46104476104874,-76.931650145928515,149.30047979810342
5.5,65330.966646629691,65339.867993207306,2200,2200,-2.8421709430404007e-009,-2.8421709430404007e-009,10,-87.793498998239983,-77.496747775480685,149.11333486291784
5.6,66648.673206131338,66659.867993023538,2200,2200,0,0,12.155702627136403,-89.803707510211296,-77.797156567197533,148.80521310779915
5.7,67966.490301342768,67979.867992839791,2200,2200,0,0,23.570825610813781,-105.9317970496505,-82.520065704503793,146.62230850297647
5.8,69284.439743125156,69299.867992656014,2200,2200,0,0,34.497741416426223,-120.87508050781652,-86.527511920725232,144.57175046914335
5.9,70602.542019976623,70619.867992472253,2200,2200,0,0,44.642588973026932,-134.63318089689955,-90.128907728893708,142.67402750436941
6,71920.816093317684,71939.867992288491,2200,2200,0,0,53.885992028603631,-147.12298462499319,-93.316748648197219,140.94810102918404
6.1,73239.27920803515,73259.86799210473,2200,2200,-2.8421293484874595e-009,-2.8421293484874595e-009,62.125695526424813,-158.18338097936768,-95.883039929620935,139.41121593043135
6.2,74557.946720176944,74579.867991920968,2200,2200,-2.842128272354967e-009,-2.842128272354967e-009,69.344075974476283,-167.75584065888521,-98.081324393017695,138.07872825597562
6.3,75876.831943519428,75899.867991737206,2200.0000000000005,2200.0000000000005,5.6842543929498204e-009,5.6842543929498204e-009,75.35854824589164,-175.67602116528462,-100.37497688620741,136.96395178222599
6.4,77195.946016540634,77219.867991553459,2200,2200,-4.4822697983120269e-014,-4.4822697983120269e-014,80.238685422551725,-181.97046562087701,-101.88286004614294,136.07802498718459
6.5,78515.297791128251,78539.867991369683,2200.0000000000005,2200.0000000000005,-4.5898578040137618e-014,-4.5898578040137618e-014,83.617612071100822,-186.54703148249237,-102.8996766725319,135.42979975857156
6.6,79834.893744134475,79859.867991185922,2200,2200,-2.8420300196661094e-009,-2.8420300196661094e-009,85.864563199141799,-189.51946367586251,-103.53910401466106,135.02575294856285
6.7,81154.737912661498,81179.86799100216,2200,2200,-4.8050590589662011e-014,-4.8050590589662011e-014,86.753872842333436,-190.60736052347377,-103.82601369036234,134.86992165933478
6.8,82474.831853724012,82499.867990818384,2200.0000000000005,2200.0000000000005,5.6841945066688614e-009,5.6841945066688614e-009,66.753872842333436,-167.0658589728815,-100.28679260597644,134.96386290562046
6.9,83795.174628692184,83819.867990634637,2200,2200,-2.8420203352309832e-009,-2.8420203352309832e-009,66.753872842333436,-154.14354018223261,-87.364473815327557,135.30663805755887
7,85115.762812669971,85139.867990450875,2200,2200,-2.8421196645572046e-009,-2.8421196645572046e-009,66.753872842333436,-131.96951969030741,-65.190453323402366,135.89482221911234
7.1,86436.590528715649,86459.867990267099,2200.0000000000005,2200.0000000000005,5.6841848229910417e-009,5.6841848229910417e-009,66.753872842333436,-109.6142665312228,-42.884512508042874,136.72253844854069
7.2,87757.649506562302,87779.867990083352,2200,2200,-5.3430495745728148e-014,-5.3430495745728148e-014,66.753872842333436,-90.337043812016276,-23.566411688170074,137.78151647895805
7.3,89078.929165251451,89099.867989899591,2200,2200,-2.842116436664598e-009,-2.842116436664598e-009,66.753872842333436,-72.630400549579264,-5.8643510433011263,139.06117535187397
7.4,90400.416718854685,90419.867989715829,2200,2200,-2.8420041955155152e-009,-2.8420041955155152e-009,66.753872842333436,-55.12830906572583,11.639234669866111,140.54872913886513
7.5,91722.097304226263,91739.867989532053,2200,2200,0,0,66.753872842333436,-39.669458062474959,27.082199784804931,142.22931469419237
7.6,93043.954129510821,93059.867989348291,2200,2200,2.8421132087719915e-009,2.8421132087719915e-009,66.753872842333436,-23.815796924486392,42.938725716938173,144.08614016253611
7.7,94365.968641922111,94379.86798916453,2200,2200,-5.8810400901794278e-014,-5.8810400901794278e-014,66.753872842333436,-10.191399308624636,56.553401607413626,146.10065275756804
7.8,95688.12071311615,95699.867988980768,2200,2200,0,0,66.753872842333436,3.9771743575752896,70.73024485650194,148.25272413539179
7.9,97010.388840307132,97019.867988797007,2200.0000000000005,2200.0000000000005,2.8420490182134982e-009,2.8420490182134982e-009,66.753872842333436,10,76.753872842333436,149.21652829364882
8,98332.750361116065,98339.867988613245,2200,2200,-6.2038293502825928e-014,-6.2038293502825928e-014,66.753872842333436,10,76.753872842333436,149.21652829364882
8.1,99655.181680005815,99659.867988429483,2200,2200,2.8421078291192709e-009,2.8421078291192709e-009,66.753872842333436,10,76.753872842333436,149.21652829364882
8.2,100977.65850403988,100979.86798824572,2200,2200,6.4189801186881054e-014,6.4189801186881054e-014,66.753872842333436,10,76.753872842333436,149.21652829364882
8.3,102300.15608560943,102299.86798806196,2200,2200,0,0,-10,87.965659341160986,77.940068235208528,149.10856340377782
8.4,103622.64946970312,103619.8679878782,2200.0000000000005,2200.0000000000005,5.6841428598822861e-009,5.6841428598822861e-009,-10,87.797207044990259,77.772036584737251,149.13530321213977
8.5,104945.11374324949,104939.86798769444,2200,2200,-6.7417946228912486e-014,-6.7417946228912486e-014,-10,87.760247770497173,77.76354980370246,149.13808130811779
8.6,106267.52428404,106259.86798751066,2200,2200,-2.8421024492141146e-009,-2.8421024492141146e-009,-10,87.756103749473866,77.756953944985398,149.13860786999189
8.7,107589.85700674604,107579.8679873269,2200,2200,-2.8420318036277148e-009,-2.8420318036277148e-009,-10,87.745683966759543,77.747398101658931,149.13936906271002
8.8,108912.08860357165,108899.86798714317,2200,2200,0,0,-17.171375091288596,97.737786370052817,80.394013288979437,147.77938357151325
8.9,110234.19677713711,110219.86798695939,2200,2200,-2.8420992210690728e-009,-2.8420992210690728e-009,-28.453943172694117,113.02681976742744,84.579810898737577,145.67120982227442
9,111556.16046326724,111539.86798677563,2200,2200,7.2797851384978616e-014,7.2797851384978616e-014,-38.932109541923978,127.28446075229698,88.354271313011409,143.70752350838515
9.1,112877.96004145744,112859.86798659187,2200,2200,0,0,-48.577439518692302,140.29130949244637,91.714573820201721,141.90794513440733
9.2,114199.57753091553,114179.86798640808,2200,2200,0,0,-57.282461078816475,151.93464428008386,94.653539349823475,140.29045549255466
9.3,115520.99677021964,115499.86798622434,2200,2200,0,0,-64.947865292516553,162.11476769329209,97.168430552037989,138.87121600471329
9.4,116842.20357879794,116819.86798604058,2200,2200,0,0,-71.486410996942126,170.74417159705385,99.259301161646448,137.66440724263887
9.5,118163.18589869497,118139.86798593559,2200,2200,0,0,-76.8230266962196,177.74945131987735,100.92804160450065,136.68208724062725
9.6,119483.93391486672,119459.8679858821,2200,2200,0,0,-80.895902652290559,183.07165536827682,102.177435193176,135.93407101537167
9.7,120804.44015333087,120779.86798582862,2200,2200,0,0,-83.657636101077756,186.66628104097285,103.01036367927101,135.42783249775673
9.8,122124.69955591942,122099.86798577514,2200,2200,0,0,-85.075972655230217,188.50341147730975,103.4291761608646,135.16842985572535
9.9,123444.70953076694,123419.86798572165,2200,2200,0,0,-65.272530197202101,167.76700039520884,102.48982932002535,135.15845495471206
10,124764.46997820752,124739.86798566816,2200,2200,0,0,-65.272530197202101,158.73608368141507,93.458912606231593,135.39800746064108
10.1,126083.98329177062,126059.86798561466,2200,2200,0,0,-65.272530197202101,140.38843927984556,75.111268204662082,135.88469384404857
10.2,127403.25433426573,127379.8679855612,2200,2200,0,0,-65.272530197202101,114.7947536894882,49.276302834448487,136.61365129546323
10.3,128722.29038919471,128699.86798550769,2200,2200,0,0,-65.272530197202101,97.117417452730194,31.840525842114648,137.5775963129901
10.4,130041.10108797751,130019.86798545421,2200,2200,0,0,-65.272530197202101,77.63036605344368,12.418809822555446,138.76689747669147
10.5,131359.69831371828,131339.86798540072,2200,2200,0,0,-65.272530197202101,61.095558348625296,-4.138521777622679,140.16967168243596
10.6,132678.09608247317,132659.86798534723,2200,2200,-9.0013446910194374e-014,-9.0013446910194374e-014,-65.272530197202101,44.320530892801671,-20.888571840093523,141.77190287404298
10.7,133996.31040320665,133979.86798529376,2200,2200,0,0,-65.272530197202101,29.21557093635225,-36.39331205545853,143.55758208709588
10.8,135314.35911783506,135299.86798524027,2200,2200,-2.8419866116166104e-009,-2.8419866116166104e-009,-65.272530197202101,14.629681430035383,-50.848320573877885,145.50886740518533
10.9,136632.26172295641,136619.86798518678,2200,2200,0,0,-65.272530197202101,0.44868115780086831,-64.420180170691012,147.60626223036377
11,137950.03917504638,137939.86798513329,2200,2200,0,0,-65.272530197202101,-10,-75.272530197202101,149.27832328630427
11.1,139267.71368106856,139259.86798507979,2200.0000000000005,2200.0000000000005,2.8418847629842019e-009,2.8418847629842019e-009,-65.272530197202101,-10,-75.272530197202101,149.27832328630427
11.2,140585.30847658945,140579.86798502633,2200.0000000000005,2200.0000000000005,2.8419780035664123e-009,2.8419780035664123e-009,-65.272530197202101,-10,-75.272530197202101,149.27832328630427
11.3,141902.84759361669,141899.86798497287,2200,2200,-5.6840492492296473e-009,-5.6840492492296473e-009,-65.272530197202101,-10,-75.272530197202101,149.27832328630427
11.4,143220.35562047889,143219.86798491934,2200,2200,-5.6839474000923684e-009,-5.6839474000923684e-009,-65.272530197202101,-10,-75.272530197202101,149.27832328630427
11.5,144537.85745614747,144539.86798486585,2200,2200,2.8421709430404007e-009,2.8421709430404007e-009,10,-87.281975772483946,-77.037600092395493,149.1760310271529
11.6,145855.37806145399,145859.86798481236,2200.0000000000005,2200.0000000000005,5.6839387930519121e-009,5.6839387930519121e-009,10,-86.44389898100421,-76.776902517873523,149.23016858108176
11.7,147172.9422096902,147179.86798475889,2200.0000000000005,2200.0000000000005,2.8418653941139499e-009,2.8418653941139499e-009,10,-88.076982532764006,-77.207704615231393,149.12028886139012
11.8,148490.57423908112,148499.8679847054,2200,2200,-5.6840331095141797e-009,-5.6840331095141797e-009,10,-86.194743748168463,-76.845935047083429,149.24040527210011
11.9,149808.29780960589,149819.86798465194,2200,2200,-5.684029881874008e-009,-5.684029881874008e-009,13.757343121995762,-92.898112624430524,-78.907751816417061,148.42982495397774
12,151126.13566659478,151139.86798459842,2200,2200,2.8421709430404007e-009,2.8421709430404007e-009,25.265142164863946,-108.65258140667494,-83.233995369321462,146.26768199636729
