time,y1,y,y2,y3,y4,y5,y6,Q,QI
0,0,False,True,False,True,False,False,False,True
0.02,0,False,True,False,True,False,False,True,False
0.04,0,False,True,False,True,False,False,True,False
0.06,0,False,True,False,True,False,False,True,False
0.08,0,False,True,False,True,False,False,True,False
0.1,0,False,True,False,True,False,False,True,False
0.12,0,False,True,False,True,False,False,True,False
0.14,0,False,True,False,True,False,False,True,False
0.16,0,False,True,False,True,False,False,True,False
0.18,0,False,True,False,True,False,False,True,False
0.2,0,False,True,False,True,False,False,True,False
0.22,0,False,True,False,True,False,False,True,False
0.24,0,False,True,False,True,False,False,True,False
0.26,0,False,True,False,True,False,False,True,False
0.28,0,False,True,False,True,False,False,True,False
0.3,0,False,True,False,True,False,False,False,True
0.32,0,False,True,False,True,False,False,False,True
0.34,0,False,True,False,True,False,False,False,True
0.36,0,False,True,False,True,False,False,False,True
0.38,0,False,True,False,True,False,False,False,True
0.4,0,False,True,False,True,False,False,False,True
0.42,0,False,True,False,True,False,False,False,True
0.44,0,False,True,False,True,False,False,False,True
0.46,0,False,True,False,True,False,False,False,True
0.48,0,False,True,False,True,False,False,False,True
0.5,0,False,True,False,True,False,False,True,False
0.52,0,False,True,False,True,False,False,True,False
0.54,0,False,True,False,True,False,False,True,False
0.56,0,False,True,False,True,False,False,True,False
0.58,0,False,True,False,True,False,False,True,False
0.6,0,False,True,False,True,False,False,True,False
0.62,0,False,True,False,True,False,False,True,False
0.64,0,False,True,False,True,False,False,True,False
0.66,0,False,True,False,True,False,False,True,False
0.68,0,False,True,False,True,False,False,True,False
0.7,0,False,True,False,True,False,False,True,False
0.72,0,False,True,False,True,False,False,True,False
0.74,0,False,True,False,True,False,False,True,False
0.76,0,False,True,False,True,False,False,True,False
0.78,0,False,True,False,True,False,False,True,False
0.8,2,False,False,False,True,True,False,False,True
0.82,2,False,False,False,True,True,False,False,True
0.84,2,False,False,False,True,True,False,False,True
0.86,2,False,False,False,True,True,False,False,True
0.88,2,False,False,False,True,True,False,False,True
0.9,2,False,False,False,True,True,False,False,True
0.92,2,False,False,False,True,True,False,False,True
0.94,2,False,False,False,True,True,False,False,True
0.96,2,False,False,False,True,True,False,False,True
0.98,2,False,False,False,True,True,False,False,True
1,4,False,True,False,True,False,False,True,False
1.02,4,False,True,False,True,False,False,True,False
1.04,4,False,True,False,True,False,False,True,False
1.06,4,False,True,False,True,False,False,True,False
1.08,4,False,True,False,True,False,False,True,False
1.1,4,False,True,False,True,False,False,True,False
1.12,4,False,True,False,True,False,False,True,False
1.14,4,False,True,False,True,False,False,True,False
1.16,4,False,True,False,True,False,False,True,False
1.18,4,False,True,False,True,False,False,True,False
1.2,4,False,True,False,True,False,False,True,False
1.22,4,False,True,False,True,False,False,True,False
1.24,4,False,True,False,True,False,False,True,False
1.26,4,False,True,False,True,False,False,True,False
1.28,4,False,True,False,True,False,False,True,False
1.3,4,False,True,False,True,False,False,False,True
1.32,4,False,True,False,True,False,False,False,True
1.34,4,False,True,False,True,False,False,False,True
1.36,4,False,True,False,True,False,False,False,True
1.38,4,False,True,False,True,False,False,False,True
1.4,4,False,True,False,True,False,False,False,True
1.42,4,False,True,False,True,False,False,False,True
1.44,4,False,True,False,True,False,False,False,True
1.46,4,False,True,False,True,False,False,False,True
1.48,4,False,True,False,True,False,False,False,True
1.5,4,False,True,False,True,False,False,True,False
1.52,4,False,True,False,True,False,False,True,False
1.54,4,False,True,False,True,False,False,True,False
1.56,4,False,True,False,True,False,False,True,False
1.58,4,False,True,False,True,False,False,True,False
1.6,4,False,True,False,True,False,False,True,False
1.62,4,False,True,False,True,False,False,True,False
1.64,4,False,True,False,True,False,False,True,False
1.66,4,False,True,False,True,False,False,True,False
1.68,4,False,True,False,True,False,False,True,False
1.7,4,False,True,False,True,False,False,True,False
1.72,4,False,True,False,True,False,False,True,False
1.74,4,False,True,False,True,False,False,True,False
1.76,4,False,True,False,True,False,False,True,False
1.78,4,False,True,False,True,False,False,True,False
1.8,6,False,False,False,True,True,False,False,True
1.82,6,False,False,False,True,True,False,False,True
1.84,6,False,False,False,True,True,False,False,True
1.86,6,False,False,False,True,True,False,False,True
1.88,6,False,False,False,True,True,False,False,True
1.9,6,False,False,False,True,True,False,False,True
1.92,6,False,False,False,True,True,False,False,True
1.94,6,False,False,False,True,True,False,False,True
1.96,6,False,False,False,True,True,False,False,True
1.98,6,False,False,False,True,True,False,False,True
2,8,False,True,False,True,False,False,True,False
2.02,8,False,True,False,True,False,False,True,False
2.04,8,False,True,False,True,False,False,True,False
2.06,8,False,True,False,True,False,False,True,False
2.08,8,False,True,False,True,False,False,True,False
