"time","dataOut1","dataOut2"
0,1,1
0.1,1,1
0.2,1,1
0.3,1,1
0.4,1,1
0.5,1,1
0.6,1,1
0.7,1,1
0.8,1,1
0.9,1,1
1,1,1
1,1,1
1.1,1,1
1.2,1,1
1.3,1,1
1.4,1,1
1.5,1,1
1.6,1,1
1.7,1,1
1.8,1,1
1.9,1,1
2,1,1
2,1,1
2.1,1,1
2.2,1,1
2.3,1,1
2.4,1,1
2.5,1,1
2.6,1,1
2.7,1,1
2.8,1,1
2.9,1,1
3,1,1
3.1,1,1
3.2,1,1
3.3,1,1
3.4,1,1
3.5,1,1
3.6,1,1
3.7,1,1
3.8,1,1
3.9,1,1
4,1,1
4.1,1,1
4.2,1,1
4.3,1,1
4.4,1,1
4.5,1,1
4.6,1,1
4.7,1,1
4.8,1,1
4.9,1,1
5,1,1
5.1,1,1
5.2,1,1
5.3,1,1
5.4,1,1
5.5,1,1
5.6,1,1
5.7,1,1
5.8,1,1
5.9,1,1
6,1,1
6,3,3
6.1,3,3
6.2,3,3
6.3,3,3
6.4,3,3
6.5,3,3
6.6,3,3
6.7,3,3
6.8,3,3
6.9,3,3
7,3,3
7,3,3
7.1,3,3
7.2,3,3
7.3,3,3
7.4,3,3
7.5,3,3
7.6,3,3
7.7,3,3
7.8,3,3
7.9,3,3
8,3,3
8,3,3
8.1,3,3
8.2,3,3
8.3,3,3
8.4,3,3
8.5,3,3
8.6,3,3
8.7,3,3
8.8,3,3
8.9,3,3
9,3,3
9.1,3,3
9.2,3,3
9.3,3,3
9.4,3,3
9.5,3,3
9.6,3,3
9.7,3,3
9.8,3,3
9.9,3,3
10,3,3
10,3,3
10.1,3,3
10.2,3,3
10.3,3,3
10.4,3,3
10.5,3,3
10.6,3,3
10.7,3,3
10.8,3,3
10.9,3,3
11,3,3
11,3,3
11.1,3,3
11.2,3,3
11.3,3,3
11.4,3,3
11.5,3,3
11.6,3,3
11.7,3,3
11.8,3,3
11.9,3,3
12,3,3
12,3,3
12.1,3,3
12.2,3,3
12.3,3,3
12.4,3,3
12.5,3,3
12.6,3,3
12.7,3,3
12.8,3,3
12.9,3,3
13,3,3
13,4,3
13.1,4,3
13.2,4,3
13.3,4,3
13.4,4,3
13.5,4,3
13.6,4,3
13.7,4,3
13.8,4,3
13.9,4,3
14,4,3
14.1,4,3
14.2,4,3
14.3,4,3
14.4,4,3
14.5,4,3
14.6,4,3
14.7,4,3
14.8,4,3
14.9,4,3
15,4,3
15,4,3
15.1,4,3
15.2,4,3
15.3,4,3
15.4,4,3
15.5,4,3
15.6,4,3
15.7,4,3
15.8,4,3
15.9,4,3
16,4,3
16,4,2
16.1,4,2
16.2,4,2
16.3,4,2
16.4,4,2
16.5,4,2
16.6,4,2
16.7,4,2
16.8,4,2
16.9,4,2
17,4,2
17.1,4,2
17.2,4,2
17.3,4,2
17.4,4,2
17.5,4,2
17.6,4,2
17.7,4,2
17.8,4,2
17.9,4,2
18,4,2
18.1,4,2
18.2,4,2
18.3,4,2
18.4,4,2
18.5,4,2
18.6,4,2
18.7,4,2
18.8,4,2
18.9,4,2
19,4,2
19.1,4,2
19.2,4,2
19.3,4,2
19.4,4,2
19.5,4,2
19.6,4,2
19.7,4,2
19.8,4,2
19.9,4,2
20,4,2
20,3,2
20.1,3,2
20.2,3,2
20.3,3,2
20.4,3,2
20.5,3,2
20.6,3,2
20.7,3,2
20.8,3,2
20.9,3,2
21,3,2
21.1,3,2
21.2,3,2
21.3,3,2
21.4,3,2
21.5,3,2
21.6,3,2
21.7,3,2
21.8,3,2
21.9,3,2
22,3,2
22.1,3,2
22.2,3,2
22.3,3,2
22.4,3,2
22.5,3,2
22.6,3,2
22.7,3,2
22.8,3,2
22.9,3,2
23,3,2
23.1,3,2
23.2,3,2
23.3,3,2
23.4,3,2
23.5,3,2
23.6,3,2
23.7,3,2
23.8,3,2
23.9,3,2
24,3,2
24.1,3,2
24.2,3,2
24.3,3,2
24.4,3,2
24.5,3,2
24.6,3,2
24.7,3,2
24.8,3,2
24.9,3,2
25,3,2
25,3,2
