"time","dFFREG.dataOut[1]","dFFREG.dataOut[2]"
0,1,1
0.015,1,1
0.03,1,1
0.045,1,1
0.06,1,1
0.075,1,1
0.09,1,1
0.105,1,1
0.12,1,1
0.135,1,1
0.15,1,1
0.165,1,1
0.18,1,1
0.195,1,1
0.21,1,1
0.225,1,1
0.24,1,1
0.255,1,1
0.27,1,1
0.285,1,1
0.3,1,1
0.315,1,1
0.33,1,1
0.345,1,1
0.36,1,1
0.375,1,1
0.39,1,1
0.405,1,1
0.42,1,1
0.435,1,1
0.45,1,1
0.465,1,1
0.48,1,1
0.495,1,1
0.51,1,1
0.525,1,1
0.54,1,1
0.555,1,1
0.57,1,1
0.585,1,1
0.6,1,1
0.615,1,1
0.63,1,1
0.645,1,1
0.66,1,1
0.675,1,1
0.69,1,1
0.705,1,1
0.72,1,1
0.735,1,1
0.75,1,1
0.765,1,1
0.78,1,1
0.795,1,1
0.81,1,1
0.825,1,1
0.84,1,1
0.855,1,1
0.87,1,1
0.885,1,1
0.9,1,1
0.915,1,1
0.93,1,1
0.945,1,1
0.96,1,1
0.975,1,1
0.99,1,1
1.005,1,1
1.02,1,1
1.035,1,1
1.05,1,1
1.065,1,1
1.08,1,1
1.095,1,1
1.11,1,1
1.125,1,1
1.14,1,1
1.155,1,1
1.17,1,1
1.185,1,1
1.2,1,1
1.215,1,1
1.23,1,1
1.245,1,1
1.26,1,1
1.275,1,1
1.29,1,1
1.305,1,1
1.32,1,1
1.335,1,1
1.35,1,1
1.365,1,1
1.38,1,1
1.395,1,1
1.41,1,1
1.425,1,1
1.44,1,1
1.455,1,1
1.47,1,1
1.485,1,1
1.5,1,1
