time,headlight,light_switch_old_byType,off_counter,off_counter_byType,on_counter,on_counter_byType
1.16,1,2,78,78,0,0
1.17,1,2,79,79,0,0
1.18,1,2,80,80,0,0
1.19,1,2,81,81,0,0
1.2,1,2,82,82,0,0
1.21,1,2,83,83,0,0
1.22,1,2,84,84,0,0
1.23,1,2,85,85,0,0
1.24,1,2,86,86,0,0
1.25,1,2,87,87,0,0
1.26,1,2,88,88,0,0
1.27,1,2,89,89,0,0
1.28,1,2,90,90,0,0
1.29,1,2,91,91,0,0
1.3,1,2,92,92,0,0
1.31,1,2,93,93,0,0
1.32,1,2,94,94,0,0
1.33,1,2,95,95,0,0
1.34,1,2,96,96,0,0
1.35,1,2,97,97,0,0
1.36,1,2,98,98,0,0
1.37,1,2,99,99,0,0
1.38,1,2,100,100,0,0
1.39,1,2,101,101,0,0
1.4,1,2,102,102,0,0
1.41,1,2,103,103,0,0
1.42,1,2,104,104,0,0
1.43,1,2,105,105,0,0
1.44,1,2,106,106,0,0
1.45,1,2,107,107,0,0
1.46,1,2,108,108,0,0
1.47,1,2,109,109,0,0
1.48,1,2,110,110,0,0
1.49,0,2,0,0,0,0
1.5,0,2,0,0,0,0
1.51,0,2,0,0,0,0
1.52,0,2,0,0,0,0
1.53,0,2,0,0,0,0
1.54,0,2,0,0,0,0
1.55,0,2,0,0,0,0
1.56,0,2,0,0,0,0
1.57,0,2,0,0,0,0
1.58,0,2,0,0,0,0
1.59,0,2,0,0,0,0
1.6,0,2,0,0,0,0
1.61,0,2,0,0,0,0
1.62,0,2,0,0,0,0
1.63,0,2,0,0,0,0
1.64,0,2,0,0,0,0
1.65,0,2,0,0,0,0
1.66,0,2,0,0,0,0
1.67,0,2,0,0,1,1
1.68,0,2,0,0,2,2
1.69,0,2,0,0,3,3
1.7,0,2,0,0,4,4
1.71,0,2,0,0,5,5
1.72,0,2,0,0,6,6
1.73,0,2,0,0,7,7
1.74,0,2,0,0,8,8
1.75,0,2,0,0,9,9
1.76,0,2,0,0,10,10
1.77,0,2,0,0,11,11
1.78,0,2,0,0,12,12
1.79,0,2,0,0,13,13
1.8,0,2,0,0,14,14
1.81,0,2,0,0,15,15
1.82,0,2,0,0,16,16
1.83,0,2,0,0,17,17
1.84,0,2,0,0,18,18
1.85,0,2,0,0,19,19
1.86,0,2,0,0,20,20
1.87,0,2,0,0,21,21
1.88,0,2,0,0,22,22
1.89,0,2,0,0,23,23
1.9,0,2,0,0,24,24
1.91,0,2,0,0,25,25
1.92,0,2,0,0,26,26
1.93,0,2,0,0,27,27
1.94,0,2,0,0,28,28
1.95,0,2,0,0,29,29
1.96,0,2,0,0,30,30
1.97,0,2,0,0,31,31
1.98,0,2,0,0,32,32
1.99,0,2,0,0,33,33
2,0,2,0,0,34,34
2.01,0,2,0,0,35,35
2.02,0,2,0,0,36,36
2.03,0,2,0,0,37,37
2.04,0,2,0,0,38,38
2.05,0,2,0,0,39,39
2.06,0,2,0,0,40,40
2.07,0,2,0,0,41,41
2.08,0,2,0,0,42,42
2.09,0,2,0,0,43,43
2.1,0,2,0,0,44,44
2.11,0,2,0,0,45,45
2.12,0,2,0,0,46,46
2.13,0,2,0,0,47,47
2.14,0,2,0,0,48,48
2.15,0,2,0,0,49,49
2.16,0,2,0,0,50,50
2.17,0,2,0,0,51,51
2.18,0,2,0,0,52,52
2.19,0,2,0,0,53,53
2.2,0,2,0,0,54,54
2.21,0,2,0,0,55,55
2.22,0,2,0,0,56,56
2.23,0,2,0,0,57,57
2.24,0,2,0,0,58,58
2.25,0,2,0,0,59,59
2.26,0,2,0,0,60,60
2.27,0,2,0,0,61,61
2.28,0,2,0,0,62,62
2.29,0,2,0,0,63,63
2.29999999999999,0,2,0,0,64,64
2.30999999999999,0,2,0,0,65,65
2.31999999999999,0,2,0,0,66,66
2.32999999999999,0,2,0,0,67,67
2.33999999999999,0,2,0,0,68,68
2.34999999999999,0,2,0,0,69,69
2.35999999999999,0,2,0,0,70,70
2.36999999999999,1,2,0,0,0,0
2.37999999999999,1,2,0,0,0,0
2.38999999999999,1,2,0,0,0,0
2.39999999999999,1,2,0,0,0,0
2.40999999999999,1,2,0,0,0,0
2.41999999999999,1,2,0,0,0,0
2.42999999999999,1,2,0,0,0,0
2.43999999999999,1,2,0,0,0,0
2.44999999999999,1,2,0,0,0,0
2.45999999999999,1,2,0,0,0,0
2.46999999999999,1,2,0,0,0,0
2.47999999999999,1,2,0,0,0,0
2.48999999999999,1,2,0,0,0,0
2.49999999999999,1,2,0,0,0,0
2.50999999999999,1,2,0,0,0,0
2.51999999999999,1,2,1,1,0,0
2.52999999999999,1,2,2,2,0,0
2.53999999999999,1,2,3,3,0,0
2.54999999999999,1,2,4,4,0,0
2.55,1,2,4,4,0,0
