"time","der_0p","der_0T"
0.085,0,0
0.086,0,0
0.086,0,0
0.087,0,0
0.087,0,0
0.088,0,0
0.088,0,0
0.089,0,0
0.089,0,0
0.09,0,0
0.09,0,0
0.091,0,0
0.091,0,0
0.092,0,0
0.092,0,0
0.093,0,0
0.093,0,0
0.094,0,0
0.094,0,0
0.095,0,0
0.095,0,0
0.096,0,0
0.096,0,0
0.097,0,0
0.097,0,0
0.098,0,0
0.098,0,0
0.099,0,0
0.099,0,0
0.1,0,0
0.1,0,0
0.101,0,0
0.101,0,0
0.102,0,0
0.102,0,0
0.103,0,0
0.103,0,0
0.104,0,0
0.104,0,0
0.105,0,0
0.105,0,0
0.106,0,0
0.106,0,0
0.107,0,0
0.107,0,0
0.108,0,0
0.108,0,0
0.109,0,0
0.109,0,0
0.11,0,0
0.11,0,0
0.111,0,0
0.111,0,0
0.112,0,0
0.112,0,0
0.113,0,0
0.113,0,0
0.114,0,0
0.114,0,0
0.115,0,0
0.115,0,0
0.116,0,0
0.116,0,0
0.117,0,0
0.117,0,0
0.118,0,0
0.118,0,0
0.119,0,0
0.119,0,0
0.12,0,0
0.12,0,0
0.121,0,0
0.121,0,0
0.122,0,0
0.122,0,0
0.123,0,0
0.123,0,0
0.124,0,0
0.124,0,0
0.125,0,0
0.125,0,0
0.126,0,0
0.126,0,0
0.127,0,0
0.127,0,0
0.128,0,0
0.128,0,0
0.129,0,0
0.129,0,0
0.13,0,0
0.13,0,0
0.131,0,0
0.131,0,0
0.132,0,0
0.132,0,0
0.133,0,0
0.133,0,0
0.134,0,0
0.134,0,0
0.135,0,0
0.135,0,0
0.136,0,0
0.136,0,0
0.137,0,0
0.137,0,0
0.138,0,0
0.138,0,0
0.139,0,0
0.139,0,0
0.14,0,0
0.14,0,0
0.141,0,0
0.141,0,0
0.142,0,0
0.142,0,0
0.143,0,0
0.143,0,0
0.144,0,0
0.144,0,0
0.145,0,0
0.145,0,0
0.146,0,0
0.146,0,0
0.147,0,0
0.147,0,0
0.148,0,0
0.148,0,0
0.149,0,0
0.149,0,0
0.15,0,0
0.15,0,0
0.151,0,0
0.151,0,0
0.152,0,0
0.152,0,0
0.153,0,0
0.153,0,0
0.154,0,0
0.154,0,0
0.155,0,0
0.155,0,0
0.156,0,0
0.156,0,0
0.157,0,0
0.157,0,0
0.158,0,0
0.158,0,0
0.159,0,0
0.159,0,0
0.16,0,0
0.16,0,0
0.161,0,0
0.161,0,0
0.162,0,0
0.162,0,0
0.163,0,0
0.163,0,0
0.164,0,0
0.164,0,0
0.165,0,0
0.165,0,0
0.166,0,0
0.166,0,0
0.167,0,0
0.167,0,0
0.168,0,0
0.168,0,0
0.169,0,0
0.169,0,0
0.17,0,0
0.17,0,0
0.171,0,0
0.171,0,0
0.172,0,0
0.172,0,0
0.173,0,0
0.173,0,0
0.174,0,0
0.174,0,0
0.175,0,0
0.175,0,0
0.176,0,0
0.176,0,0
0.177,0,0
0.177,0,0
0.178,0,0
0.178,0,0
0.179,0,0
0.179,0,0
0.18,0,0
0.18,0,0
0.181,0,0
0.181,0,0
0.182,0,0
0.182,0,0
0.183,0,0
0.183,0,0
0.184,0,0
0.184,0,0
0.185,0,0
0.185,0,0
0.186,0,0
0.186,0,0
0.187,0,0
0.187,0,0
0.188,0,0
0.188,0,0
0.189,0,0
0.189,0,0
0.19,0,0
0.19,0,0
0.191,0,0
0.191,0,0
0.192,0,0
0.192,0,0
0.193,0,0
0.193,0,0
0.194,0,0
0.194,0,0
0.195,0,0
0.195,0,0
0.196,0,0
0.196,0,0
0.197,0,0
0.197,0,0
0.198,0,0
0.198,0,0
0.199,0,0
0.199,0,0
0.2,0,0
0.2,0,0
0.201,0,0
0.201,0,0
0.202,0,0
0.202,0,0
0.203,0,0
0.203,0,0
0.204,0,0
0.204,0,0
0.205,0,0
0.205,0,0
0.206,0,0
0.206,0,0
0.207,0,0
0.207,0,0
0.208,0,0
0.208,0,0
0.209,0,0
0.209,0,0
0.21,0,0
0.21,0,0
0.211,0,0
0.211,0,0
0.212,0,0
0.212,0,0
0.213,0,0
0.213,0,0
0.214,0,0
0.214,0,0
0.215,0,0
0.215,0,0
0.216,0,0
0.216,0,0
0.217,0,0
0.217,0,0
0.218,0,0
0.218,0,0
0.219,0,0
0.219,0,0
0.22,0,0
0.22,0,0
0.221,0,0
0.221,0,0
0.222,0,0
0.222,0,0
0.223,0,0
0.223,0,0
0.224,0,0
0.224,0,0
0.225,0,0
0.225,0,0
0.226,0,0
0.226,0,0
0.227,0,0
0.227,0,0
0.228,0,0
0.228,0,0
0.229,0,0
0.229,0,0
0.23,0,0
0.23,0,0
0.231,0,0
0.231,0,0
0.232,0,0
0.232,0,0
0.233,0,0
0.233,0,0
0.234,0,0
0.234,0,0
0.235,0,0
0.235,0,0
0.236,0,0
0.236,0,0
0.237,0,0
0.237,0,0
0.238,0,0
0.238,0,0
0.239,0,0
0.239,0,0
0.24,0,0
0.24,0,0
0.241,0,0
0.241,0,0
0.242,0,0
0.242,0,0
0.243,0,0
0.243,0,0
0.244,0,0
0.244,0,0
0.245,0,0
0.245,0,0
0.246,0,0
0.246,0,0
0.247,0,0
0.247,0,0
0.248,0,0
0.248,0,0
0.249,0,0
0.249,0,0
0.25,0,0
0.25,0,0
0.251,0,0
0.251,0,0
0.252,0,0
0.252,0,0
0.253,0,0
0.253,0,0
0.254,0,0
0.254,0,0
0.255,0,0
0.255,0,0
0.256,0,0
0.256,0,0
0.257,0,0
0.257,0,0
0.258,0,0
0.258,0,0
0.259,0,0
0.259,0,0
0.26,0,0
0.26,0,0
0.261,0,0
0.261,0,0
0.262,0,0
0.262,0,0
0.263,0,0
0.263,0,0
0.264,0,0
0.264,0,0
0.265,0,0
0.265,0,0
0.266,0,0
0.266,0,0
0.267,0,0
0.267,0,0
0.268,0,0
0.268,0,0
0.269,0,0
0.269,0,0
0.27,0,0
0.27,0,0
0.271,0,0
0.271,0,0
0.272,0,0
0.272,0,0
0.273,0,0
0.273,0,0
0.274,0,0
0.274,0,0
0.275,0,0
0.275,0,0
0.276,0,0
0.276,0,0
0.277,0,0
0.277,0,0
0.278,0,0
0.278,0,0
0.279,0,0
0.279,0,0
0.28,0,0
0.28,0,0
0.281,0,0
0.281,0,0
0.282,0,0
0.282,0,0
0.283,0,0
0.283,0,0
0.284,0,0
0.284,0,0
0.285,0,0
0.285,0,0
0.286,0,0
0.286,0,0
0.287,0,0
0.287,0,0
0.288,0,0
0.288,0,0
0.289,0,0
0.289,0,0
0.29,0,0
0.29,0,0
0.291,0,0
0.291,0,0
0.292,0,0
0.292,0,0
0.293,0,0
0.293,0,0
0.294,0,0
0.294,0,0
0.295,0,0
0.295,0,0
0.296,0,0
0.296,0,0
0.297,0,0
0.297,0,0
0.298,0,0
0.298,0,0
0.299,0,0
0.299,0,0
0.3,0,0
0.3,0,0
0.301,0,0
0.301,-4.56899,-0.0571126
0.302,-4.56899,-0.0571126
0.302,-8.9747,-0.113764
0.303,-8.9747,-0.113764
0.303,-13.2181,-0.169954
0.304,-13.2181,-0.169954
0.304,-17.3001,-0.225685
0.305,-17.3001,-0.225685
0.305,-21.2216,-0.280959
0.306,-21.2216,-0.280959
0.306,-24.9836,-0.335775
0.307,-24.9836,-0.335775
0.307,-28.587,-0.390135
0.308,-28.587,-0.390135
0.308,-32.0328,-0.444041
0.309,-32.0328,-0.444041
0.309,-35.3219,-0.497494
0.31,-35.3219,-0.497494
0.31,-38.4552,-0.550494
0.311,-38.4552,-0.550494
0.311,-41.4338,-0.603044
0.312,-41.4338,-0.603044
0.312,-44.2584,-0.655143
0.313,-44.2584,-0.655143
0.313,-46.9301,-0.706794
0.314,-46.9301,-0.706794
0.314,-49.4498,-0.757998
0.315,-49.4498,-0.757998
0.315,-51.8185,-0.808755
0.316,-51.8185,-0.808755
0.316,-54.037,-0.859067
0.317,-54.037,-0.859067
0.317,-56.1064,-0.908935
0.318,-56.1064,-0.908935
0.318,-58.0275,-0.95836
0.319,-58.0275,-0.95836
0.319,-59.8014,-1.00734
0.32,-59.8014,-1.00734
0.32,-61.4288,-1.05589
0.321,-61.4288,-1.05589
0.321,-62.9109,-1.10399
0.322,-62.9109,-1.10399
0.322,-64.2485,-1.15166
0.323,-64.2485,-1.15166
0.323,-65.4426,-1.19889
0.324,-65.4426,-1.19889
0.324,-66.494,-1.24568
0.325,-66.494,-1.24568
0.325,-67.4038,-1.29204
0.326,-67.4038,-1.29204
0.326,-68.1729,-1.33796
0.327,-68.1729,-1.33796
0.327,-68.8022,-1.38346
0.328,-68.8022,-1.38346
0.328,-69.2927,-1.42852
0.329,-69.2927,-1.42852
0.329,-69.6453,-1.47315
0.33,-69.6453,-1.47315
0.33,-69.8609,-1.51736
0.331,-69.8609,-1.51736
0.331,-69.9405,-1.56113
0.332,-69.9405,-1.56113
0.332,-69.885,-1.60448
0.333,-69.885,-1.60448
0.333,-69.6954,-1.64741
0.334,-69.6954,-1.64741
0.334,-69.3726,-1.68991
0.335,-69.3726,-1.68991
0.335,-68.9176,-1.73199
0.336,-68.9176,-1.73199
0.336,-68.3312,-1.77365
0.337,-68.3312,-1.77365
0.337,-67.6145,-1.81488
0.338,-67.6145,-1.81488
0.338,-66.7683,-1.8557
0.339,-66.7683,-1.8557
0.339,-65.7936,-1.8961
0.34,-65.7936,-1.8961
0.34,-64.6914,-1.93608
0.341,-64.6914,-1.93608
0.341,-63.4626,-1.97565
0.342,-63.4626,-1.97565
0.342,-62.1081,-2.0148
0.343,-62.1081,-2.0148
0.343,-60.6288,-2.05354
0.344,-60.6288,-2.05354
0.344,-59.0258,-2.09187
0.345,-59.0258,-2.09187
0.345,-57.2999,-2.12979
0.346,-57.2999,-2.12979
0.346,-55.452,-2.16729
0.347,-55.452,-2.16729
0.347,-53.4833,-2.20439
0.348,-53.4833,-2.20439
0.348,-51.3944,-2.24108
0.349,-51.3944,-2.24108
0.349,-49.1865,-2.27737
0.35,-49.1865,-2.27737
0.35,-46.8604,-2.31325
0.351,-46.8604,-2.31325
0.351,-44.4172,-2.34872
0.352,-44.4172,-2.34872
0.352,-41.8576,-2.3838
0.353,-41.8576,-2.3838
0.353,-39.1827,-2.41847
0.354,-39.1827,-2.41847
0.354,-36.3934,-2.45274
0.355,-36.3934,-2.45274
0.355,-33.4906,-2.48661
0.356,-33.4906,-2.48661
0.356,-30.4754,-2.52008
0.357,-30.4754,-2.52008
0.357,-27.3485,-2.55316
0.358,-27.3485,-2.55316
0.358,-24.1111,-2.58584
0.359,-24.1111,-2.58584
0.359,-20.7639,-2.61813
0.36,-20.7639,-2.61813
0.36,-17.308,-2.65002
0.361,-17.308,-2.65002
0.361,-13.7442,-2.68152
0.362,-13.7442,-2.68152
0.362,-10.0736,-2.71263
0.363,-10.0736,-2.71263
0.363,-6.29704,-2.74336
0.364,-6.29704,-2.74336
0.364,-2.41549,-2.77369
0.365,-2.41549,-2.77369
0.365,1.57012,-2.80363
0.366,1.57012,-2.80363
0.366,5.65884,-2.83319
0.367,5.65884,-2.83319
0.367,9.84974,-2.86237
0.368,9.84974,-2.86237
0.368,14.1419,-2.89115
0.369,14.1419,-2.89115
0.369,18.5343,-2.91956
0.37,18.5343,-2.91956
0.37,23.0261,-2.94759
0.371,23.0261,-2.94759
0.371,27.6163,-2.97523
0.372,27.6163,-2.97523
0.372,32.304,-3.0025
0.373,32.304,-3.0025
0.373,37.0882,-3.02939
0.374,37.0882,-3.02939
0.374,41.968,-3.0559
0.375,41.968,-3.0559
0.375,46.9425,-3.08203
0.376,46.9425,-3.08203
0.376,52.0107,-3.1078
0.377,52.0107,-3.1078
0.377,57.1716,-3.13318
0.378,57.1716,-3.13318
0.378,62.4244,-3.1582
0.379,62.4244,-3.1582
0.379,67.7681,-3.18284
0.38,67.7681,-3.18284
0.38,73.2018,-3.20712
0.381,73.2018,-3.20712
0.381,78.7245,-3.23103
0.382,78.7245,-3.23103
0.382,84.3352,-3.25457
0.383,84.3352,-3.25457
0.383,90.0331,-3.27774
0.384,90.0331,-3.27774
0.384,95.8172,-3.30055
0.385,95.8172,-3.30055
0.385,101.687,-3.32299
0.386,101.687,-3.32299
0.386,107.64,-3.34507
0.387,107.64,-3.34507
0.387,113.677,-3.36679
0.388,113.677,-3.36679
0.388,119.797,-3.38815
0.389,119.797,-3.38815
0.389,125.998,-3.40915
0.39,125.998,-3.40915
0.39,132.279,-3.4298
0.391,132.279,-3.4298
0.391,138.64,-3.45008
0.392,138.64,-3.45008
0.392,145.08,-3.47001
0.393,145.08,-3.47001
0.393,151.598,-3.48959
0.394,151.598,-3.48959
0.394,158.192,-3.50881
0.395,158.192,-3.50881
0.395,164.862,-3.52768
0.396,164.862,-3.52768
0.396,171.608,-3.5462
0.397,171.608,-3.5462
0.397,178.427,-3.56437
0.398,178.427,-3.56437
0.398,185.319,-3.58219
0.399,185.319,-3.58219
0.399,192.283,-3.59966
0.4,192.283,-3.59966
0.4,199.319,-3.61679
0.401,199.319,-3.61679
0.401,206.424,-3.63357
0.402,206.424,-3.63357
0.402,213.599,-3.65001
0.403,213.599,-3.65001
0.403,220.842,-3.66611
0.404,220.842,-3.66611
0.404,228.153,-3.68186
0.405,228.153,-3.68186
0.405,235.53,-3.69728
0.406,235.53,-3.69728
0.406,242.973,-3.71235
0.407,242.973,-3.71235
0.407,250.48,-3.72709
0.408,250.48,-3.72709
0.408,258.051,-3.74149
0.409,258.051,-3.74149
0.409,265.685,-3.75555
0.41,265.685,-3.75555
0.41,273.38,-3.76928
0.411,273.38,-3.76928
0.411,281.136,-3.78268
0.412,281.136,-3.78268
0.412,288.952,-3.79574
0.413,288.952,-3.79574
0.413,296.827,-3.80847
0.414,296.827,-3.80847
0.414,304.76,-3.82088
0.415,304.76,-3.82088
0.415,312.75,-3.83295
0.416,312.75,-3.83295
0.416,320.796,-3.8447
0.417,320.796,-3.8447
0.417,328.898,-3.85612
0.418,328.898,-3.85612
0.418,337.053,-3.86722
0.419,337.053,-3.86722
0.419,345.262,-3.87799
0.42,345.262,-3.87799
0.42,353.524,-3.88844
0.421,353.524,-3.88844
0.421,361.836,-3.89857
0.422,361.836,-3.89857
0.422,370.2,-3.90838
0.423,370.2,-3.90838
0.423,378.612,-3.91786
0.424,378.612,-3.91786
0.424,387.074,-3.92703
0.425,387.074,-3.92703
0.425,395.583,-3.93589
0.426,395.583,-3.93589
0.426,404.138,-3.94442
0.427,404.138,-3.94442
0.427,412.74,-3.95265
0.428,412.74,-3.95265
0.428,421.386,-3.96056
0.429,421.386,-3.96056
0.429,430.077,-3.96816
0.43,430.077,-3.96816
0.43,438.81,-3.97544
0.431,438.81,-3.97544
0.431,447.585,-3.98242
0.432,447.585,-3.98242
0.432,456.401,-3.98909
0.433,456.401,-3.98909
0.433,465.258,-3.99545
0.434,465.258,-3.99545
0.434,474.154,-4.0015
0.435,474.154,-4.0015
0.435,483.088,-4.00725
0.436,483.088,-4.00725
0.436,492.059,-4.0127
0.437,492.059,-4.0127
0.437,501.067,-4.01784
0.438,501.067,-4.01784
0.438,510.11,-4.02268
0.439,510.11,-4.02268
0.439,519.188,-4.02722
0.44,519.188,-4.02722
0.44,528.299,-4.03146
0.441,528.299,-4.03146
0.441,537.443,-4.0354
0.442,537.443,-4.0354
0.442,546.618,-4.03905
0.443,546.618,-4.03905
0.443,555.824,-4.0424
0.444,555.824,-4.0424
0.444,565.061,-4.04546
0.445,565.061,-4.04546
0.445,574.326,-4.04822
0.446,574.326,-4.04822
0.446,583.619,-4.05069
0.447,583.619,-4.05069
0.447,592.938,-4.05287
0.448,592.938,-4.05287
0.448,602.284,-4.05476
0.449,602.284,-4.05476
0.449,611.655,-4.05636
0.45,611.655,-4.05636
0.45,621.051,-4.05767
0.451,621.051,-4.05767
0.451,630.469,-4.0587
0.452,630.469,-4.0587
0.452,639.91,-4.05944
0.453,639.91,-4.05944
0.453,649.372,-4.0599
0.454,649.372,-4.0599
0.454,658.855,-4.06007
0.455,658.855,-4.06007
0.455,668.357,-4.05996
0.456,668.357,-4.05996
0.456,677.877,-4.05958
0.457,677.877,-4.05958
0.457,687.415,-4.05891
0.458,687.415,-4.05891
0.458,696.97,-4.05796
0.459,696.97,-4.05796
0.459,706.541,-4.05674
0.46,706.541,-4.05674
0.46,716.126,-4.05524
0.461,716.126,-4.05524
0.461,725.725,-4.05347
0.462,725.725,-4.05347
0.462,735.337,-4.05142
0.463,735.337,-4.05142
0.463,744.961,-4.04911
0.464,744.961,-4.04911
0.464,754.596,-4.04652
0.465,754.596,-4.04652
0.465,764.241,-4.04366
0.466,764.241,-4.04366
0.466,773.896,-4.04053
0.467,773.896,-4.04053
0.467,783.558,-4.03713
0.468,783.558,-4.03713
0.468,793.228,-4.03347
0.469,793.228,-4.03347
0.469,802.904,-4.02954
0.47,802.904,-4.02954
0.47,812.585,-4.02535
0.471,812.585,-4.02535
0.471,822.271,-4.0209
0.472,822.271,-4.0209
0.472,831.96,-4.01618
0.473,831.96,-4.01618
0.473,841.652,-4.0112
0.474,841.652,-4.0112
0.474,851.346,-4.00597
0.475,851.346,-4.00597
0.475,861.04,-4.00047
0.476,861.04,-4.00047
0.476,870.734,-3.99472
0.477,870.734,-3.99472
0.477,880.427,-3.98871
0.478,880.427,-3.98871
0.478,890.117,-3.98245
0.479,890.117,-3.98245
0.479,899.805,-3.97593
0.48,899.805,-3.97593
0.48,909.489,-3.96916
0.481,909.489,-3.96916
0.481,919.167,-3.96214
0.482,919.167,-3.96214
0.482,928.84,-3.95487
0.483,928.84,-3.95487
0.483,938.506,-3.94736
0.484,938.506,-3.94736
0.484,948.164,-3.93959
0.485,948.164,-3.93959
0.485,957.813,-3.93158
0.486,957.813,-3.93158
0.486,967.453,-3.92332
0.487,967.453,-3.92332
0.487,977.082,-3.91482
0.488,977.082,-3.91482
0.488,986.7,-3.90607
0.489,986.7,-3.90607
0.489,996.305,-3.89708
0.49,996.305,-3.89708
0.49,1005.9,-3.88786
0.491,1005.9,-3.88786
0.491,1015.47,-3.87839
0.492,1015.47,-3.87839
0.492,1025.04,-3.86868
0.493,1025.04,-3.86868
0.493,1034.58,-3.85874
0.494,1034.58,-3.85874
0.494,1044.11,-3.84856
0.495,1044.11,-3.84856
0.495,1053.62,-3.83815
0.496,1053.62,-3.83815
0.496,1063.11,-3.8275
0.497,1063.11,-3.8275
0.497,1072.58,-3.81662
0.498,1072.58,-3.81662
0.498,1082.03,-3.80551
0.499,1082.03,-3.80551
0.499,1091.46,-3.79417
0.5,1091.46,-3.79417
0.5,1100.87,-3.7826
0.501,1100.87,-3.7826
0.501,1110.25,-3.7708
0.502,1110.25,-3.7708
0.502,1119.61,-3.75877
0.503,1119.61,-3.75877
0.503,1128.94,-3.74652
0.504,1128.94,-3.74652
0.504,1138.25,-3.73405
0.505,1138.25,-3.73405
0.505,1147.52,-3.72135
0.506,1147.52,-3.72135
0.506,1156.77,-3.70843
0.507,1156.77,-3.70843
0.507,1165.99,-3.69529
0.508,1165.99,-3.69529
0.508,1175.18,-3.68193
0.509,1175.18,-3.68193
0.509,1184.34,-3.66835
0.51,1184.34,-3.66835
0.51,1193.47,-3.65456
0.511,1193.47,-3.65456
0.511,1202.56,-3.64054
0.512,1202.56,-3.64054
0.512,1211.62,-3.62632
0.513,1211.62,-3.62632
0.513,1220.64,-3.61188
0.514,1220.64,-3.61188
0.514,1229.63,-3.59722
0.515,1229.63,-3.59722
0.515,1238.58,-3.58236
0.516,1238.58,-3.58236
0.516,1247.5,-3.56728
0.517,1247.5,-3.56728
0.517,1256.37,-3.552
0.518,1256.37,-3.552
0.518,1265.21,-3.53651
0.519,1265.21,-3.53651
0.519,1274,-3.52081
0.52,1274,-3.52081
0.52,1282.75,-3.5049
0.521,1282.75,-3.5049
0.521,1291.46,-3.48879
0.522,1291.46,-3.48879
0.522,1300.13,-3.47248
0.523,1300.13,-3.47248
0.523,1308.75,-3.45597
0.524,1308.75,-3.45597
0.524,1317.33,-3.43925
0.525,1317.33,-3.43925
0.525,1325.86,-3.42234
0.526,1325.86,-3.42234
0.526,1334.34,-3.40522
0.527,1334.34,-3.40522
0.527,1342.78,-3.38791
0.528,1342.78,-3.38791
0.528,1351.16,-3.37041
0.529,1351.16,-3.37041
0.529,1359.5,-3.3527
0.53,1359.5,-3.3527
0.53,1367.78,-3.33481
0.531,1367.78,-3.33481
0.531,1376.02,-3.31672
0.532,1376.02,-3.31672
0.532,1384.2,-3.29844
0.533,1384.2,-3.29844
0.533,1392.32,-3.27997
0.534,1392.32,-3.27997
0.534,1400.39,-3.26131
0.535,1400.39,-3.26131
0.535,1408.41,-3.24246
0.536,1408.41,-3.24246
0.536,1416.37,-3.22342
0.537,1416.37,-3.22342
0.537,1424.27,-3.2042
0.538,1424.27,-3.2042
0.538,1432.11,-3.1848
0.539,1432.11,-3.1848
0.539,1439.9,-3.16521
0.54,1439.9,-3.16521
0.54,1447.62,-3.14544
0.541,1447.62,-3.14544
0.541,1455.28,-3.12548
0.542,1455.28,-3.12548
0.542,1462.88,-3.10535
0.543,1462.88,-3.10535
0.543,1470.42,-3.08504
0.544,1470.42,-3.08504
0.544,1477.89,-3.06455
0.545,1477.89,-3.06455
0.545,1485.3,-3.04389
0.546,1485.3,-3.04389
0.546,1492.64,-3.02305
0.547,1492.64,-3.02305
0.547,1499.91,-3.00204
0.548,1499.91,-3.00204
0.548,1507.12,-2.98085
0.549,1507.12,-2.98085
0.549,1514.26,-2.95949
0.55,1514.26,-2.95949
0.55,1521.33,-2.93796
0.551,1521.33,-2.93796
0.551,1528.32,-2.91626
0.552,1528.32,-2.91626
0.552,1535.25,-2.8944
0.553,1535.25,-2.8944
0.553,1542.1,-2.87236
0.554,1542.1,-2.87236
0.554,1548.88,-2.85016
0.555,1548.88,-2.85016
0.555,1555.59,-2.8278
0.556,1555.59,-2.8278
0.556,1562.22,-2.80527
0.557,1562.22,-2.80527
0.557,1568.77,-2.78258
0.558,1568.77,-2.78258
0.558,1575.24,-2.75973
0.559,1575.24,-2.75973
0.559,1581.64,-2.73672
0.56,1581.64,-2.73672
0.56,1587.96,-2.71355
0.561,1587.96,-2.71355
0.561,1594.2,-2.69022
0.562,1594.2,-2.69022
0.562,1600.36,-2.66673
0.563,1600.36,-2.66673
0.563,1606.43,-2.64309
0.564,1606.43,-2.64309
0.564,1612.42,-2.6193
0.565,1612.42,-2.6193
0.565,1618.33,-2.59535
0.566,1618.33,-2.59535
0.566,1624.16,-2.57125
0.567,1624.16,-2.57125
0.567,1629.89,-2.547
0.568,1629.89,-2.547
0.568,1635.54,-2.5226
0.569,1635.54,-2.5226
0.569,1641.11,-2.49805
0.57,1641.11,-2.49805
0.57,1646.58,-2.47336
0.571,1646.58,-2.47336
0.571,1651.97,-2.44852
0.572,1651.97,-2.44852
0.572,1657.26,-2.42353
0.573,1657.26,-2.42353
0.573,1662.47,-2.3984
0.574,1662.47,-2.3984
0.574,1667.58,-2.37313
0.575,1667.58,-2.37313
0.575,1672.6,-2.34771
0.576,1672.6,-2.34771
0.576,1677.52,-2.32216
0.577,1677.52,-2.32216
0.577,1682.35,-2.29647
0.578,1682.35,-2.29647
0.578,1687.08,-2.27064
0.579,1687.08,-2.27064
0.579,1691.72,-2.24467
0.58,1691.72,-2.24467
0.58,1696.26,-2.21857
0.581,1696.26,-2.21857
0.581,1700.69,-2.19233
0.582,1700.69,-2.19233
0.582,1705.03,-2.16596
0.583,1705.03,-2.16596
0.583,1709.27,-2.13945
0.584,1709.27,-2.13945
0.584,1713.41,-2.11282
0.585,1713.41,-2.11282
0.585,1717.44,-2.08606
0.586,1717.44,-2.08606
0.586,1721.37,-2.05917
0.587,1721.37,-2.05917
0.587,1725.2,-2.03215
0.588,1725.2,-2.03215
0.588,1728.92,-2.005
0.589,1728.92,-2.005
0.589,1732.53,-1.97773
0.59,1732.53,-1.97773
0.59,1736.04,-1.95033
0.591,1736.04,-1.95033
0.591,1739.44,-1.92282
0.592,1739.44,-1.92282
0.592,1742.73,-1.89518
0.593,1742.73,-1.89518
0.593,1745.91,-1.86742
0.594,1745.91,-1.86742
0.594,1748.97,-1.83954
0.595,1748.97,-1.83954
0.595,1751.93,-1.81154
0.596,1751.93,-1.81154
0.596,1754.77,-1.78343
0.597,1754.77,-1.78343
0.597,1757.5,-1.7552
0.598,1757.5,-1.7552
0.598,1760.11,-1.72686
0.599,1760.11,-1.72686
0.599,1762.61,-1.6984
0.6,1762.61,-1.6984
0.6,1764.99,-1.66983
0.601,1764.99,-1.66983
0.601,1767.26,-1.64115
0.602,1767.26,-1.64115
0.602,1769.4,-1.61236
0.603,1769.4,-1.61236
0.603,1771.43,-1.58346
0.604,1771.43,-1.58346
0.604,1773.33,-1.55445
0.605,1773.33,-1.55445
0.605,1775.12,-1.52534
0.606,1775.12,-1.52534
0.606,1776.78,-1.49612
0.607,1776.78,-1.49612
0.607,1778.32,-1.4668
0.608,1778.32,-1.4668
0.608,1779.73,-1.43737
0.609,1779.73,-1.43737
0.609,1781.02,-1.40784
