"time","outDateAndTime2","outChar"
0,0,0
0.05,600,4
0.1,1000,5
0.15,1500,6
0.2,2100,7
0.25,2800,8
0.3,3600,9
0.35,4500,10
0.4,5500,11
0.45,6600,12
0.5,7800,13
0.55,9100,14
0.6,10500,15
0.65,12000,16
0.7,13600,17
0.75,15300,18
0.8,17100,19
0.85,19000,20
0.9,21000,21
0.95,21000,21
1,25300,23
1.05,27600,24
1.1,30000,25
1.15,30000,25
1.2,32500,26
1.25,35100,27
1.3,37800,28
1.35,40600,29
1.4,43500,30
1.45,46500,31
1.5,49600,32
1.55,52800,33
1.6,56100,34
1.65,59500,35
1.7,63000,36
1.75,66600,37
1.8,70300,38
1.85,74100,39
1.9,78000,40
1.95,82000,41
2,86100,42
2.05,90300,43
2.1,94600,44
2.15,99000,45
2.2,108100,47
2.25,112800,48
2.3,117600,49
2.35,122500,50
2.4,127500,51
2.45,132600,52
2.5,137800,53
2.55,143100,54
2.6,148500,55
2.65,154000,56
2.7,159600,57
2.75,165300,58
2.8,171100,59
2.85,177000,60
2.9,183000,61
2.95,189100,62
3,195300,63
3.05,201600,64
3.1,208000,65
3.15,214500,66
3.2,221100,67
3.25,227800,68
3.3,234600,69
3.35,241500,70
3.4,248500,71
3.45,255600,72
3.5,262800,73
3.55,270100,74
3.6,277500,75
3.65,285000,76
3.7,292600,77
3.75,300300,78
3.8,308100,79
3.85,316000,80
3.9,324000,81
3.95,332100,82
4,340300,83
4.05,348600,84
4.1,357000,85
4.15,365500,86
4.2,374100,87
4.25,382800,88
4.3,391600,89
4.35,400500,90
4.4,409500,91
4.45,418600,92
4.5,427800,93
4.55,437100,94
4.6,446500,95
4.65,456000,96
4.7,465600,97
4.75,475300,98
4.8,485100,99
4.85,495000,100
4.9,505000,101
4.95,515100,102
5,525300,103
5.05,535600,104
5.1,546000,105
5.15,556500,106
5.2,567100,107
5.25,577800,108
5.3,588600,109
5.35,599500,110
5.4,610500,111
5.45,621600,112
5.5,632800,113
5.55,644100,114
5.6,655500,115
5.65,667000,116
5.7,678600,117
5.75,690300,118
5.8,702100,119
5.85,714000,120
5.9,726000,121
5.95,738100,122
6,750300,123
6.05,762600,124
6.1,775000,125
6.15,787500,126
6.2,800100,127
6.25,812800,128
6.3,825600,129
6.35,838500,130
6.4,851500,131
6.45,864600,132
6.5,877800,133
6.55,891100,134
6.6,904500,135
6.65,918000,136
6.7,931600,137
6.75,945300,138
6.8,959100,139
6.85,973000,140
6.9,987000,141
6.95,1001100,142
7,1015300,143
7.05,1029600,144
7.1,1044000,145
7.15,1058500,146
7.2,1073100,147
7.25,1087800,148
7.3,1102600,149
7.35,1117500,150
7.4,1132500,151
7.45,1147600,152
7.5,1162800,153
7.55,1178100,154
7.6,1193500,155
7.65,1209000,156
7.7,1224600,157
7.75,1240300,158
7.8,1256100,159
7.85,1272000,160
7.9,1288000,161
7.95,1304100,162
8,1320300,163
8.050000000000001,1336600,164
8.1,1353000,165
8.15,1369500,166
8.199999999999999,1386100,167
8.25,1402800,168
8.300000000000001,1419600,169
8.35,1436500,170
8.4,1453500,171
8.449999999999999,1470600,172
8.5,1487800,173
8.550000000000001,1505100,174
8.6,1522500,175
8.65,1540000,176
8.699999999999999,1557600,177
8.75,1575300,178
8.800000000000001,1593100,179
8.85,1611000,180
8.9,1629000,181
8.949999999999999,1647100,182
9,1665300,183
9.050000000000001,1683600,184
9.1,1702000,185
9.15,1720500,186
9.199999999999999,1739100,187
9.25,1757800,188
9.300000000000001,1776600,189
9.35,1795500,190
9.4,1814500,191
9.449999999999999,1833600,192
9.5,1852800,193
9.550000000000001,1872100,194
9.6,1872100,194
9.65,1891500,195
9.699999999999999,1911000,196
9.75,1930600,197
9.800000000000001,1950300,198
9.85,1970100,199
9.9,1990000,200
9.949999999999999,2010000,201
10,2030100,202
10.05,2050300,203
10.1,2070600,204
10.15,2091000,205
10.2,2111500,206
10.25,2132100,207
10.3,2152800,208
10.35,2173600,209
10.4,2194500,210
10.45,2215500,211
10.5,2236600,212
10.55,2257800,213
10.6,2279100,214
10.65,2300500,215
10.7,2322000,216
10.75,2343600,217
10.8,2365300,218
10.85,2387100,219
10.9,2409000,220
10.95,2431000,221
11,2453100,222
11.05,2475300,223
11.1,2497600,224
11.15,2520000,225
11.2,2542500,226
11.25,2565100,227
11.3,2587800,228
11.35,2610600,229
11.4,2633500,230
11.45,2656500,231
11.5,2679600,232
11.55,2702800,233
11.6,2726100,234
11.65,2749500,235
11.7,2773000,236
11.75,2796600,237
11.8,2820300,238
11.85,2844100,239
11.9,2868000,240
11.95,2892000,241
12,2916100,242
12.05,2940300,243
12.1,2964600,244
12.15,2989000,245
12.2,3013500,246
12.25,3038100,247
12.3,3062800,248
12.35,3087600,249
12.4,3112500,250
12.45,3137500,251
12.5,3162600,252
12.55,3187800,253
12.6,3213100,254
12.65,3238500,255
12.7,3264000,0
12.75,3289600,1
12.8,3315300,2
12.85,3341100,3
12.9,3367000,4
12.95,3393000,5
13,3419100,6
13.05,3445300,7
13.1,3471600,8
13.15,3498000,9
13.2,3524500,10
13.25,3551100,11
13.3,3577800,12
13.35,3604600,13
13.4,3631500,14
13.45,3658500,15
13.5,3685600,16
13.55,3712800,17
13.6,3740100,18
13.65,3767500,19
13.7,3795000,20
13.75,3822600,21
13.8,3850300,22
13.85,3878100,23
13.9,3906000,24
13.95,3934000,25
14,3962100,26
14.05,3990300,27
14.1,4018600,28
14.15,4047000,29
14.2,4075500,30
14.25,4104100,31
14.3,4132800,32
14.35,4161600,33
14.4,4190500,34
14.45,4219500,35
14.5,4248600,36
14.55,4277800,37
14.6,4307100,38
14.65,4336500,39
14.7,4366000,40
14.75,4395600,41
14.8,4425300,42
14.85,4455100,43
14.9,4485000,44
14.95,4515000,45
15,4545100,46
15.05,4575300,47
15.1,4605600,48
15.15,4636000,49
15.2,4666500,50
15.25,4697100,51
15.3,4727800,52
15.35,4758600,53
15.4,4789500,54
15.45,4820500,55
15.5,4851600,56
15.55,4882800,57
15.6,4914100,58
15.65,4945500,59
15.7,4977000,60
15.75,5008600,61
15.8,5040300,62
15.85,5072100,63
15.9,5104000,64
15.95,5136000,65
16,5168100,66
16.05,5200300,67
16.1,5232600,68
16.15,5265000,69
16.2,5297500,70
16.25,5330100,71
16.3,5362800,72
16.35,5395600,73
16.4,5428500,74
16.45,5461500,75
16.5,5494600,76
16.55,5527800,77
16.6,5561100,78
16.65,5594500,79
16.7,5628000,80
16.75,5661600,81
16.8,5695300,82
16.85,5729100,83
16.9,5763000,84
16.95,5797000,85
17,5831100,86
17.05,5865300,87
17.1,5899600,88
17.15,5934000,89
17.2,5968500,90
17.25,6003100,91
17.3,6037800,92
17.35,6072600,93
17.4,6107500,94
17.45,6142500,95
17.5,6177600,96
17.55,6212800,97
17.6,6248100,98
17.65,6283500,99
17.7,6319000,100
17.75,6354600,101
17.8,6390300,102
17.85,6426100,103
17.9,6462000,104
17.95,6498000,105
18,6534100,106
18.05,6570300,107
18.1,6606600,108
18.15,6643000,109
18.2,6679500,110
18.25,6716100,111
