"time","'U@resistance'","'I@variable_0resistance'"
3.48e-005,-1.8079,-1.1975e-006
3.49e-005,-1.8079,-1.1975e-006
3.49e-005,-2.21992,-1.18756e-006
3.5e-005,-2.21992,-1.18756e-006
3.5e-005,-2.61364,-1.1849e-006
3.51e-005,-2.61364,-1.1849e-006
3.51e-005,-3.11816,-0.0164469
3.52e-005,-3.11816,-0.0164469
3.52e-005,-3.59881,-0.0318804
3.53e-005,-3.59881,-0.0318804
3.53e-005,-4.05284,-0.0468051
3.54e-005,-4.05284,-0.0468051
3.54e-005,-4.47884,-0.0611943
3.55e-005,-4.47884,-0.0611943
3.55e-005,-4.87556,-0.0750239
3.56e-005,-4.87556,-0.0750239
3.56e-005,-5.2419,-0.088273
3.57e-005,-5.2419,-0.088273
3.57e-005,-5.57692,-0.100924
3.58e-005,-5.57692,-0.100924
3.58e-005,-5.87985,-0.112962
3.59e-005,-5.87985,-0.112962
3.59e-005,-6.15008,-0.124375
3.6e-005,-6.15008,-0.124375
3.6e-005,-6.38713,-0.135154
3.61e-005,-6.38713,-0.135154
3.61e-005,-6.5907,-0.145294
3.62e-005,-6.5907,-0.145294
3.62e-005,-6.76065,-0.154791
3.63e-005,-6.76065,-0.154791
3.63e-005,-6.89697,-0.163646
3.64e-005,-6.89697,-0.163646
3.64e-005,-6.99983,-0.171862
3.65e-005,-6.99983,-0.171862
3.65e-005,-7.0695,-0.179444
3.66e-005,-7.0695,-0.179444
3.66e-005,-7.10644,-0.186401
3.67e-005,-7.10644,-0.186401
3.67e-005,-7.11119,-0.192743
3.68e-005,-7.11119,-0.192743
3.68e-005,-7.08448,-0.198484
3.69e-005,-7.08448,-0.198484
3.69e-005,-7.0271,-0.20364
3.7e-005,-7.0271,-0.20364
3.7e-005,-6.94001,-0.208228
3.71e-005,-6.94001,-0.208228
3.71e-005,-6.82426,-0.212268
3.72e-005,-6.82426,-0.212268
3.72e-005,-6.68098,-0.215783
3.73e-005,-6.68098,-0.215783
3.73e-005,-6.51144,-0.218796
3.74e-005,-6.51144,-0.218796
3.74e-005,-6.31696,-0.221333
3.75e-005,-6.31696,-0.221333
3.75e-005,-6.09896,-0.22342
3.76e-005,-6.09896,-0.22342
3.76e-005,-5.85893,-0.225087
3.77e-005,-5.85893,-0.225087
3.77e-005,-5.59842,-0.226362
3.78e-005,-5.59842,-0.226362
3.78e-005,-5.31903,-0.227277
3.79e-005,-5.31903,-0.227277
3.79e-005,-5.02243,-0.227863
3.8e-005,-5.02243,-0.227863
3.8e-005,-4.71029,-0.228153
3.81e-005,-4.71029,-0.228153
3.81e-005,-4.38436,-0.228178
3.82e-005,-4.38436,-0.228178
3.82e-005,-4.04636,-0.227973
3.83e-005,-4.04636,-0.227973
3.83e-005,-3.69807,-0.227572
3.84e-005,-3.69807,-0.227572
3.84e-005,-3.34125,-0.227007
3.85e-005,-3.34125,-0.227007
3.85e-005,-2.97766,-0.226313
3.86e-005,-2.97766,-0.226313
3.86e-005,-2.60906,-0.225523
3.87e-005,-2.60906,-0.225523
3.87e-005,-2.23719,-0.22467
3.88e-005,-2.23719,-0.22467
3.88e-005,-1.86375,-0.223788
3.89e-005,-1.86375,-0.223788
3.89e-005,-1.49044,-0.222907
3.9e-005,-1.49044,-0.222907
3.9e-005,-1.1189,-0.22206
3.91e-005,-1.1189,-0.22206
3.91e-005,-0.750714,-0.221277
3.92e-005,-0.750714,-0.221277
3.92e-005,-0.387444,-0.220587
3.93e-005,-0.387444,-0.220587
3.93e-005,-0.0305762,-0.22002
3.94e-005,-0.0305762,-0.22002
3.94e-005,0.318457,-0.219601
3.95e-005,0.318457,-0.219601
3.95e-005,0.65829,-0.219358
3.96e-005,0.65829,-0.219358
3.96e-005,0.987629,-0.219316
3.97e-005,0.987629,-0.219316
3.97e-005,1.30526,-0.219496
3.98e-005,1.30526,-0.219496
3.98e-005,1.61004,-0.219921
3.99e-005,1.61004,-0.219921
3.99e-005,1.90091,-0.220612
4e-005,1.90091,-0.220612
4e-005,2.17691,-0.221586
4.01e-005,2.17691,-0.221586
4.01e-005,2.45102,-2.50107e-007
4.02e-005,2.45102,-2.50107e-007
4.02e-005,2.73586,-4.97279e-007
4.03e-005,2.73586,-4.97279e-007
4.03e-005,3.02972,-7.41794e-007
4.04e-005,3.02972,-7.41794e-007
4.04e-005,3.33071,-9.81772e-007
4.05e-005,3.33071,-9.81772e-007
4.05e-005,3.63675,-1.2154e-006
4.06e-005,3.63675,-1.2154e-006
4.06e-005,3.94555,-1.44098e-006
4.07e-005,3.94555,-1.44098e-006
4.07e-005,4.2547,-1.65688e-006
4.08e-005,4.2547,-1.65688e-006
4.08e-005,4.56167,-1.86162e-006
4.09e-005,4.56167,-1.86162e-006
4.09e-005,4.86384,-2.05384e-006
4.1e-005,4.86384,-2.05384e-006
4.1e-005,5.1585,-2.23234e-006
4.11e-005,5.1585,-2.23234e-006
4.11e-005,5.44294,-2.39605e-006
4.12e-005,5.44294,-2.39605e-006
4.12e-005,5.71442,-2.54408e-006
4.13e-005,5.71442,-2.54408e-006
4.13e-005,5.97024,-2.67569e-006
4.14e-005,5.97024,-2.67569e-006
4.14e-005,6.20776,-2.79033e-006
4.15e-005,6.20776,-2.79033e-006
4.15e-005,6.42443,-2.88762e-006
4.16e-005,6.42443,-2.88762e-006
4.16e-005,6.6178,-2.96734e-006
4.17e-005,6.6178,-2.96734e-006
4.17e-005,6.78558,-3.02946e-006
4.18e-005,6.78558,-3.02946e-006
4.18e-005,6.92564,-3.07412e-006
4.19e-005,6.92564,-3.07412e-006
4.19e-005,7.03605,-3.10161e-006
4.2e-005,7.03605,-3.10161e-006
4.2e-005,7.11508,-3.1124e-006
4.21e-005,7.11508,-3.1124e-006
4.21e-005,7.16127,-3.10708e-006
4.22e-005,7.16127,-3.10708e-006
4.22e-005,7.17338,-3.08642e-006
4.23e-005,7.17338,-3.08642e-006
4.23e-005,7.15045,-3.0513e-006
4.24e-005,7.15045,-3.0513e-006
4.24e-005,7.09182,-3.0027e-006
4.25e-005,7.09182,-3.0027e-006
4.25e-005,6.99709,-2.94175e-006
4.26e-005,6.99709,-2.94175e-006
4.26e-005,6.86618,-2.86963e-006
4.27e-005,6.86618,-2.86963e-006
4.27e-005,6.69929,-2.78762e-006
4.28e-005,6.69929,-2.78762e-006
4.28e-005,6.49693,-2.69706e-006
4.29e-005,6.49693,-2.69706e-006
4.29e-005,6.25992,-2.59932e-006
4.3e-005,6.25992,-2.59932e-006
4.3e-005,5.98934,-2.49581e-006
4.31e-005,5.98934,-2.49581e-006
4.31e-005,5.68658,-2.38797e-006
4.32e-005,5.68658,-2.38797e-006
4.32e-005,5.35329,-2.2772e-006
4.33e-005,5.35329,-2.2772e-006
4.33e-005,4.99137,-2.16492e-006
4.34e-005,4.99137,-2.16492e-006
4.34e-005,4.60297,-2.0525e-006
4.35e-005,4.60297,-2.0525e-006
4.35e-005,4.19044,-1.94127e-006
4.36e-005,4.19044,-1.94127e-006
4.36e-005,3.75635,-1.83248e-006
4.37e-005,3.75635,-1.83248e-006
4.37e-005,3.30345,-1.72733e-006
4.38e-005,3.30345,-1.72733e-006
4.38e-005,2.8346,-1.62693e-006
4.39e-005,2.8346,-1.62693e-006
4.39e-005,2.35283,-1.53228e-006
4.4e-005,2.35283,-1.53228e-006
4.4e-005,1.86125,-1.44428e-006
4.41e-005,1.86125,-1.44428e-006
4.41e-005,1.36302,-1.36374e-006
4.42e-005,1.36302,-1.36374e-006
4.42e-005,0.861362,-1.29131e-006
4.43e-005,0.861362,-1.29131e-006
4.43e-005,0.359508,-1.22754e-006
4.44e-005,0.359508,-1.22754e-006
4.44e-005,-0.139337,-1.17286e-006
4.45e-005,-0.139337,-1.17286e-006
4.45e-005,-0.632007,-1.12753e-006
4.46e-005,-0.632007,-1.12753e-006
4.46e-005,-1.11541,-1.09173e-006
4.47e-005,-1.11541,-1.09173e-006
4.47e-005,-1.58657,-1.06545e-006
4.48e-005,-1.58657,-1.06545e-006
4.48e-005,-2.04261,-1.04861e-006
4.49e-005,-2.04261,-1.04861e-006
4.49e-005,-2.48081,-1.04095e-006
4.5e-005,-2.48081,-1.04095e-006
4.5e-005,-2.89865,-1.04214e-006
4.51e-005,-2.89865,-1.04214e-006
4.51e-005,-3.40946,-0.0206927
4.52e-005,-3.40946,-0.0206927
4.52e-005,-3.89485,-0.0362164
4.53e-005,-3.89485,-0.0362164
4.53e-005,-4.35219,-0.0512044
4.54e-005,-4.35219,-0.0512044
4.54e-005,-4.78011,-0.0656302
4.55e-005,-4.78011,-0.0656302
4.55e-005,-5.17738,-0.0794702
4.56e-005,-5.17738,-0.0794702
4.56e-005,-5.54293,-0.0927042
4.57e-005,-5.54293,-0.0927042
4.57e-005,-5.87585,-0.105315
4.58e-005,-5.87585,-0.105315
4.58e-005,-6.1754,-0.117288
4.59e-005,-6.1754,-0.117288
4.59e-005,-6.44102,-0.128613
4.6e-005,-6.44102,-0.128613
4.6e-005,-6.67229,-0.139282
4.61e-005,-6.67229,-0.139282
4.61e-005,-6.86895,-0.14929
4.62e-005,-6.86895,-0.14929
4.62e-005,-7.03092,-0.158635
4.63e-005,-7.03092,-0.158635
4.63e-005,-7.15825,-0.167319
4.64e-005,-7.15825,-0.167319
4.64e-005,-7.25115,-0.175344
4.65e-005,-7.25115,-0.175344
4.65e-005,-7.30999,-0.18272
4.66e-005,-7.30999,-0.18272
4.66e-005,-7.33527,-0.189454
4.67e-005,-7.33527,-0.189454
4.67e-005,-7.32763,-0.19556
4.68e-005,-7.32763,-0.19556
4.68e-005,-7.28783,-0.201051
4.69e-005,-7.28783,-0.201051
4.69e-005,-7.21677,-0.205945
4.7e-005,-7.21677,-0.205945
4.7e-005,-7.11547,-0.210262
4.71e-005,-7.11547,-0.210262
4.71e-005,-6.98504,-0.214022
4.72e-005,-6.98504,-0.214022
4.72e-005,-6.82672,-0.21725
4.73e-005,-6.82672,-0.21725
4.73e-005,-6.64182,-0.21997
4.74e-005,-6.64182,-0.21997
4.74e-005,-6.43175,-0.222209
4.75e-005,-6.43175,-0.222209
4.75e-005,-6.198,-0.223996
4.76e-005,-6.198,-0.223996
4.76e-005,-5.94214,-0.22536
4.77e-005,-5.94214,-0.22536
4.77e-005,-5.66578,-0.226333
4.78e-005,-5.66578,-0.226333
4.78e-005,-5.37061,-0.226947
4.79e-005,-5.37061,-0.226947
4.79e-005,-5.05834,-0.227234
4.8e-005,-5.05834,-0.227234
4.8e-005,-4.73074,-0.227228
4.81e-005,-4.73074,-0.227228
4.81e-005,-4.38958,-0.226963
4.82e-005,-4.38958,-0.226963
4.82e-005,-4.03669,-0.226474
4.83e-005,-4.03669,-0.226474
4.83e-005,-3.67388,-0.225796
4.84e-005,-3.67388,-0.225796
4.84e-005,-3.30296,-0.224962
4.85e-005,-3.30296,-0.224962
4.85e-005,-2.92577,-0.224008
4.86e-005,-2.92577,-0.224008
4.86e-005,-2.54409,-0.222969
4.87e-005,-2.54409,-0.222969
4.87e-005,-2.15972,-0.221878
4.88e-005,-2.15972,-0.221878
4.88e-005,-1.77442,-0.220769
4.89e-005,-1.77442,-0.220769
4.89e-005,-1.3899,-0.219674
4.9e-005,-1.3899,-0.219674
4.9e-005,-1.00783,-0.218626
4.91e-005,-1.00783,-0.218626
4.91e-005,-0.629853,-0.217656
4.92e-005,-0.629853,-0.217656
4.92e-005,-0.257538,-0.216794
4.93e-005,-0.257538,-0.216794
4.93e-005,0.107599,-0.216069
4.94e-005,0.107599,-0.216069
4.94e-005,0.464106,-0.215508
4.95e-005,0.464106,-0.215508
4.95e-005,0.810603,-0.215138
4.96e-005,0.810603,-0.215138
4.96e-005,1.14579,-0.214984
4.97e-005,1.14579,-0.214984
4.97e-005,1.46843,-0.215069
4.98e-005,1.46843,-0.215069
4.98e-005,1.7774,-0.215414
4.99e-005,1.7774,-0.215414
4.99e-005,2.07162,-0.216041
5e-005,2.07162,-0.216041
5e-005,2.35014,-0.216967
5.01e-005,2.35014,-0.216967
5.01e-005,2.62567,-2.44888e-007
5.02e-005,2.62567,-2.44888e-007
5.02e-005,2.91054,-4.86908e-007
5.03e-005,2.91054,-4.86908e-007
5.03e-005,3.2031,-7.26358e-007
5.04e-005,3.2031,-7.26358e-007
5.04e-005,3.5015,-9.6142e-007
5.05e-005,3.5015,-9.6142e-007
5.05e-005,3.8037,-1.19035e-006
5.06e-005,3.8037,-1.19035e-006
5.06e-005,4.10751,-1.41148e-006
5.07e-005,4.10751,-1.41148e-006
5.07e-005,4.41059,-1.62327e-006
5.08e-005,4.41059,-1.62327e-006
5.08e-005,4.7105,-1.82428e-006
5.09e-005,4.7105,-1.82428e-006
5.09e-005,5.0047,-2.01319e-006
5.1e-005,5.0047,-2.01319e-006
5.1e-005,5.29062,-2.18883e-006
5.11e-005,5.29062,-2.18883e-006
5.11e-005,5.56563,-2.35019e-006
5.12e-005,5.56563,-2.35019e-006
5.12e-005,5.82713,-2.49638e-006
5.13e-005,5.82713,-2.49638e-006
5.13e-005,6.07252,-2.62672e-006
5.14e-005,6.07252,-2.62672e-006
5.14e-005,6.29928,-2.74065e-006
5.15e-005,6.29928,-2.74065e-006
5.15e-005,6.50497,-2.83781e-006
5.16e-005,6.50497,-2.83781e-006
5.16e-005,6.68728,-2.91799e-006
5.17e-005,6.68728,-2.91799e-006
5.17e-005,6.84402,-2.98114e-006
5.18e-005,6.84402,-2.98114e-006
5.18e-005,6.97317,-3.02741e-006
5.19e-005,6.97317,-3.02741e-006
5.19e-005,7.07292,-3.05706e-006
5.2e-005,7.07292,-3.05706e-006
5.2e-005,7.14164,-3.07054e-006
5.21e-005,7.14164,-3.07054e-006
5.21e-005,7.17795,-3.06843e-006
5.22e-005,7.17795,-3.06843e-006
5.22e-005,7.18072,-3.05145e-006
5.23e-005,7.18072,-3.05145e-006
5.23e-005,7.14907,-3.02044e-006
5.24e-005,7.14907,-3.02044e-006
5.24e-005,7.0824,-2.97636e-006
5.25e-005,7.0824,-2.97636e-006
5.25e-005,6.98037,-2.92027e-006
5.26e-005,6.98037,-2.92027e-006
5.26e-005,6.84295,-2.8533e-006
5.27e-005,6.84295,-2.8533e-006
5.27e-005,6.6704,-2.7767e-006
5.28e-005,6.6704,-2.7767e-006
5.28e-005,6.46324,-2.69172e-006
5.29e-005,6.46324,-2.69172e-006
5.29e-005,6.22232,-2.5997e-006
5.3e-005,6.22232,-2.5997e-006
5.3e-005,5.94873,-2.50198e-006
5.31e-005,5.94873,-2.50198e-006
5.31e-005,5.64385,-2.39993e-006
5.32e-005,5.64385,-2.39993e-006
5.32e-005,5.30932,-2.29492e-006
5.33e-005,5.30932,-2.29492e-006
5.33e-005,4.94702,-2.18829e-006
5.34e-005,4.94702,-2.18829e-006
5.34e-005,4.55905,-2.08135e-006
5.35e-005,4.55905,-2.08135e-006
5.35e-005,4.14776,-1.97538e-006
5.36e-005,4.14776,-1.97538e-006
5.36e-005,3.71563,-1.87158e-006
5.37e-005,3.71563,-1.87158e-006
5.37e-005,3.26536,-1.7711e-006
5.38e-005,3.26536,-1.7711e-006
5.38e-005,2.79977,-1.675e-006
5.39e-005,2.79977,-1.675e-006
5.39e-005,2.32178,-1.58423e-006
5.4e-005,2.32178,-1.58423e-006
5.4e-005,1.83444,-1.49968e-006
5.41e-005,1.83444,-1.49968e-006
5.41e-005,1.34084,-1.42209e-006
5.42e-005,1.34084,-1.42209e-006
5.42e-005,0.844109,-1.35211e-006
5.43e-005,0.844109,-1.35211e-006
5.43e-005,0.347388,-1.29026e-006
5.44e-005,0.347388,-1.29026e-006
5.44e-005,-0.1462,-1.23694e-006
5.45e-005,-0.1462,-1.23694e-006
5.45e-005,-0.633582,-1.19243e-006
5.46e-005,-0.633582,-1.19243e-006
5.46e-005,-1.11175,-1.15686e-006
5.47e-005,-1.11175,-1.15686e-006
5.47e-005,-1.57781,-1.13026e-006
5.48e-005,-1.57781,-1.13026e-006
5.48e-005,-2.02897,-1.11253e-006
5.49e-005,-2.02897,-1.11253e-006
5.49e-005,-2.46259,-1.10344e-006
5.5e-005,-2.46259,-1.10344e-006
5.5e-005,-2.87622,-1.10267e-006
5.51e-005,-2.87622,-1.10267e-006
5.51e-005,-3.38983,-0.0187551
5.52e-005,-3.38983,-0.0187551
5.52e-005,-3.87809,-0.0343339
5.53e-005,-3.87809,-0.0343339
5.53e-005,-4.33833,-0.0493771
5.54e-005,-4.33833,-0.0493771
5.54e-005,-4.76914,-0.063858
5.55e-005,-4.76914,-0.063858
5.55e-005,-5.16927,-0.0777529
5.56e-005,-5.16927,-0.0777529
5.56e-005,-5.53766,-0.0910413
5.57e-005,-5.53766,-0.0910413
5.57e-005,-5.87338,-0.103706
5.58e-005,-5.87338,-0.103706
5.58e-005,-6.17569,-0.115731
5.59e-005,-6.17569,-0.115731
5.59e-005,-6.44399,-0.127108
5.6e-005,-6.44399,-0.127108
5.6e-005,-6.67787,-0.137827
5.61e-005,-6.67787,-0.137827
5.61e-005,-6.87706,-0.147883
5.62e-005,-6.87706,-0.147883
5.62e-005,-7.04147,-0.157275
5.63e-005,-7.04147,-0.157275
5.63e-005,-7.17113,-0.166003
5.64e-005,-7.17113,-0.166003
5.64e-005,-7.26627,-0.174071
5.65e-005,-7.26627,-0.174071
5.65e-005,-7.32722,-0.181487
5.66e-005,-7.32722,-0.181487
5.66e-005,-7.35448,-0.188259
5.67e-005,-7.35448,-0.188259
5.67e-005,-7.3487,-0.1944
5.68e-005,-7.3487,-0.1944
5.68e-005,-7.31063,-0.199925
5.69e-005,-7.31063,-0.199925
5.69e-005,-7.24116,-0.204849
5.7e-005,-7.24116,-0.204849
5.7e-005,-7.14129,-0.209194
5.71e-005,-7.14129,-0.209194
5.71e-005,-7.01216,-0.212979
5.72e-005,-7.01216,-0.212979
5.72e-005,-6.85498,-0.216228
5.73e-005,-6.85498,-0.216228
5.73e-005,-6.67108,-0.218967
5.74e-005,-6.67108,-0.218967
5.74e-005,-6.46186,-0.221223
5.75e-005,-6.46186,-0.221223
5.75e-005,-6.2288,-0.223023
5.76e-005,-6.2288,-0.223023
5.76e-005,-5.97348,-0.224398
5.77e-005,-5.97348,-0.224398
5.77e-005,-5.69752,-0.225379
5.78e-005,-5.69752,-0.225379
5.78e-005,-5.40259,-0.225997
5.79e-005,-5.40259,-0.225997
5.79e-005,-5.09042,-0.226286
5.8e-005,-5.09042,-0.226286
5.8e-005,-4.76277,-0.226279
5.81e-005,-4.76277,-0.226279
5.81e-005,-4.42143,-0.226011
5.82e-005,-4.42143,-0.226011
5.82e-005,-4.06821,-0.225516
5.83e-005,-4.06821,-0.225516
5.83e-005,-3.70495,-0.224828
5.84e-005,-3.70495,-0.224828
5.84e-005,-3.33345,-0.223984
5.85e-005,-3.33345,-0.223984
5.85e-005,-2.95555,-0.223017
5.86e-005,-2.95555,-0.223017
5.86e-005,-2.57306,-0.221962
5.87e-005,-2.57306,-0.221962
5.87e-005,-2.18777,-0.220853
5.88e-005,-2.18777,-0.220853
5.88e-005,-1.80143,-0.219725
5.89e-005,-1.80143,-0.219725
5.89e-005,-1.41577,-0.218609
5.9e-005,-1.41577,-0.218609
5.9e-005,-1.03249,-0.217538
5.91e-005,-1.03249,-0.217538
5.91e-005,-0.653212,-0.216543
5.92e-005,-0.653212,-0.216543
5.92e-005,-0.279526,-0.215655
5.93e-005,-0.279526,-0.215655
5.93e-005,0.0870491,-0.214902
5.94e-005,0.0870491,-0.214902
5.94e-005,0.445052,-0.214313
5.95e-005,0.445052,-0.214313
5.95e-005,0.793099,-0.213913
5.96e-005,0.793099,-0.213913
5.96e-005,1.12987,-0.213729
5.97e-005,1.12987,-0.213729
5.97e-005,1.45414,-0.213782
5.98e-005,1.45414,-0.213782
5.98e-005,1.76476,-0.214097
5.99e-005,1.76476,-0.214097
5.99e-005,2.06065,-0.214692
6e-005,2.06065,-0.214692
6e-005,2.34085,-0.215586
6.01e-005,2.34085,-0.215586
6.01e-005,2.61798,-2.43315e-007
6.02e-005,2.61798,-2.43315e-007
6.02e-005,2.90427,-4.83755e-007
6.03e-005,2.90427,-4.83755e-007
6.03e-005,3.19807,-7.21619e-007
6.04e-005,3.19807,-7.21619e-007
6.04e-005,3.49752,-9.55103e-007
6.05e-005,3.49752,-9.55103e-007
6.05e-005,3.8006,-1.18248e-006
6.06e-005,3.8006,-1.18248e-006
6.06e-005,4.1051,-1.4021e-006
6.07e-005,4.1051,-1.4021e-006
6.07e-005,4.40871,-1.61242e-006
6.08e-005,4.40871,-1.61242e-006
6.08e-005,4.70898,-1.81203e-006
6.09e-005,4.70898,-1.81203e-006
6.09e-005,5.0034,-1.99962e-006
6.1e-005,5.0034,-1.99962e-006
6.1e-005,5.28939,-2.17404e-006
6.11e-005,5.28939,-2.17404e-006
6.11e-005,5.56434,-2.33427e-006
6.12e-005,5.56434,-2.33427e-006
6.12e-005,5.82567,-2.47946e-006
6.13e-005,5.82567,-2.47946e-006
6.13e-005,6.07079,-2.60891e-006
6.14e-005,6.07079,-2.60891e-006
6.14e-005,6.29721,-2.72209e-006
6.15e-005,6.29721,-2.72209e-006
6.15e-005,6.5025,-2.81863e-006
6.16e-005,6.5025,-2.81863e-006
6.16e-005,6.68436,-2.89833e-006
6.17e-005,6.68436,-2.89833e-006
6.17e-005,6.84064,-2.96116e-006
6.18e-005,6.84064,-2.96116e-006
6.18e-005,6.96932,-3.00725e-006
6.19e-005,6.96932,-3.00725e-006
6.19e-005,7.06861,-3.03687e-006
6.2e-005,7.06861,-3.03687e-006
6.2e-005,7.13692,-3.05048e-006
6.21e-005,7.13692,-3.05048e-006
6.21e-005,7.17287,-3.04864e-006
6.22e-005,7.17287,-3.04864e-006
6.22e-005,7.17534,-3.03208e-006
6.23e-005,7.17534,-3.03208e-006
6.23e-005,7.14348,-3.00163e-006
6.24e-005,7.14348,-3.00163e-006
6.24e-005,7.07669,-2.95824e-006
6.25e-005,7.07669,-2.95824e-006
6.25e-005,6.97466,-2.90297e-006
6.26e-005,6.97466,-2.90297e-006
6.26e-005,6.83736,-2.83694e-006
6.27e-005,6.83736,-2.83694e-006
6.27e-005,6.66507,-2.76139e-006
6.28e-005,6.66507,-2.76139e-006
6.28e-005,6.45831,-2.67756e-006
6.29e-005,6.45831,-2.67756e-006
6.29e-005,6.21793,-2.58678e-006
6.3e-005,6.21793,-2.58678e-006
6.3e-005,5.94503,-2.49038e-006
6.31e-005,5.94503,-2.49038e-006
6.31e-005,5.641,-2.38972e-006
6.32e-005,5.641,-2.38972e-006
6.32e-005,5.30746,-2.28614e-006
6.33e-005,5.30746,-2.28614e-006
6.33e-005,4.94631,-2.18098e-006
6.34e-005,4.94631,-2.18098e-006
6.34e-005,4.55964,-2.07554e-006
6.35e-005,4.55964,-2.07554e-006
6.35e-005,4.14976,-1.97107e-006
6.36e-005,4.14976,-1.97107e-006
6.36e-005,3.71919,-1.86878e-006
6.37e-005,3.71919,-1.86878e-006
6.37e-005,3.27059,-1.76979e-006
6.38e-005,3.27059,-1.76979e-006
6.38e-005,2.80677,-1.67515e-006
6.39e-005,2.80677,-1.67515e-006
6.39e-005,2.33065,-1.58582e-006
6.4e-005,2.33065,-1.58582e-006
6.4e-005,1.84525,-1.50264e-006
6.41e-005,1.84525,-1.50264e-006
6.41e-005,1.35365,-1.42636e-006
6.42e-005,1.35365,-1.42636e-006
6.42e-005,0.858958,-1.35762e-006
6.43e-005,0.858958,-1.35762e-006
6.43e-005,0.364301,-1.29692e-006
6.44e-005,0.364301,-1.29692e-006
6.44e-005,-0.127221,-1.24467e-006
6.45e-005,-0.127221,-1.24467e-006
6.45e-005,-0.612552,-1.20112e-006
6.46e-005,-0.612552,-1.20112e-006
6.46e-005,-1.08871,-1.16641e-006
6.47e-005,-1.08871,-1.16641e-006
6.47e-005,-1.55281,-1.14057e-006
6.48e-005,-1.55281,-1.14057e-006
6.48e-005,-2.00208,-1.12348e-006
6.49e-005,-2.00208,-1.12348e-006
6.49e-005,-2.43393,-1.11492e-006
6.5e-005,-2.43393,-1.11492e-006
6.5e-005,-2.84588,-1.11455e-006
6.51e-005,-2.84588,-1.11455e-006
6.51e-005,-3.35928,-0.0190632
6.52e-005,-3.35928,-0.0190632
6.52e-005,-3.84749,-0.0346408
6.53e-005,-3.84749,-0.0346408
6.53e-005,-4.3078,-0.0496855
6.54e-005,-4.3078,-0.0496855
6.54e-005,-4.73882,-0.0641704
6.55e-005,-4.73882,-0.0641704
6.55e-005,-5.1393,-0.0780718
6.56e-005,-5.1393,-0.0780718
6.56e-005,-5.50815,-0.091369
6.57e-005,-5.50815,-0.091369
6.57e-005,-5.84446,-0.104044
6.58e-005,-5.84446,-0.104044
6.58e-005,-6.14746,-0.116084
6.59e-005,-6.14746,-0.116084
6.59e-005,-6.41658,-0.127475
6.6e-005,-6.41658,-0.127475
6.6e-005,-6.65137,-0.138212
6.61e-005,-6.65137,-0.138212
6.61e-005,-6.85157,-0.148287
6.62e-005,-6.85157,-0.148287
6.62e-005,-7.01707,-0.1577
6.63e-005,-7.01707,-0.1577
6.63e-005,-7.14792,-0.16645
6.64e-005,-7.14792,-0.16645
6.64e-005,-7.24431,-0.174543
6.65e-005,-7.24431,-0.174543
6.65e-005,-7.30658,-0.181984
6.66e-005,-7.30658,-0.181984
6.66e-005,-7.33524,-0.188783
6.67e-005,-7.33524,-0.188783
6.67e-005,-7.3309,-0.194951
6.68e-005,-7.3309,-0.194951
6.68e-005,-7.29431,-0.200504
6.69e-005,-7.29431,-0.200504
6.69e-005,-7.22637,-0.205457
6.7e-005,-7.22637,-0.205457
6.7e-005,-7.12806,-0.209831
6.71e-005,-7.12806,-0.209831
6.71e-005,-7.00051,-0.213647
6.72e-005,-7.00051,-0.213647
6.72e-005,-6.84493,-0.216927
6.73e-005,-6.84493,-0.216927
6.73e-005,-6.66263,-0.219696
6.74e-005,-6.66263,-0.219696
6.74e-005,-6.45501,-0.221982
6.75e-005,-6.45501,-0.221982
6.75e-005,-6.22356,-0.223813
6.76e-005,-6.22356,-0.223813
6.76e-005,-5.96983,-0.225218
6.77e-005,-5.96983,-0.225218
6.77e-005,-5.69544,-0.226229
6.78e-005,-5.69544,-0.226229
6.78e-005,-5.40205,-0.226877
6.79e-005,-5.40205,-0.226877
6.79e-005,-5.09139,-0.227194
6.8e-005,-5.09139,-0.227194
6.8e-005,-4.76521,-0.227216
6.81e-005,-4.76521,-0.227216
6.81e-005,-4.4253,-0.226975
6.82e-005,-4.4253,-0.226975
6.82e-005,-4.07347,-0.226506
6.83e-005,-4.07347,-0.226506
6.83e-005,-3.71153,-0.225844
6.84e-005,-3.71153,-0.225844
6.84e-005,-3.3413,-0.225023
6.85e-005,-3.3413,-0.225023
6.85e-005,-2.9646,-0.224079
6.86e-005,-2.9646,-0.224079
6.86e-005,-2.58325,-0.223046
6.87e-005,-2.58325,-0.223046
6.87e-005,-2.19903,-0.221958
6.88e-005,-2.19903,-0.221958
6.88e-005,-1.81368,-0.220848
6.89e-005,-1.81368,-0.220848
6.89e-005,-1.42894,-0.219749
6.9e-005,-1.42894,-0.219749
6.9e-005,-1.0465,-0.218694
6.91e-005,-1.0465,-0.218694
6.91e-005,-0.667976,-0.217714
6.92e-005,-0.667976,-0.217714
6.92e-005,-0.294966,-0.216839
6.93e-005,-0.294966,-0.216839
6.93e-005,0.0710141,-0.216097
6.94e-005,0.0710141,-0.216097
6.94e-005,0.428508,-0.215517
6.95e-005,0.428508,-0.215517
6.95e-005,0.776128,-0.215126
6.96e-005,0.776128,-0.215126
6.96e-005,1.11256,-0.214948
6.97e-005,1.11256,-0.214948
6.97e-005,1.43658,-0.215007
6.98e-005,1.43658,-0.215007
6.98e-005,1.74702,-0.215324
6.99e-005,1.74702,-0.215324
