    "time","headlight","light_switch_old_byType","off_counter","off_counter_byType","on_counter","on_counter_byType"
      1.37,         1,         2,        98,        98,         0,         0
      1.38,         1,         2,        99,        99,         0,         0
      1.39,         1,         2,       100,       100,         0,         0
       1.4,         1,         2,       101,       101,         0,         0
      1.41,         1,         2,       102,       102,         0,         0
      1.42,         1,         2,       103,       103,         0,         0
      1.43,         1,         2,       104,       104,         0,         0
      1.44,         1,         2,       105,       105,         0,         0
      1.45,         1,         2,       106,       106,         0,         0
      1.46,         1,         2,       107,       107,         0,         0
      1.47,         1,         2,       108,       108,         0,         0
      1.48,         1,         2,       109,       109,         0,         0
      1.49,         1,         2,       110,       110,         0,         0
       1.5,         0,         2,         0,         0,         0,         0
      1.51,         0,         2,         0,         0,         0,         0
      1.52,         0,         2,         0,         0,         0,         0
      1.53,         0,         2,         0,         0,         0,         0
      1.54,         0,         2,         0,         0,         0,         0
      1.55,         0,         2,         0,         0,         0,         0
      1.56,         0,         2,         0,         0,         0,         0
      1.57,         0,         2,         0,         0,         0,         0
      1.58,         0,         2,         0,         0,         0,         0
      1.59,         0,         2,         0,         0,         0,         0
       1.6,         0,         2,         0,         0,         0,         0
      1.61,         0,         2,         0,         0,         0,         0
      1.62,         0,         2,         0,         0,         0,         0
      1.63,         0,         2,         0,         0,         0,         0
      1.64,         0,         2,         0,         0,         0,         0
      1.65,         0,         2,         0,         0,         0,         0
      1.66,         0,         2,         0,         0,         0,         0
      1.67,         0,         2,         0,         0,         0,         0
      1.68,         0,         2,         0,         0,         0,         0
      1.69,         0,         2,         0,         0,         0,         0
       1.7,         0,         2,         0,         0,         0,         0
      1.71,         0,         2,         0,         0,         0,         0
      1.72,         0,         2,         0,         0,         0,         0
      1.73,         0,         2,         0,         0,         0,         0
      1.74,         0,         2,         0,         0,         0,         0
      1.75,         0,         2,         0,         0,         0,         0
      1.76,         0,         2,         0,         0,         0,         0
      1.77,         0,         2,         0,         0,         0,         0
      1.78,         0,         2,         0,         0,         0,         0
      1.79,         0,         2,         0,         0,         0,         0
       1.8,         0,         2,         0,         0,         0,         0
      1.81,         0,         2,         0,         0,         0,         0
      1.82,         0,         2,         0,         0,         0,         0
      1.83,         0,         2,         0,         0,         0,         0
      1.84,         0,         2,         0,         0,         0,         0
      1.85,         0,         2,         0,         0,         0,         0
      1.86,         0,         2,         0,         0,         0,         0
      1.87,         0,         2,         0,         0,         0,         0
      1.88,         0,         2,         0,         0,         0,         0
      1.89,         0,         2,         0,         0,         0,         0
       1.9,         0,         2,         0,         0,         0,         0
      1.91,         0,         2,         0,         0,         0,         0
      1.92,         0,         2,         0,         0,         0,         0
      1.93,         0,         2,         0,         0,         0,         0
      1.94,         0,         2,         0,         0,         0,         0
      1.95,         0,         2,         0,         0,         0,         0
      1.96,         0,         2,         0,         0,         0,         0
      1.97,         0,         2,         0,         0,         0,         0
      1.98,         0,         2,         0,         0,         0,         0
      1.99,         0,         2,         0,         0,         0,         0
         2,         0,         2,         0,         0,         0,         0
      2.01,         0,         2,         0,         0,         0,         0
      2.02,         0,         2,         0,         0,         0,         0
      2.03,         0,         2,         0,         0,         0,         0
      2.04,         0,         2,         0,         0,         0,         0
      2.05,         0,         2,         0,         0,         0,         0
      2.06,         0,         2,         0,         0,         0,         0
      2.07,         0,         2,         0,         0,         0,         0
      2.08,         0,         2,         0,         0,         0,         0
      2.09,         0,         2,         0,         0,         0,         0
       2.1,         0,         2,         0,         0,         0,         0
      2.11,         0,         2,         0,         0,         0,         0
      2.12,         0,         2,         0,         0,         0,         0
      2.13,         0,         2,         0,         0,         0,         0
      2.14,         0,         2,         0,         0,         0,         0
      2.15,         0,         2,         0,         0,         0,         0
      2.16,         0,         2,         0,         0,         0,         0
      2.17,         0,         2,         0,         0,         0,         0
      2.18,         0,         2,         0,         0,         0,         0
      2.19,         0,         2,         0,         0,         0,         0
       2.2,         0,         2,         0,         0,         0,         0
      2.21,         0,         2,         0,         0,         0,         0
      2.22,         0,         2,         0,         0,         0,         0
      2.23,         0,         2,         0,         0,         0,         0
      2.24,         0,         2,         0,         0,         0,         0
      2.25,         0,         2,         0,         0,         0,         0
      2.26,         0,         2,         0,         0,         0,         0
      2.27,         0,         2,         0,         0,         0,         0
      2.28,         0,         2,         0,         0,         0,         0
      2.29,         0,         2,         0,         0,         0,         0
       2.3,         0,         2,         0,         0,         0,         0
      2.31,         0,         2,         0,         0,         0,         0
      2.32,         0,         2,         0,         0,         0,         0
      2.33,         0,         2,         0,         0,         0,         0
      2.34,         0,         2,         0,         0,         0,         0
      2.35,         0,         2,         0,         0,         0,         0
      2.36,         0,         2,         0,         0,         0,         0
      2.37,         0,         2,         0,         0,         0,         0
      2.38,         0,         2,         0,         0,         0,         0
      2.39,         0,         2,         0,         0,         0,         0
       2.4,         0,         2,         0,         0,         0,         0
      2.41,         0,         2,         0,         0,         0,         0
      2.42,         0,         2,         0,         0,         0,         0
      2.43,         0,         2,         0,         0,         0,         0
      2.44,         0,         2,         0,         0,         0,         0
      2.45,         0,         2,         0,         0,         0,         0
      2.46,         0,         2,         0,         0,         0,         0
      2.47,         0,         2,         0,         0,         0,         0
      2.48,         0,         2,         0,         0,         0,         0
      2.49,         0,         2,         0,         0,         0,         0
       2.5,         0,         2,         0,         0,         0,         0
      2.51,         0,         2,         0,         0,         0,         0
      2.52,         0,         2,         0,         0,         0,         0
      2.53,         0,         2,         0,         0,         0,         0
      2.54,         0,         2,         0,         0,         0,         0
      2.55,         0,         2,         0,         0,         0,         0
      2.56,         0,         2,         0,         0,         0,         0
      2.57,         0,         2,         0,         0,         0,         0
      2.58,         0,         2,         0,         0,         0,         0
      2.59,         0,         2,         0,         0,         0,         0
       2.6,         0,         2,         0,         0,         0,         0
      2.61,         0,         2,         0,         0,         0,         0
      2.62,         0,         2,         0,         0,         0,         0
      2.63,         0,         2,         0,         0,         0,         0
      2.64,         0,         2,         0,         0,         0,         0
      2.65,         0,         2,         0,         0,         0,         0
      2.66,         0,         2,         0,         0,         0,         0
      2.67,         0,         2,         0,         0,         0,         0
      2.68,         0,         2,         0,         0,         0,         0
      2.69,         0,         2,         0,         0,         0,         0
       2.7,         0,         2,         0,         0,         0,         0
      2.71,         0,         2,         0,         0,         0,         0
      2.72,         0,         2,         0,         0,         0,         0
      2.73,         0,         2,         0,         0,         0,         0
      2.74,         0,         2,         0,         0,         0,         0
      2.75,         0,         2,         0,         0,         0,         0
      2.76,         0,         2,         0,         0,         0,         0
      2.77,         0,         2,         0,         0,         0,         0
      2.78,         0,         2,         0,         0,         0,         0
      2.79,         0,         2,         0,         0,         0,         0
       2.8,         0,         2,         0,         0,         0,         0
      2.81,         0,         2,         0,         0,         0,         0
      2.82,         0,         2,         0,         0,         0,         0
      2.83,         0,         2,         0,         0,         0,         0
      2.84,         0,         2,         0,         0,         0,         0
      2.85,         0,         2,         0,         0,         0,         0
      2.86,         0,         2,         0,         0,         0,         0
      2.87,         0,         2,         0,         0,         0,         0
      2.88,         0,         2,         0,         0,         0,         0
      2.89,         0,         2,         0,         0,         0,         0
       2.9,         0,         2,         0,         0,         0,         0
      2.91,         0,         2,         0,         0,         0,         0
      2.92,         0,         2,         0,         0,         0,         0
      2.93,         0,         2,         0,         0,         0,         0
      2.94,         0,         2,         0,         0,         0,         0
      2.95,         0,         2,         0,         0,         0,         0
      2.96,         0,         2,         0,         0,         0,         0
      2.97,         0,         2,         0,         0,         0,         0
      2.98,         0,         2,         0,         0,         0,         0
      2.99,         0,         2,         0,         0,         0,         0
         3,         0,         2,         0,         0,         0,         0
      3.01,         0,         2,         0,         0,         0,         0
      3.02,         0,         2,         0,         0,         0,         0
      3.03,         0,         2,         0,         0,         0,         0
      3.04,         0,         2,         0,         0,         0,         0
      3.05,         0,         2,         0,         0,         0,         0
      3.06,         0,         2,         0,         0,         0,         0
      3.07,         0,         2,         0,         0,         0,         0
      3.08,         0,         2,         0,         0,         0,         0
      3.09,         0,         2,         0,         0,         0,         0
       3.1,         0,         2,         0,         0,         0,         0
      3.11,         0,         2,         0,         0,         0,         0
      3.12,         0,         2,         0,         0,         0,         0
      3.13,         0,         2,         0,         0,         0,         0
      3.14,         0,         2,         0,         0,         0,         0
      3.15,         0,         2,         0,         0,         0,         0
      3.16,         0,         2,         0,         0,         0,         0
      3.17,         0,         2,         0,         0,         0,         0
      3.18,         0,         2,         0,         0,         0,         0
      3.19,         0,         2,         0,         0,         0,         0
       3.2,         0,         2,         0,         0,         0,         0
      3.21,         0,         2,         0,         0,         0,         0
      3.22,         0,         2,         0,         0,         0,         0
      3.23,         0,         2,         0,         0,         0,         0
      3.24,         0,         2,         0,         0,         0,         0
      3.25,         0,         2,         0,         0,         0,         0
      3.26,         0,         2,         0,         0,         0,         0
      3.27,         0,         2,         0,         0,         0,         0
      3.28,         0,         2,         0,         0,         0,         0
      3.29,         0,         2,         0,         0,         0,         0
       3.3,         0,         2,         0,         0,         0,         0
      3.31,         0,         2,         0,         0,         0,         0
      3.32,         0,         2,         0,         0,         0,         0
      3.33,         0,         2,         0,         0,         0,         0
      3.34,         0,         2,         0,         0,         0,         0
      3.35,         0,         2,         0,         0,         0,         0
      3.36,         0,         2,         0,         0,         0,         0
      3.37,         0,         2,         0,         0,         0,         0
      3.38,         0,         2,         0,         0,         0,         0
      3.39,         0,         2,         0,         0,         0,         0
       3.4,         0,         2,         0,         0,         0,         0
      3.41,         0,         2,         0,         0,         0,         0
      3.42,         0,         2,         0,         0,         0,         0
      3.43,         0,         2,         0,         0,         0,         0
      3.44,         0,         2,         0,         0,         0,         0
      3.45,         0,         2,         0,         0,         0,         0
      3.46,         0,         2,         0,         0,         0,         0
      3.47,         0,         2,         0,         0,         0,         0
      3.48,         0,         2,         0,         0,         0,         0
      3.49,         0,         2,         0,         0,         0,         0
       3.5,         0,         2,         0,         0,         0,         0
      3.51,         0,         2,         0,         0,         0,         0
      3.52,         0,         2,         0,         0,         0,         0
      3.53,         0,         2,         0,         0,         0,         0
      3.54,         0,         2,         0,         0,         0,         0
      3.55,         0,         2,         0,         0,         0,         0
      3.56,         0,         2,         0,         0,         0,         0
      3.57,         0,         2,         0,         0,         0,         0
      3.58,         0,         2,         0,         0,         0,         0
      3.59,         0,         2,         0,         0,         0,         0
       3.6,         0,         2,         0,         0,         0,         0
      3.61,         0,         2,         0,         0,         0,         0
      3.62,         0,         2,         0,         0,         0,         0
      3.63,         0,         2,         0,         0,         0,         0
      3.64,         0,         2,         0,         0,         0,         0
      3.65,         0,         2,         0,         0,         0,         0
      3.66,         0,         2,         0,         0,         0,         0
      3.67,         0,         2,         0,         0,         0,         0
      3.68,         0,         2,         0,         0,         1,         1
      3.69,         0,         2,         0,         0,         2,         2
       3.7,         0,         2,         0,         0,         3,         3
      3.71,         0,         2,         0,         0,         4,         4
      3.72,         0,         2,         0,         0,         5,         5
      3.73,         0,         2,         0,         0,         6,         6
      3.74,         0,         2,         0,         0,         7,         7
      3.75,         0,         2,         0,         0,         8,         8
      3.76,         0,         2,         0,         0,         9,         9
      3.77,         0,         2,         0,         0,        10,        10
      3.78,         0,         2,         0,         0,        11,        11
      3.79,         0,         2,         0,         0,        12,        12
       3.8,         0,         2,         0,         0,        13,        13
      3.81,         0,         2,         0,         0,        14,        14
      3.82,         0,         2,         0,         0,        15,        15
      3.83,         0,         2,         0,         0,        16,        16
      3.84,         0,         2,         0,         0,        17,        17
      3.85,         0,         2,         0,         0,        18,        18
      3.86,         0,         2,         0,         0,        19,        19
      3.87,         0,         2,         0,         0,        20,        20
      3.88,         0,         2,         0,         0,        21,        21
      3.89,         0,         2,         0,         0,        22,        22
       3.9,         0,         2,         0,         0,        23,        23
      3.91,         0,         2,         0,         0,        24,        24
      3.92,         0,         2,         0,         0,        25,        25
      3.93,         0,         2,         0,         0,        26,        26
      3.94,         0,         2,         0,         0,        27,        27
      3.95,         0,         2,         0,         0,        28,        28
      3.96,         0,         2,         0,         0,        29,        29
      3.97,         0,         2,         0,         0,        30,        30
      3.98,         0,         2,         0,         0,        31,        31
      3.99,         0,         2,         0,         0,        32,        32
         4,         0,         2,         0,         0,        33,        33
      4.01,         0,         2,         0,         0,        34,        34
      4.02,         0,         2,         0,         0,        35,        35
      4.03,         0,         2,         0,         0,        36,        36
      4.04,         0,         2,         0,         0,        37,        37
      4.05,         0,         2,         0,         0,        38,        38
      4.06,         0,         2,         0,         0,        39,        39
      4.07,         0,         2,         0,         0,        40,        40
      4.08,         0,         2,         0,         0,        41,        41
      4.09,         0,         2,         0,         0,        42,        42
       4.1,         0,         2,         0,         0,        43,        43
      4.11,         0,         2,         0,         0,        44,        44
      4.12,         0,         2,         0,         0,        45,        45
      4.13,         0,         2,         0,         0,        46,        46
      4.14,         0,         2,         0,         0,        47,        47
      4.15,         0,         2,         0,         0,        48,        48
      4.16,         0,         2,         0,         0,        49,        49
      4.17,         0,         2,         0,         0,        50,        50
      4.18,         0,         2,         0,         0,        51,        51
      4.19,         0,         2,         0,         0,        52,        52
       4.2,         0,         2,         0,         0,        53,        53
      4.21,         0,         2,         0,         0,        54,        54
      4.22,         0,         2,         0,         0,        55,        55
      4.23,         0,         2,         0,         0,        56,        56
      4.24,         0,         2,         0,         0,        57,        57
      4.25,         0,         2,         0,         0,        58,        58
      4.26,         0,         2,         0,         0,        59,        59
      4.27,         0,         2,         0,         0,        60,        60
      4.28,         0,         2,         0,         0,        61,        61
      4.29,         0,         2,         0,         0,        62,        62
       4.3,         0,         2,         0,         0,        63,        63
      4.31,         0,         2,         0,         0,        64,        64
      4.32,         0,         2,         0,         0,        65,        65
      4.33,         0,         2,         0,         0,        66,        66
      4.34,         0,         2,         0,         0,        67,        67
      4.35,         0,         2,         0,         0,        68,        68
      4.36,         0,         2,         0,         0,        69,        69
      4.37,         0,         2,         0,         0,        70,        70
      4.38,         1,         2,         0,         0,         0,         0
      4.39,         1,         2,         0,         0,         0,         0
       4.4,         1,         2,         0,         0,         0,         0
      4.41,         1,         2,         0,         0,         0,         0
      4.42,         1,         2,         0,         0,         0,         0
      4.43,         1,         2,         0,         0,         0,         0
      4.44,         1,         2,         0,         0,         0,         0
      4.45,         1,         2,         0,         0,         0,         0
      4.46,         1,         2,         0,         0,         0,         0
      4.47,         1,         2,         0,         0,         0,         0
      4.48,         1,         2,         0,         0,         0,         0
      4.49,         1,         2,         0,         0,         0,         0
       4.5,         1,         2,         0,         0,         0,         0
      4.51,         1,         2,         0,         0,         0,         0
      4.52,         1,         2,         0,         0,         0,         0
      4.53,         1,         2,         0,         0,         0,         0
      4.54,         1,         2,         0,         0,         0,         0
      4.55,         1,         2,         0,         0,         0,         0
      4.56,         1,         2,         0,         0,         0,         0
      4.57,         1,         2,         0,         0,         0,         0
      4.58,         1,         2,         0,         0,         0,         0
      4.59,         1,         2,         0,         0,         0,         0
       4.6,         1,         2,         0,         0,         0,         0
      4.61,         1,         2,         0,         0,         0,         0
      4.62,         1,         2,         0,         0,         0,         0
      4.63,         1,         2,         0,         0,         0,         0
      4.64,         1,         2,         0,         0,         0,         0
      4.65,         1,         2,         0,         0,         0,         0
      4.66,         1,         2,         0,         0,         0,         0
      4.67,         1,         2,         0,         0,         0,         0
      4.68,         1,         2,         0,         0,         0,         0
      4.69,         1,         2,         0,         0,         0,         0
       4.7,         1,         2,         0,         0,         0,         0
      4.71,         1,         2,         0,         0,         0,         0
      4.72,         1,         2,         0,         0,         0,         0
      4.73,         1,         2,         0,         0,         0,         0
      4.74,         1,         2,         0,         0,         0,         0
      4.75,         1,         2,         0,         0,         0,         0
      4.76,         1,         2,         0,         0,         0,         0
      4.77,         1,         2,         0,         0,         0,         0
      4.78,         1,         2,         0,         0,         0,         0
      4.79,         1,         2,         0,         0,         0,         0
       4.8,         1,         2,         0,         0,         0,         0
      4.81,         1,         2,         0,         0,         0,         0
      4.82,         1,         2,         0,         0,         0,         0
      4.83,         1,         2,         0,         0,         0,         0
      4.84,         1,         2,         0,         0,         0,         0
      4.85,         1,         2,         0,         0,         0,         0
      4.86,         1,         2,         0,         0,         0,         0
      4.87,         1,         2,         0,         0,         0,         0
      4.88,         1,         2,         0,         0,         0,         0
      4.89,         1,         2,         0,         0,         0,         0
       4.9,         1,         2,         0,         0,         0,         0
      4.91,         1,         2,         0,         0,         0,         0
      4.92,         1,         2,         0,         0,         0,         0
      4.93,         1,         2,         0,         0,         0,         0
      4.94,         1,         2,         0,         0,         0,         0
      4.95,         1,         2,         0,         0,         0,         0
      4.96,         1,         2,         0,         0,         0,         0
      4.97,         1,         2,         0,         0,         0,         0
      4.98,         1,         2,         0,         0,         0,         0
      4.99,         1,         2,         0,         0,         0,         0
         5,         1,         2,         0,         0,         0,         0
      5.01,         1,         2,         0,         0,         0,         0
      5.02,         1,         2,         0,         0,         0,         0
      5.03,         1,         2,         0,         0,         0,         0
      5.04,         1,         2,         0,         0,         0,         0
      5.05,         1,         2,         0,         0,         0,         0
      5.06,         1,         2,         0,         0,         0,         0
      5.07,         1,         2,         0,         0,         0,         0
      5.08,         1,         2,         0,         0,         0,         0
      5.09,         1,         2,         0,         0,         0,         0
       5.1,         1,         2,         0,         0,         0,         0
      5.11,         1,         2,         0,         0,         0,         0
      5.12,         1,         2,         0,         0,         0,         0
      5.13,         1,         2,         0,         0,         0,         0
      5.14,         1,         2,         0,         0,         0,         0
      5.15,         1,         2,         0,         0,         0,         0
      5.16,         1,         2,         0,         0,         0,         0
      5.17,         1,         2,         0,         0,         0,         0
      5.18,         1,         2,         0,         0,         0,         0
      5.19,         1,         2,         0,         0,         0,         0
       5.2,         1,         2,         0,         0,         0,         0
      5.21,         1,         2,         0,         0,         0,         0
      5.22,         1,         2,         0,         0,         0,         0
      5.23,         1,         2,         0,         0,         0,         0
      5.24,         1,         2,         0,         0,         0,         0
      5.25,         1,         2,         0,         0,         0,         0
      5.26,         1,         2,         0,         0,         0,         0
      5.27,         1,         2,         0,         0,         0,         0
      5.28,         1,         2,         0,         0,         0,         0
      5.29,         1,         2,         0,         0,         0,         0
       5.3,         1,         2,         0,         0,         0,         0
      5.31,         1,         2,         0,         0,         0,         0
      5.32,         1,         2,         0,         0,         0,         0
      5.33,         1,         2,         0,         0,         0,         0
      5.34,         1,         2,         0,         0,         0,         0
      5.35,         1,         2,         0,         0,         0,         0
      5.36,         1,         2,         0,         0,         0,         0
      5.37,         1,         2,         0,         0,         0,         0
      5.38,         1,         2,         0,         0,         0,         0
      5.39,         1,         2,         0,         0,         0,         0
       5.4,         1,         2,         0,         0,         0,         0
      5.41,         1,         2,         0,         0,         0,         0
      5.42,         1,         2,         0,         0,         0,         0
      5.43,         1,         2,         0,         0,         0,         0
      5.44,         1,         2,         0,         0,         0,         0
      5.45,         1,         2,         0,         0,         0,         0
      5.46,         1,         2,         0,         0,         0,         0
      5.47,         1,         2,         0,         0,         0,         0
      5.48,         1,         2,         0,         0,         0,         0
      5.49,         1,         2,         0,         0,         0,         0
       5.5,         1,         2,         0,         0,         0,         0
      5.51,         1,         2,         0,         0,         0,         0
      5.52,         1,         2,         0,         0,         0,         0
      5.53,         1,         2,         0,         0,         0,         0
      5.54,         1,         2,         0,         0,         0,         0
      5.55,         1,         2,         0,         0,         0,         0
      5.56,         1,         2,         0,         0,         0,         0
      5.57,         1,         2,         0,         0,         0,         0
      5.58,         1,         2,         0,         0,         0,         0
      5.59,         1,         2,         0,         0,         0,         0
       5.6,         1,         2,         0,         0,         0,         0
      5.61,         1,         2,         0,         0,         0,         0
      5.62,         1,         2,         0,         0,         0,         0
      5.63,         1,         2,         0,         0,         0,         0
      5.64,         1,         2,         0,         0,         0,         0
      5.65,         1,         2,         0,         0,         0,         0
      5.66,         1,         2,         0,         0,         0,         0
      5.67,         1,         2,         0,         0,         0,         0
      5.68,         1,         2,         0,         0,         0,         0
      5.69,         1,         2,         0,         0,         0,         0
       5.7,         1,         2,         0,         0,         0,         0
      5.71,         1,         2,         0,         0,         0,         0
      5.72,         1,         2,         0,         0,         0,         0
      5.73,         1,         2,         0,         0,         0,         0
      5.74,         1,         2,         0,         0,         0,         0
      5.75,         1,         2,         0,         0,         0,         0
      5.76,         1,         2,         0,         0,         0,         0
      5.77,         1,         2,         0,         0,         0,         0
      5.78,         1,         2,         0,         0,         0,         0
      5.79,         1,         2,         0,         0,         0,         0
       5.8,         1,         2,         0,         0,         0,         0
      5.81,         1,         2,         0,         0,         0,         0
      5.82,         1,         2,         0,         0,         0,         0
      5.83,         1,         2,         0,         0,         0,         0
      5.84,         1,         2,         0,         0,         0,         0
      5.85,         1,         2,         0,         0,         0,         0
      5.86,         1,         2,         0,         0,         0,         0
      5.87,         1,         2,         0,         0,         0,         0
      5.88,         1,         2,         0,         0,         0,         0
      5.89,         1,         2,         0,         0,         0,         0
       5.9,         1,         2,         0,         0,         0,         0
      5.91,         1,         2,         0,         0,         0,         0
      5.92,         1,         2,         0,         0,         0,         0
      5.93,         1,         2,         0,         0,         0,         0
      5.94,         1,         2,         0,         0,         0,         0
      5.95,         1,         2,         0,         0,         0,         0
      5.96,         1,         2,         0,         0,         0,         0
      5.97,         1,         2,         0,         0,         0,         0
      5.98,         1,         2,         0,         0,         0,         0
      5.99,         1,         2,         0,         0,         0,         0
         6,         1,         2,         0,         0,         0,         0
      6.01,         1,         2,         0,         0,         0,         0
      6.02,         1,         2,         0,         0,         0,         0
      6.03,         1,         2,         0,         0,         0,         0
      6.04,         1,         2,         0,         0,         0,         0
