"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6[1]","Out6[2]","Out6[3]","Out6[4]"
0.43,0,0.418282,5,0,12,12,1,0.1,0,0
0.44,0,0.425939,5,0,12,12,1,0.1,0,0
0.45,0,0.436364,5,0,12,12,1,0.1,0,0
0.46,0,0.44534,5,0,12,12,1,0.1,0,0
0.47,0,0.454271,5,0,12,12,1,0.1,0,0
0.48,0,0.463157,5,0,12,12,1,0.1,0,0
0.49,0,0.471996,5,0,12,12,1,0.1,0,0
0.5,0,0.479426,5,0,12,12,1,0.1,0,0
0.51,0,0.489532,5,0,12,12,1,0.1,0,0
0.52,0,0.498228,5,0,12,12,1,0.1,0,0
0.53,0,0.506873,6,0,12,12,1,0.1,0,0
0.54,0,0.515468,6,0,12,12,1,0.1,0,0
0.55,0,0.524011,6,0,12,12,1,0.1,0,0
0.56,0,0.532502,6,0,12,12,1,0.1,0,0
0.57,0,0.540939,6,0,12,12,1,0.1,0,0
0.58,0,0.549323,6,0,12,12,1,0.1,0,0
0.59,0,0.557651,6,0,12,12,1,0.1,0,0
0.6,0,0.564642,6,0,12,12,1,0.1,0,0
0.61,0,0.57414,6,0,12,12,1,0.1,0,0
0.62,0,0.582299,6,0,12,12,1,0.1,0,0
0.63,0,0.590399,7,0,12,12,1,0.1,0,0
0.64,0,0.598441,7,0,12,12,1,0.1,0,0
0.65,0,0.606422,7,0,12,12,1,0.1,0,0
0.66,0,0.613117,7,0,12,12,1,0.1,0,0
0.67,0,0.622203,7,0,12,12,1,0.1,0,0
0.68,0,0.63,7,0,12,12,1,0.1,0,0
0.69,0,0.637735,7,0,12,12,1,0.1,0,0
0.7,0,0.644218,7,0,12,12,1,0.1,0,0
0.71,0,0.653011,7,0,12,12,1,0.1,0,0
0.72,0,0.660552,7,0,12,12,1,0.1,0,0
0.73,0,0.668026,8,0,12,12,1,0.1,0,0
0.74,0,0.675434,8,0,12,12,1,0.1,0,0
0.75,0,0.682775,8,0,12,12,1,0.1,0,0
0.76,0,0.690047,8,0,12,12,1,0.1,0,0
0.77,0,0.69725,8,0,12,12,1,0.1,0,0
0.78,0,0.704383,8,0,12,12,1,0.1,0,0
0.79,0,0.711446,8,0,12,12,1,0.1,0,0
0.8,0,0.717356,8,0,12,12,1,0.1,0,0
0.81,0,0.725357,8,0,12,12,1,0.1,0,0
0.82,0,0.732205,8,0,12,12,1,0.1,0,0
0.83,0,0.738979,8,0,12,12,1,0.1,0,0
0.84,0,0.745679,8,0,12,12,1,0.1,0,0
0.85,0,0.752305,9,0,12,12,1,0.1,0,0
0.86,0,0.758855,9,0,12,12,1,0.1,0,0
0.87,0,0.76533,9,0,12,12,1,0.1,0,0
0.88,0,0.770739,9,0,12,12,1,0.1,0,0
0.89,0,0.778049,9,0,12,12,1,0.1,0,0
0.9,0,0.783327,9,0,12,12,1,0.1,0,0
0.91,0,0.790456,9,0,12,12,1,0.1,0,0
0.92,0,0.796542,9,0,12,12,1,0.1,0,0
0.93,0,0.802548,9,0,12,12,1,0.1,0,0
0.94,0,0.808473,9,0,12,12,1,0.1,0,0
0.95,0,0.814318,9,0,12,12,1,0.1,0,0
0.96,0,0.820082,9,0,12,12,1,0.1,0,0
0.97,0,0.825763,9,0,12,12,1,0.1,0,0
0.98,0,0.831362,9,0,12,12,1,0.1,0,0
0.99,0,0.836877,10,0,12,12,1,0.1,0,0
1,1,0.841471,10,0,12,12,1,0.1,0,0
1.01,1,0.847657,10,0,12,12,1,0.1,0,0
1.02,1,0.85292,10,0,12,12,1,0.1,0,0
1.03,1,0.858098,10,0,12,12,1,0.1,0,0
1.04,1,0.86319,10,0,12,12,1,0.1,0,0
1.05,1,0.868195,10,0,12,12,1,0.1,0,0
1.06,1,0.873114,10,0,12,12,1,0.1,0,0
1.07,1,0.877945,10,0,12,12,1,0.1,0,0
1.08,1,0.882689,10,0,12,12,1,0.1,0,0
1.09,1,0.887344,10,0,12,12,1,0.1,0,0
1.1,1,0.891207,10,0,12,12,1,0.1,0,0
1.11,1,0.896388,10,0,12,12,1,0.1,0,0
1.12,1,0.900776,10,0,12,12,1,0.1,0,0
1.13,1,0.905074,10,0,12,12,1,0.1,0,0
1.14,1,0.909281,10,0,12,12,1,0.1,0,0
1.15,1,0.913397,10,0,12,12,1,0.1,0,0
1.16,1,0.917422,11,0,12,12,1,0.1,0,0
1.17,1,0.921356,11,0,12,12,1,0.1,0,0
1.18,1,0.925197,11,0,12,12,1,0.1,0,0
1.19,1,0.928945,11,0,12,12,1,0.1,0,0
1.2,1,0.932039,11,0,12,12,1,0.1,0,0
1.21,1,0.936163,11,0,12,12,1,0.1,0,0
1.22,1,0.939632,11,0,12,12,1,0.1,0,0
1.23,1,0.943007,11,0,12,12,1,0.1,0,0
1.24,1,0.946287,11,0,12,12,1,0.1,0,0
1.25,1,0.949473,11,0,12,12,1,0.1,0,0
1.26,1,0.952564,11,0,12,12,1,0.1,0,0
1.27,1,0.95556,11,0,12,12,1,0.1,0,0
1.28,1,0.95846,11,0,12,12,1,0.1,0,0
1.29,1,0.961264,11,0,12,12,1,0.1,0,0
1.3,1,0.963558,11,0,12,12,1,0.1,0,0
1.31,1,0.966584,11,0,12,12,1,0.1,0,0
1.32,1,0.968715,11,0,12,12,1,0.1,0,0
1.33,1,0.971518,11,0,12,12,1,0.1,0,0
1.34,1,0.973839,11,0,12,12,1,0.1,0,0
1.35,1,0.976062,11,0,12,12,1,0.1,0,0
1.36,1,0.978188,11,0,12,12,1,0.1,0,0
1.37,1,0.980217,11,0,12,12,1,0.1,0,0
1.38,1,0.982147,11,0,12,12,1,0.1,0,0
1.39,1,0.983979,11,0,12,12,1,0.1,0,0
1.4,1,0.98545,11,0,12,12,1,0.1,0,0
1.41,1,0.987348,11,0,12,12,1,0.1,0,0
1.42,1,0.988884,11,0,12,12,1,0.1,0,0
1.43,1,0.990321,11,0,12,12,1,0.1,0,0
1.44,1,0.99166,11,0,12,12,1,0.1,0,0
1.45,1,0.992899,11,0,12,12,1,0.1,0,0
1.46,1,0.994039,11,0,12,12,1,0.1,0,0
1.47,1,0.995079,11,0,12,12,1,0.1,0,0
1.48,1,0.99602,11,0,12,12,1,0.1,0,0
1.49,1,0.996862,11,0,12,12,1,0.1,0,0
1.5,1,0.997495,11,0,12,12,1,0.1,0,0
1.51,1,0.998246,11,0,12,12,1,0.1,0,0
1.52,1,0.998788,11,0,12,12,1,0.1,0,0
1.53,1,0.99923,11,0,12,12,1,0.1,0,0
1.54,1,0.999526,11,0,12,12,1,0.1,0,0
1.55,1,0.999815,11,0,12,12,1,0.1,0,0
1.56,1,0.999957,11,0,12,12,1,0.1,0,0
1.57,1,1,11,0,12,12,1,0.1,0,0
1.58,1,0.999942,11,0,12,12,1,0.1,0,0
1.59,1,0.999785,11,0,12,12,1,0.1,0,0
1.6,1,0.999574,11,0,12,12,1,0.1,0,0
1.61,1,0.99917,11,0,12,12,1,0.1,0,0
1.62,1,0.998712,11,0,12,12,1,0.1,0,0
1.63,1,0.998155,11,0,12,12,1,0.1,0,0
1.64,1,0.997498,11,0,12,12,1,0.1,0,0
1.65,1,0.996741,11,0,12,12,1,0.1,0,0
1.66,1,0.995884,11,0,12,12,1,0.1,0,0
1.67,1,0.994928,11,0,12,12,1,0.1,0,0
1.68,1,0.993873,11,0,12,12,1,0.1,0,0
1.69,1,0.992718,11,0,12,12,1,0.1,0,0
1.7,1,0.991665,11,0,12,12,1,0.1,0,0
1.71,1,0.99011,11,0,12,12,1,0.1,0,0
1.72,1,0.988658,11,0,12,12,1,0.1,0,0
1.73,1,0.987106,11,0,12,12,1,0.1,0,0
1.74,1,0.985456,11,0,12,12,1,0.1,0,0
1.75,1,0.983708,11,0,12,12,1,0.1,0,0
1.76,1,0.982154,11,0,12,12,1,0.1,0,0
1.77,1,0.979916,11,0,12,12,1,0.1,0,0
1.78,1,0.977873,11,0,12,12,1,0.1,0,0
1.79,1,0.975732,11,0,12,12,1,0.1,0,0
1.8,1,0.973848,11,0,12,12,1,0.1,0,0
1.81,1,0.971158,11,0,12,12,1,0.1,0,0
1.82,1,0.968725,11,0,12,12,1,0.1,0,0
1.83,1,0.966195,11,0,12,12,1,0.1,0,0
1.84,1,0.963569,11,0,12,12,1,0.1,0,0
1.85,1,0.960846,11,0,12,12,1,0.1,0,0
1.86,1,0.958027,11,0,12,12,1,0.1,0,0
1.87,1,0.955112,11,0,12,12,1,0.1,0,0
1.88,1,0.952102,11,0,12,12,1,0.1,0,0
1.89,1,0.948997,11,0,12,12,1,0.1,0,0
1.9,1,0.9463,11,0,12,12,1,0.1,0,0
1.91,1,0.942502,11,0,12,12,1,0.1,0,0
1.92,1,0.939113,11,0,12,12,1,0.1,0,0
1.93,1,0.93563,11,0,12,12,1,0.1,0,0
1.94,1,0.932053,11,0,12,12,1,0.1,0,0
1.95,1,0.928384,11,0,12,12,1,0.1,0,0
1.96,1,0.924621,11,0,12,12,1,0.1,0,0
1.97,1,0.920766,11,0,12,12,1,0.1,0,0
1.98,1,0.917438,11,0,12,12,1,0.1,0,0
1.99,1,0.91278,10,0,12,12,1,0.1,0,0
2,1,0.909297,10,0,12,12,1,0.1,0,0
2.01,1,0.904429,10,0,12,12,1,0.1,0,0
2.02,1,0.900118,10,0,12,12,1,0.1,0,0
2.03,1,0.895716,10,0,12,12,1,0.1,0,0
2.04,1,0.891225,10,0,12,12,1,0.1,0,0
2.05,1,0.886645,10,0,12,12,1,0.1,0,0
2.06,1,0.881976,10,0,12,12,1,0.1,0,0
2.07,1,0.877219,10,0,12,12,1,0.1,0,0
2.08,1,0.872375,10,0,12,12,1,0.1,0,0
2.09,1,0.867443,10,0,12,12,1,0.1,0,0
2.1,1,0.863209,10,0,12,12,1,0.1,0,0
2.11,1,0.857319,10,0,12,12,1,0.1,0,0
2.12,1,0.852129,10,0,12,12,1,0.1,0,0
2.13,1,0.846853,10,0,12,12,1,0.1,0,0
2.14,1,0.841492,10,0,12,12,1,0.1,0,0
2.15,1,0.836047,10,0,12,12,1,0.1,0,0
2.16,1,0.830519,9,0,12,12,1,0.1,0,0
2.17,1,0.824908,9,0,12,12,1,0.1,0,0
2.18,1,0.819214,9,0,12,12,1,0.1,0,0
2.19,1,0.813438,9,0,12,12,1,0.1,0,0
2.2,1,0.808496,9,0,12,12,1,0.1,0,0
2.21,1,0.801643,9,0,12,12,1,0.1,0,0
2.22,1,0.795625,9,0,12,12,1,0.1,0,0
2.23,1,0.789528,9,0,12,12,1,0.1,0,0
2.24,1,0.783351,9,0,12,12,1,0.1,0,0
2.25,1,0.777096,9,0,12,12,1,0.1,0,0
2.26,1,0.770764,9,0,12,12,1,0.1,0,0
2.27,1,0.764354,9,0,12,12,1,0.1,0,0
2.28,1,0.757868,9,0,12,12,1,0.1,0,0
2.29,1,0.751306,9,0,12,12,1,0.1,0,0
2.3,1,0.745705,8,0,12,12,1,0.1,0,0
2.31,1,0.737958,8,0,12,12,1,0.1,0,0
2.32,1,0.731173,8,0,12,12,1,0.1,0,0
2.33,1,0.724314,8,0,12,12,1,0.1,0,0
2.34,1,0.717383,8,0,12,12,1,0.1,0,0
2.35,1,0.710381,8,0,12,12,1,0.1,0,0
2.36,1,0.703307,8,0,12,12,1,0.1,0,0
2.37,1,0.696163,8,0,12,12,1,0.1,0,0
2.38,1,0.68895,8,0,12,12,1,0.1,0,0
2.39,1,0.681667,8,0,12,12,1,0.1,0,0
2.4,1,0.675463,8,0,12,12,1,0.1,0,0
2.41,1,0.666899,8,0,12,12,1,0.1,0,0
2.42,1,0.660581,7,0,12,12,1,0.1,0,0
2.43,1,0.651863,7,0,12,12,1,0.1,0,0
2.44,1,0.644248,7,0,12,12,1,0.1,0,0
2.45,1,0.636567,7,0,12,12,1,0.1,0,0
2.46,1,0.628823,7,0,12,12,1,0.1,0,0
2.47,1,0.621017,7,0,12,12,1,0.1,0,0
2.48,1,0.613148,7,0,12,12,1,0.1,0,0
2.49,1,0.605218,7,0,12,12,1,0.1,0,0
2.5,1,0.598472,7,0,12,12,1,0.1,0,0
2.51,1,0.589176,7,0,12,12,1,0.1,0,0
2.52,1,0.581067,6,0,12,12,1,0.1,0,0
2.53,1,0.5729,6,0,12,12,1,0.1,0,0
2.54,1,0.564675,6,0,12,12,1,0.1,0,0
2.55,1,0.556394,6,0,12,12,1,0.1,0,0
2.56,1,0.548057,6,0,12,12,1,0.1,0,0
2.57,1,0.539665,6,0,12,12,1,0.1,0,0
2.58,1,0.531219,6,0,12,12,1,0.1,0,0
2.59,1,0.522721,6,0,12,12,1,0.1,0,0
2.6,1,0.515501,6,0,12,12,1,0.1,0,0
2.61,1,0.505567,6,0,12,12,1,0.1,0,0
2.62,1,0.496914,5,0,12,12,1,0.1,0,0
2.63,1,0.488211,5,0,12,12,1,0.1,0,0
2.64,1,0.480823,5,0,12,12,1,0.1,0,0
2.65,1,0.47066,5,0,12,12,1,0.1,0,0
2.66,1,0.461814,5,0,12,12,1,0.1,0,0
2.67,1,0.452921,5,0,12,12,1,0.1,0,0
2.68,1,0.443983,5,0,12,12,1,0.1,0,0
2.69,1,0.435001,5,0,12,12,1,0.1,0,0
2.7,1,0.42738,5,0,12,12,1,0.1,0,0
2.71,1,0.416906,5,0,12,12,1,0.1,0,0
2.72,1,0.407796,4,0,12,12,1,0.1,0,0
2.73,1,0.398645,4,0,12,12,1,0.1,0,0
2.74,1,0.389454,4,0,12,12,1,0.1,0,0
2.75,1,0.380225,4,0,12,12,1,0.1,0,0
2.76,1,0.370957,4,0,12,12,1,0.1,0,0
2.77,1,0.361652,4,0,12,12,1,0.1,0,0
2.78,1,0.352311,4,0,12,12,1,0.1,0,0
2.79,1,0.342935,4,0,12,12,1,0.1,0,0
2.8,1,0.334988,4,0,12,12,1,0.1,0,0
2.81,1,0.32408,3,0,12,12,1,0.1,0,0
2.82,1,0.314604,3,0,12,12,1,0.1,0,0
2.83,1,0.305096,3,0,12,12,1,0.1,0,0
2.84,1,0.295558,3,0,12,12,1,0.1,0,0
2.85,1,0.28599,3,0,12,12,1,0.1,0,0
2.86,1,0.277886,3,0,12,12,1,0.1,0,0
2.87,1,0.266769,3,0,12,12,1,0.1,0,0
2.88,1,0.257118,3,0,12,12,1,0.1,0,0
2.89,1,0.247442,2,0,12,12,1,0.1,0,0
2.9,1,0.239249,2,0,12,12,1,0.1,0,0
2.91,1,0.228016,2,0,12,12,1,0.1,0,0
2.92,1,0.218268,2,0,12,12,1,0.1,0,0
2.93,1,0.208498,2,0,12,12,1,0.1,0,0
2.94,1,0.198708,2,0,12,12,1,0.1,0,0
2.95,1,0.188897,2,0,12,12,1,0.1,0,0
2.96,1,0.179068,2,0,12,12,1,0.1,0,0
2.97,1,0.169221,2,0,12,12,1,0.1,0,0
2.98,1,0.159357,1,0,12,12,1,0.1,0,0
2.99,1,0.149477,1,0,12,12,1,0.1,0,0
3,1,0.14112,1,0,12,12,1,0.1,0,0
3.01,1,0.129673,1,0,12,12,1,0.1,0,0
3.02,1,0.119751,1,0,12,12,1,0.1,0,0
3.03,1,0.109817,1,0,12,12,1,0.1,0,0
3.04,1,0.0998724,1,0,12,12,1,0.1,0,0
3.05,1,0.0899175,1,0,12,12,1,0.1,0,0
3.06,1,0.0799537,0,0,12,12,1,0.1,0,0
3.07,1,0.0699819,0,0,12,12,1,0.1,0,0
3.08,1,0.0615537,0,0,12,12,1,0.1,0,0
3.09,1,0.0500183,0,0,12,12,1,0.1,0,0
3.1,1,0.0415807,0,0,12,12,1,0.1,0,0
3.11,1,0.0300346,0,0,12,12,1,0.1,0,0
3.12,1,0.0200378,0,0,12,12,1,0.1,0,0
3.13,1,0.010039,0,0,12,12,1,0.1,0,0
3.14,1,3.91536E-05,0,0,12,12,1,0.1,0,0
3.15,1,-0.00996068,-1,-1,12,12,1,0.1,0,0
3.16,1,-0.0199595,-1,-1,12,12,1,0.1,0,0
3.17,1,-0.0299564,-1,-1,12,12,1,0.1,0,0
3.18,1,-0.0399502,-1,-1,12,12,1,0.1,0,0
3.19,1,-0.0499401,-1,-1,12,12,1,0.1,0,0
3.2,1,-0.0583741,-1,-1,12,12,1,0.1,0,0
3.21,1,-0.0699038,-1,-1,12,12,1,0.1,0,0
3.22,1,-0.0798757,-1,-1,12,12,1,0.1,0,0
3.23,1,-0.0898396,-2,-1,12,12,1,0.1,0,0
3.24,1,-0.0997945,-2,-1,12,12,1,0.1,0,0
3.25,1,-0.109739,-2,-1,12,12,1,0.1,0,0
3.26,1,-0.119673,-2,-1,12,12,1,0.1,0,0
3.27,1,-0.129595,-2,-1,12,12,1,0.1,0,0
3.28,1,-0.139504,-2,-1,12,12,1,0.1,0,0
3.29,1,-0.149399,-2,-1,12,12,1,0.1,0,0
3.3,1,-0.157746,-2,-1,12,12,1,0.1,0,0
3.31,1,-0.169144,-3,-1,12,12,1,0.1,0,0
3.32,1,-0.178991,-3,-1,12,12,1,0.1,0,0
3.33,1,-0.18882,-3,-1,12,12,1,0.1,0,0
3.34,1,-0.198631,-3,-1,12,12,1,0.1,0,0
3.35,1,-0.208422,-3,-1,12,12,1,0.1,0,0
3.36,1,-0.218191,-3,-1,12,12,1,0.1,0,0
3.37,1,-0.227939,-3,-1,12,12,1,0.1,0,0
3.38,1,-0.237665,-3,-1,12,12,1,0.1,0,0
3.39,1,-0.247366,-3,-1,12,12,1,0.1,0,0
3.4,1,-0.255541,-4,-1,12,12,1,0.1,0,0
3.41,1,-0.266694,-4,-1,12,12,1,0.1,0,0
3.42,1,-0.276318,-4,-1,12,12,1,0.1,0,0
3.43,1,-0.285915,-4,-1,12,12,1,0.1,0,0
3.44,1,-0.295483,-4,-1,12,12,1,0.1,0,0
3.45,1,-0.305021,-4,-1,12,12,1,0.1,0,0
3.46,1,-0.314529,-4,-1,12,12,1,0.1,0,0
3.47,1,-0.324006,-4,-1,12,12,1,0.1,0,0
3.48,1,-0.33345,-5,-1,12,12,1,0.1,0,0
3.49,1,-0.342861,-5,-1,12,12,1,0.1,0,0
3.5,1,-0.350783,-5,-1,12,12,1,0.1,0,0
3.51,1,-0.361579,-5,-1,12,12,1,0.1,0,0
3.52,1,-0.369441,-5,-1,12,12,1,0.1,0,0
3.53,1,-0.380152,-5,-1,12,12,1,0.1,0,0
3.54,1,-0.389382,-5,-1,12,12,1,0.1,0,0
3.55,1,-0.398573,-5,-1,12,12,1,0.1,0,0
3.56,1,-0.407725,-5,-1,12,12,1,0.1,0,0
3.57,1,-0.416835,-6,-1,12,12,1,0.1,0,0
3.58,1,-0.425904,-6,-1,12,12,1,0.1,0,0
3.59,1,-0.43493,-6,-1,12,12,1,0.1,0,0
3.6,1,-0.44252,-6,-1,12,12,1,0.1,0,0
3.61,1,-0.452851,-6,-1,12,12,1,0.1,0,0
3.62,1,-0.461744,-6,-1,12,12,1,0.1,0,0
3.63,1,-0.470591,-6,-1,12,12,1,0.1,0,0
3.64,1,-0.479391,-6,-1,12,12,1,0.1,0,0
3.65,1,-0.488143,-6,-1,12,12,1,0.1,0,0
3.66,1,-0.496846,-6,-1,12,12,1,0.1,0,0
3.67,1,-0.5055,-7,-1,12,12,1,0.1,0,0
3.68,1,-0.514102,-7,-1,12,12,1,0.1,0,0
3.69,1,-0.522654,-7,-1,12,12,1,0.1,0,0
3.7,1,-0.529836,-7,-1,12,12,1,0.1,0,0
3.71,1,-0.539599,-7,-1,12,12,1,0.1,0,0
3.72,1,-0.547991,-7,-1,12,12,1,0.1,0,0
3.73,1,-0.556328,-7,-1,12,12,1,0.1,0,0
3.74,1,-0.563327,-7,-1,12,12,1,0.1,0,0
3.75,1,-0.572835,-7,-1,12,12,1,0.1,0,0
3.76,1,-0.581003,-7,-1,12,12,1,0.1,0,0
3.77,1,-0.589113,-8,-1,12,12,1,0.1,0,0
3.78,1,-0.597164,-8,-1,12,12,1,0.1,0,0
3.79,1,-0.605155,-8,-1,12,12,1,0.1,0,0
3.8,1,-0.611858,-8,-1,12,12,1,0.1,0,0
3.81,1,-0.620955,-8,-1,12,12,1,0.1,0,0
3.82,1,-0.628763,-8,-1,12,12,1,0.1,0,0
3.83,1,-0.636507,-8,-1,12,12,1,0.1,0,0
3.84,1,-0.644188,-8,-1,12,12,1,0.1,0,0
3.85,1,-0.651804,-8,-1,12,12,1,0.1,0,0
3.86,1,-0.659355,-8,-1,12,12,1,0.1,0,0
3.87,1,-0.66684,-9,-1,12,12,1,0.1,0,0
3.88,1,-0.674259,-9,-1,12,12,1,0.1,0,0
3.89,1,-0.68161,-9,-1,12,12,1,0.1,0,0
3.9,1,-0.687766,-9,-1,12,12,1,0.1,0,0
3.91,1,-0.696107,-9,-1,12,12,1,0.1,0,0
3.92,1,-0.703252,-9,-1,12,12,1,0.1,0,0
3.93,1,-0.710326,-9,-1,12,12,1,0.1,0,0
3.94,1,-0.717329,-9,-1,12,12,1,0.1,0,0
3.95,1,-0.72426,-9,-1,12,12,1,0.1,0,0
3.96,1,-0.730058,-9,-1,12,12,1,0.1,0,0
3.97,1,-0.737905,-9,-1,12,12,1,0.1,0,0
3.98,1,-0.744617,-9,-1,12,12,1,0.1,0,0
3.99,1,-0.751255,-10,-1,12,12,1,0.1,0,0
4,1,-0.756802,-10,-1,12,12,1,0.1,0,0
4.01,1,-0.764304,-10,-1,12,12,1,0.1,0,0
4.02,1,-0.770714,-10,-1,12,12,1,0.1,0,0
4.03,1,-0.777047,-10,-1,12,12,1,0.1,0,0
4.04,1,-0.783303,-10,-1,12,12,1,0.1,0,0
4.05,1,-0.78948,-10,-1,12,12,1,0.1,0,0
4.06,1,-0.795578,-10,-1,12,12,1,0.1,0,0
4.07,1,-0.801597,-10,-1,12,12,1,0.1,0,0
4.08,1,-0.807535,-10,-1,12,12,1,0.1,0,0
4.09,1,-0.813393,-10,-1,12,12,1,0.1,0,0
4.1,1,-0.818277,-10,-1,12,12,1,0.1,0,0
4.11,1,-0.824864,-10,-1,12,12,1,0.1,0,0
4.12,1,-0.830476,-10,-1,12,12,1,0.1,0,0
4.13,1,-0.836004,-11,-1,12,12,1,0.1,0,0
4.14,1,-0.84145,-11,-1,12,12,1,0.1,0,0
4.15,1,-0.846811,-11,-1,12,12,1,0.1,0,0
4.16,1,-0.852088,-11,-1,12,12,1,0.1,0,0
4.17,1,-0.857279,-11,-1,12,12,1,0.1,0,0
4.18,1,-0.861597,-11,-1,12,12,1,0.1,0,0
4.19,1,-0.867404,-11,-1,12,12,1,0.1,0,0
4.2,1,-0.871576,-11,-1,12,12,1,0.1,0,0
4.21,1,-0.877182,-11,-1,12,12,1,0.1,0,0
4.22,1,-0.881939,-11,-1,12,12,1,0.1,0,0
4.23,1,-0.886609,-11,-1,12,12,1,0.1,0,0
4.24,1,-0.89119,-11,-1,12,12,1,0.1,0,0
4.25,1,-0.895681,-11,-1,12,12,1,0.1,0,0
4.26,1,-0.900083,-11,-1,12,12,1,0.1,0,0
4.27,1,-0.904395,-11,-1,12,12,1,0.1,0,0
4.28,1,-0.908617,-11,-1,12,12,1,0.1,0,0
4.29,1,-0.912748,-11,-1,12,12,1,0.1,0,0
4.3,1,-0.916166,-11,-1,12,12,1,0.1,0,0
4.31,1,-0.920735,-12,-1,12,12,1,0.1,0,0
4.32,1,-0.924591,-12,-1,12,12,1,0.1,0,0
4.33,1,-0.928354,-12,-1,12,12,1,0.1,0,0
4.34,1,-0.932025,-12,-1,12,12,1,0.1,0,0
4.35,1,-0.935602,-12,-1,12,12,1,0.1,0,0
4.36,1,-0.939086,-12,-1,12,12,1,0.1,0,0
4.37,1,-0.942476,-12,-1,12,12,1,0.1,0,0
4.38,1,-0.945771,-12,-1,12,12,1,0.1,0,0
4.39,1,-0.948972,-12,-1,12,12,1,0.1,0,0
4.4,1,-0.951602,-12,-1,12,12,1,0.1,0,0
4.41,1,-0.955089,-12,-1,12,12,1,0.1,0,0
4.42,1,-0.958005,-12,-1,12,12,1,0.1,0,0
4.43,1,-0.960824,-12,-1,12,12,1,0.1,0,0
4.44,1,-0.963548,-12,-1,12,12,1,0.1,0,0
4.45,1,-0.966175,-12,-1,12,12,1,0.1,0,0
4.46,1,-0.968705,-12,-1,12,12,1,0.1,0,0
4.47,1,-0.971139,-12,-1,12,12,1,0.1,0,0
4.48,1,-0.973476,-12,-1,12,12,1,0.1,0,0
4.49,1,-0.975715,-12,-1,12,12,1,0.1,0,0
4.5,1,-0.97753,-12,-1,12,12,1,0.1,0,0
4.51,1,-0.9799,-12,-1,12,12,1,0.1,0,0
4.52,1,-0.981846,-12,-1,12,12,1,0.1,0,0
4.53,1,-0.983694,-12,-1,12,12,1,0.1,0,0
4.54,1,-0.985443,-12,-1,12,12,1,0.1,0,0
4.55,1,-0.987094,-12,-1,12,12,1,0.1,0,0
4.56,1,-0.988646,-12,-1,12,12,1,0.1,0,0
4.57,1,-0.990099,-12,-1,12,12,1,0.1,0,0
4.58,1,-0.991453,-12,-1,12,12,1,0.1,0,0
4.59,1,-0.992708,-12,-1,12,12,1,0.1,0,0
4.6,1,-0.993691,-12,-1,12,12,1,0.1,0,0
4.61,1,-0.99492,-12,-1,12,12,1,0.1,0,0
