time,headlight,light_switch_old_byType,off_counter,off_counter_byType,on_counter,on_counter_byType
1.36,1.0,2.0,98.0,98.0,0.0,0.0
1.37,1.0,2.0,99.0,99.0,0.0,0.0
1.38,1.0,2.0,100.0,100.0,0.0,0.0
1.39,1.0,2.0,101.0,101.0,0.0,0.0
1.4,1.0,2.0,102.0,102.0,0.0,0.0
1.41,1.0,2.0,103.0,103.0,0.0,0.0
1.42,1.0,2.0,104.0,104.0,0.0,0.0
1.43,1.0,2.0,105.0,105.0,0.0,0.0
1.44,1.0,2.0,106.0,106.0,0.0,0.0
1.45,1.0,2.0,107.0,107.0,0.0,0.0
1.46,1.0,2.0,108.0,108.0,0.0,0.0
1.47,1.0,2.0,109.0,109.0,0.0,0.0
1.48,1.0,2.0,110.0,110.0,0.0,0.0
1.49,0.0,2.0,0.0,0.0,0.0,0.0
1.5,0.0,2.0,0.0,0.0,0.0,0.0
1.51,0.0,2.0,0.0,0.0,0.0,0.0
1.52,0.0,2.0,0.0,0.0,0.0,0.0
1.53,0.0,2.0,0.0,0.0,0.0,0.0
1.54,0.0,2.0,0.0,0.0,0.0,0.0
1.55,0.0,2.0,0.0,0.0,0.0,0.0
1.56,0.0,2.0,0.0,0.0,0.0,0.0
1.57,0.0,2.0,0.0,0.0,0.0,0.0
1.58,0.0,2.0,0.0,0.0,0.0,0.0
1.59,0.0,2.0,0.0,0.0,0.0,0.0
1.6,0.0,2.0,0.0,0.0,0.0,0.0
1.61,0.0,2.0,0.0,0.0,0.0,0.0
1.62,0.0,2.0,0.0,0.0,0.0,0.0
1.63,0.0,2.0,0.0,0.0,0.0,0.0
1.64,0.0,2.0,0.0,0.0,0.0,0.0
1.65,0.0,2.0,0.0,0.0,0.0,0.0
1.66,0.0,2.0,0.0,0.0,0.0,0.0
1.67,0.0,2.0,0.0,0.0,0.0,0.0
1.68,0.0,2.0,0.0,0.0,0.0,0.0
1.69,0.0,2.0,0.0,0.0,0.0,0.0
1.7,0.0,2.0,0.0,0.0,0.0,0.0
1.71,0.0,2.0,0.0,0.0,0.0,0.0
1.72,0.0,2.0,0.0,0.0,0.0,0.0
1.73,0.0,2.0,0.0,0.0,0.0,0.0
1.74,0.0,2.0,0.0,0.0,0.0,0.0
1.75,0.0,2.0,0.0,0.0,0.0,0.0
1.76,0.0,2.0,0.0,0.0,0.0,0.0
1.77,0.0,2.0,0.0,0.0,0.0,0.0
1.78,0.0,2.0,0.0,0.0,0.0,0.0
1.79,0.0,2.0,0.0,0.0,0.0,0.0
1.8,0.0,2.0,0.0,0.0,0.0,0.0
1.81,0.0,2.0,0.0,0.0,0.0,0.0
1.82,0.0,2.0,0.0,0.0,0.0,0.0
1.83,0.0,2.0,0.0,0.0,0.0,0.0
1.84,0.0,2.0,0.0,0.0,0.0,0.0
1.85,0.0,2.0,0.0,0.0,0.0,0.0
1.86,0.0,2.0,0.0,0.0,0.0,0.0
1.87,0.0,2.0,0.0,0.0,0.0,0.0
1.88,0.0,2.0,0.0,0.0,0.0,0.0
1.89,0.0,2.0,0.0,0.0,0.0,0.0
1.9,0.0,2.0,0.0,0.0,0.0,0.0
1.91,0.0,2.0,0.0,0.0,0.0,0.0
1.92,0.0,2.0,0.0,0.0,0.0,0.0
1.93,0.0,2.0,0.0,0.0,0.0,0.0
1.94,0.0,2.0,0.0,0.0,0.0,0.0
1.95,0.0,2.0,0.0,0.0,0.0,0.0
1.96,0.0,2.0,0.0,0.0,0.0,0.0
1.97,0.0,2.0,0.0,0.0,0.0,0.0
1.98,0.0,2.0,0.0,0.0,0.0,0.0
1.99,0.0,2.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,0.0,0.0,0.0,0.0
2.01,0.0,2.0,0.0,0.0,0.0,0.0
2.02,0.0,2.0,0.0,0.0,0.0,0.0
2.03,0.0,2.0,0.0,0.0,0.0,0.0
2.04,0.0,2.0,0.0,0.0,0.0,0.0
2.05,0.0,2.0,0.0,0.0,0.0,0.0
2.06,0.0,2.0,0.0,0.0,0.0,0.0
2.07,0.0,2.0,0.0,0.0,0.0,0.0
2.08,0.0,2.0,0.0,0.0,0.0,0.0
2.09,0.0,2.0,0.0,0.0,0.0,0.0
2.1,0.0,2.0,0.0,0.0,0.0,0.0
2.11,0.0,2.0,0.0,0.0,0.0,0.0
2.12,0.0,2.0,0.0,0.0,0.0,0.0
2.13,0.0,2.0,0.0,0.0,0.0,0.0
2.14,0.0,2.0,0.0,0.0,0.0,0.0
2.15,0.0,2.0,0.0,0.0,0.0,0.0
2.16,0.0,2.0,0.0,0.0,0.0,0.0
2.17,0.0,2.0,0.0,0.0,0.0,0.0
2.18,0.0,2.0,0.0,0.0,0.0,0.0
2.19,0.0,2.0,0.0,0.0,0.0,0.0
2.2,0.0,2.0,0.0,0.0,0.0,0.0
2.21,0.0,2.0,0.0,0.0,0.0,0.0
2.22,0.0,2.0,0.0,0.0,0.0,0.0
2.23,0.0,2.0,0.0,0.0,0.0,0.0
2.24,0.0,2.0,0.0,0.0,0.0,0.0
2.25,0.0,2.0,0.0,0.0,0.0,0.0
2.26,0.0,2.0,0.0,0.0,0.0,0.0
2.27,0.0,2.0,0.0,0.0,0.0,0.0
2.28,0.0,2.0,0.0,0.0,0.0,0.0
2.29,0.0,2.0,0.0,0.0,0.0,0.0
2.3,0.0,2.0,0.0,0.0,0.0,0.0
2.31,0.0,2.0,0.0,0.0,0.0,0.0
2.32,0.0,2.0,0.0,0.0,0.0,0.0
2.33,0.0,2.0,0.0,0.0,0.0,0.0
2.34,0.0,2.0,0.0,0.0,0.0,0.0
2.35,0.0,2.0,0.0,0.0,0.0,0.0
2.36,0.0,2.0,0.0,0.0,0.0,0.0
2.37,0.0,2.0,0.0,0.0,0.0,0.0
2.38,0.0,2.0,0.0,0.0,0.0,0.0
2.39,0.0,2.0,0.0,0.0,0.0,0.0
2.4,0.0,2.0,0.0,0.0,0.0,0.0
2.41,0.0,2.0,0.0,0.0,0.0,0.0
2.42,0.0,2.0,0.0,0.0,0.0,0.0
2.43,0.0,2.0,0.0,0.0,0.0,0.0
2.44,0.0,2.0,0.0,0.0,0.0,0.0
2.45,0.0,2.0,0.0,0.0,0.0,0.0
2.46,0.0,2.0,0.0,0.0,0.0,0.0
2.47,0.0,2.0,0.0,0.0,0.0,0.0
2.48,0.0,2.0,0.0,0.0,0.0,0.0
2.49,0.0,2.0,0.0,0.0,0.0,0.0
2.5,0.0,2.0,0.0,0.0,0.0,0.0
2.51,0.0,2.0,0.0,0.0,0.0,0.0
2.52,0.0,2.0,0.0,0.0,0.0,0.0
2.53,0.0,2.0,0.0,0.0,0.0,0.0
2.54,0.0,2.0,0.0,0.0,0.0,0.0
2.55,0.0,2.0,0.0,0.0,0.0,0.0
2.56,0.0,2.0,0.0,0.0,0.0,0.0
2.57,0.0,2.0,0.0,0.0,0.0,0.0
2.58,0.0,2.0,0.0,0.0,0.0,0.0
2.59,0.0,2.0,0.0,0.0,0.0,0.0
2.6,0.0,2.0,0.0,0.0,0.0,0.0
2.61,0.0,2.0,0.0,0.0,0.0,0.0
2.62,0.0,2.0,0.0,0.0,0.0,0.0
2.63,0.0,2.0,0.0,0.0,0.0,0.0
2.64,0.0,2.0,0.0,0.0,0.0,0.0
2.65,0.0,2.0,0.0,0.0,0.0,0.0
2.66,0.0,2.0,0.0,0.0,0.0,0.0
2.67,0.0,2.0,0.0,0.0,0.0,0.0
2.68,0.0,2.0,0.0,0.0,0.0,0.0
2.69,0.0,2.0,0.0,0.0,0.0,0.0
2.7,0.0,2.0,0.0,0.0,0.0,0.0
2.71,0.0,2.0,0.0,0.0,0.0,0.0
2.72,0.0,2.0,0.0,0.0,0.0,0.0
2.73,0.0,2.0,0.0,0.0,0.0,0.0
2.74,0.0,2.0,0.0,0.0,0.0,0.0
2.75,0.0,2.0,0.0,0.0,0.0,0.0
2.76,0.0,2.0,0.0,0.0,0.0,0.0
2.77,0.0,2.0,0.0,0.0,0.0,0.0
2.78,0.0,2.0,0.0,0.0,0.0,0.0
2.79,0.0,2.0,0.0,0.0,0.0,0.0
2.8,0.0,2.0,0.0,0.0,0.0,0.0
2.81,0.0,2.0,0.0,0.0,0.0,0.0
2.82,0.0,2.0,0.0,0.0,0.0,0.0
2.83,0.0,2.0,0.0,0.0,0.0,0.0
2.84,0.0,2.0,0.0,0.0,0.0,0.0
2.85,0.0,2.0,0.0,0.0,0.0,0.0
2.86,0.0,2.0,0.0,0.0,0.0,0.0
2.87,0.0,2.0,0.0,0.0,0.0,0.0
2.88,0.0,2.0,0.0,0.0,0.0,0.0
2.89,0.0,2.0,0.0,0.0,0.0,0.0
2.9,0.0,2.0,0.0,0.0,0.0,0.0
2.91,0.0,2.0,0.0,0.0,0.0,0.0
2.92,0.0,2.0,0.0,0.0,0.0,0.0
2.93,0.0,2.0,0.0,0.0,0.0,0.0
2.94,0.0,2.0,0.0,0.0,0.0,0.0
2.95,0.0,2.0,0.0,0.0,0.0,0.0
2.96,0.0,2.0,0.0,0.0,0.0,0.0
2.97,0.0,2.0,0.0,0.0,0.0,0.0
2.98,0.0,2.0,0.0,0.0,0.0,0.0
2.99,0.0,2.0,0.0,0.0,0.0,0.0
3.0,0.0,2.0,0.0,0.0,0.0,0.0
3.01,0.0,2.0,0.0,0.0,0.0,0.0
3.02,0.0,2.0,0.0,0.0,0.0,0.0
3.03,0.0,2.0,0.0,0.0,0.0,0.0
3.04,0.0,2.0,0.0,0.0,0.0,0.0
3.05,0.0,2.0,0.0,0.0,0.0,0.0
3.06,0.0,2.0,0.0,0.0,0.0,0.0
3.07,0.0,2.0,0.0,0.0,0.0,0.0
3.08,0.0,2.0,0.0,0.0,0.0,0.0
3.09,0.0,2.0,0.0,0.0,0.0,0.0
3.1,0.0,2.0,0.0,0.0,0.0,0.0
3.11,0.0,2.0,0.0,0.0,0.0,0.0
3.12,0.0,2.0,0.0,0.0,0.0,0.0
3.13,0.0,2.0,0.0,0.0,0.0,0.0
3.14,0.0,2.0,0.0,0.0,0.0,0.0
3.15,0.0,2.0,0.0,0.0,0.0,0.0
3.16,0.0,2.0,0.0,0.0,0.0,0.0
3.17,0.0,2.0,0.0,0.0,0.0,0.0
3.18,0.0,2.0,0.0,0.0,0.0,0.0
3.19,0.0,2.0,0.0,0.0,0.0,0.0
3.2,0.0,2.0,0.0,0.0,0.0,0.0
3.21,0.0,2.0,0.0,0.0,0.0,0.0
3.22,0.0,2.0,0.0,0.0,0.0,0.0
3.23,0.0,2.0,0.0,0.0,0.0,0.0
3.24,0.0,2.0,0.0,0.0,0.0,0.0
3.25,0.0,2.0,0.0,0.0,0.0,0.0
3.26,0.0,2.0,0.0,0.0,0.0,0.0
3.27,0.0,2.0,0.0,0.0,0.0,0.0
3.28,0.0,2.0,0.0,0.0,0.0,0.0
3.29,0.0,2.0,0.0,0.0,0.0,0.0
3.3,0.0,2.0,0.0,0.0,0.0,0.0
3.31,0.0,2.0,0.0,0.0,0.0,0.0
3.32,0.0,2.0,0.0,0.0,0.0,0.0
3.33,0.0,2.0,0.0,0.0,0.0,0.0
3.34,0.0,2.0,0.0,0.0,0.0,0.0
3.35,0.0,2.0,0.0,0.0,0.0,0.0
3.36,0.0,2.0,0.0,0.0,0.0,0.0
3.37,0.0,2.0,0.0,0.0,0.0,0.0
3.38,0.0,2.0,0.0,0.0,0.0,0.0
3.39,0.0,2.0,0.0,0.0,0.0,0.0
3.4,0.0,2.0,0.0,0.0,0.0,0.0
3.41,0.0,2.0,0.0,0.0,0.0,0.0
3.42,0.0,2.0,0.0,0.0,0.0,0.0
3.43,0.0,2.0,0.0,0.0,0.0,0.0
3.44,0.0,2.0,0.0,0.0,0.0,0.0
3.45,0.0,2.0,0.0,0.0,0.0,0.0
3.46,0.0,2.0,0.0,0.0,0.0,0.0
3.47,0.0,2.0,0.0,0.0,0.0,0.0
3.48,0.0,2.0,0.0,0.0,0.0,0.0
3.49,0.0,2.0,0.0,0.0,0.0,0.0
3.5,0.0,2.0,0.0,0.0,0.0,0.0
3.51,0.0,2.0,0.0,0.0,0.0,0.0
3.52,0.0,2.0,0.0,0.0,0.0,0.0
3.53,0.0,2.0,0.0,0.0,0.0,0.0
3.54,0.0,2.0,0.0,0.0,0.0,0.0
3.55,0.0,2.0,0.0,0.0,0.0,0.0
3.56,0.0,2.0,0.0,0.0,0.0,0.0
3.57,0.0,2.0,0.0,0.0,0.0,0.0
3.58,0.0,2.0,0.0,0.0,0.0,0.0
3.59,0.0,2.0,0.0,0.0,0.0,0.0
3.6,0.0,2.0,0.0,0.0,0.0,0.0
3.61,0.0,2.0,0.0,0.0,0.0,0.0
3.62,0.0,2.0,0.0,0.0,0.0,0.0
3.63,0.0,2.0,0.0,0.0,0.0,0.0
3.64,0.0,2.0,0.0,0.0,0.0,0.0
3.65,0.0,2.0,0.0,0.0,0.0,0.0
3.66,0.0,2.0,0.0,0.0,0.0,0.0
3.67,0.0,2.0,0.0,0.0,1.0,1.0
3.68,0.0,2.0,0.0,0.0,2.0,2.0
3.69,0.0,2.0,0.0,0.0,3.0,3.0
3.7,0.0,2.0,0.0,0.0,4.0,4.0
3.71,0.0,2.0,0.0,0.0,5.0,5.0
3.72,0.0,2.0,0.0,0.0,6.0,6.0
3.73,0.0,2.0,0.0,0.0,7.0,7.0
3.74,0.0,2.0,0.0,0.0,8.0,8.0
3.75,0.0,2.0,0.0,0.0,9.0,9.0
3.76,0.0,2.0,0.0,0.0,10.0,10.0
3.77,0.0,2.0,0.0,0.0,11.0,11.0
3.78,0.0,2.0,0.0,0.0,12.0,12.0
3.79,0.0,2.0,0.0,0.0,13.0,13.0
3.8,0.0,2.0,0.0,0.0,14.0,14.0
3.81,0.0,2.0,0.0,0.0,15.0,15.0
3.82,0.0,2.0,0.0,0.0,16.0,16.0
3.83,0.0,2.0,0.0,0.0,17.0,17.0
3.84,0.0,2.0,0.0,0.0,18.0,18.0
3.85,0.0,2.0,0.0,0.0,19.0,19.0
3.86,0.0,2.0,0.0,0.0,20.0,20.0
3.87,0.0,2.0,0.0,0.0,21.0,21.0
3.88,0.0,2.0,0.0,0.0,22.0,22.0
3.89,0.0,2.0,0.0,0.0,23.0,23.0
3.9,0.0,2.0,0.0,0.0,24.0,24.0
3.91,0.0,2.0,0.0,0.0,25.0,25.0
3.92,0.0,2.0,0.0,0.0,26.0,26.0
3.93,0.0,2.0,0.0,0.0,27.0,27.0
3.94,0.0,2.0,0.0,0.0,28.0,28.0
3.95,0.0,2.0,0.0,0.0,29.0,29.0
3.96,0.0,2.0,0.0,0.0,30.0,30.0
3.97,0.0,2.0,0.0,0.0,31.0,31.0
3.98,0.0,2.0,0.0,0.0,32.0,32.0
3.99,0.0,2.0,0.0,0.0,33.0,33.0
4.0,0.0,2.0,0.0,0.0,34.0,34.0
4.01,0.0,2.0,0.0,0.0,35.0,35.0
4.02,0.0,2.0,0.0,0.0,36.0,36.0
4.03,0.0,2.0,0.0,0.0,37.0,37.0
4.04,0.0,2.0,0.0,0.0,38.0,38.0
4.05,0.0,2.0,0.0,0.0,39.0,39.0
4.06,0.0,2.0,0.0,0.0,40.0,40.0
4.07,0.0,2.0,0.0,0.0,41.0,41.0
4.08,0.0,2.0,0.0,0.0,42.0,42.0
4.09,0.0,2.0,0.0,0.0,43.0,43.0
4.1,0.0,2.0,0.0,0.0,44.0,44.0
4.11,0.0,2.0,0.0,0.0,45.0,45.0
4.12,0.0,2.0,0.0,0.0,46.0,46.0
4.13,0.0,2.0,0.0,0.0,47.0,47.0
4.14,0.0,2.0,0.0,0.0,48.0,48.0
4.15,0.0,2.0,0.0,0.0,49.0,49.0
4.16,0.0,2.0,0.0,0.0,50.0,50.0
4.17,0.0,2.0,0.0,0.0,51.0,51.0
4.18,0.0,2.0,0.0,0.0,52.0,52.0
4.19,0.0,2.0,0.0,0.0,53.0,53.0
4.2,0.0,2.0,0.0,0.0,54.0,54.0
4.21,0.0,2.0,0.0,0.0,55.0,55.0
4.22,0.0,2.0,0.0,0.0,56.0,56.0
4.23,0.0,2.0,0.0,0.0,57.0,57.0
4.24,0.0,2.0,0.0,0.0,58.0,58.0
4.25,0.0,2.0,0.0,0.0,59.0,59.0
4.26,0.0,2.0,0.0,0.0,60.0,60.0
4.27,0.0,2.0,0.0,0.0,61.0,61.0
4.28,0.0,2.0,0.0,0.0,62.0,62.0
4.29,0.0,2.0,0.0,0.0,63.0,63.0
4.3,0.0,2.0,0.0,0.0,64.0,64.0
4.31,0.0,2.0,0.0,0.0,65.0,65.0
4.32,0.0,2.0,0.0,0.0,66.0,66.0
4.33,0.0,2.0,0.0,0.0,67.0,67.0
4.34,0.0,2.0,0.0,0.0,68.0,68.0
4.35,0.0,2.0,0.0,0.0,69.0,69.0
4.36,0.0,2.0,0.0,0.0,70.0,70.0
4.37,1.0,2.0,0.0,0.0,0.0,0.0
4.38,1.0,2.0,0.0,0.0,0.0,0.0
4.39,1.0,2.0,0.0,0.0,0.0,0.0
4.4,1.0,2.0,0.0,0.0,0.0,0.0
4.41,1.0,2.0,0.0,0.0,0.0,0.0
4.42,1.0,2.0,0.0,0.0,0.0,0.0
4.43,1.0,2.0,0.0,0.0,0.0,0.0
4.44,1.0,2.0,0.0,0.0,0.0,0.0
4.45,1.0,2.0,0.0,0.0,0.0,0.0
4.46,1.0,2.0,0.0,0.0,0.0,0.0
4.47,1.0,2.0,0.0,0.0,0.0,0.0
4.48,1.0,2.0,0.0,0.0,0.0,0.0
4.49,1.0,2.0,0.0,0.0,0.0,0.0
4.5,1.0,2.0,0.0,0.0,0.0,0.0
4.51,1.0,2.0,0.0,0.0,0.0,0.0
4.52,1.0,2.0,0.0,0.0,0.0,0.0
4.53,1.0,2.0,0.0,0.0,0.0,0.0
4.54,1.0,2.0,0.0,0.0,0.0,0.0
4.55,1.0,2.0,0.0,0.0,0.0,0.0
4.56,1.0,2.0,0.0,0.0,0.0,0.0
4.57,1.0,2.0,0.0,0.0,0.0,0.0
4.58,1.0,2.0,0.0,0.0,0.0,0.0
4.59,1.0,2.0,0.0,0.0,0.0,0.0
4.6,1.0,2.0,0.0,0.0,0.0,0.0
4.61,1.0,2.0,0.0,0.0,0.0,0.0
4.62,1.0,2.0,0.0,0.0,0.0,0.0
4.63,1.0,2.0,0.0,0.0,0.0,0.0
4.64,1.0,2.0,0.0,0.0,0.0,0.0
4.65,1.0,2.0,0.0,0.0,0.0,0.0
4.66,1.0,2.0,0.0,0.0,0.0,0.0
4.67,1.0,2.0,0.0,0.0,0.0,0.0
4.68,1.0,2.0,0.0,0.0,0.0,0.0
4.69,1.0,2.0,0.0,0.0,0.0,0.0
4.7,1.0,2.0,0.0,0.0,0.0,0.0
4.71,1.0,2.0,0.0,0.0,0.0,0.0
4.72,1.0,2.0,0.0,0.0,0.0,0.0
4.73,1.0,2.0,0.0,0.0,0.0,0.0
4.74,1.0,2.0,0.0,0.0,0.0,0.0
4.75,1.0,2.0,0.0,0.0,0.0,0.0
4.76,1.0,2.0,0.0,0.0,0.0,0.0
4.77,1.0,2.0,0.0,0.0,0.0,0.0
4.78,1.0,2.0,0.0,0.0,0.0,0.0
4.79,1.0,2.0,0.0,0.0,0.0,0.0
4.8,1.0,2.0,0.0,0.0,0.0,0.0
4.81,1.0,2.0,0.0,0.0,0.0,0.0
4.82,1.0,2.0,0.0,0.0,0.0,0.0
4.83,1.0,2.0,0.0,0.0,0.0,0.0
4.84,1.0,2.0,0.0,0.0,0.0,0.0
4.85,1.0,2.0,0.0,0.0,0.0,0.0
4.86,1.0,2.0,0.0,0.0,0.0,0.0
4.87,1.0,2.0,0.0,0.0,0.0,0.0
4.88,1.0,2.0,0.0,0.0,0.0,0.0
4.89,1.0,2.0,0.0,0.0,0.0,0.0
4.9,1.0,2.0,0.0,0.0,0.0,0.0
4.91,1.0,2.0,0.0,0.0,0.0,0.0
4.92,1.0,2.0,0.0,0.0,0.0,0.0
4.93,1.0,2.0,0.0,0.0,0.0,0.0
4.94,1.0,2.0,0.0,0.0,0.0,0.0
4.95,1.0,2.0,0.0,0.0,0.0,0.0
4.96,1.0,2.0,0.0,0.0,0.0,0.0
