"time","T2","freqHz","clutch3.phi_rel","J1.phi","clutch2.w_rel","clutch1.phi_rel","clutch2.phi_rel","clutch1.w_rel","clutch3.w_rel","J1.w"
1.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,9.81896823579878E-01,-9.97419834273348E-01,-9.31960935287491E-01,-4.99358882923868E-02,-8.64180663765554E+00,0.00000000000000E+00,9.63922647192889E+00
1.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.07774015919602E+00,-1.09656029643031E+00,-1.01733378111242E+00,-6.04063780836043E-02,-8.42793345497054E+00,0.00000000000000E+00,9.52449375140085E+00
1.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.17228448169779E+00,-1.19552852501218E+00,-1.10041752539862E+00,-7.18669562991639E-02,-8.18482897990501E+00,0.00000000000000E+00,9.38035750491719E+00
1.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.26525966643739E+00,-1.29430907510871E+00,-1.18094336672720E+00,-8.43162997101848E-02,-7.91687445258262E+00,0.00000000000000E+00,9.21118352769133E+00
1.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.35644776676157E+00,-1.39288631933524E+00,-1.25869531319368E+00,-9.77524535678866E-02,-7.63099247715189E+00,0.00000000000000E+00,9.02387879648713E+00
1.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.44570649676488E+00,-1.49124458461054E+00,-1.33353320005872E+00,-1.12173296706159E-01,-7.33590761324100E+00,0.00000000000000E+00,8.82715219785154E+00
1.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.53299156561530E+00,-1.58936837762621E+00,-1.40541500202877E+00,-1.27576563586530E-01,-7.04129694110893E+00,0.00000000000000E+00,8.63066531873514E+00
1.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.61835279447289E+00,-1.68724218187600E+00,-1.47439296349590E+00,-1.43959830976991E-01,-6.75680863248942E+00,0.00000000000000E+00,8.44405081436542E+00
1.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.70193476362744E+00,-1.78485056187365E+00,-1.54061424110937E+00,-1.61320522518073E-01,-6.49117683143126E+00,0.00000000000000E+00,8.27602739330490E+00
1.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.78395877543845E+00,-1.88217808965066E+00,-1.60430286915510E+00,-1.79655906283346E-01,-6.25130745879858E+00,0.00000000000000E+00,8.13348554844924E+00
2.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.86470365572902E+00,-1.97920904316212E+00,-1.66573947184097E+00,-1.98964183888049E-01,-6.04170253734719E+00,0.00000000000000E+00,8.02091158050930E+00
2.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,1.94448695623930E+00,-2.07592851363209E+00,-1.72524686582917E+00,-2.19240090410128E-01,-5.86381718438621E+00,0.00000000000000E+00,7.93974569801830E+00
2.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.02360574085521E+00,-2.17232142567189E+00,-1.78312413196700E+00,-2.40481608888207E-01,-5.71623199460706E+00,0.00000000000000E+00,7.88855342027896E+00
2.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.10234363232869E+00,-2.26837236287036E+00,-1.83965826107844E+00,-2.62685371250252E-01,-5.59453975627295E+00,0.00000000000000E+00,7.86291211914332E+00
2.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.18092368564555E+00,-2.36406609184582E+00,-1.89507582017371E+00,-2.85847865471839E-01,-5.49184583105100E+00,0.00000000000000E+00,7.85591192289682E+00
2.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.25949392987520E+00,-2.45938749954857E+00,-1.94952847943695E+00,-3.09965450438247E-01,-5.39957294250067E+00,0.00000000000000E+00,7.85896044204924E+00
2.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.33810319003537E+00,-2.55432154347162E+00,-2.00306886724904E+00,-3.35034322786324E-01,-5.30806629093129E+00,0.00000000000000E+00,7.86238783440291E+00
2.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.41670855170001E+00,-2.64885323074993E+00,-2.05565801529334E+00,-3.61050536406668E-01,-5.20774949628628E+00,0.00000000000000E+00,7.85660272703621E+00
2.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.49517413806046E+00,-2.74296763327148E+00,-2.10716414362163E+00,-3.88009994438837E-01,-5.08994457658541E+00,0.00000000000000E+00,7.83291220985689E+00
2.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.57328417597729E+00,-2.83664988964106E+00,-2.15737572717990E+00,-4.15908448797395E-01,-4.94778923868675E+00,0.00000000000000E+00,7.78443912832781E+00
3.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.65076486415097E+00,-2.92988520722395E+00,-2.20602336224674E+00,-4.44741501904222E-01,-4.77690405123946E+00,0.00000000000000E+00,7.70678925846341E+00
3.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.72731420730598E+00,-3.02265826694384E+00,-2.25280846206850E+00,-4.74505745237477E-01,-4.57574566492521E+00,0.00000000000000E+00,7.59840393186905E+00
3.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.80263228165993E+00,-3.11495553384332E+00,-2.29743808275394E+00,-5.05194198905985E-01,-4.34595928519976E+00,0.00000000000000E+00,7.46091481904308E+00
3.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.87644901145298E+00,-3.20676200069031E+00,-2.33964580694075E+00,-5.36803204512227E-01,-4.09193719197496E+00,0.00000000000000E+00,7.29869919266526E+00
3.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,2.94854755371096E+00,-3.29806307108644E+00,-2.37921979740058E+00,-5.69327756310379E-01,-3.82060563657691E+00,0.00000000000000E+00,7.11866870766335E+00
3.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,3.01879227800767E+00,-3.38884434032181E+00,-2.41602954552384E+00,-6.02762732483829E-01,-3.54067778228010E+00,0.00000000000000E+00,6.92952212260191E+00
3.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,3.08714062368273E+00,-3.47909147237159E+00,-2.45003776218005E+00,-6.37102861502681E-01,-3.26181853176605E+00,0.00000000000000E+00,6.74091000413764E+00
3.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,3.15364561649159E+00,-3.56879021582603E+00,-2.48130288426186E+00,-6.72342732229737E-01,-2.99368148381660E+00,0.00000000000000E+00,6.56247169964263E+00
3.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,3.21845385787758E+00,-3.65792640630798E+00,-2.50997706839150E+00,-7.08476789486080E-01,-2.74498166608407E+00,0.00000000000000E+00,6.40290807239205E+00
3.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,3.28178995530473E+00,-3.74648596750401E+00,-2.53629061695889E+00,-7.45499338345843E-01,-2.52265802081610E+00,0.00000000000000E+00,6.26914398832010E+00
4.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,0.00000000000000E+00,3.34393695025243E+00,-3.83445453608652E+00,-2.56053186779598E+00,-7.83405082456446E-01,-2.33116132029227E+00,0.00000000000000E+00,6.16561585637879E+00
4.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-5.00000004251085E-04,3.40521193992005E+00,-3.72181879953132E+00,-2.58352506111378E+00,-8.21186878802023E-01,-2.27199135700907E+00,-9.99999999999996E-02,6.09381015654039E+00
4.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-2.00000000426206E-03,3.46592071933635E+00,-3.60856483634294E+00,-2.60608144991084E+00,-8.57839269421253E-01,-2.24368424433183E+00,-1.99999999999999E-01,6.05224908067477E+00
4.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-4.50002564478696E-03,3.52634586018378E+00,-3.49467895469110E+00,-2.62848984798558E+00,-8.93355986553408E-01,-2.24187023852116E+00,-2.99999999999999E-01,6.03654919321227E+00
4.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-8.00002547945467E-03,3.58671501637797E+00,-3.38014750345234E+00,-2.65098432852712E+00,-9.27730662371400E-01,-2.25966352369644E+00,-3.99999999999998E-01,6.03981102714878E+00
4.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.25000254907429E-02,3.64717625241621E+00,-3.26495695798924E+00,-2.67371948749354E+00,-9.60956739431933E-01,-2.28840898072183E+00,-4.99999999999998E-01,6.05336593871107E+00
4.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.80000254807375E-02,3.70778316708549E+00,-3.14909392853432E+00,-2.69675558361939E+00,-9.93027557985361E-01,-2.31850077566313E+00,-5.99999999999998E-01,6.06759470419745E+00
4.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-2.45000254825602E-02,3.76849642263039E+00,-3.03254512590789E+00,-2.72006006756046E+00,-1.02393632958737E+00,-2.34034173912790E+00,-6.99999999999998E-01,6.07288686503579E+00
4.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-3.20001477866946E-02,3.82918127535663E+00,-2.91529728364663E+00,-2.74350514324886E+00,-1.05367598432107E+00,-2.34525908404388E+00,-7.99999999999998E-01,6.06055636769051E+00
4.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-4.05002813538693E-02,3.88962416206238E+00,-2.79733736732974E+00,-2.76688430991343E+00,-1.08223957079508E+00,-2.32637198453880E+00,-8.99999999999999E-01,6.02370935186853E+00
5.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-5.00002810980737E-02,3.94955731478527E+00,-2.67865260915310E+00,-2.78993691283941E+00,-1.10962012084778E+00,-2.27933305911941E+00,-9.99999999999998E-01,5.95798566827250E+00
5.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-6.05002811016802E-02,4.00867812122627E+00,-2.55922990527311E+00,-2.81236777270479E+00,-1.13581006741981E+00,-2.20261554405259E+00,-1.10000000000000E+00,5.86184544932570E+00
5.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-7.20002811016813E-02,4.06669332769625E+00,-2.43905677623835E+00,-2.83389093631387E+00,-1.16080211028070E+00,-2.09776158237854E+00,-1.20000000000000E+00,5.73681835861689E+00
5.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-8.45002811016814E-02,4.12333290437950E+00,-2.31812054859140E+00,-2.85424398184022E+00,-1.18458864143759E+00,-1.96923411226270E+00,-1.30000000000000E+00,5.58735466085410E+00
5.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-9.80002811016814E-02,4.17838317486138E+00,-2.19640868472520E+00,-2.87322095554984E+00,-1.20716193820986E+00,-1.82393434456137E+00,-1.40000000000000E+00,5.42034302928657E+00
5.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.12500281101681E-01,4.23171142223797E+00,-2.07390883039370E+00,-2.89069695442538E+00,-1.22851418671091E+00,-1.67057603221429E+00,-1.50000000000000E+00,5.24448486260798E+00
5.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.28000281101681E-01,4.28327587700999E+00,-1.95060874594485E+00,-2.90663814907875E+00,-1.24863744682956E+00,-1.51881039504334E+00,-1.60000000000000E+00,5.06941914098819E+00
5.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.44500281101681E-01,4.33313426546258E+00,-1.82649632125172E+00,-2.92111033014399E+00,-1.26752365421691E+00,-1.37829534270430E+00,-1.70000000000000E+00,4.90479166395601E+00
5.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.62000281101681E-01,4.38143554083450E+00,-1.70155957259730E+00,-2.93427063416423E+00,-1.28516462556859E+00,-1.25774563505445E+00,-1.80000000000000E+00,4.75930520765175E+00
5.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.80500281101681E-01,4.42840751571440E+00,-1.57578664666874E+00,-2.94635517637522E+00,-1.30155205823750E+00,-1.16407934661241E+00,-1.90000000000000E+00,4.63986599328114E+00
6.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-2.00000281101681E-01,4.47433457429380E+00,-1.44916582180734E+00,-2.95765676120389E+00,-1.31667753198823E+00,-1.10173783199253E+00,-2.00000000000000E+00,4.55090365379987E+00
6.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-2.20500281101681E-01,4.51953188576032E+00,-1.32168551068900E+00,-2.96849909495433E+00,-1.33053250970431E+00,-1.07227481282940E+00,-2.10000000000000E+00,4.49396032351839E+00
6.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-2.42000580036713E-01,4.56431557378082E+00,-1.19333398700681E+00,-2.97920704987920E+00,-1.34310794386491E+00,-1.07419327509545E+00,-2.19999999999999E+00,4.46752726210226E+00
6.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-2.64500579808188E-01,4.60896973067419E+00,-1.06410048723496E+00,-2.99007329401395E+00,-1.35439585685205E+00,-1.10307621149987E+00,-2.29999999999999E+00,4.46717669873482E+00
6.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-2.88000579812377E-01,4.65372303319018E+00,-9.33973559384322E-01,-3.00133547739791E+00,-1.36438697597990E+00,-1.15206202871845E+00,-2.39999999999999E+00,4.48603558810276E+00
6.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-3.12500579812044E-01,4.69872575417276E+00,-8.02942170264066E-01,-3.01315286113938E+00,-1.37307231322133E+00,-1.21249450726611E+00,-2.49999999999999E+00,4.51543667753017E+00
6.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-3.38000579812091E-01,4.74403503244230E+00,-6.70995429859190E-01,-3.02559168408236E+00,-1.38044276854784E+00,-1.27475640822698E+00,-2.59999999999999E+00,4.54575183808616E+00
6.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-3.64500579812096E-01,4.78961168228380E+00,-5.38122591462331E-01,-3.03862196763884E+00,-1.38648913483286E+00,-1.32923809256984E+00,-2.69999999999999E+00,4.56736068403217E+00
6.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-3.92000579812120E-01,4.83532409433678E+00,-4.04313054885265E-01,-3.05212141652605E+00,-1.39120209799861E+00,-1.36727617039508E+00,-2.79999999999999E+00,4.57158922528034E+00
6.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-4.20500579812099E-01,4.88096232597990E+00,-2.69556367822715E-01,-3.06588950742673E+00,-1.39457223874107E+00,-1.38200293288825E+00,-2.89999999999999E+00,4.55155930071096E+00
7.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-4.50000979666733E-01,4.92625884823213E+00,-1.33841834971614E-01,-3.07966838795905E+00,-1.39658948060635E+00,-1.36899805350975E+00,-2.99999999999999E+00,4.50283988848135E+00
7.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-4.80500848023291E-01,4.97091774841682E+00,1.32225827509380E-13,-3.09317130449415E+00,-1.39724559589938E+00,-1.32537380439812E+00,-3.09858001893402E+00,4.42395382333200E+00
7.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-5.11643031123145E-01,5.01464095780075E+00,1.32225827509380E-13,-3.10575233077823E+00,-1.39724559589938E+00,-1.18664804241706E+00,-3.12975012630060E+00,4.31639816871753E+00
7.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-5.43094319569172E-01,5.05716341785528E+00,1.32225827509380E-13,-3.11682350238673E+00,-1.39724559589938E+00,-1.02421142334070E+00,-3.16042671946602E+00,4.18463814280659E+00
7.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-5.74849894605511E-01,5.09827587375839E+00,1.32225827509380E-13,-3.12618038325350E+00,-1.39724559589938E+00,-8.44950600687674E-01,-3.19060475454389E+00,4.03555535523143E+00
7.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-6.06904736755810E-01,5.13784677095770E+00,1.32225827509380E-13,-3.13369643830251E+00,-1.39724559589937E+00,-6.57569032619382E-01,-3.22027945584041E+00,3.87784848845966E+00
7.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-6.39253789419892E-01,5.17583807168611E+00,1.32225827509380E-13,-3.13933868636684E+00,-1.39724559589937E+00,-4.71702817639575E-01,-3.24944613819337E+00,3.72114895583281E+00
7.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-6.71891949987016E-01,5.21230698511232E+00,1.32225827509380E-13,-3.14316943922593E+00,-1.39724559589937E+00,-2.97001966553154E-01,-3.27810019467452E+00,3.57510216122754E+00
7.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-7.04814069235262E-01,5.24740527620583E+00,1.32225827509380E-13,-3.14534561107120E+00,-1.39724559589937E+00,-1.42168441407047E-01,-3.30623710093530E+00,3.44840554234222E+00
7.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-7.38014956150256E-01,5.28136302495693E+00,1.32225827509380E-13,-3.14610247290730E+00,-1.39724559589937E+00,-1.41077897429381E-02,-3.33385240750415E+00,3.34796019724696E+00
8.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-7.71363400604488E-01,5.31472038859206E+00,1.32225827509380E-13,-3.14611139208820E+00,-1.39724559589937E+00,8.24446450841969E-16,-3.33337613341550E+00,3.33337613341536E+00
8.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-8.04715569904544E-01,5.34807255789211E+00,1.32225827509380E-13,-3.14611139208820E+00,-1.39724559589937E+00,8.24446450841969E-16,-3.33857810955678E+00,3.33857810955664E+00
8.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-8.38169561882593E-01,5.38152654987016E+00,1.32225827509380E-13,-3.14611139208820E+00,-1.39724559589937E+00,8.24446450841969E-16,-3.35363872102678E+00,3.35363872102665E+00
8.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-8.71817373613422E-01,5.41517436160099E+00,1.32225827509380E-13,-3.14611139208820E+00,-1.39724559589937E+00,8.24446450841969E-16,-3.37711667849711E+00,3.37711667849697E+00
8.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-9.05716109163070E-01,5.44912237241869E+00,1.32225827509380E-13,-3.14616066735625E+00,-1.39724559589936E+00,-1.31555279852244E-02,-3.40230716660962E+00,3.41546269459472E+00
8.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-9.39861623405030E-01,5.48351984657498E+00,1.32225827509380E-13,-3.14641262727059E+00,-1.39724559589936E+00,-3.83274670822253E-02,-3.42670427475342E+00,3.46503174183551E+00
8.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-9.74248360145704E-01,5.51842667959615E+00,1.32225827509380E-13,-3.14693272355109E+00,-1.39724559589936E+00,-6.51507203851058E-02,-3.45055103163419E+00,3.51570175201916E+00
8.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.00887079697203E+00,5.55380537560531E+00,1.32225827509380E-13,-3.14768898273392E+00,-1.39724559589936E+00,-8.40076990262189E-02,-3.47384367157076E+00,3.55785137059684E+00
8.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.04372338231687E+00,5.58952617071795E+00,1.32225827509380E-13,-3.14855719250173E+00,-1.39724559589936E+00,-8.62223028202888E-02,-3.49657849538046E+00,3.58280079820062E+00
8.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.07880050399757E+00,5.62538083627249E+00,1.32225827509380E-13,-3.14933473637556E+00,-1.39724559589936E+00,-6.49152412086548E-02,-3.51875195501656E+00,3.58366719622508E+00
9.00000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.11409653858652E+00,5.66110416979649E+00,1.32225827509380E-13,-3.14976203531061E+00,-1.39724559589936E+00,-1.56687609116547E-02,-3.54036052795062E+00,3.55602928886214E+00
9.10000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.14884862828969E+00,5.69641494635107E+00,1.32225827509380E-13,-3.14982067652022E+00,-1.39724559589936E+00,1.05167610731094E-16,-3.40705714379126E+00,3.50705714379103E+00
9.20000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.18218428974510E+00,5.73125060813019E+00,1.32225827509380E-13,-3.14982067652022E+00,-1.39724559589936E+00,1.05167610731094E-16,-3.25866373437302E+00,3.45866373437278E+00
9.30000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.21399362269883E+00,5.76555994111056E+00,1.32225827509380E-13,-3.14982067652022E+00,-1.39724559589935E+00,1.05167610731094E-16,-3.10186054823053E+00,3.40186054823030E+00
9.40000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.24420182694969E+00,5.79926814536110E+00,1.32225827509380E-13,-3.14982067652022E+00,-1.39724559589935E+00,1.05167610731094E-16,-2.93895273148125E+00,3.33895273148102E+00
9.50000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.27276232605935E+00,5.83232864447086E+00,1.32225827509380E-13,-3.14982067652022E+00,-1.39724559589935E+00,1.05167610731094E-16,-2.77283313794262E+00,3.27283313794239E+00
9.60000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.29965831473753E+00,5.86472463314774E+00,1.32225827509380E-13,-3.14982067652022E+00,-1.39724559589935E+00,1.05167610731094E-16,-2.60670918216207E+00,3.20670918216184E+00
9.70000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.32490765222980E+00,5.89647397064082E+00,1.32225827509380E-13,-3.14982067652022E+00,-1.39724559589935E+00,1.05167610731094E-16,-2.44379271354312E+00,3.14379271354289E+00
9.80000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.34855618691872E+00,5.92762250533007E+00,1.32225827509380E-13,-3.14982067652022E+00,-1.39724559589935E+00,1.05167610731094E-16,-2.28697148842278E+00,3.08697148842255E+00
9.90000000000000E-01,4.00000000000000E-01,2.00000000000000E-01,-1.37067618991378E+00,5.95824250832508E+00,1.32225827509380E-13,-3.14982067652022E+00,-1.39724559589935E+00,1.05167610731094E-16,-2.13856026427835E+00,3.03856026427812E+00
1.00000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,-1.39136036657366E+00,5.98842683958977E+00,1.32225827509380E-13,-3.14982067652022E+00,-1.39724559589934E+00,1.05167610731094E-16,-2.00003218493872E+00,3.00003218493849E+00
1.01000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,-1.41068757880392E+00,6.01832558333064E+00,1.32225827509380E-13,-3.14989220566751E+00,-1.39724559589934E+00,-1.98737621389503E-02,-1.86526721055844E+00,2.98514097269716E+00
1.02000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,-1.42866370080654E+00,6.04823285401650E+00,1.32225827509380E-13,-3.15032335435072E+00,-1.39724559589934E+00,-7.13169172199333E-02,-1.72985701110430E+00,3.00117392832400E+00
1.03000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,-1.44528271253861E+00,6.07843717622514E+00,1.32225827509380E-13,-3.15140866482708E+00,-1.39724559589934E+00,-1.49774265319979E-01,-1.59384470557747E+00,3.04361897089721E+00
1.04000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,-1.46053858074094E+00,6.10917043291432E+00,1.32225827509380E-13,-3.15338605331404E+00,-1.39724559589934E+00,-2.48358795793908E-01,-1.45722808456520E+00,3.10558688035887E+00
1.05000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,-1.47442525561405E+00,6.14058403724749E+00,1.32225827509380E-13,-3.15641298277272E+00,-1.39724559589934E+00,-3.58390603126372E-01,-1.32000503689246E+00,3.17839564001859E+00
1.06000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,-1.48693667277352E+00,6.17273472196407E+00,1.32225827509380E-13,-3.16055225032243E+00,-1.39724559589934E+00,-4.70245645591980E-01,-1.18217355048449E+00,3.25241919607620E+00
1.07000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,-1.49806669719985E+00,6.20560226622101E+00,1.32225827509380E-13,-3.16578977015808E+00,-1.39724559589934E+00,-5.74309123455447E-01,-1.04373168114161E+00,3.31804080459680E+00
1.08000000000000E+00,4.00000000000000E-01,2.00000000000000E-01,-1.50780925407091E+00,6.23904299163955E+00,1.32225827509380E-13,-3.17198793870583E+00,-1.39724559589934E+00,-6.61892069141560E-01,-9.04677624849759E-01,3.36656969399107E+00
