"Time","der_T","der_p"
0.171,0,0
0.172,0,0
0.173,0,0
0.174,0,0
0.175,0,0
0.176,0,0
0.177,0,0
0.178,0,0
0.179,0,0
0.18,0,0
0.181,0,0
0.182,0,0
0.183,0,0
0.184,0,0
0.185,0,0
0.186,0,0
0.187,0,0
0.188,0,0
0.189,0,0
0.19,0,0
0.191,0,0
0.192,0,0
0.193,0,0
0.194,0,0
0.195,0,0
0.196,0,0
0.197,0,0
0.198,0,0
0.199,0,0
0.2,0,0
0.201,0,0
0.202,0,0
0.203,0,0
0.204,0,0
0.205,0,0
0.206,0,0
0.207,0,0
0.208,0,0
0.209,0,0
0.21,0,0
0.211,0,0
0.212,0,0
0.213,0,0
0.214,0,0
0.215,0,0
0.216,0,0
0.217,0,0
0.218,0,0
0.219,0,0
0.22,0,0
0.221,0,0
0.222,0,0
0.223,0,0
0.224,0,0
0.225,0,0
0.226,0,0
0.227,0,0
0.228,0,0
0.229,0,0
0.23,0,0
0.231,0,0
0.232,0,0
0.233,0,0
0.234,0,0
0.235,0,0
0.236,0,0
0.237,0,0
0.238,0,0
0.239,0,0
0.24,0,0
0.241,0,0
0.242,0,0
0.243,0,0
0.244,0,0
0.245,0,0
0.246,0,0
0.247,0,0
0.248,0,0
0.249,0,0
0.25,0,0
0.251,0,0
0.252,0,0
0.253,0,0
0.254,0,0
0.255,0,0
0.256,0,0
0.257,0,0
0.258,0,0
0.259,0,0
0.26,0,0
0.261,0,0
0.262,0,0
0.263,0,0
0.264,0,0
0.265,0,0
0.266,0,0
0.267,0,0
0.268,0,0
0.269,0,0
0.27,0,0
0.271,0,0
0.272,0,0
0.273,0,0
0.274,0,0
0.275,0,0
0.276,0,0
0.277,0,0
0.278,0,0
0.279,0,0
0.28,0,0
0.281,0,0
0.282,0,0
0.283,0,0
0.284,0,0
0.285,0,0
0.286,0,0
0.287,0,0
0.288,0,0
0.289,0,0
0.29,0,0
0.291,0,0
0.292,0,0
0.293,0,0
0.294,0,0
0.295,0,0
0.296,0,0
0.297,0,0
0.298,0,0
0.299,0,0
0.3,-1.87628e-14,-1.47793e-12
0.301,-0.0571122,-4.56896
0.302,-0.113763,-8.97465
0.303,-0.169953,-13.218
0.304,-0.225684,-17.3
0.305,-0.280956,-21.2215
0.306,-0.335772,-24.9834
0.307,-0.390132,-28.5868
0.308,-0.444038,-32.0326
0.309,-0.49749,-35.3217
0.31,-0.55049,-38.455
0.311,-0.603039,-41.4335
0.312,-0.655138,-44.2581
0.313,-0.706789,-46.9298
0.314,-0.757992,-49.4495
0.315,-0.808748,-51.8181
0.316,-0.85906,-54.0366
0.317,-0.908927,-56.106
0.318,-0.958352,-58.0271
0.319,-1.00734,-59.8009
0.32,-1.05588,-61.4283
0.321,-1.10398,-62.9104
0.322,-1.15165,-64.2479
0.323,-1.19888,-65.442
0.324,-1.24567,-66.4934
0.325,-1.29203,-67.4032
0.326,-1.33795,-68.1722
0.327,-1.38345,-68.8015
0.328,-1.42851,-69.292
0.329,-1.47314,-69.6445
0.33,-1.51734,-69.8602
0.331,-1.56112,-69.9397
0.332,-1.60447,-69.8843
0.333,-1.6474,-69.6946
0.334,-1.6899,-69.3718
0.335,-1.73198,-68.9167
0.336,-1.77363,-68.3304
0.337,-1.81487,-67.6136
0.338,-1.85569,-66.7674
0.339,-1.89609,-65.7927
0.34,-1.93607,-64.6905
0.341,-1.97564,-63.4616
0.342,-2.01479,-62.1071
0.343,-2.05353,-60.6278
0.344,-2.09185,-59.0247
0.345,-2.12977,-57.2988
0.346,-2.16728,-55.451
0.347,-2.20437,-53.4822
0.348,-2.24106,-51.3933
0.349,-2.27735,-49.1854
0.35,-2.31323,-46.8593
0.351,-2.3487,-44.416
0.352,-2.38377,-41.8564
0.353,-2.41845,-39.1815
0.354,-2.45272,-36.3921
0.355,-2.48659,-33.4894
0.356,-2.52006,-30.4741
0.357,-2.55314,-27.3472
0.358,-2.58582,-24.1097
0.359,-2.61811,-20.7625
0.36,-2.65,-17.3066
0.361,-2.6815,-13.7428
0.362,-2.71261,-10.0722
0.363,-2.74333,-6.29562
0.364,-2.77366,-2.41405
0.365,-2.80361,1.57158
0.366,-2.83317,5.66032
0.367,-2.86234,9.85124
0.368,-2.89113,14.1434
0.369,-2.91954,18.5358
0.37,-2.94756,23.0276
0.371,-2.97521,27.6179
0.372,-3.00247,32.3056
0.373,-3.02936,37.0898
0.374,-3.05587,41.9696
0.375,-3.08201,46.9441
0.376,-3.10777,52.0123
0.377,-3.13316,57.1733
0.378,-3.15817,62.4261
0.379,-3.18282,67.7698
0.38,-3.20709,73.2035
0.381,-3.231,78.7262
0.382,-3.25454,84.337
0.383,-3.27771,90.0349
0.384,-3.30052,95.819
0.385,-3.32296,101.688
0.386,-3.34504,107.642
0.387,-3.36676,113.679
0.388,-3.38812,119.799
0.389,-3.40912,126
0.39,-3.42976,132.281
0.391,-3.45005,138.642
0.392,-3.46998,145.082
0.393,-3.48955,151.6
0.394,-3.50878,158.194
0.395,-3.52765,164.864
0.396,-3.54617,171.61
0.397,-3.56434,178.429
0.398,-3.58216,185.321
0.399,-3.59963,192.285
0.4,-3.61676,199.321
0.401,-3.63354,206.426
0.402,-3.64998,213.601
0.403,-3.66607,220.844
0.404,-3.68183,228.155
0.405,-3.69724,235.532
0.406,-3.71231,242.975
0.407,-3.72705,250.482
0.408,-3.74145,258.053
0.409,-3.75551,265.687
0.41,-3.76924,273.382
0.411,-3.78264,281.138
0.412,-3.7957,288.954
0.413,-3.80844,296.829
0.414,-3.82084,304.762
0.415,-3.83292,312.752
0.416,-3.84466,320.799
0.417,-3.85608,328.9
0.418,-3.86718,337.056
0.419,-3.87795,345.265
0.42,-3.8884,353.526
0.421,-3.89853,361.839
0.422,-3.90834,370.202
0.423,-3.91782,378.615
0.424,-3.92699,387.076
0.425,-3.93585,395.585
0.426,-3.94438,404.141
0.427,-3.95261,412.742
0.428,-3.96052,421.389
0.429,-3.96811,430.079
0.43,-3.9754,438.812
0.431,-3.98238,447.587
0.432,-3.98905,456.404
0.433,-3.99541,465.26
0.434,-4.00146,474.156
0.435,-4.00721,483.09
0.436,-4.01265,492.061
0.437,-4.0178,501.069
0.438,-4.02264,510.112
0.439,-4.02718,519.19
0.44,-4.03142,528.301
0.441,-4.03536,537.445
0.442,-4.03901,546.621
0.443,-4.04236,555.827
0.444,-4.04541,565.063
0.445,-4.04818,574.328
0.446,-4.05065,583.621
0.447,-4.05283,592.941
0.448,-4.05471,602.287
0.449,-4.05631,611.658
0.45,-4.05763,621.053
0.451,-4.05865,630.472
0.452,-4.0594,639.912
0.453,-4.05985,649.375
0.454,-4.06003,658.857
0.455,-4.05992,668.359
0.456,-4.05953,677.88
0.457,-4.05886,687.418
0.458,-4.05792,696.973
0.459,-4.0567,706.543
0.46,-4.0552,716.129
0.461,-4.05343,725.728
0.462,-4.05138,735.34
0.463,-4.04906,744.964
0.464,-4.04647,754.599
0.465,-4.04361,764.244
0.466,-4.04048,773.898
0.467,-4.03709,783.561
0.468,-4.03343,793.23
0.469,-4.0295,802.906
0.47,-4.02531,812.588
0.471,-4.02085,822.274
0.472,-4.01613,831.963
0.473,-4.01116,841.655
0.474,-4.00592,851.348
0.475,-4.00043,861.043
0.476,-3.99467,870.737
0.477,-3.98867,880.429
0.478,-3.9824,890.12
0.479,-3.97589,899.808
0.48,-3.96912,909.491
0.481,-3.9621,919.17
0.482,-3.95483,928.842
0.483,-3.94731,938.508
0.484,-3.93955,948.166
0.485,-3.93153,957.816
0.486,-3.92327,967.455
0.487,-3.91477,977.084
0.488,-3.90603,986.702
0.489,-3.89704,996.307
0.49,-3.88781,1005.9
0.491,-3.87834,1015.48
0.492,-3.86864,1025.04
0.493,-3.8587,1034.58
0.494,-3.84852,1044.11
0.495,-3.8381,1053.62
0.496,-3.82746,1063.11
0.497,-3.81658,1072.59
0.498,-3.80546,1082.04
0.499,-3.79412,1091.47
0.5,-3.78255,1100.87
0.501,-3.77075,1110.25
0.502,-3.75873,1119.61
0.503,-3.74648,1128.94
0.504,-3.734,1138.25
0.505,-3.72131,1147.53
0.506,-3.70839,1156.78
0.507,-3.69525,1166
0.508,-3.68189,1175.19
0.509,-3.66831,1184.34
0.51,-3.65451,1193.47
0.511,-3.6405,1202.56
0.512,-3.62627,1211.62
0.513,-3.61183,1220.65
0.514,-3.59718,1229.63
0.515,-3.58231,1238.59
0.516,-3.56724,1247.5
0.517,-3.55195,1256.37
0.518,-3.53646,1265.21
0.519,-3.52076,1274
0.52,-3.50486,1282.75
0.521,-3.48875,1291.46
0.522,-3.47244,1300.13
0.523,-3.45592,1308.75
0.524,-3.43921,1317.33
0.525,-3.42229,1325.86
0.526,-3.40518,1334.34
0.527,-3.38787,1342.78
0.528,-3.37036,1351.16
0.529,-3.35266,1359.5
0.53,-3.33476,1367.78
0.531,-3.31668,1376.02
0.532,-3.2984,1384.2
0.533,-3.27992,1392.32
0.534,-3.26126,1400.4
0.535,-3.24242,1408.41
0.536,-3.22338,1416.37
0.537,-3.20416,1424.27
0.538,-3.18476,1432.12
0.539,-3.16517,1439.9
0.54,-3.1454,1447.62
0.541,-3.12544,1455.28
0.542,-3.10531,1462.88
0.543,-3.085,1470.42
0.544,-3.06451,1477.89
0.545,-3.04385,1485.3
0.546,-3.02301,1492.64
0.547,-3.00199,1499.92
0.548,-2.98081,1507.12
0.549,-2.95945,1514.26
0.55,-2.93792,1521.33
0.551,-2.91622,1528.33
0.552,-2.89436,1535.25
0.553,-2.87232,1542.1
0.554,-2.85012,1548.88
0.555,-2.82776,1555.59
0.556,-2.80523,1562.22
0.557,-2.78254,1568.77
0.558,-2.75969,1575.25
0.559,-2.73668,1581.64
0.56,-2.71351,1587.96
0.561,-2.69018,1594.2
0.562,-2.66669,1600.36
0.563,-2.64305,1606.43
0.564,-2.61926,1612.43
0.565,-2.59531,1618.33
0.566,-2.57121,1624.16
0.567,-2.54696,1629.9
0.568,-2.52256,1635.55
0.569,-2.49802,1641.11
0.57,-2.47332,1646.59
0.571,-2.44848,1651.97
0.572,-2.42349,1657.27
0.573,-2.39836,1662.47
0.574,-2.37309,1667.58
0.575,-2.34768,1672.6
0.576,-2.32213,1677.52
0.577,-2.29643,1682.35
0.578,-2.2706,1687.08
0.579,-2.24463,1691.72
0.58,-2.21853,1696.26
0.581,-2.19229,1700.7
0.582,-2.16592,1705.04
0.583,-2.13942,1709.27
0.584,-2.11279,1713.41
0.585,-2.08602,1717.44
0.586,-2.05913,1721.37
0.587,-2.03211,1725.2
0.588,-2.00497,1728.92
0.589,-1.9777,1732.53
0.59,-1.9503,1736.04
0.591,-1.92278,1739.44
0.592,-1.89515,1742.73
0.593,-1.86739,1745.91
0.594,-1.83951,1748.97
0.595,-1.81151,1751.93
0.596,-1.7834,1754.77
0.597,-1.75517,1757.5
0.598,-1.72682,1760.12
0.599,-1.69837,1762.61
0.6,-1.6698,1765
0.601,-1.64112,1767.26
0.602,-1.61233,1769.4
0.603,-1.58343,1771.43
0.604,-1.55442,1773.33
0.605,-1.52531,1775.12
0.606,-1.49609,1776.78
0.607,-1.46677,1778.32
0.608,-1.43734,1779.73
0.609,-1.40781,1781.02
0.61,-1.37819,1782.18
0.611,-1.34846,1783.22
0.612,-1.31863,1784.12
0.613,-1.28871,1784.9
0.614,-1.25869,1785.55
0.615,-1.22858,1786.07
0.616,-1.19837,1786.45
0.617,-1.16807,1786.71
0.618,-1.13768,1786.83
0.619,-1.1072,1786.81
0.62,-1.07663,1786.66
0.621,-1.04597,1786.37
0.622,-1.01523,1785.95
0.623,-0.984396,1785.39
0.624,-0.953482,1784.68
0.625,-0.922484,1783.84
0.626,-0.891405,1782.86
0.627,-0.860245,1781.73
0.628,-0.829005,1780.46
0.629,-0.797687,1779.05
0.63,-0.766291,1777.49
0.631,-0.734819,1775.79
0.632,-0.703272,1773.94
0.633,-0.671651,1771.94
0.634,-0.639958,1769.8
0.635,-0.608193,1767.5
0.636,-0.576358,1765.05
0.637,-0.544453,1762.45
0.638,-0.512481,1759.7
0.639,-0.480441,1756.8
0.64,-0.448336,1753.74
0.641,-0.416167,1750.53
0.642,-0.383934,1747.16
0.643,-0.351638,1743.63
0.644,-0.319282,1739.95
0.645,-0.286866,1736.1
0.646,-0.254391,1732.1
0.647,-0.221858,1727.93
0.648,-0.18927,1723.61
0.649,-0.156625,1719.12
0.65,-0.123927,1714.46
0.651,-0.091176,1709.65
0.652,-0.0583731,1704.66
0.653,-0.0255196,1699.51
0.654,0.00738331,1694.2
0.655,0.0403345,1688.71
0.656,0.0733328,1683.05
0.657,0.106377,1677.23
0.658,0.139466,1671.23
0.659,0.172599,1665.06
0.66,0.205774,1658.72
0.661,0.23899,1652.21
0.662,0.272247,1645.52
0.663,0.305542,1638.65
0.664,0.338876,1631.61
0.665,0.372246,1624.38
0.666,0.405651,1616.98
0.667,0.439091,1609.41
0.668,0.472564,1601.64
0.669,0.506069,1593.7
0.67,0.539605,1585.58
0.671,0.573171,1577.27
0.672,0.606765,1568.78
0.673,0.640386,1560.1
0.674,0.674034,1551.24
0.675,0.707707,1542.19
0.676,0.741403,1532.95
0.677,0.775123,1523.52
0.678,0.808863,1513.9
0.679,0.842625,1504.09
0.68,0.876405,1494.09
0.681,0.910204,1483.9
0.682,0.944019,1473.51
0.683,0.977851,1462.93
0.684,1.0117,1452.15
0.685,1.04556,1441.18
0.686,1.07943,1430.01
0.687,1.11331,1418.64
0.688,1.1472,1407.07
0.689,1.1811,1395.3
0.69,1.21501,1383.33
0.691,1.24893,1371.15
0.692,1.28285,1358.78
0.693,1.31677,1346.2
0.694,1.3507,1333.41
0.695,1.38463,1320.42
0.696,1.41856,1307.22
0.697,1.45249,1293.82
0.698,1.48642,1280.2
0.699,1.52035,1266.38
0.7,1.55427,1252.34
0.701,1.55424,1252.34
0.702,1.55421,1252.34
0.703,1.55419,1252.34
0.704,1.55416,1252.34
0.705,1.55413,1252.33
0.706,1.5541,1252.33
0.707,1.55408,1252.33
0.708,1.55405,1252.33
0.709,1.55402,1252.33
0.71,1.55399,1252.33
0.711,1.55397,1252.32
0.712,1.55394,1252.32
0.713,1.55391,1252.32
0.714,1.55389,1252.32
0.715,1.55386,1252.32
0.716,1.55383,1252.32
0.717,1.5538,1252.31
0.718,1.55378,1252.31
0.719,1.55375,1252.31
0.72,1.55372,1252.31
0.721,1.55369,1252.31
0.722,1.55367,1252.31
0.723,1.55364,1252.3
0.724,1.55361,1252.3
0.725,1.55358,1252.3
0.726,1.55356,1252.3
0.727,1.55353,1252.3
0.728,1.5535,1252.3
0.729,1.55347,1252.3
0.73,1.55345,1252.29
0.731,1.55342,1252.29
0.732,1.55339,1252.29
0.733,1.55336,1252.29
0.734,1.55334,1252.29
0.735,1.55331,1252.29
0.736,1.55328,1252.28
0.737,1.55325,1252.28
0.738,1.55323,1252.28
0.739,1.5532,1252.28
0.74,1.55317,1252.28
0.741,1.55314,1252.28
0.742,1.55312,1252.27
0.743,1.55309,1252.27
0.744,1.55306,1252.27
0.745,1.55304,1252.27
0.746,1.55301,1252.27
0.747,1.55298,1252.27
0.748,1.55295,1252.26
0.749,1.55293,1252.26
0.75,1.5529,1252.26
0.751,1.55287,1252.26
0.752,1.55284,1252.26
0.753,1.55282,1252.26
0.754,1.55279,1252.25
0.755,1.55276,1252.25
0.756,1.55273,1252.25
0.757,1.55271,1252.25
0.758,1.55268,1252.25
0.759,1.55265,1252.25
0.76,1.55262,1252.24
0.761,1.5526,1252.24
0.762,1.55257,1252.24
0.763,1.55254,1252.24
0.764,1.55251,1252.24
0.765,1.55249,1252.24
0.766,1.55246,1252.23
0.767,1.55243,1252.23
0.768,1.55241,1252.23
0.769,1.55238,1252.23
0.77,1.55235,1252.23
0.771,1.55232,1252.23
0.772,1.5523,1252.22
0.773,1.55227,1252.22
0.774,1.55224,1252.22
0.775,1.55221,1252.22
0.776,1.55219,1252.22
0.777,1.55216,1252.22
0.778,1.55213,1252.21
0.779,1.5521,1252.21
0.78,1.55208,1252.21
0.781,1.55205,1252.21
0.782,1.55202,1252.21
0.783,1.55199,1252.21
0.784,1.55197,1252.21
0.785,1.55194,1252.2
0.786,1.55191,1252.2
0.787,1.55188,1252.2
0.788,1.55186,1252.2
0.789,1.55183,1252.2
0.79,1.5518,1252.2
0.791,1.55178,1252.19
0.792,1.55175,1252.19
0.793,1.55172,1252.19
0.794,1.55169,1252.19
0.795,1.55167,1252.19
0.796,1.55164,1252.19
0.797,1.55161,1252.18
0.798,1.55158,1252.18
0.799,1.55156,1252.18
0.8,1.55153,1252.18
0.801,1.5515,1252.18
0.802,1.55147,1252.18
0.803,1.55145,1252.17
0.804,1.55142,1252.17
0.805,1.55139,1252.17
0.806,1.55136,1252.17
0.807,1.55134,1252.17
0.808,1.55131,1252.17
0.809,1.55128,1252.16
0.81,1.55126,1252.16
0.811,1.55123,1252.16
0.812,1.5512,1252.16
0.813,1.55117,1252.16
0.814,1.55115,1252.16
0.815,1.55112,1252.15
0.816,1.55109,1252.15
0.817,1.55106,1252.15
0.818,1.55104,1252.15
0.819,1.55101,1252.15
0.82,1.55098,1252.15
0.821,1.55095,1252.14
0.822,1.55093,1252.14
0.823,1.5509,1252.14
0.824,1.55087,1252.14
0.825,1.55085,1252.14
0.826,1.55082,1252.14
0.827,1.55079,1252.13
0.828,1.55076,1252.13
0.829,1.55074,1252.13
0.83,1.55071,1252.13
0.831,1.55068,1252.13
0.832,1.55065,1252.13
0.833,1.55063,1252.12
0.834,1.5506,1252.12
0.835,1.55057,1252.12
0.836,1.55054,1252.12
0.837,1.55052,1252.12
0.838,1.55049,1252.12
0.839,1.55046,1252.12
0.84,1.55043,1252.11
0.841,1.55041,1252.11
0.842,1.55038,1252.11
0.843,1.55035,1252.11
0.844,1.55033,1252.11
0.845,1.5503,1252.11
0.846,1.55027,1252.1
0.847,1.55024,1252.1
0.848,1.55022,1252.1
0.849,1.55019,1252.1
0.85,1.55016,1252.1
0.851,1.55013,1252.1
0.852,1.55011,1252.09
0.853,1.55008,1252.09
0.854,1.55005,1252.09
0.855,1.55003,1252.09
0.856,1.55,1252.09
0.857,1.54997,1252.09
0.858,1.54994,1252.08
0.859,1.54992,1252.08
0.86,1.54989,1252.08
0.861,1.54986,1252.08
0.862,1.54983,1252.08
0.863,1.54981,1252.08
0.864,1.54978,1252.07
0.865,1.54975,1252.07
0.866,1.54972,1252.07
0.867,1.5497,1252.07
0.868,1.54967,1252.07
0.869,1.54964,1252.07
0.87,1.54962,1252.06
0.871,1.54959,1252.06
0.872,1.54956,1252.06
0.873,1.54953,1252.06
0.874,1.54951,1252.06
0.875,1.54948,1252.06
0.876,1.54945,1252.05
0.877,1.54942,1252.05
0.878,1.5494,1252.05
0.879,1.54937,1252.05
0.88,1.54934,1252.05
0.881,1.54931,1252.05
0.882,1.54929,1252.04
0.883,1.54926,1252.04
0.884,1.54923,1252.04
0.885,1.54921,1252.04
0.886,1.54918,1252.04
0.887,1.54915,1252.04
0.888,1.54912,1252.04
0.889,1.5491,1252.03
0.89,1.54907,1252.03
0.891,1.54904,1252.03
0.892,1.54901,1252.03
0.893,1.54899,1252.03
0.894,1.54896,1252.03
0.895,1.54893,1252.02
0.896,1.54891,1252.02
0.897,1.54888,1252.02
0.898,1.54885,1252.02
0.899,1.54882,1252.02
0.9,1.5488,1252.02
0.901,1.54877,1252.01
0.902,1.54874,1252.01
0.903,1.54871,1252.01
0.904,1.54869,1252.01
0.905,1.54866,1252.01
0.906,1.54863,1252.01
0.907,1.54861,1252
0.908,1.54858,1252
0.909,1.54855,1252
0.91,1.54852,1252
0.911,1.5485,1252
0.912,1.54847,1252
0.913,1.54844,1251.99
0.914,1.54841,1251.99
0.915,1.54839,1251.99
0.916,1.54836,1251.99
0.917,1.54833,1251.99
0.918,1.54831,1251.99
0.919,1.54828,1251.98
0.92,1.54825,1251.98
0.921,1.54822,1251.98
0.922,1.5482,1251.98
0.923,1.54817,1251.98
0.924,1.54814,1251.98
0.925,1.54811,1251.97
0.926,1.54809,1251.97
0.927,1.54806,1251.97
0.928,1.54803,1251.97
0.929,1.54801,1251.97
0.93,1.54798,1251.97
0.931,1.54795,1251.97
0.932,1.54792,1251.96
0.933,1.5479,1251.96
0.934,1.54787,1251.96
0.935,1.54784,1251.96
0.936,1.54781,1251.96
0.937,1.54779,1251.96
0.938,1.54776,1251.95
0.939,1.54773,1251.95
0.94,1.54771,1251.95
0.941,1.54768,1251.95
0.942,1.54765,1251.95
0.943,1.54762,1251.95
0.944,1.5476,1251.94
0.945,1.54757,1251.94
0.946,1.54754,1251.94
0.947,1.54751,1251.94
0.948,1.54749,1251.94
0.949,1.54746,1251.94
0.95,1.54743,1251.93
0.951,1.54741,1251.93
0.952,1.54738,1251.93
0.953,1.54735,1251.93
0.954,1.54732,1251.93
0.955,1.5473,1251.93
0.956,1.54727,1251.92
0.957,1.54724,1251.92
0.958,1.54721,1251.92
0.959,1.54719,1251.92
0.96,1.54716,1251.92
0.961,1.54713,1251.92
0.962,1.54711,1251.91
0.963,1.54708,1251.91
0.964,1.54705,1251.91
0.965,1.54702,1251.91
0.966,1.547,1251.91
0.967,1.54697,1251.91
0.968,1.54694,1251.9
0.969,1.54691,1251.9
0.97,1.54689,1251.9
0.971,1.54686,1251.9
0.972,1.54683,1251.9
0.973,1.54681,1251.9
0.974,1.54678,1251.9
0.975,1.54675,1251.89
0.976,1.54672,1251.89
0.977,1.5467,1251.89
0.978,1.54667,1251.89
0.979,1.54664,1251.89
0.98,1.54662,1251.89
0.981,1.54659,1251.88
0.982,1.54656,1251.88
0.983,1.54653,1251.88
0.984,1.54651,1251.88
0.985,1.54648,1251.88
0.986,1.54645,1251.88
0.987,1.54642,1251.87
0.988,1.5464,1251.87
0.989,1.54637,1251.87
0.99,1.54634,1251.87
0.991,1.54632,1251.87
0.992,1.54629,1251.87
0.993,1.54626,1251.86
0.994,1.54623,1251.86
0.995,1.54621,1251.86
0.996,1.54618,1251.86
0.997,1.54615,1251.86
0.998,1.54613,1251.86
0.999,1.5461,1251.85
1,1.54607,1251.85
