"time","Out1_1_","Out1_2_","Out2","Out3","Out4","Out5","Out6","Out7","Out8","Out9"
4.1,-2.63655,-4.63655,-1.13655,-1.85287,1,-3.5,-12,-0.5,0.1,1.23607
4.2,-2.74315,-4.74315,-1.24315,-2.1546,1,-3.5,-12,-0.5,0.1,2.35114
4.3,-2.83233,-4.83233,-1.33233,-2.39864,1,-3.5,-12,-0.5,0.1,0
4.4,-2.9032,-4.9032,-1.4032,-2.56894,1,-4,-12,-0.5,0.1,0
4.5,-2.95506,-4.95506,-1.45506,-2.65506,1,-4,-12,-0.5,0.1,0
4.6,-2.98738,-4.98738,-1.48738,-2.65312,1,-4,-12,-0.5,0.1,0
4.7,-2.99985,-4.99985,-1.49985,-2.56616,1,-4,-12,-0.5,0.1,0
4.8,-2.99233,-4.99233,-1.49233,-2.40378,1,-4,-12,-0.5,0.1,2.35114
4.9,-2.96491,-4.96491,-1.46491,-2.18122,1,-4,-12,-0.5,0.1,1.23607
4.9761,-2.93086,-4.93086,-1.43086,-1.98336,1,-4,-12,-0.5,0.3,0.3
4.9761,-2.93086,-4.93086,-1.43086,-1.98336,1,-4,-12,-0.5,0.1,0.3
4.98832,-2.92435,-4.92435,-1.42435,-1.95004,1,-4,-12,-0.5,0.146805,0.146805
4.98832,-2.92435,-4.92435,-1.42435,-1.95004,1,-4,-12,-0.5,0.1,0.146805
4.99204,-2.9223,-4.9223,-1.4223,-1.9398,1,-4,-12,-0.5,0.1,0.1
4.99204,-2.9223,-4.9223,-1.4223,-1.9398,1,-4,-12,-0.5,0.1,0.1
5,-2.91785,-4.91785,-1.41785,-1.91785,1,-4,-12,-0.5,2.44929e-015,2.44929e-015
5,-2.91785,-4.91785,-1.41785,-1.91785,1,-4,-12,-0.5,-3.14391e-011,-3.14391e-011
5,-2.91785,-4.91785,-1.41785,-1.91785,1,-4,-12,-0.5,-3.14391e-011,-3.14391e-011
5.0239,-2.90375,-4.90375,-1.40375,-1.85125,1,-4,-12,-0.5,-0.3,-0.3
5.0239,-2.90375,-4.90375,-1.40375,-1.85125,1,-4,-12,-0.5,-0.3,-0.3
5.1,-2.85163,-4.85163,-1.35163,-1.63532,1,-3.5,-12,-0.5,-0.3,-1.23607
5.2,-2.76691,-4.76691,-1.26691,-1.35546,1,-3.5,-12,-0.5,-0.3,-2.35114
5.3,-2.66453,-4.66454,-1.16453,-1.09822,1,-3.5,-12,-0.5,-0.3,-3.23607
5.4,-2.54553,-4.54553,-1.04553,-0.879789,1,-3,-12,-0.5,-0.3,-3.80423
5.5,-2.41108,-4.41108,-0.911081,-0.711081,1,-3,-12,-0.5,-0.3,-4
5.6,-2.26253,-4.26253,-0.762533,-0.596794,1,-2.5,-12,-0.5,-0.3,-3.80423
5.7,-2.10137,-4.10137,-0.601371,-0.535059,1,-2,-12,-0.5,-0.3,-3.23607
5.8,-1.9292,-3.9292,-0.429204,-0.517755,1,-2,-12,-0.5,-0.3,-2.35114
5.9,-1.74775,-3.74775,-0.247753,-0.531441,1,-1.5,-12,-0.5,-0.3,-1.23607
5.9761,-1.60455,-3.60455,-0.104555,-0.552055,1,-1,-12,-0.5,-0.3,-0.3
5.9761,-1.60455,-3.60455,-0.104555,-0.552055,1,-1,-12,-0.5,-0.3,-0.3
6,-1.55883,-3.55883,-0.058831,-0.558831,1,-1,-12,-0.5,-2.93915e-015,-2.93915e-015
6.0239,-1.51279,-3.51279,-0.012788,-0.565288,1,-1,-12,-0.5,0.3,0.3
6.0239,-1.51279,-3.51279,-0.012788,-0.565288,1,-1,-12,-0.5,0.3,0.3
6.03051,-1.5,-3.5,0,-0.566981,1,-1,-12,-0.5,0.3,0.382751
6.03051,-1.5,-3.5,0,-0.566981,1,-1,-12,-0.5,0.3,0.382751
6.1,-1.36433,-3.36433,0,-0.580637,1,-0.5,-12,-0.5,0.3,1.23607
6.15786,-1.25,-3.25,0,-0.583091,1,-0.5,-12,-0.5,0.3,1.90338
6.15786,-1.25,-3.25,0,-0.583091,1,-0.5,-12,-0.5,0.3,1.90338
6.2,-1.16618,-3.16618,0,-0.577628,1,-0.5,-12,-0.332358,0.3,2.35114
6.28319,1,3,0,2.70314e-011,1,0,-12,6.36033e-011,0.3,0
6.28319,1,3,0,2.70314e-011,1,0,-12,6.36033e-011,0.3,0
6.3,1.03363,3.03363,0,0.0285836,1,0,-12,0.0672556,0.3,0
6.4,1.2331,3.2331,0,0.198134,1,0.5,-12,0.466197,0.3,0
6.4,1.2331,3.2331,0,0.198134,1,0.5,12,0.5,0.3,0
6.4,1.2331,3.2331,0,0.198134,1,0.5,12,0.466197,0.3,0
6.40851,1.25,3.25,0,0.2125,1,0.5,12,0.5,0.3,0
6.40851,1.25,3.25,0,0.2125,1,0.5,12,0.5,0.3,0
6.5,1.43024,3.43024,0,0.365704,1,1,12,0.5,0.3,0
6.53587,1.5,3.5,2.79421e-011,0.425,1,1,12,0.5,0.3,0
6.53587,1.5,3.5,2.79421e-011,0.425,1,1,12,0.5,0.3,0
6.6,1.62308,3.62308,0.123083,0.52962,1,1,12,0.5,0.3,0
6.7,1.8097,3.8097,0.3097,0.688245,1,1.5,12,0.5,0.3,0
6.8,1.98823,3.98823,0.488227,0.839993,1,2,12,0.5,0.3,2.35114
6.9,2.15688,4.15688,0.65688,0.983348,1,2.5,12,0.5,0.3,1.23607
6.9761,2.27757,4.27757,0.777571,1.08594,1,2.5,12,0.5,0.3,0.3
6.9761,2.27757,4.27757,0.777571,1.08594,1,2.5,12,0.5,0.3,0.3
7,2.31397,4.31397,0.813973,1.11688,1,2.5,12,0.5,3.42901e-015,3.42901e-015
7.0239,2.34962,4.34962,0.849625,1.14718,1,2.5,12,0.5,-0.3,-0.3
7.0239,2.34962,4.34962,0.849625,1.14718,1,2.5,12,0.5,-0.3,-0.3
7.1,2.45794,4.45794,0.957938,1.23925,1,3,12,0.5,-0.3,-1.23607
7.2,2.58734,4.58734,1.08734,1.34924,1,3,12,0.5,-0.3,-2.35114
7.3,2.70087,4.70087,1.20087,1.44574,1,3.5,12,0.5,-0.3,-3.23607
7.4,2.79742,4.79742,1.29742,1.5278,1,3.5,12,0.5,-0.3,-3.80423
7.5,2.876,4.876,1.376,1.5946,1,4,12,0.5,-0.3,-4
7.6,2.93584,4.93584,1.43584,1.64546,1,4,12,0.5,-0.3,-3.80423
7.7,2.97634,4.97634,1.47634,1.67989,1,4,12,0.5,-0.3,-3.23607
7.8,2.99709,4.99709,1.49709,1.69752,1,4,12,0.5,-0.3,-2.35114
7.9,2.99788,4.99788,1.49788,1.6982,1,4,12,0.5,-0.3,-1.23607
7.9761,2.9851,4.9851,1.4851,1.68734,1,4,12,0.5,-0.3,-0.3
7.9761,2.9851,4.9851,1.4851,1.68734,1,4,12,0.5,-0.3,-0.3
8,2.97872,4.97872,1.47872,1.68191,1,4,12,0.5,-3.91887e-015,-3.91887e-015
8.0239,2.9712,4.9712,1.4712,1.67552,1,4,12,0.5,0.3,0.3
8.0239,2.9712,4.9712,1.4712,1.67552,1,4,12,0.5,0.3,0.3
8.1,2.93978,4.93978,1.43978,1.64881,1,4,12,0.5,0.3,1.23607
8.2,2.88146,4.88146,1.38146,1.59924,1,4,12,0.5,0.3,2.35114
8.3,2.80434,4.80434,1.30434,1.53369,1,3.5,12,0.5,0.3,0
8.4,2.7092,4.7092,1.2092,1.45282,1,3.5,12,0.5,0.3,0
8.5,2.59697,4.59697,1.09697,1.35743,1,3,12,0.5,0.3,0
8.6,2.46879,4.46879,0.968794,1.24848,1,3,12,0.5,0.3,0
8.7,2.32594,4.32594,0.825938,1.12705,1,2.5,12,0.5,0.3,0
8.8,2.16983,4.16983,0.669834,0.994359,1,2.5,12,0.5,0.3,2.35114
8.9,2.00204,4.00204,0.502042,0.851735,1,2,12,0.5,0.3,1.23607
8.9761,1.86754,3.86754,0.367542,0.73741,1,1.5,12,0.5,0.3,0.3
8.9761,1.86754,3.86754,0.367542,0.73741,1,1.5,12,0.5,0.3,0.3
9,1.82424,3.82424,0.324237,0.700601,1,1.5,12,0.5,4.40873e-015,4.40873e-015
9.0239,1.78046,3.78046,0.280462,0.663392,1,1.5,12,0.5,-0.3,-0.3
9.0239,1.78046,3.78046,0.280462,0.663392,1,1.5,12,0.5,-0.3,-0.3
9.1,1.6382,3.6382,0.138197,0.542467,1,1.5,12,0.5,-0.3,-1.23607
9.1721,1.5,3.5,0,0.425,1,1,12,0.5,-0.3,-2.05881
9.1721,1.5,3.5,0,0.425,1,1,12,0.5,-0.3,-2.05881
9.2,1.44578,3.44578,0,0.378913,1,1,12,0.5,-0.3,-2.35114
9.29945,1.25,3.25,0,0.2125,1,0.5,12,0.5,-0.3,-3.232
9.29945,1.25,3.25,0,0.2125,1,0.5,12,0.5,-0.3,-3.232
9.3,1.24891,3.24891,0,0.211573,1,0.5,12,0.497818,-0.3,-3.23607
9.4,1.04955,3.04955,0,0.0421182,1,0,12,0.0991017,-0.3,-3.80423
9.42478,-1,-3,0,0,1,-0,12,-5.96912e-011,-0.3,-3.88883
9.42478,-1,-3,0,0,1,-0,12,-5.96912e-011,-0.3,-3.88883
9.5,-1.1503,-3.1503,0,0,1,-0.5,12,-0.300604,-0.3,-4
9.50173,-1.15375,-3.15375,0,0,1,-0.5,-12,-0.5,-0.3,-3.99994
9.50173,-1.15375,-3.15375,0,0,1,-0.5,-12,-0.307505,-0.3,-3.99994
9.55011,-1.25,-3.25,0,0,1,-0.5,-12,-0.5,-0.3,-3.95055
9.55011,-1.25,-3.25,0,0,1,-0.5,-12,-0.5,-0.3,-3.95055
9.6,-1.34865,-3.34865,0,0,1,-0.5,-12,-0.5,-0.3,-3.80423
9.67746,-1.5,-3.5,-3.11634e-011,0,1,-1,-12,-0.5,-0.3,-3.39432
9.67746,-1.5,-3.5,-3.11634e-011,0,1,-1,-12,-0.5,-0.3,-3.39432
9.7,-1.54352,-3.54352,-0.0435213,0,1,-1,-12,-0.5,-0.3,-3.23607
9.8,-1.73296,-3.73296,-0.232958,-0.321509,1,-1.5,-12,-0.5,-0.3,-2.35114
9.9,-1.91507,-3.91507,-0.415072,-0.69876,1,-2,-12,-0.5,-0.3,-1.23607
9.9761,-2.04764,-4.04764,-0.547635,-0.995135,1,-2,-12,-0.5,-0.3,-0.3
9.9761,-2.04764,-4.04764,-0.547635,-0.995135,1,-2,-12,-0.5,-0.3,-0.3
10,-2.08804,-4.08804,-0.588042,-1.08804,1,-2,-12,-0.5,-4.89859e-015,-4.89859e-015
10,-2.08804,-4.08804,-0.588042,-1.08804,1,-2,-12,-0.5,-4.89859e-015,-4.89859e-015
