"Time ","der_p","der_T"
0,0,0
1E-005,0,0
6E-005,0,0
0.00031,0,0
0.00131,0,0
0.00231,0,0
0.00331,0,0
0.00431,0,0
0.00531,0,0
0.00631,0,0
0.00731,0,0
0.00831,0,0
0.00931,0,0
0.01031,0,0
0.01131,0,0
0.01231,0,0
0.01331,0,0
0.01431,0,0
0.01531,0,0
0.01631,0,0
0.01731,0,0
0.01831,0,0
0.01931,0,0
0.02031,0,0
0.02131,0,0
0.02231,0,0
0.02331,0,0
0.02431,0,0
0.02531,0,0
0.02631,0,0
0.02731,0,0
0.02831,0,0
0.02931,0,0
0.03031,0,0
0.03131,0,0
0.03231,0,0
0.03331,0,0
0.03431,0,0
0.03531,0,0
0.03631,0,0
0.03731,0,0
0.03831,0,0
0.03931,0,0
0.04031,0,0
0.04131,0,0
0.04231,0,0
0.04331,0,0
0.04431,0,0
0.04531,0,0
0.04631,0,0
0.04731,0,0
0.04831,0,0
0.04931,0,0
0.05031,0,0
0.05131,0,0
0.05231,0,0
0.05331,0,0
0.05431,0,0
0.05531,0,0
0.05631,0,0
0.05731,0,0
0.05831,0,0
0.05931,0,0
0.06031,0,0
0.06131,0,0
0.06231,0,0
0.06331,0,0
0.06431,0,0
0.06531,0,0
0.06631,0,0
0.0673100000000001,0,0
0.0683100000000001,0,0
0.0693100000000001,0,0
0.0703100000000001,0,0
0.0713100000000001,0,0
0.0723100000000001,0,0
0.0733100000000001,0,0
0.0743100000000001,0,0
0.0753100000000001,0,0
0.0763100000000001,0,0
0.0773100000000001,0,0
0.0783100000000001,0,0
0.0793100000000001,0,0
0.0803100000000001,0,0
0.0813100000000001,0,0
0.0823100000000001,0,0
0.0833100000000001,0,0
0.0843100000000001,0,0
0.0853100000000001,0,0
0.0863100000000001,0,0
0.0873100000000001,0,0
0.0883100000000001,0,0
0.0893100000000001,0,0
0.0903100000000001,0,0
0.0913100000000001,0,0
0.0923100000000001,0,0
0.0933100000000001,0,0
0.0943100000000001,0,0
0.0953100000000001,0,0
0.0963100000000001,0,0
0.0973100000000001,0,0
0.0983100000000001,0,0
0.0993100000000001,0,0
0.10031,0,0
0.10131,0,0
0.10231,0,0
0.10331,0,0
0.10431,0,0
0.10531,0,0
0.10631,0,0
0.10731,0,0
0.10831,0,0
0.10931,0,0
0.11031,0,0
0.11131,0,0
0.11231,0,0
0.11331,0,0
0.11431,0,0
0.11531,0,0
0.11631,0,0
0.11731,0,0
0.11831,0,0
0.11931,0,0
0.12031,0,0
0.12131,0,0
0.12231,0,0
0.12331,0,0
0.12431,0,0
0.12531,0,0
0.12631,0,0
0.12731,0,0
0.12831,0,0
0.12931,0,0
0.13031,0,0
0.13131,0,0
0.13231,0,0
0.13331,0,0
0.13431,0,0
0.13531,0,0
0.13631,0,0
0.13731,0,0
0.13831,0,0
0.13931,0,0
0.14031,0,0
0.14131,0,0
0.14231,0,0
0.14331,0,0
0.14431,0,0
0.14531,0,0
0.14631,0,0
0.14731,0,0
0.14831,0,0
0.14931,0,0
0.15031,0,0
0.15131,0,0
0.15231,0,0
0.15331,0,0
0.15431,0,0
0.15531,0,0
0.15631,0,0
0.15731,0,0
0.15831,0,0
0.15931,0,0
0.16031,0,0
0.16131,0,0
0.16231,0,0
0.16331,0,0
0.16431,0,0
0.16531,0,0
0.16631,0,0
0.16731,0,0
0.16831,0,0
0.16931,0,0
0.17031,0,0
0.17131,0,0
0.17231,0,0
0.17331,0,0
0.17431,0,0
0.17531,0,0
0.17631,0,0
0.17731,0,0
0.17831,0,0
0.17931,0,0
0.18031,0,0
0.18131,0,0
0.18231,0,0
0.18331,0,0
0.18431,0,0
0.18531,0,0
0.18631,0,0
0.18731,0,0
0.18831,0,0
0.18931,0,0
0.19031,0,0
0.19131,0,0
0.19231,0,0
0.19331,0,0
0.19431,0,0
0.19531,0,0
