"time","dataOut1","dataOut2"
0.000,1,1
0.050,1,1
0.100,1,1
0.150,1,1
0.200,1,1
0.250,1,1
0.300,1,1
0.350,1,1
0.400,1,1
0.450,1,1
0.500,1,1
0.550,1,1
0.600,1,1
0.650,1,1
0.700,1,1
0.750,1,1
0.800,1,1
0.850,1,1
0.900,1,1
0.950,1,1
1.000,1,1
1.050,1,1
1.100,1,1
1.150,1,1
1.200,1,1
1.250,1,1
1.300,1,1
1.350,1,1
1.400,1,1
1.450,1,1
1.500,1,1
1.550,1,1
1.600,1,1
1.650,1,1
1.700,1,1
1.750,1,1
1.800,1,1
1.850,1,1
1.900,1,1
1.950,1,1
2.000,1,1
2.050,1,1
2.100,1,1
2.150,1,1
2.200,1,1
2.250,1,1
2.300,1,1
2.350,1,1
2.400,1,1
2.450,1,1
2.500,1,1
2.550,1,1
2.600,1,1
2.650,1,1
2.700,1,1
2.750,1,1
2.800,1,1
2.850,1,1
2.900,1,1
2.950,1,1
3.000,1,1
3.050,1,1
3.100,1,1
3.150,1,1
3.200,1,1
3.250,1,1
3.300,1,1
3.350,1,1
3.400,1,1
3.450,1,1
3.500,1,1
3.550,1,1
3.600,1,1
3.650,1,1
3.700,1,1
3.750,1,1
3.800,1,1
3.850,1,1
3.900,1,1
3.950,1,1
4.000,1,1
4.050,1,1
4.100,1,1
4.150,1,1
4.200,1,1
4.250,1,1
4.300,1,1
4.350,1,1
4.400,1,1
4.450,1,1
4.500,1,1
4.550,1,1
4.600,1,1
4.650,1,1
4.700,1,1
4.750,1,1
4.800,1,1
4.850,1,1
4.900,1,1
4.950,1,1
5.000,1,1
5.050,1,1
5.100,1,1
5.150,1,1
5.200,1,1
5.250,1,1
5.300,1,1
5.350,1,1
5.400,1,1
5.450,1,1
5.500,1,1
5.550,1,1
5.600,1,1
5.650,1,1
5.700,1,1
5.750,1,1
5.800,1,1
5.850,1,1
5.900,1,1
5.950,1,1
6.000,3,3
6.050,3,3
6.100,3,3
6.150,3,3
6.200,3,3
6.250,3,3
6.300,3,3
6.350,3,3
6.400,3,3
6.450,3,3
6.500,3,3
6.550,3,3
6.600,3,3
6.650,3,3
6.700,3,3
6.750,3,3
6.800,3,3
6.850,3,3
6.900,3,3
6.950,3,3
7.000,3,3
7.050,3,3
7.100,3,3
7.150,3,3
7.200,3,3
7.250,3,3
7.300,3,3
7.350,3,3
7.400,3,3
7.450,3,3
7.500,3,3
7.550,3,3
7.600,3,3
7.650,3,3
7.700,3,3
7.750,3,3
7.800,3,3
7.850,3,3
7.900,3,3
7.950,3,3
8.000,3,3
8.050,3,3
8.100,3,3
8.150,3,3
8.200,3,3
8.250,3,3
8.300,3,3
8.350,3,3
8.400,3,3
8.450,3,3
8.500,3,3
8.550,3,3
8.600,3,3
8.650,3,3
8.700,3,3
8.750,3,3
8.800,3,3
8.850,3,3
8.900,3,3
8.950,3,3
9.000,3,3
9.050,3,3
9.100,3,3
9.150,3,3
9.200,3,3
9.250,3,3
9.300,3,3
9.350,3,3
9.400,3,3
9.450,3,3
9.500,3,3
9.550,3,3
9.600,3,3
9.650,3,3
9.700,3,3
9.750,3,3
9.800,3,3
9.850,3,3
9.900,3,3
9.950,3,3
10.000,3,3
10.050,3,3
10.100,3,3
10.150,3,3
10.200,3,3
10.250,3,3
10.300,3,3
10.350,3,3
10.400,3,3
10.450,3,3
10.500,3,3
10.550,3,3
10.600,3,3
10.650,3,3
10.700,3,3
10.750,3,3
10.800,3,3
10.850,3,3
10.900,3,3
10.950,3,3
11.000,3,3
11.050,3,3
11.100,3,3
11.150,3,3
11.200,3,3
11.250,3,3
11.300,3,3
11.350,3,3
11.400,3,3
11.450,3,3
11.500,3,3
11.550,3,3
11.600,3,3
11.650,3,3
11.700,3,3
11.750,3,3
11.800,3,3
11.850,3,3
11.900,3,3
11.950,3,3
12.000,3,3
12.050,3,3
12.100,3,3
12.150,3,3
12.200,3,3
12.250,3,3
12.300,3,3
12.350,3,3
12.400,3,3
12.450,3,3
12.500,3,3
12.550,3,3
12.600,3,3
12.650,3,3
12.700,3,3
12.750,3,3
12.800,3,3
12.850,3,3
12.900,3,3
12.950,3,3
13.000,4,3
13.050,4,3
13.100,4,3
13.150,4,3
13.200,4,3
13.250,4,3
13.300,4,3
13.350,4,3
13.400,4,3
13.450,4,3
13.500,4,3
13.550,4,3
13.600,4,3
13.650,4,3
13.700,4,3
13.750,4,3
13.800,4,3
13.850,4,3
13.900,4,3
13.950,4,3
14.000,4,3
14.050,4,3
14.100,4,3
14.150,4,3
14.200,4,3
14.250,4,3
14.300,4,3
14.350,4,3
14.400,4,3
14.450,4,3
14.500,4,3
14.550,4,3
14.600,4,3
14.650,4,3
14.700,4,3
14.750,4,3
14.800,4,3
14.850,4,3
14.900,4,3
14.950,4,3
15.000,4,3
15.050,4,3
15.100,4,3
15.150,4,3
15.200,4,3
15.250,4,3
15.300,4,3
15.350,4,3
15.400,4,3
15.450,4,3
15.500,4,3
15.550,4,3
15.600,4,3
15.650,4,3
15.700,4,3
15.750,4,3
15.800,4,3
15.850,4,3
15.900,4,3
15.950,4,3
16.000,4,2
16.050,4,2
16.100,4,2
16.150,4,2
16.200,4,2
16.250,4,2
16.300,4,2
16.350,4,2
16.400,4,2
16.450,4,2
16.500,4,2
16.550,4,2
16.600,4,2
16.650,4,2
16.700,4,2
16.750,4,2
16.800,4,2
16.850,4,2
16.900,4,2
16.950,4,2
17.000,4,2
17.050,4,2
17.100,4,2
17.150,4,2
17.200,4,2
17.250,4,2
17.300,4,2
17.350,4,2
17.400,4,2
17.450,4,2
17.500,4,2
17.550,4,2
17.600,4,2
17.650,4,2
17.700,4,2
17.750,4,2
17.800,4,2
17.850,4,2
17.900,4,2
17.950,4,2
18.000,4,2
18.050,4,2
18.100,4,2
18.150,4,2
18.200,4,2
18.250,4,2
18.300,4,2
18.350,4,2
18.400,4,2
18.450,4,2
18.500,4,2
18.550,4,2
18.600,4,2
18.650,4,2
18.700,4,2
18.750,4,2
18.800,4,2
18.850,4,2
18.900,4,2
18.950,4,2
19.000,4,2
19.050,4,2
19.100,4,2
19.150,4,2
19.200,4,2
19.250,4,2
19.300,4,2
19.350,4,2
19.400,4,2
19.450,4,2
19.500,4,2
19.550,4,2
19.600,4,2
19.650,4,2
19.700,4,2
19.750,4,2
19.800,4,2
19.850,4,2
19.900,4,2
19.950,4,2
20.000,3,2
20.050,3,2
20.100,3,2
20.150,3,2
20.200,3,2
20.250,3,2
20.300,3,2
20.350,3,2
20.400,3,2
20.450,3,2
20.500,3,2
20.550,3,2
20.600,3,2
20.650,3,2
20.700,3,2
20.750,3,2
20.800,3,2
20.850,3,2
20.900,3,2
20.950,3,2
21.000,3,2
21.050,3,2
21.100,3,2
21.150,3,2
21.200,3,2
21.250,3,2
21.300,3,2
21.350,3,2
21.400,3,2
21.450,3,2
21.500,3,2
21.550,3,2
21.600,3,2
21.650,3,2
21.700,3,2
21.750,3,2
21.800,3,2
21.850,3,2
21.900,3,2
21.950,3,2
22.000,3,2
22.050,3,2
22.100,3,2
22.150,3,2
22.200,3,2
22.250,3,2
22.300,3,2
22.350,3,2
22.400,3,2
22.450,3,2
22.500,3,2
22.550,3,2
22.600,3,2
22.650,3,2
22.700,3,2
22.750,3,2
22.800,3,2
22.850,3,2
22.900,3,2
22.950,3,2
23.000,3,2
23.050,3,2
23.100,3,2
23.150,3,2
23.200,3,2
23.250,3,2
23.300,3,2
23.350,3,2
23.400,3,2
23.450,3,2
23.500,3,2
23.550,3,2
23.600,3,2
23.650,3,2
23.700,3,2
23.750,3,2
23.800,3,2
23.850,3,2
23.900,3,2
23.950,3,2
24.000,3,2
24.050,3,2
24.100,3,2
24.150,3,2
24.200,3,2
24.250,3,2
24.300,3,2
24.350,3,2
24.400,3,2
24.450,3,2
24.500,3,2
24.550,3,2
24.600,3,2
24.650,3,2
24.700,3,2
24.750,3,2
24.800,3,2
24.850,3,2
24.900,3,2
24.950,3,2
25.000,3,2
