time,h,der(h),v,der(v),g,e
0.0,1.0,0.0,0.0,-9.81,9.81,0.7
0.01,0.9995095,-0.0981,-0.0981,-9.81,9.81,0.7
0.02,0.998038,-0.1962,-0.1962,-9.81,9.81,0.7
0.03,0.9955855,-0.2943,-0.2943,-9.81,9.81,0.7
0.04,0.992152,-0.3924,-0.3924,-9.81,9.81,0.7
0.05,0.9877375,-0.4905,-0.4905,-9.81,9.81,0.7
0.06,0.982342,-0.5886,-0.5886,-9.81,9.81,0.7
0.07,0.9759655,-0.6867,-0.6867,-9.81,9.81,0.7
0.08,0.968608,-0.7848,-0.7848,-9.81,9.81,0.7
0.09,0.9602695,-0.8829,-0.8829,-9.81,9.81,0.7
0.1,0.95095,-0.981,-0.981,-9.81,9.81,0.7
0.11,0.9406495,-1.0791,-1.0791,-9.81,9.81,0.7
0.12,0.929368,-1.1772,-1.1772,-9.81,9.81,0.7
0.13,0.9171055,-1.2753,-1.2753,-9.81,9.81,0.7
0.14,0.903862,-1.3734,-1.3734,-9.81,9.81,0.7
0.15,0.8896375,-1.4715,-1.4715,-9.81,9.81,0.7
0.16,0.874432,-1.5696,-1.5696,-9.81,9.81,0.7
0.17,0.8582455,-1.6677,-1.6677,-9.81,9.81,0.7
0.18,0.841078,-1.7658,-1.7658,-9.81,9.81,0.7
0.19,0.8229295,-1.8639,-1.8639,-9.81,9.81,0.7
0.2,0.8038,-1.962,-1.962,-9.81,9.81,0.7
0.21,0.7836895,-2.0601,-2.0601,-9.81,9.81,0.7
0.22,0.762598,-2.1582,-2.1582,-9.81,9.81,0.7
0.23,0.7405255,-2.2563,-2.2563,-9.81,9.81,0.7
0.24,0.717472,-2.3544,-2.3544,-9.81,9.81,0.7
0.25,0.6934375,-2.4525,-2.4525,-9.81,9.81,0.7
0.26,0.668422,-2.5506,-2.5506,-9.81,9.81,0.7
0.27,0.6424255,-2.6487,-2.6487,-9.81,9.81,0.7
0.28,0.615448,-2.7468,-2.7468,-9.81,9.81,0.7
0.29,0.5874895,-2.8449,-2.8449,-9.81,9.81,0.7
0.3,0.55855,-2.943,-2.943,-9.81,9.81,0.7
0.31,0.5286295,-3.0411,-3.0411,-9.81,9.81,0.7
0.32,0.497728,-3.1392,-3.1392,-9.81,9.81,0.7
0.33,0.4658455,-3.2373,-3.2373,-9.81,9.81,0.7
0.34,0.432982,-3.3354,-3.3354,-9.81,9.81,0.7
0.35,0.3991375,-3.4335,-3.4335,-9.81,9.81,0.7
0.36,0.364312,-3.5316,-3.5316,-9.81,9.81,0.7
0.37,0.3285055,-3.6297,-3.6297,-9.81,9.81,0.7
0.38,0.291718,-3.7278,-3.7278,-9.81,9.81,0.7
0.39,0.2539495,-3.8259,-3.8259,-9.81,9.81,0.7
0.4,0.2152,-3.924,-3.924,-9.81,9.81,0.7
0.41,0.1754695,-4.0221,-4.0221,-9.81,9.81,0.7
0.42,0.134758,-4.1202,-4.1202,-9.81,9.81,0.7
0.43,0.0930655,-4.2183,-4.2183,-9.81,9.81,0.7
0.44,0.050392,-4.3164,-4.3164,-9.81,9.81,0.7
0.45,0.0067375,-4.4145,-4.4145,-9.81,9.81,0.7
0.46,0.0259294899307,3.01745976072,3.01745976072,-9.81,9.81,0.7
0.47,0.0556135875379,2.91935976072,2.91935976072,-9.81,9.81,0.7
0.48,0.0843166851451,2.82125976072,2.82125976072,-9.81,9.81,0.7
0.49,0.112038782752,2.72315976072,2.72315976072,-9.81,9.81,0.7
0.5,0.138779880359,2.62505976072,2.62505976072,-9.81,9.81,0.7
0.51,0.164539977967,2.52695976072,2.52695976072,-9.81,9.81,0.7
0.52,0.189319075574,2.42885976072,2.42885976072,-9.81,9.81,0.7
0.53,0.213117173181,2.33075976072,2.33075976072,-9.81,9.81,0.7
0.54,0.235934270788,2.23265976072,2.23265976072,-9.81,9.81,0.7
0.55,0.257770368395,2.13455976072,2.13455976072,-9.81,9.81,0.7
0.56,0.278625466003,2.03645976072,2.03645976072,-9.81,9.81,0.7
0.57,0.29849956361,1.93835976072,1.93835976072,-9.81,9.81,0.7
0.58,0.317392661217,1.84025976072,1.84025976072,-9.81,9.81,0.7
0.59,0.335304758824,1.74215976072,1.74215976072,-9.81,9.81,0.7
0.6,0.352235856431,1.64405976072,1.64405976072,-9.81,9.81,0.7
0.61,0.368185954039,1.54595976072,1.54595976072,-9.81,9.81,0.7
0.62,0.383155051646,1.44785976072,1.44785976072,-9.81,9.81,0.7
0.63,0.397143149253,1.34975976072,1.34975976072,-9.81,9.81,0.7
0.64,0.41015024686,1.25165976072,1.25165976072,-9.81,9.81,0.7
0.65,0.422176344467,1.15355976072,1.15355976072,-9.81,9.81,0.7
0.66,0.433221442075,1.05545976072,1.05545976072,-9.81,9.81,0.7
0.67,0.443285539682,0.957359760719,0.957359760719,-9.81,9.81,0.7
0.68,0.452368637289,0.859259760719,0.859259760719,-9.81,9.81,0.7
0.69,0.460470734896,0.761159760719,0.761159760719,-9.81,9.81,0.7
0.7,0.467591832503,0.663059760719,0.663059760719,-9.81,9.81,0.7
0.71,0.47373193011,0.564959760719,0.564959760719,-9.81,9.81,0.7
0.72,0.478891027718,0.466859760719,0.466859760719,-9.81,9.81,0.7
0.73,0.483069125325,0.368759760719,0.368759760719,-9.81,9.81,0.7
0.74,0.486266222932,0.270659760719,0.270659760719,-9.81,9.81,0.7
0.75,0.488482320539,0.172559760719,0.172559760719,-9.81,9.81,0.7
0.76,0.489717418146,0.0744597607192,0.0744597607192,-9.81,9.81,0.7
0.77,0.489971515754,-0.0236402392808,-0.0236402392808,-9.81,9.81,0.7
0.78,0.489244613361,-0.121740239281,-0.121740239281,-9.81,9.81,0.7
0.79,0.487536710968,-0.219840239281,-0.219840239281,-9.81,9.81,0.7
0.8,0.484847808575,-0.317940239281,-0.317940239281,-9.81,9.81,0.7
0.81,0.481177906182,-0.416040239281,-0.416040239281,-9.81,9.81,0.7
0.82,0.47652700379,-0.514140239281,-0.514140239281,-9.81,9.81,0.7
0.83,0.470895101397,-0.612240239281,-0.612240239281,-9.81,9.81,0.7
0.84,0.464282199004,-0.710340239281,-0.710340239281,-9.81,9.81,0.7
0.85,0.456688296611,-0.808440239281,-0.808440239281,-9.81,9.81,0.7
0.86,0.448113394218,-0.906540239281,-0.906540239281,-9.81,9.81,0.7
0.87,0.438557491826,-1.00464023928,-1.00464023928,-9.81,9.81,0.7
0.88,0.428020589433,-1.10274023928,-1.10274023928,-9.81,9.81,0.7
0.89,0.41650268704,-1.20084023928,-1.20084023928,-9.81,9.81,0.7
0.9,0.404003784647,-1.29894023928,-1.29894023928,-9.81,9.81,0.7
0.91,0.390523882254,-1.39704023928,-1.39704023928,-9.81,9.81,0.7
0.92,0.376062979862,-1.49514023928,-1.49514023928,-9.81,9.81,0.7
0.93,0.360621077469,-1.59324023928,-1.59324023928,-9.81,9.81,0.7
0.94,0.344198175076,-1.69134023928,-1.69134023928,-9.81,9.81,0.7
0.95,0.326794272683,-1.78944023928,-1.78944023928,-9.81,9.81,0.7
0.96,0.30840937029,-1.88754023928,-1.88754023928,-9.81,9.81,0.7
0.97,0.289043467897,-1.98564023928,-1.98564023928,-9.81,9.81,0.7
0.98,0.268696565505,-2.08374023928,-2.08374023928,-9.81,9.81,0.7
