"time","PI.I.y","driveAngle","inertia1.phi","inertia1.w","integrator.y","spring.phi_rel","spring.w_rel"
0.41,-0.1,1.57,0,0,0,0.001,0
0.42,-0.1,1.57,0,0,0,0.001,0
0.43,-0.1,1.57,0,0,0,0.001,0
0.44,-0.1,1.57,0,0,0,0.001,0
0.45,-0.1,1.57,0,0,0,0.001,0
0.46,-0.1,1.57,0,0,0,0.001,0
0.47,-0.1,1.57,0,0,0,0.001,0
0.48,-0.1,1.57,0,0,0,0.001,0
0.49,-0.1,1.57,0,0,0,0.001,0
0.5,-0.1,1.57,0,0,0,0.001,0
0.51,-0.0996089,1.57,1.08872e-05,0.00285712,0.01,0.000990705,-0.00226146
0.52,-0.0986286,1.57,6.28578e-05,0.00767704,0.02,0.000957029,-0.00417078
0.53,-0.0971734,1.57,0.000167342,0.0133957,0.03,0.000912894,-0.00444132
0.54,-0.0953483,1.57,0.000334833,0.0203217,0.04,0.000871046,-0.00384818
0.55,-0.0932813,1.57,0.000578127,0.0285452,0.05,0.0008367,-0.00301293
0.56,-0.0910953,1.57,0.000909532,0.0379045,0.06,0.00081063,-0.00221898
0.57,-0.0888916,1.57,0.00133916,0.0481449,0.07,0.000791872,-0.00155646
0.58,-0.0867452,1.57,0.00187452,0.0590143,0.08,0.000779028,-0.0010344
0.59,-0.0847082,1.57,0.00252082,0.0702996,0.09,0.000770772,-0.000635359
0.6,-0.0828134,1.57,0.00328134,0.0818341,0.1,0.000765985,-0.000337002
0.61,-0.0810791,1.57,0.00415791,0.093492,0.11,0.000763766,-0.000118705
0.62,-0.0795129,1.57,0.00515129,0.105182,0.12,0.000763402,3.6848e-05
0.63,-0.0781144,1.57,0.00626144,0.116839,0.13,0.000764341,0.000143749
0.64,-0.0768782,1.57,0.00748782,0.128419,0.14,0.000766152,0.00021338
0.65,-0.0757949,1.57,0.00882949,0.139894,0.15,0.000768513,0.000254863
0.66,-0.0748531,1.57,0.0102853,0.151249,0.16,0.000771179,0.000275416
0.67,-0.0740404,1.57,0.011854,0.162476,0.17,0.00077397,0.00028074
0.68,-0.0733439,1.57,0.0135344,0.173573,0.18,0.000776758,0.000275307
0.69,-0.0727509,1.57,0.0153251,0.184545,0.19,0.000779452,0.000262573
0.7,-0.072249,1.57,0.0172249,0.195399,0.2,0.000781994,0.000245179
0.71,-0.0718269,1.57,0.0192327,0.206142,0.21,0.000784347,0.000225105
0.72,-0.071474,1.57,0.0213474,0.216784,0.22,0.000786492,0.000203828
0.73,-0.0711807,1.57,0.0235681,0.227335,0.23,0.000788423,0.000182405
0.74,-0.0709383,1.57,0.0258938,0.237805,0.24,0.000790142,0.000161575
0.75,-0.0707393,1.57,0.0283239,0.248203,0.25,0.000791658,0.000141838
0.76,-0.0705769,1.57,0.0308577,0.258538,0.26,0.000792984,0.000123497
0.77,-0.0704452,1.57,0.0334945,0.268819,0.27,0.000794134,0.000106726
0.78,-0.0703392,1.57,0.0362339,0.279053,0.28,0.000795124,9.15954e-05
0.79,-0.0702543,1.57,0.0390754,0.289246,0.29,0.000795971,7.81004e-05
0.8,-0.0701872,1.57,0.0420187,0.299405,0.3,0.000796691,6.61711e-05
0.81,-0.0701343,1.57,0.0450634,0.309534,0.31,0.000797299,5.57265e-05
0.82,-0.0700933,1.57,0.0482093,0.31964,0.32,0.00079781,4.66513e-05
0.83,-0.0700618,1.57,0.0514562,0.329725,0.33,0.000798236,3.88243e-05
0.84,-0.0700378,1.57,0.0548038,0.339793,0.34,0.00079859,3.21208e-05
0.85,-0.07002,1.57,0.058252,0.349847,0.35,0.000798881,2.6417e-05
0.86,-0.0700069,1.57,0.0618007,0.359889,0.36,0.00079912,2.15936e-05
0.87,-0.0699976,1.57,0.0654498,0.369922,0.37,0.000799315,1.75389e-05
0.88,-0.0699912,1.57,0.0691991,0.379948,0.38,0.000799473,1.41503e-05
0.89,-0.0699871,1.57,0.0730487,0.389967,0.39,0.000799599,1.13348e-05
0.9,-0.0699846,1.57,0.0769985,0.399982,0.4,0.000799701,9.00913e-06
0.91,-0.0699834,1.57,0.0810483,0.409993,0.41,0.000799781,7.09963e-06
0.92,-0.0699831,1.57,0.0851983,0.42,0.42,0.000799843,5.54147e-06
0.93,-0.0699834,1.57,0.0894483,0.430006,0.43,0.000799892,4.27819e-06
0.94,-0.0699842,1.57,0.0937984,0.440009,0.44,0.000799929,3.26094e-06
0.95,-0.0699852,1.57,0.0982485,0.450011,0.45,0.000799958,2.4478e-06
0.96,-0.0699864,1.57,0.102799,0.460013,0.46,0.000799979,1.80296e-06
0.97,-0.0699877,1.57,0.107449,0.470013,0.47,0.000799994,1.29609e-06
0.98,-0.069989,1.57,0.112199,0.480013,0.48,0.000800005,9.01595e-07
0.99,-0.0699903,1.57,0.117049,0.490012,0.49,0.000800012,5.98044e-07
1,-0.0699915,1.57,0.121999,0.500011,0.5,0.000800017,3.67579e-07
1.01,-0.0699926,1.57,0.127049,0.510011,0.51,0.00080002,1.95413e-07
1.02,-0.0699936,1.57,0.132199,0.52001,0.52,0.000800021,6.93701e-08
1.03,-0.0699945,1.57,0.137449,0.530009,0.53,0.000800021,-2.05119e-08
1.04,-0.0699953,1.57,0.1428,0.540008,0.54,0.000800021,-8.23343e-08
1.05,-0.069996,1.57,0.14825,0.550007,0.55,0.00080002,-1.22641e-07
1.06,-0.0699966,1.57,0.1538,0.560006,0.56,0.000800018,-1.46679e-07
1.07,-0.0699972,1.57,0.15945,0.570005,0.57,0.000800017,-1.58626e-07
1.08,-0.0699977,1.57,0.1652,0.580004,0.58,0.000800015,-1.6178e-07
1.09,-0.0699981,1.57,0.17105,0.590004,0.59,0.000800013,-1.58717e-07
1.1,-0.0699984,1.57,0.177,0.600003,0.6,0.000800012,-1.51433e-07
1.11,-0.0699987,1.57,0.18305,0.610003,0.61,0.00080001,-1.41449e-07
1.12,-0.0699989,1.57,0.1892,0.620002,0.62,0.000800009,-1.29913e-07
1.13,-0.0699991,1.57,0.19545,0.630002,0.63,0.000800008,-1.17673e-07
1.14,-0.0699993,1.57,0.2018,0.640002,0.64,0.000800007,-1.05341e-07
1.15,-0.0699995,1.57,0.20825,0.650001,0.65,0.000800006,-9.33457e-08
1.16,-0.0699996,1.57,0.2148,0.660001,0.66,0.000800005,-8.1974e-08
1.17,-0.0699997,1.57,0.22145,0.670001,0.67,0.000800004,-7.14052e-08
1.18,-0.0699997,1.57,0.2282,0.680001,0.68,0.000800003,-6.17381e-08
1.19,-0.0699998,1.57,0.23505,0.690001,0.69,0.000800003,-5.30117e-08
1.2,-0.0699999,1.57,0.242,0.7,0.7,0.000800002,-4.52229e-08
1.21,-0.0699999,1.57,0.24905,0.71,0.71,0.000800002,-3.83388e-08
1.22,-0.0699999,1.57,0.2562,0.72,0.72,0.000800002,-3.23075e-08
1.23,-0.0699999,1.57,0.26345,0.73,0.73,0.000800001,-2.70649e-08
1.24,-0.07,1.57,0.2708,0.74,0.74,0.000800001,-2.25409e-08
1.25,-0.07,1.57,0.27825,0.75,0.75,0.000800001,-1.86635e-08
1.26,-0.07,1.57,0.2858,0.76,0.76,0.000800001,-1.53615e-08
1.27,-0.07,1.57,0.29345,0.77,0.77,0.000800001,-1.25669e-08
1.28,-0.07,1.57,0.3012,0.78,0.78,0.0008,-1.02158e-08
1.29,-0.07,1.57,0.30905,0.79,0.79,0.0008,-8.24942e-09
1.3,-0.07,1.57,0.317,0.8,0.8,0.0008,-6.61435e-09
1.31,-0.07,1.57,0.32505,0.81,0.81,0.0008,-5.26275e-09
1.32,-0.07,1.57,0.3332,0.82,0.82,0.0008,-4.15212e-09
1.33,-0.07,1.57,0.34145,0.83,0.83,0.0008,-3.2451e-09
1.34,-0.07,1.57,0.3498,0.84,0.84,0.0008,-2.50911e-09
1.35,-0.07,1.57,0.35825,0.85,0.85,0.0008,-1.91592e-09
1.36,-0.07,1.57,0.3668,0.86,0.86,0.0008,-1.44128e-09
1.37,-0.07,1.57,0.37545,0.87,0.87,0.0008,-1.06448e-09
1.38,-0.07,1.57,0.3842,0.88,0.88,0.0008,-7.67936e-10
1.39,-0.07,1.57,0.39305,0.89,0.89,0.0008,-5.36827e-10
1.4,-0.07,1.57,0.402,0.9,0.9,0.0008,-3.58715e-10
1.41,-0.07,1.57,0.41105,0.91,0.91,0.0008,-2.23234e-10
1.42,-0.07,1.57,0.4202,0.92,0.92,0.0008,-1.21792e-10
1.43,-0.07,1.57,0.42945,0.93,0.93,0.0008,-4.73105e-11
1.44,-0.07,1.57,0.4388,0.94,0.94,0.0008,6.00805e-12
1.45,-0.07,1.57,0.44825,0.95,0.95,0.0008,4.28816e-11
1.46,-0.07,1.57,0.4578,0.96,0.96,0.0008,6.71242e-11
1.47,-0.07,1.57,0.46745,0.97,0.97,0.0008,8.1798e-11
1.48,-0.07,1.57,0.4772,0.98,0.98,0.0008,8.93426e-11
1.49,-0.07,1.57,0.48705,0.99,0.99,0.0008,9.16857e-11
1.5,-0.07,1.57,0.497,1,1,0.0008,9.03364e-11
1.51,-0.0703911,1.57,0.507039,1.00714,1,0.000809295,0.00226165
1.52,-0.0713714,1.57,0.517137,1.01232,1,0.000842971,0.00417096
1.53,-0.0728266,1.57,0.527283,1.0166,1,0.000887107,0.00444128
1.54,-0.0746517,1.57,0.537465,1.01968,1,0.000928953,0.00384822
1.55,-0.0767187,1.57,0.547672,1.02145,1,0.0009633,0.00301291
1.56,-0.0789047,1.57,0.55789,1.0221,1,0.000989369,0.00221898
1.57,-0.0811085,1.57,0.568111,1.02185,1,0.00100813,0.00155657
1.58,-0.0832548,1.57,0.578325,1.02099,1,0.00102097,0.00103452
1.59,-0.0852917,1.57,0.588529,1.0197,1,0.00102923,0.000635466
1.6,-0.0871865,1.57,0.598719,1.01817,1,0.00103401,0.000337037
1.61,-0.0889209,1.57,0.608892,1.01651,1,0.00103623,0.000118685
1.62,-0.0904872,1.57,0.619049,1.01482,1,0.0010366,-3.68491e-05
1.63,-0.0918856,1.57,0.629189,1.01316,1,0.00103566,-0.000143745
1.64,-0.093122,1.57,0.639312,1.01158,1,0.00103385,-0.000213377
1.65,-0.0942053,1.57,0.649421,1.01011,1,0.00103148,-0.000254838
1.66,-0.0951471,1.57,0.659515,1.00875,1,0.00102882,-0.000275373
1.67,-0.0959598,1.57,0.669596,1.00752,1,0.00102603,-0.000280695
1.68,-0.0966562,1.57,0.679666,1.00643,1,0.00102324,-0.000275267
1.69,-0.0972492,1.57,0.689725,1.00545,1,0.00102055,-0.000262555
1.7,-0.097751,1.57,0.699775,1.0046,1,0.00101801,-0.000245197
1.71,-0.098173,1.57,0.709817,1.00386,1,0.00101566,-0.000225161
1.72,-0.0985259,1.57,0.719853,1.00322,1,0.00101351,-0.000203902
1.73,-0.0988193,1.57,0.729882,1.00267,1,0.00101158,-0.000182482
1.74,-0.0990617,1.57,0.739906,1.0022,1,0.00100986,-0.000161651
1.75,-0.0992608,1.57,0.749926,1.0018,1,0.00100834,-0.000141909
1.76,-0.0994231,1.57,0.759942,1.00146,1,0.00100702,-0.000123568
1.77,-0.0995549,1.57,0.769955,1.00118,1,0.00100587,-0.000106788
1.78,-0.099661,1.57,0.779966,1.00095,1,0.00100488,-9.16449e-05
1.79,-0.0997457,1.57,0.789975,1.00075,1,0.00100403,-7.81346e-05
1.8,-0.0998129,1.57,0.799981,1.0006,1,0.00100331,-6.61994e-05
1.81,-0.0998658,1.57,0.809987,1.00047,1,0.0010027,-5.57492e-05
1.82,-0.0999069,1.57,0.819991,1.00036,1,0.00100219,-4.66673e-05
1.83,-0.0999384,1.57,0.829994,1.00028,1,0.00100176,-3.88351e-05
1.84,-0.0999624,1.57,0.839996,1.00021,1,0.00100141,-3.2128e-05
1.85,-0.0999803,1.57,0.849998,1.00015,1,0.00100112,-2.6418e-05
1.86,-0.0999934,1.57,0.859999,1.00011,1,0.00100088,-2.15884e-05
1.87,-0.100003,1.57,0.87,1.00008,1,0.00100068,-1.75293e-05
1.88,-0.100009,1.57,0.880001,1.00005,1,0.00100053,-1.41362e-05
1.89,-0.100013,1.57,0.890001,1.00003,1,0.0010004,-1.13176e-05
1.9,-0.100016,1.57,0.900002,1.00002,1,0.0010003,-8.98902e-06
1.91,-0.100017,1.57,0.910002,1.00001,1,0.00100022,-7.07826e-06
1.92,-0.100017,1.57,0.920002,0.999999,1,0.00100015,-5.51868e-06
1.93,-0.100017,1.57,0.930002,0.999994,1,0.00100011,-4.25557e-06
1.94,-0.100016,1.57,0.940002,0.99999,1,0.00100007,-3.23808e-06
1.95,-0.100015,1.57,0.950001,0.999988,1,0.00100004,-2.42612e-06
1.96,-0.100014,1.57,0.960001,0.999987,1,0.00100002,-1.78179e-06
1.97,-0.100012,1.57,0.970001,0.999987,1,0.001,-1.27669e-06
1.98,-0.100011,1.57,0.980001,0.999987,1,0.000999994,-8.83078e-07
1.99,-0.10001,1.57,0.990001,0.999988,1,0.000999987,-5.81576e-07
2,-0.100009,1.57,1,0.999988,1,0.000999982,-3.52098e-07
2.01,-0.100007,1.57,1.01,0.999989,1,0.00099998,-1.82027e-07
2.02,-0.100006,1.57,1.02,0.99999,1,0.000999978,-5.68999e-08
2.03,-0.100006,1.57,1.03,0.999991,1,0.000999978,3.09868e-08
2.04,-0.100005,1.57,1.04,0.999992,1,0.000999979,9.20626e-08
2.05,-0.100004,1.57,1.05,0.999993,1,0.00099998,1.30551e-07
2.06,-0.100003,1.57,1.06,0.999994,1,0.000999981,1.54056e-07
2.07,-0.100003,1.57,1.07,0.999995,1,0.000999983,1.64392e-07
2.08,-0.100393,1.57,1.07999,0.997138,0.99,0.00100928,0.00226166
2.09,-0.101373,1.57,1.08994,0.992319,0.98,0.00104296,0.00417097
2.1,-0.102828,1.57,1.09983,0.986601,0.97,0.00108709,0.00444147
2.11,-0.1028,1.57,1.10967,0.981147,0.96,0.00112475,0.00263826
2.12,-0.100012,1.57,1.11946,0.975953,0.95,0.00113905,0.000428845
2.13,-0.0965641,1.57,1.12919,0.969812,0.94,0.00113831,-0.000359031
2.14,-0.0933176,1.57,1.13885,0.963098,0.93,0.00113472,-0.000287946
2.15,-0.0903003,1.57,1.14845,0.956288,0.92,0.00113297,-7.4118e-05
2.16,-0.0873515,1.57,1.15798,0.949556,0.91,0.00113283,2.45422e-05
2.17,-0.0843847,1.57,1.16744,0.942886,0.9,0.00113314,2.96977e-05
2.18,-0.0813919,1.57,1.17683,0.936232,0.89,0.00113334,1.04286e-05
2.19,-0.0783886,1.57,1.18616,0.929573,0.88,0.00113338,-1.05364e-06
2.2,-0.0753853,1.57,1.19543,0.922908,0.87,0.00113336,-2.86858e-06
2.21,-0.0723843,1.57,1.20462,0.91624,0.86,0.00113334,-1.33597e-06
2.22,-0.0693845,1.57,1.21375,0.909572,0.85,0.00113333,-7.43989e-08
2.23,-0.0663849,1.57,1.22281,0.902905,0.84,0.00113333,2.67609e-07
2.24,-0.063385,1.57,1.23181,0.896239,0.83,0.00113333,1.35235e-07
2.25,-0.060385,1.57,1.24074,0.889572,0.82,0.00113333,1.4418e-08
2.26,-0.057385,1.57,1.2496,0.882906,0.81,0.00113333,-2.88496e-08
2.27,-0.054385,1.57,1.2584,0.876239,0.8,0.00113333,-2.28431e-08
2.28,-0.051385,1.57,1.26712,0.869572,0.79,0.00113333,-3.73219e-09
2.29,-0.048385,1.57,1.27579,0.862906,0.78,0.00113333,4.64668e-09
2.3,-0.045385,1.57,1.28438,0.856239,0.77,0.00113333,2.11963e-09
2.31,-0.042385,1.57,1.29291,0.849572,0.76,0.00113333,-1.11854e-09
2.32,-0.039385,1.57,1.30137,0.842906,0.75,0.00113333,-2.0765e-09
2.33,-0.036385,1.57,1.30977,0.836239,0.74,0.00113333,-1.0702e-09
2.34,-0.033385,1.57,1.3181,0.829572,0.73,0.00113333,2.13012e-10
2.35,-0.030385,1.57,1.32636,0.822906,0.72,0.00113333,7.13533e-10
2.36,-0.027385,1.57,1.33456,0.816239,0.71,0.00113333,4.57831e-10
2.37,-0.024385,1.57,1.34269,0.809572,0.7,0.00113333,2.51309e-12
2.38,-0.021385,1.57,1.35075,0.802906,0.69,0.00113333,-2.26834e-10
2.39,-0.018385,1.57,1.35874,0.796239,0.68,0.00113333,-1.77206e-10
2.4,-0.015385,1.57,1.36667,0.789572,0.67,0.00113333,-2.28743e-11
2.41,-0.012385,1.57,1.37454,0.782906,0.66,0.00113333,7.2333e-11
2.42,-0.00938496,1.57,1.38233,0.776239,0.65,0.00113333,6.82973e-11
2.43,-0.00638496,1.57,1.39006,0.769572,0.64,0.00113333,1.66949e-11
2.44,-0.00338496,1.57,1.39772,0.762906,0.63,0.00113333,-2.16672e-11
2.45,-0.000384957,1.57,1.40532,0.756239,0.62,0.00113333,-2.54635e-11
2.46,0.00261504,1.57,1.41285,0.749572,0.61,0.00113333,-8.92214e-12
2.47,0.00561504,1.57,1.42031,0.742906,0.6,0.00113333,5.96473e-12
2.48,0.00861504,1.57,1.42771,0.736239,0.59,0.00113333,9.21008e-12
2.49,0.011615,1.57,1.43504,0.729572,0.58,0.00113333,4.17903e-12
2.5,0.014615,1.57,1.4423,0.722906,0.57,0.00113333,-1.41225e-12
2.51,0.017615,1.57,1.44949,0.716239,0.56,0.00113333,-3.23209e-12
2.52,0.020615,1.57,1.45662,0.709572,0.55,0.00113333,-1.81304e-12
2.53,0.023615,1.57,1.46368,0.702906,0.54,0.00113333,2.24184e-13
2.54,0.026615,1.57,1.47068,0.696239,0.53,0.00113333,1.09792e-12
2.55,0.029615,1.57,1.47761,0.689572,0.52,0.00113333,7.45879e-13
2.56,0.032615,1.57,1.48447,0.682906,0.51,0.00113333,2.56681e-14
2.57,0.035615,1.57,1.49127,0.676239,0.5,0.00113333,-3.59349e-13
2.58,0.038615,1.57,1.498,0.669572,0.49,0.00113333,-2.94521e-13
2.59,0.041615,1.57,1.50466,0.662906,0.48,0.00113333,-4.78755e-14
2.6,0.044615,1.57,1.51125,0.656239,0.47,0.00113333,1.12331e-13
2.61,0.047615,1.57,1.51778,0.649572,0.46,0.00113333,1.12347e-13
2.62,0.050615,1.57,1.52425,0.642906,0.45,0.00113333,3.0851e-14
2.63,0.053615,1.57,1.53064,0.636239,0.44,0.00113333,-3.29861e-14
2.64,0.056615,1.57,1.53697,0.629572,0.43,0.00113333,-4.15308e-14
2.65,0.059615,1.57,1.54323,0.622906,0.42,0.00113333,-1.57477e-14
2.66,0.062615,1.57,1.54943,0.616239,0.41,0.00113333,8.78931e-15
2.67,0.065615,1.57,1.55556,0.609572,0.4,0.00113333,1.48944e-14
2.68,0.068615,1.57,1.56162,0.602906,0.39,0.00113333,7.19425e-15
2.69,0.071615,1.57,1.56762,0.596239,0.38,0.00113333,-1.94541e-15
2.7,0.074615,1.57,1.57355,0.589572,0.37,0.00113333,-5.18811e-15
2.71,0.077615,1.57,1.57941,0.582906,0.36,0.00113333,-3.05924e-15
2.72,0.080615,1.57,1.5852,0.576239,0.35,0.00113333,2.36001e-16
2.73,0.083615,1.57,1.59093,0.569572,0.34,0.00113333,1.7216e-15
2.74,0.086615,1.57,1.59659,0.562906,0.33,0.00113333,1.21053e-15
2.75,0.089615,1.57,1.60219,0.556239,0.32,0.00113333,6.70449e-17
2.76,0.092615,1.57,1.60772,0.549572,0.31,0.00113333,-5.67465e-16
2.77,0.095615,1.57,1.61318,0.542906,0.3,0.00113333,-4.80087e-16
2.78,0.098615,1.57,1.61858,0.536239,0.29,0.00113333,-8.60193e-17
2.79,0.101615,1.57,1.62391,0.529572,0.28,0.00113333,1.82183e-16
2.8,0.104615,1.57,1.62917,0.522906,0.27,0.00113333,1.88849e-16
2.81,0.107615,1.57,1.63436,0.516239,0.26,0.00113333,5.41919e-17
2.82,0.110615,1.57,1.63949,0.509572,0.25,0.00113333,-5.06646e-17
2.83,0.113615,1.57,1.64456,0.502906,0.24,0.00113333,-6.74492e-17
2.84,0.116615,1.57,1.64955,0.496239,0.23,0.00113333,-1.71657e-17
2.85,0.119615,1.57,1.65448,0.489572,0.22,0.00113333,2.6587e-17
2.86,0.122615,1.57,1.65934,0.482906,0.21,0.00113333,3.75479e-17
2.87,0.125615,1.57,1.66414,0.476239,0.2,0.00113333,2.10702e-17
2.88,0.128615,1.57,1.66887,0.469572,0.19,0.00113333,-1.35363e-18
2.89,0.131615,1.57,1.67353,0.462906,0.18,0.00113333,-1.31548e-17
2.9,0.134615,1.57,1.67813,0.456239,0.17,0.00113333,-8.54857e-18
2.91,0.137615,1.57,1.68266,0.449572,0.16,0.00113333,-2.83481e-18
2.92,0.140615,1.57,1.68712,0.442906,0.15,0.00113333,2.57006e-18
2.93,0.143615,1.57,1.69151,0.436239,0.14,0.00113333,4.80906e-18
2.94,0.146615,1.57,1.69584,0.429572,0.13,0.00113333,1.95508e-18
2.95,0.149615,1.57,1.70011,0.422906,0.12,0.00113333,-5.93277e-18
2.96,0.152615,1.57,1.7043,0.416239,0.11,0.00113333,-4.38098e-18
2.97,0.155615,1.57,1.70843,0.409572,0.1,0.00113333,4.06811e-18
2.98,0.158615,1.57,1.71249,0.402906,0.09,0.00113333,1.14814e-17
2.99,0.161615,1.57,1.71649,0.396239,0.08,0.00113333,6.04316e-18
3,0.164615,1.57,1.72042,0.389572,0.07,0.00113333,-4.38107e-18
3.01,0.167615,1.57,1.72428,0.382906,0.06,0.00113333,-2.32317e-18
3.02,0.170615,1.57,1.72808,0.376239,0.05,0.00113333,2.47638e-18
3.03,0.173615,1.57,1.7318,0.369572,0.04,0.00113333,8.95446e-18
3.04,0.176615,1.57,1.73547,0.362906,0.03,0.00113333,6.45228e-18
3.05,0.179615,1.57,1.73906,0.356239,0.02,0.00113333,7.62709e-19
3.06,0.182615,1.57,1.74259,0.349572,0.01,0.00113333,-5.85749e-18
3.07,0.185615,1.57,1.74605,0.342906,5.44252e-14,0.00113333,-6.87723e-18
3.08,0.185304,1.57,1.74945,0.336239,2.0239e-14,0.00113333,-4.4829e-18
3.09,0.181397,1.57,1.75278,0.329572,2.0239e-14,0.00113333,-9.89166e-18
3.1,0.176168,1.57,1.75604,0.322906,2.0239e-14,0.00113333,-6.50593e-18
3.11,0.17045,1.57,1.75924,0.316239,2.0239e-14,0.00113333,-2.20142e-18
3.12,0.164555,1.57,1.76237,0.309572,2.0239e-14,0.00113333,-2.03984e-17
3.13,0.158593,1.57,1.76543,0.302906,2.0239e-14,0.00113333,1.40867e-17
3.14,0.152607,1.57,1.76842,0.296239,2.0239e-14,0.00113333,9.69545e-18
3.15,0.146612,1.57,1.77135,0.289572,2.0239e-14,0.00113333,-1.94634e-16
3.16,0.140614,1.57,1.77422,0.282906,2.0239e-14,0.00113333,9.69813e-16
3.17,0.134615,1.57,1.77701,0.276239,2.0239e-14,0.00113333,-9.15312e-16
3.18,0.128615,1.57,1.77974,0.269572,2.0239e-14,0.00113333,-3.56556e-15
3.19,0.122615,1.57,1.7824,0.262906,2.0239e-14,0.00113333,-4.62168e-15
3.2,0.116615,1.57,1.785,0.256239,2.0239e-14,0.00113333,5.71458e-15
3.21,0.110615,1.57,1.78753,0.249572,2.0239e-14,0.00113333,6.47332e-15
3.22,0.104615,1.57,1.78999,0.242906,2.0239e-14,0.00113333,1.96969e-15
3.23,0.098615,1.57,1.79239,0.236239,2.0239e-14,0.00113333,-7.05542e-16
3.24,0.092615,1.57,1.79471,0.229572,2.0239e-14,0.00113333,-3.65243e-15
3.25,0.086615,1.57,1.79698,0.222906,2.0239e-14,0.00113333,-3.55057e-15
3.26,0.080615,1.57,1.79917,0.216239,2.0239e-14,0.00113333,-2.28486e-15
3.27,0.074615,1.57,1.8013,0.209572,2.0239e-14,0.00113333,-6.99565e-16
3.28,0.068615,1.57,1.80336,0.202906,2.0239e-14,0.00113333,2.5985e-16
3.29,0.062615,1.57,1.80536,0.196239,2.0239e-14,0.00113333,5.9036e-16
3.3,0.056615,1.57,1.80729,0.189572,2.0239e-14,0.00113333,4.67038e-16
3.31,0.050615,1.57,1.80915,0.182906,2.0239e-14,0.00113333,2.04762e-16
3.32,0.044615,1.57,1.81095,0.176239,2.0239e-14,0.00113333,-7.16542e-18
3.33,0.038615,1.57,1.81268,0.169572,2.0239e-14,0.00113333,-1.05035e-16
3.34,0.032615,1.57,1.81434,0.162906,2.0239e-14,0.00113333,-9.95879e-17
3.35,0.026615,1.57,1.81593,0.156239,2.0239e-14,0.00113333,-5.51887e-17
3.36,0.020615,1.57,1.81746,0.149572,2.0239e-14,0.00113333,-2.02811e-17
3.37,0.014615,1.57,1.81893,0.142906,2.0239e-14,0.00113333,5.26678e-18
3.38,0.00861504,1.57,1.82032,0.136239,2.0239e-14,0.00113333,1.15222e-17
3.39,0.00261504,1.57,1.82165,0.129572,2.0239e-14,0.00113333,9.31331e-18
3.4,-0.00338496,1.57,1.82291,0.122906,2.0239e-14,0.00113333,3.95374e-18
3.41,-0.00938496,1.57,1.82411,0.116239,2.0239e-14,0.00113333,-2.62909e-18
3.42,-0.015385,1.57,1.82524,0.109572,2.0239e-14,0.00113333,-2.63655e-18
3.43,-0.021385,1.57,1.8263,0.102906,2.0239e-14,0.00113333,-3.41557e-18
3.44,-0.027385,1.57,1.8273,0.0962389,2.0239e-14,0.00113333,-6.73077e-18
3.45,-0.033385,1.57,1.82822,0.0895723,2.0239e-14,0.00113333,-4.93872e-18
3.46,-0.039385,1.57,1.82909,0.0829056,2.0239e-14,0.00113333,-4.79869e-18
3.47,-0.045385,1.57,1.82988,0.0762389,2.0239e-14,0.00113333,-7.62098e-18
3.48,-0.051385,1.57,1.83061,0.0695723,2.0239e-14,0.00113333,-6.26363e-18
